financial_year,track_type,metric,value,unit,aggregation_level,source,source_url
2003-04,meter_gauge,passenger_km_per_route_km_per_annum,2.753,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2003-04,meter_gauge,net_tonne_km_per_route_km_per_annum,225.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2004-05,broad_gauge,train_km_per_running_track_km_per_day,30.3,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2004-05,broad_gauge,passenger_km_per_route_km_per_annum,11510.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2004-05,broad_gauge,net_tonne_km_per_route_km_per_annum,8569.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2004-05,meter_gauge,train_km_per_running_track_km_per_day,10.5,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2004-05,meter_gauge,passenger_km_per_route_km_per_annum,2001.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2004-05,meter_gauge,net_tonne_km_per_route_km_per_annum,167.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2005-06,broad_gauge,train_km_per_running_track_km_per_day,31.0,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2005-06,broad_gauge,passenger_km_per_route_km_per_annum,12162.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2005-06,broad_gauge,net_tonne_km_per_route_km_per_annum,9052.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2005-06,meter_gauge,train_km_per_running_track_km_per_day,9.7,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2005-06,meter_gauge,passenger_km_per_route_km_per_annum,2044.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2005-06,meter_gauge,net_tonne_km_per_route_km_per_annum,163.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2006-07,broad_gauge,train_km_per_running_track_km_per_day,31.6,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2006-07,broad_gauge,passenger_km_per_route_km_per_annum,13473.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2006-07,broad_gauge,net_tonne_km_per_route_km_per_annum,9674.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2006-07,meter_gauge,train_km_per_running_track_km_per_day,9.0,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2006-07,meter_gauge,passenger_km_per_route_km_per_annum,2153.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2006-07,meter_gauge,net_tonne_km_per_route_km_per_annum,139.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2007-08,broad_gauge,train_km_per_running_track_km_per_day,32.6,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2007-08,broad_gauge,passenger_km_per_route_km_per_annum,14635.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2007-08,broad_gauge,net_tonne_km_per_route_km_per_annum,10222.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2007-08,meter_gauge,train_km_per_running_track_km_per_day,8.5,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2007-08,meter_gauge,passenger_km_per_route_km_per_annum,2285.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2007-08,meter_gauge,net_tonne_km_per_route_km_per_annum,111.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2008-09,broad_gauge,train_km_per_running_track_km_per_day,33.1,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2008-09,broad_gauge,passenger_km_per_route_km_per_annum,15533.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2008-09,broad_gauge,net_tonne_km_per_route_km_per_annum,10440.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2008-09,meter_gauge,train_km_per_running_track_km_per_day,7.6,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2008-09,meter_gauge,passenger_km_per_route_km_per_annum,2006.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2008-09,meter_gauge,net_tonne_km_per_route_km_per_annum,83.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2009-10,broad_gauge,train_km_per_running_track_km_per_day,34.2,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2009-10,broad_gauge,passenger_km_per_route_km_per_annum,16354.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2009-10,broad_gauge,net_tonne_km_per_route_km_per_annum,11070.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2009-10,meter_gauge,train_km_per_running_track_km_per_day,7.6,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2009-10,meter_gauge,passenger_km_per_route_km_per_annum,2111.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2009-10,meter_gauge,net_tonne_km_per_route_km_per_annum,91.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2010-11,broad_gauge,train_km_per_running_track_km_per_day,35.4,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2010-11,broad_gauge,passenger_km_per_route_km_per_annum,17360.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2010-11,broad_gauge,net_tonne_km_per_route_km_per_annum,11345.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2010-11,meter_gauge,train_km_per_running_track_km_per_day,7.6,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2010-11,meter_gauge,passenger_km_per_route_km_per_annum,2912.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2010-11,meter_gauge,net_tonne_km_per_route_km_per_annum,95.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2011-12,broad_gauge,train_km_per_running_track_km_per_day,35.5,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2011-12,broad_gauge,passenger_km_per_route_km_per_annum,18300.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2011-12,broad_gauge,net_tonne_km_per_route_km_per_annum,11940.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2011-12,meter_gauge,train_km_per_running_track_km_per_day,7.5,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2011-12,meter_gauge,passenger_km_per_route_km_per_annum,3386.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2011-12,meter_gauge,net_tonne_km_per_route_km_per_annum,82.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2012-13,broad_gauge,train_km_per_running_track_km_per_day,36.1,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2012-13,broad_gauge,passenger_km_per_route_km_per_annum,18103.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2012-13,broad_gauge,net_tonne_km_per_route_km_per_annum,11379.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2012-13,meter_gauge,train_km_per_running_track_km_per_day,6.8,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2012-13,meter_gauge,passenger_km_per_route_km_per_annum,2870.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2012-13,meter_gauge,net_tonne_km_per_route_km_per_annum,75.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2013-14,broad_gauge,train_km_per_running_track_km_per_day,37.9,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2013-14,broad_gauge,passenger_km_per_route_km_per_annum,18798.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2013-14,broad_gauge,net_tonne_km_per_route_km_per_annum,11450.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2013-14,meter_gauge,train_km_per_running_track_km_per_day,7.2,train_km/running_track_km/day,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2013-14,meter_gauge,passenger_km_per_route_km_per_annum,3038.0,000s_passenger_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
2013-14,meter_gauge,net_tonne_km_per_route_km_per_annum,111.0,000s_net_tonne_km/route_km/year,national,OGD_68_Railway_Key_Statistics_1950-51_to_2013-14,https://data.gov.in/resource/railway-key-statistics
