task_id,department,section_id,location_reference_type,location_reference_id,start_km,end_km,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status,overdue_days,required_resource_type,estimated_duration_minutes,gps_latitude,gps_longitude,mapped_chainage_km,spatial_mapping_method,spatial_mapping_confidence,srs,seasonal_risk_score,live_weather_severity,live_weather_risk_score,weather_maintenance_suitability,seasonal_risk_factor,criticality_score,priority_rank,priority_band,cluster_id,cluster_size,departments_involved,integrated_block_candidate,spatial_overlap_score,traffic_feasible,machine_feasible,crew_feasible,time_feasible,spatially_feasible,weather_feasible,overall_feasible,rejection_reason
TMS_TASK_023527,Engineering,SEC_045,CHAINAGE,TMS_TASK_023527,179.541,179.671,Rail Fracture Risk,B,2024-10-16,2024-10-28,1,Deferred,64,Engineering crew,180,10.966485,78.949703,179.606,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,67.45,36608,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_003330,Engineering,SEC_045,CHAINAGE,TMS_TASK_003330,179.116,180.115,Deep Screening Overdue,C,2024-05-01,2024-06-14,0,Deferred,200,Ballast Cleaning Machine,240,10.966485,78.949703,179.615,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,48.3,68883,Medium,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_019685,Engineering,SEC_045,CHAINAGE,TMS_TASK_019685,178.942,180.336,Rail Fracture Risk,A,2024-02-25,2024-03-02,0,In-Progress,304,Engineering crew,180,10.966485,78.949703,179.639,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_021692,Engineering,SEC_045,CHAINAGE,TMS_TASK_021692,179.611,179.684,Weld Failure,B,2024-03-07,2024-03-22,0,Completed,284,Engineering crew,120,10.966485,78.949703,179.647,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_026865,Engineering,SEC_045,CHAINAGE,TMS_TASK_026865,179.177,180.12,Ballast Issue,B,2024-10-15,2024-11-04,1,Deferred,57,Ballast Cleaning Machine,120,10.966485,78.949703,179.649,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,67.45,36608,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_008048,Engineering,SEC_045,CHAINAGE,TMS_TASK_008048,179.333,179.983,Track Parameter Deviation,B,2024-06-05,2024-06-23,3,Deferred,191,Tamping Machine,90,10.966485,78.949703,179.658,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,76.62,30945,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_000642,Engineering,SEC_045,CHAINAGE,TMS_TASK_000642,179.121,180.202,Deep Screening Overdue,A,2024-04-26,2024-04-30,0,Open,245,Ballast Cleaning Machine,240,10.966485,78.949703,179.661,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_015167,Engineering,SEC_045,CHAINAGE,TMS_TASK_015167,179.091,180.257,Deep Screening Overdue,B,2024-01-05,2024-01-22,1,Deferred,344,Ballast Cleaning Machine,240,10.966485,78.949703,179.674,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,67.45,36608,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_003298,Engineering,SEC_045,CHAINAGE,TMS_TASK_003298,179.269,180.1,Ballast Issue,B,2024-08-20,2024-09-09,0,In-Progress,113,Ballast Cleaning Machine,120,10.966485,78.949703,179.685,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_022659,Engineering,SEC_045,CHAINAGE,TMS_TASK_022659,179.018,180.354,Deep Screening Overdue,B,2024-10-02,2024-10-16,4,Deferred,76,Ballast Cleaning Machine,240,10.966485,78.949703,179.686,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,81.11,28211,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_029870,Engineering,SEC_045,CHAINAGE,TMS_TASK_029870,179.105,180.274,Rail Fracture Risk,A,2024-02-06,2024-02-07,0,Open,328,Engineering crew,180,10.966485,78.949703,179.69,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_013145,Engineering,SEC_045,CHAINAGE,TMS_TASK_013145,179.324,180.058,Rail Fracture Risk,A,2024-08-13,2024-08-16,0,Open,137,Engineering crew,180,10.966485,78.949703,179.691,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_005239,Engineering,SEC_045,CHAINAGE,TMS_TASK_005239,178.975,180.437,Rail Fracture Risk,C,2024-03-19,2024-04-30,0,In-Progress,245,Engineering crew,180,10.966485,78.949703,179.706,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,48.3,68883,Medium,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_023423,Engineering,SEC_045,CHAINAGE,TMS_TASK_023423,178.967,180.467,Rail Fracture Risk,A,2024-01-29,2024-02-03,0,Completed,332,Engineering crew,180,10.966485,78.949703,179.717,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_008389,Engineering,SEC_045,CHAINAGE,TMS_TASK_008389,179.328,180.141,Track Parameter Deviation,B,2024-09-13,2024-09-25,4,Open,97,Tamping Machine,90,10.966485,78.949703,179.734,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,81.11,28211,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_025515,Engineering,SEC_045,CHAINAGE,TMS_TASK_025515,179.037,180.447,Rail Fracture Risk,A,2024-02-24,2024-02-26,0,Deferred,309,Engineering crew,180,10.966485,78.949703,179.742,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_010428,Engineering,SEC_045,CHAINAGE,TMS_TASK_010428,179.627,179.898,Ballast Issue,C,2024-07-01,2024-07-31,1,Open,153,Ballast Cleaning Machine,120,10.966485,78.949703,179.762,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,52.71,66410,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_012868,Engineering,SEC_045,CHAINAGE,TMS_TASK_012868,179.117,180.463,Weld Failure,B,2024-08-13,2024-09-02,0,Open,120,Engineering crew,120,10.966485,78.949703,179.79,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_025144,Engineering,SEC_045,CHAINAGE,TMS_TASK_025144,179.113,180.507,Weld Failure,A,2024-11-27,2024-12-03,0,Completed,28,Engineering crew,120,10.966485,78.949703,179.81,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,81.05,30520,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_001170,Engineering,SEC_045,CHAINAGE,TMS_TASK_001170,179.425,180.243,Ballast Issue,C,2024-02-10,2024-02-28,4,Deferred,307,Ballast Cleaning Machine,120,10.966485,78.949703,179.834,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,65.79,39346,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_022111,Engineering,SEC_045,CHAINAGE,TMS_TASK_022111,179.216,180.488,Weld Failure,B,2024-03-31,2024-04-19,1,In-Progress,256,Engineering crew,120,10.966485,78.949703,179.852,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,67.45,36608,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_024036,Engineering,SEC_045,CHAINAGE,TMS_TASK_024036,179.77,179.973,Deep Screening Overdue,B,2024-12-19,2024-12-31,2,Open,0,Ballast Cleaning Machine,240,10.966485,78.949703,179.872,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,39.0,76679,Medium,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_008200,Engineering,SEC_045,CHAINAGE,TMS_TASK_008200,179.548,180.205,Weld Failure,C,2024-01-12,2024-01-28,2,In-Progress,338,Engineering crew,120,10.966485,78.949703,179.877,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,56.54,64416,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_000324,Engineering,SEC_045,CHAINAGE,TMS_TASK_000324,179.37,180.406,Weld Failure,A,2024-04-13,2024-04-20,0,Open,255,Engineering crew,120,10.966485,78.949703,179.888,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_027460,Engineering,SEC_045,CHAINAGE,TMS_TASK_027460,179.338,180.447,Track Parameter Deviation,B,2024-08-28,2024-09-04,0,Completed,118,Tamping Machine,90,10.966485,78.949703,179.892,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_025827,Engineering,SEC_045,CHAINAGE,TMS_TASK_025827,179.71,180.138,Deep Screening Overdue,B,2024-07-16,2024-07-29,0,Open,155,Ballast Cleaning Machine,240,10.966485,78.949703,179.924,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0001,152,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_011194,Engineering,SEC_045,CHAINAGE,TMS_TASK_011194,179.807,180.092,Ballast Issue,A,2024-07-24,2024-07-27,0,Open,157,Ballast Cleaning Machine,120,10.966485,78.949703,179.95,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_013547,Engineering,SEC_045,CHAINAGE,TMS_TASK_013547,179.382,180.531,Ballast Issue,B,2024-10-17,2024-10-29,0,In-Progress,63,Ballast Cleaning Machine,120,10.966485,78.949703,179.957,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_012583,Engineering,SEC_045,CHAINAGE,TMS_TASK_012583,179.756,180.16,Rail Fracture Risk,A,2024-03-19,2024-03-25,0,Deferred,281,Engineering crew,180,10.966485,78.949703,179.958,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_015506,Engineering,SEC_045,CHAINAGE,TMS_TASK_015506,179.845,180.107,Weld Failure,A,2024-02-29,2024-03-02,0,Open,304,Engineering crew,120,10.966485,78.949703,179.976,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_010125,Engineering,SEC_045,CHAINAGE,TMS_TASK_010125,179.843,180.117,Deep Screening Overdue,B,2024-04-08,2024-04-16,0,Completed,259,Ballast Cleaning Machine,240,10.966485,78.949703,179.98,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_005513,Engineering,SEC_045,CHAINAGE,TMS_TASK_005513,179.959,180.018,Track Parameter Deviation,A,2024-04-27,2024-05-01,0,In-Progress,244,Tamping Machine,90,10.966485,78.949703,179.988,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_009739,Engineering,SEC_045,CHAINAGE,TMS_TASK_009739,179.601,180.377,Track Parameter Deviation,B,2024-04-24,2024-05-09,2,Open,236,Tamping Machine,90,10.966485,78.949703,179.989,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,71.85,33663,High,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_014964,Engineering,SEC_045,CHAINAGE,TMS_TASK_014964,179.314,180.672,Weld Failure,C,2024-09-20,2024-10-11,0,Completed,81,Engineering crew,120,10.966485,78.949703,179.993,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,48.3,68883,Medium,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_015784,Engineering,SEC_045,CHAINAGE,TMS_TASK_015784,179.394,180.598,Rail Fracture Risk,A,2024-06-23,2024-06-27,0,Completed,187,Engineering crew,180,10.966485,78.949703,179.996,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_001826,Engineering,SEC_045,CHAINAGE,TMS_TASK_001826,179.275,180.725,Weld Failure,A,2024-07-21,2024-07-27,0,Completed,157,Engineering crew,120,10.966485,78.949703,180.0,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_014516,Engineering,SEC_045,CHAINAGE,TMS_TASK_014516,179.947,180.077,Weld Failure,A,2024-01-13,2024-01-20,0,In-Progress,346,Engineering crew,120,10.966485,78.949703,180.012,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_020319,Engineering,SEC_045,CHAINAGE,TMS_TASK_020319,179.77,180.262,Deep Screening Overdue,B,2024-04-03,2024-04-11,0,Open,264,Ballast Cleaning Machine,240,10.966485,78.949703,180.016,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_020520,Engineering,SEC_045,CHAINAGE,TMS_TASK_020520,179.461,180.586,Weld Failure,A,2024-02-06,2024-02-13,0,Open,322,Engineering crew,120,10.966485,78.949703,180.024,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_008579,Engineering,SEC_045,CHAINAGE,TMS_TASK_008579,179.732,180.394,Weld Failure,B,2024-12-20,2024-12-30,0,Completed,1,Engineering crew,120,10.966485,78.949703,180.063,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,30.96,77788,Medium,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_029070,Engineering,SEC_045,CHAINAGE,TMS_TASK_029070,179.997,180.141,Ballast Issue,B,2024-12-04,2024-12-12,0,Open,19,Ballast Cleaning Machine,120,10.966485,78.949703,180.069,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,51.23,68107,High,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_022754,Engineering,SEC_045,CHAINAGE,TMS_TASK_022754,179.508,180.645,Track Parameter Deviation,B,2024-10-04,2024-10-25,0,Completed,67,Tamping Machine,90,10.966485,78.949703,180.077,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_027879,Engineering,SEC_045,CHAINAGE,TMS_TASK_027879,179.372,180.801,Rail Fracture Risk,A,2024-01-26,2024-01-30,0,Completed,336,Engineering crew,180,10.966485,78.949703,180.087,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_028740,Engineering,SEC_045,CHAINAGE,TMS_TASK_028740,179.956,180.217,Rail Fracture Risk,A,2024-06-21,2024-06-27,0,Completed,187,Engineering crew,180,10.966485,78.949703,180.087,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_015512,Engineering,SEC_045,CHAINAGE,TMS_TASK_015512,179.629,180.568,Track Parameter Deviation,A,2024-03-18,2024-03-19,0,Completed,287,Tamping Machine,90,10.966485,78.949703,180.099,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_003095,Engineering,SEC_045,CHAINAGE,TMS_TASK_003095,180.075,180.127,Ballast Issue,A,2024-10-16,2024-10-21,0,Deferred,71,Ballast Cleaning Machine,120,10.966485,78.949703,180.101,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_005865,Engineering,SEC_045,CHAINAGE,TMS_TASK_005865,180.023,180.237,Rail Fracture Risk,A,2024-06-26,2024-07-02,0,In-Progress,182,Engineering crew,180,10.966485,78.949703,180.13,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_012074,Engineering,SEC_045,CHAINAGE,TMS_TASK_012074,179.503,180.765,Deep Screening Overdue,B,2024-04-25,2024-05-09,0,Deferred,236,Ballast Cleaning Machine,240,10.966485,78.949703,180.134,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_025204,Engineering,SEC_045,CHAINAGE,TMS_TASK_025204,179.995,180.277,Deep Screening Overdue,B,2024-08-26,2024-09-14,0,In-Progress,108,Ballast Cleaning Machine,240,10.966485,78.949703,180.136,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_006967,Engineering,SEC_045,CHAINAGE,TMS_TASK_006967,180.011,180.278,Track Parameter Deviation,B,2024-02-13,2024-03-03,0,Open,303,Tamping Machine,90,10.966485,78.949703,180.144,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_004829,Engineering,SEC_045,CHAINAGE,TMS_TASK_004829,179.453,180.842,Track Parameter Deviation,A,2024-01-27,2024-02-01,0,Completed,334,Tamping Machine,90,10.966485,78.949703,180.148,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_020899,Engineering,SEC_045,CHAINAGE,TMS_TASK_020899,179.441,180.871,Weld Failure,A,2024-10-02,2024-10-09,0,In-Progress,83,Engineering crew,120,10.966485,78.949703,180.156,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_016106,Engineering,SEC_045,CHAINAGE,TMS_TASK_016106,179.923,180.395,Deep Screening Overdue,B,2024-01-03,2024-01-12,0,Completed,354,Ballast Cleaning Machine,240,10.966485,78.949703,180.159,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_017119,Engineering,SEC_045,CHAINAGE,TMS_TASK_017119,179.448,180.872,Track Parameter Deviation,C,2024-06-11,2024-07-21,0,Completed,163,Tamping Machine,90,10.966485,78.949703,180.16,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,48.3,68883,Medium,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_009428,Engineering,SEC_045,CHAINAGE,TMS_TASK_009428,179.518,180.81,Weld Failure,A,2024-05-17,2024-05-18,0,In-Progress,227,Engineering crew,120,10.966485,78.949703,180.164,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_013986,Engineering,SEC_045,CHAINAGE,TMS_TASK_013986,180.112,180.248,Deep Screening Overdue,B,2024-05-13,2024-06-02,0,Open,212,Ballast Cleaning Machine,240,10.966485,78.949703,180.18,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_019451,Engineering,SEC_045,CHAINAGE,TMS_TASK_019451,179.727,180.639,Ballast Issue,C,2024-09-06,2024-10-10,0,Open,82,Ballast Cleaning Machine,120,10.966485,78.949703,180.183,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,48.3,68883,Medium,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_013252,Engineering,SEC_045,CHAINAGE,TMS_TASK_013252,179.683,180.686,Track Parameter Deviation,C,2024-12-18,2025-01-30,1,Deferred,0,Tamping Machine,90,10.966485,78.949703,180.185,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,20.51,79196,Low,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_028390,Engineering,SEC_045,CHAINAGE,TMS_TASK_028390,179.651,180.721,Ballast Issue,A,2024-02-26,2024-02-27,0,Completed,308,Ballast Cleaning Machine,120,10.966485,78.949703,180.186,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_015138,Engineering,SEC_045,CHAINAGE,TMS_TASK_015138,179.927,180.456,Ballast Issue,B,2024-08-05,2024-08-15,3,Deferred,138,Ballast Cleaning Machine,120,10.966485,78.949703,180.191,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,76.62,30945,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_014004,Engineering,SEC_045,CHAINAGE,TMS_TASK_014004,180.151,180.281,Weld Failure,A,2024-01-06,2024-01-07,0,In-Progress,359,Engineering crew,120,10.966485,78.949703,180.216,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_017256,Engineering,SEC_045,CHAINAGE,TMS_TASK_017256,179.627,180.819,Rail Fracture Risk,B,2024-02-29,2024-03-18,0,In-Progress,288,Engineering crew,180,10.966485,78.949703,180.223,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,63.22,40989,High,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_024116,Engineering,SEC_045,CHAINAGE,TMS_TASK_024116,180.116,180.367,Rail Fracture Risk,A,2024-01-22,2024-01-27,0,Completed,339,Engineering crew,180,10.966485,78.949703,180.242,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,83.65,3477,Critical,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
TMS_TASK_008772,Engineering,SEC_045,CHAINAGE,TMS_TASK_008772,179.575,180.909,Ballast Issue,C,2024-04-06,2024-04-29,1,In-Progress,246,Ballast Cleaning Machine,120,10.966485,78.949703,180.242,LINEAR_SEGMENT_INTERPOLATION,0.98,33.2,33.2,5.3,5.3,0.84,0.33,52.71,66410,High,CLUST_SEC_045_0002,199,Engineering,True,1.0,True,True,True,True,True,True,True,NONE
