task_id,criticality_score,priority_band,overall_feasible,rejection_reason
TMS_TASK_016853,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016845,43.2,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021611,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_001680,81.2,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007121,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004064,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016992,55.4,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_015206,27.87,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020435,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_015888,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019098,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025034,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011363,92.61,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024145,30.05,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024910,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_027567,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029678,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013855,71.85,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023938,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021933,65.09,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021492,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016709,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_001195,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013734,71.85,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016953,47.35,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021295,56.54,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010751,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_027907,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003646,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007042,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025664,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005459,98.97,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_000011,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026957,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_028114,15.14,Low,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003337,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020477,41.29,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008622,30.05,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004396,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_002477,87.36,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004311,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008786,49.82,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005915,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003657,83.53,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_027503,58.12,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023304,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018654,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014808,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006703,65.79,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013804,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008322,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023002,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016938,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020355,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010801,62.85,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022369,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022293,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022177,60.98,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_004614,98.97,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020871,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025561,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_001916,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014035,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_009915,49.82,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_026189,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007697,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_025517,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018728,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017169,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_009493,50.14,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_027548,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020290,20.51,Low,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_000893,76.61,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017152,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021144,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020781,47.89,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029987,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021934,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_018806,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024495,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005659,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_000717,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016692,56.54,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022646,71.85,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_013730,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019718,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016304,56.54,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023224,71.85,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_001000,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029418,20.51,Low,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019564,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024897,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022197,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007808,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_001207,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021384,83.19,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003867,83.56,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_005225,96.41,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_021774,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011786,79.06,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_023439,47.89,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019176,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014135,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019167,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_016501,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020078,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022224,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029121,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_029198,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010912,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_007108,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_006872,98.97,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_018882,96.41,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_007626,92.61,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_021752,87.36,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_003611,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_003843,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_004384,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_005044,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_005331,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_003259,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_005866,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_006275,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_006675,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_006714,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_006717,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_006771,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_006904,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_006968,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_007590,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_008206,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_002883,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_009891,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_008515,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_009131,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_010782,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_011280,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_011608,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_011850,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_012345,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_012324,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_012572,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_012675,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_013096,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_013876,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_014530,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_015365,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_001975,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_015982,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_017032,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_017590,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_018576,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_018617,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_018832,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_020005,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_020324,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_020911,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_001412,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_021592,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_021617,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_021986,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_022626,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_024057,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_024369,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_024401,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_024492,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_024770,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_000034,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_015170,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_024660,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_009752,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_008257,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_019834,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_002688,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_017721,80.23,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_014379,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_004615,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_021371,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_021412,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_005409,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_005990,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_003215,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_001938,71.85,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_021440,71.85,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_002586,71.85,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_000079,67.45,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_003760,67.45,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_007852,67.45,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_017795,67.45,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_020155,67.45,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_013950,65.96,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_018076,65.79,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_020696,65.79,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_003033,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_000134,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_003448,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_004163,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_023339,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_023308,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_022739,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_022522,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_004787,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_002604,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_005254,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_020759,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_020706,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_020491,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_002436,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_024483,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_018615,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_018624,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_006347,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_018485,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_006862,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_006960,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_017318,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_007252,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_007457,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_016855,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_016066,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_016002,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_008429,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_015355,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_002062,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_008889,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_014697,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_014669,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_014223,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_001387,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_010243,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_010284,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_010285,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_011115,63.22,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_020432,60.98,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_002426,58.02,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_005799,58.02,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_004530,58.02,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_001434,56.54,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_004195,52.71,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_014291,52.71,High,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_010077,49.82,Medium,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_007734,49.82,Medium,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_024755,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_023306,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_011718,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_024133,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_006484,40.21,Medium,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_022534,30.05,Medium,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_010444,30.05,Medium,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_010202,30.05,Medium,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_002634,27.87,Medium,False,High Traffic Pressure / No Traffic Gap
SMMS_TASK_013740,15.14,Low,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_010576,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_004923,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_000330,71.85,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_007731,67.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_001365,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_019347,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_005843,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_005555,59.53,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_008898,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006466,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_021151,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_006394,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_005466,71.85,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_019152,67.45,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_024348,67.45,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_021916,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_006551,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_012007,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_000755,56.34,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_024272,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006409,60.98,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_004800,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_023160,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_022961,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_000456,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_022329,65.79,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_008537,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_022828,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_014148,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019048,65.79,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_010087,96.41,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_021289,88.04,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_021115,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_013592,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_001258,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_017587,65.96,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_017664,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_004677,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_018872,62.68,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_008352,56.42,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_010192,56.33,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_020666,37.63,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008083,67.45,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_008199,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_019329,92.61,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_018753,98.97,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_004814,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_022465,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_022127,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_000113,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_002031,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_013598,51.23,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_001084,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_017545,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_012930,33.46,Medium,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_021098,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_019351,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_001129,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_018938,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_006492,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_004554,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_006852,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_018198,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_024150,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_011212,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_005440,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_009237,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_023039,52.71,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_017501,76.62,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_013400,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_006768,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_008355,67.45,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_016023,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_016998,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_019132,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_008458,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_012798,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_010607,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_003176,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_005736,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_000158,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_016221,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_001565,81.11,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_020270,63.22,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_020154,62.79,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_019925,49.82,Medium,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_008701,47.89,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_011630,63.22,High,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_022818,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_028393,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_003661,71.85,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_015864,67.45,High,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_017928,30.05,Medium,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_007647,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_006864,83.57,Critical,False,High Traffic Pressure / No Traffic Gap
TDMS_TASK_005144,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003654,83.65,Critical,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_020162,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
TMS_TASK_003539,48.3,Medium,False,High Traffic Pressure / No Traffic Gap
