log_id,entity,entity_id,action,actor,old_value,new_value,reason,timestamp,model_version
AUDIT_697D990734,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-18T19:57:01.048966,1.0.0
AUDIT_14184F0416,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-18T19:57:04.122749,1.0.0
AUDIT_1CCB375F50,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-18T19:57:04.316537,1.0.0
AUDIT_94F087C09A,BLOCK_PLAN,RB-SEC_045-0001,APPROVE,Senior Section Engineer / P-Way (Controller),PROPOSED,APPROVED,Approved for possession,2026-09-18T20:34:56.532358,1.0.0
AUDIT_CC0F67D9E4,BLOCK_EXECUTION,RB-SEC_045-0001,EXECUTE,Execution Controller (Controller),APPROVED,EXECUTED,Welding and track inspection completed on time,2026-09-18T20:34:58.121408,1.0.0
AUDIT_DE62313B3E,BLOCK_PLAN,RB-SEC_045-0001,MODIFY,Divisional Operations Controller (Controller),2026-09-01 00:00:00,2026-09-01 02:00:00 to 2026-09-01 04:30:00,Adjusted window for freight crossing,2026-09-18T20:34:59.942061,1.0.0
AUDIT_5F14E3E61C,BLOCK_PLAN,RB-SEC_045-0003,REJECT,Chief Dispatcher (Controller),PROPOSED,REJECTED,High passenger traffic density window,2026-09-18T20:35:05.348847,1.0.0
AUDIT_FD01119EE0,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),PROPOSED,APPROVED,Approved in test,2026-09-18T20:40:30.157459,1.0.0
AUDIT_9F42EC485D,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),PROPOSED,APPROVED,Approved after traffic gap verification,2026-09-18T20:40:30.323545,1.0.0
AUDIT_2C6A19060A,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),PROPOSED,REJECTED,Traffic density conflict during peak hours,2026-09-18T20:40:34.252165,1.0.0
AUDIT_E434EC5949,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-18T20:43:08.642245,1.0.0
AUDIT_57FAC11718,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-18T20:43:08.794909,1.0.0
AUDIT_501C949B5E,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-18T20:43:18.931607,1.0.0
AUDIT_65C37DA215,BLOCK_PLAN,RB-SEC_045-0001,APPROVE,Senior Section Engineer / P-Way (Controller),PROPOSED,APPROVED,Approved for possession,2026-09-18T20:43:28.359023,1.0.0
AUDIT_C3851A124C,BLOCK_EXECUTION,RB-SEC_045-0001,EXECUTE,Execution Controller (Controller),APPROVED,EXECUTED,Welding and track inspection completed on time,2026-09-18T20:43:30.495617,1.0.0
AUDIT_6B6F6D24F7,BLOCK_PLAN,RB-SEC_045-0001,MODIFY,Divisional Operations Controller (Controller),2026-09-01 00:00:00,2026-09-01 02:00:00 to 2026-09-01 04:30:00,Adjusted window for freight crossing,2026-09-18T20:43:33.486313,1.0.0
AUDIT_2E33BB9E0B,BLOCK_PLAN,RB-SEC_045-0003,REJECT,Chief Dispatcher (Controller),PROPOSED,REJECTED,High passenger traffic density window,2026-09-18T20:43:46.901609,1.0.0
AUDIT_B93B1FCEEC,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-18T20:43:47.192828,1.0.0
AUDIT_3C0654E146,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-18T20:43:47.390163,1.0.0
AUDIT_D892B0BDEE,BLOCK_PLAN,RB-528,APPROVE,Section Controller (Controller),PROPOSED,APPROVED,Approved in test,2026-09-18T20:54:38.857060,1.0.0
AUDIT_0FF08BB841,BLOCK_PLAN,RB-529,APPROVE,Section Controller (Controller),PROPOSED,APPROVED,Approved after traffic gap verification,2026-09-18T20:54:38.927242,1.0.0
AUDIT_B927D95C20,BLOCK_PLAN,RB-530,REJECT,Section Controller (Controller),PROPOSED,REJECTED,Traffic density conflict during peak hours,2026-09-18T20:54:45.007520,1.0.0
AUDIT_3176C63212,DISRUPTION_RESCHEDULE,BLK_101,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-18T20:56:03.156338,1.0.0
AUDIT_8AA906FE99,DISRUPTION_RESCHEDULE,OPT_101,ACCEPT_RESCHEDULE,Controller,,ACCEPTED (plan_updated=False),,2026-09-18T20:56:03.311532,1.0.0
AUDIT_B37E05127A,DISRUPTION_RESCHEDULE,BLK-RESCHED-A-01,ACCEPT_RESCHEDULE,TestController,,ACCEPTED (plan_updated=False),,2026-09-18T20:56:13.450930,1.0.0
AUDIT_EB8EF84D7C,BLOCK_PLAN,RB-SEC_045-0001,APPROVE,Senior Section Engineer / P-Way (Controller),PROPOSED,APPROVED,Approved for possession,2026-09-18T20:56:24.157555,1.0.0
AUDIT_A950660E8D,BLOCK_EXECUTION,RB-SEC_045-0001,EXECUTE,Execution Controller (Controller),APPROVED,EXECUTED,Welding and track inspection completed on time,2026-09-18T20:56:25.929660,1.0.0
AUDIT_AFF5C682F1,BLOCK_PLAN,RB-SEC_045-0001,MODIFY,Divisional Operations Controller (Controller),2026-09-01 00:00:00,2026-09-01 02:00:00 to 2026-09-01 04:30:00,Adjusted window for freight crossing,2026-09-18T20:56:27.033792,1.0.0
AUDIT_45867FD9C7,BLOCK_PLAN,RB-SEC_045-0003,REJECT,Chief Dispatcher (Controller),PROPOSED,REJECTED,High passenger traffic density window,2026-09-18T20:56:36.950847,1.0.0
AUDIT_C3ABB649F6,DISRUPTION_RESCHEDULE,RB-TEST-01,GENERATE_OPTIONS,system,,"feasible=6, infeasible=0, rl_used=True",,2026-09-18T20:56:37.119006,1.0.0
AUDIT_0C2CCF228A,DISRUPTION_RESCHEDULE,RB-TEST-01-D60,ACCEPT_RESCHEDULE,Chief Controller,,ACCEPTED (plan_updated=False),,2026-09-18T20:56:37.233223,1.0.0
AUDIT_DCBC94097C,DISRUPTION_RESCHEDULE,SLOT_028315,GENERATE_OPTIONS,system,,"feasible=5, infeasible=1, rl_used=True",,2026-09-18T21:15:28.875606,1.0.0
