task_id,date,department,section_id,severity_level,severity_num,priority_code,priority_rank,estimated_duration_hours,deferred_count,days_until_target,passenger_trains_daily,freight_rakes_daily,total_trains_daily,capacity_utilization_percent,festival_flag,festival_traffic_multiplier,latitude,longitude,status,source_type
SMMS_TASK_017595,2024-02-11,SIGNAL,SEC_065,HIGH,3,P2_URGENT,3,2.5,3,7,50,18,68,113.3,0,1.0,9.808515,78.072664,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017596,2024-11-08,SIGNAL,SEC_050,CRITICAL,4,P1_EMERGENCY,4,1.9,3,7,30,12,42,70.0,0,1.0,10.833388,78.702022,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017597,2024-04-22,SIGNAL,SEC_061,CRITICAL,4,P1_EMERGENCY,4,2.1,2,7,25,12,37,61.7,0,1.0,10.469579,78.140104,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017598,2024-03-07,SIGNAL,SEC_031,CRITICAL,4,P1_EMERGENCY,4,3.1,0,7,35,8,43,71.7,0,1.0,11.925254,79.482589,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017599,2024-08-23,SIGNAL,SEC_010,HIGH,3,P2_URGENT,3,2.1,3,7,38,10,48,80.0,0,1.0,12.932871,80.126023,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017600,2024-04-16,SIGNAL,SEC_050,CRITICAL,4,P1_EMERGENCY,4,2.5,0,7,30,12,42,70.0,0,1.0,10.838288,78.700801,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017601,2024-07-02,SIGNAL,SEC_009,HIGH,3,P2_URGENT,3,2.9,1,7,35,12,47,78.3,0,1.0,12.949637,80.139414,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017602,2024-02-21,SIGNAL,SEC_014,HIGH,3,P2_URGENT,3,3.9,0,7,45,10,55,91.7,0,1.0,12.861528,80.068232,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017603,2024-10-21,SIGNAL,SEC_060,CRITICAL,4,P1_EMERGENCY,4,2.1,0,7,35,12,47,78.3,0,1.0,10.509516,78.214128,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017604,2024-12-30,SIGNAL,SEC_037,CRITICAL,4,P1_EMERGENCY,4,2.3,4,7,31,14,45,75.0,0,1.0,11.380495,79.21994,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017605,2024-05-08,SIGNAL,SEC_008,HIGH,3,P2_URGENT,3,2.1,0,7,40,10,50,83.3,0,1.0,12.959995,80.146689,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017606,2024-01-08,SIGNAL,SEC_047,MEDIUM,2,P3_NORMAL,2,2.2,0,7,37,18,55,91.7,0,1.0,10.893898,78.851253,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017607,2024-09-20,SIGNAL,SEC_033,MEDIUM,2,P3_NORMAL,2,3.1,0,7,54,16,70,116.7,0,1.0,11.619798,79.323368,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017608,2024-02-27,SIGNAL,SEC_038,HIGH,3,P2_URGENT,3,2.5,2,7,30,18,48,80.0,0,1.0,11.362983,79.217448,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017609,2024-06-26,SIGNAL,SEC_056,CRITICAL,4,P1_EMERGENCY,4,3.0,0,7,61,10,71,118.3,0,1.0,10.652652,78.48093,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017610,2024-05-20,SIGNAL,SEC_004,HIGH,3,P2_URGENT,3,1.9,0,7,56,14,70,116.7,0,1.0,12.993848,80.196831,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017611,2024-02-15,SIGNAL,SEC_038,CRITICAL,4,P1_EMERGENCY,4,3.1,0,7,30,18,48,80.0,0,1.0,11.341029,79.211876,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017612,2024-03-13,SIGNAL,SEC_058,MEDIUM,2,P3_NORMAL,2,2.3,0,7,56,16,72,120.0,0,1.0,10.55629,78.33253,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017613,2024-11-12,SIGNAL,SEC_011,CRITICAL,4,P1_EMERGENCY,4,2.0,0,7,57,16,73,121.7,0,1.0,12.913672,80.104428,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017614,2024-09-05,SIGNAL,SEC_019,CRITICAL,4,P1_EMERGENCY,4,2.1,0,7,60,16,76,126.7,0,1.0,12.539385,79.916637,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017615,2024-04-20,SIGNAL,SEC_040,CRITICAL,4,P1_EMERGENCY,4,3.6,0,7,45,14,59,98.3,0,1.0,11.233377,79.13019,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017616,2024-01-09,SIGNAL,SEC_064,HIGH,3,P2_URGENT,3,2.4,1,7,44,12,56,93.3,0,1.0,9.906398,78.09557,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017617,2024-02-29,SIGNAL,SEC_066,HIGH,3,P2_URGENT,3,2.1,0,7,59,12,71,253.6,0,1.0,9.466873,78.096277,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017618,2024-07-07,SIGNAL,SEC_006,CRITICAL,4,P1_EMERGENCY,4,2.5,0,7,52,10,62,103.3,0,1.0,12.98284,80.171016,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017619,2024-09-25,SIGNAL,SEC_025,CRITICAL,4,P1_EMERGENCY,4,2.0,0,7,29,8,37,61.7,0,1.0,12.244618,79.665689,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017620,2024-03-12,SIGNAL,SEC_058,CRITICAL,4,P1_EMERGENCY,4,2.1,0,7,56,16,72,120.0,0,1.0,10.565295,78.349227,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017621,2024-09-11,SIGNAL,SEC_039,CRITICAL,4,P1_EMERGENCY,4,2.5,1,7,42,18,60,100.0,0,1.0,11.265019,79.173496,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017622,2024-08-19,SIGNAL,SEC_061,MEDIUM,2,P3_NORMAL,2,2.5,0,7,25,12,37,61.7,0,1.0,10.465954,78.135959,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017623,2024-01-26,SIGNAL,SEC_008,HIGH,3,P2_URGENT,3,4.3,0,7,40,10,50,83.3,1,1.25,12.959973,80.146674,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017624,2024-02-12,SIGNAL,SEC_050,HIGH,3,P2_URGENT,3,2.4,0,7,30,12,42,70.0,0,1.0,10.842916,78.699648,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017625,2024-02-29,SIGNAL,SEC_040,HIGH,3,P2_URGENT,3,3.0,0,7,45,14,59,98.3,0,1.0,11.229798,79.124086,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017626,2024-03-13,SIGNAL,SEC_032,HIGH,3,P2_URGENT,3,2.5,0,7,58,10,68,113.3,0,1.0,11.876936,79.439569,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017627,2024-01-07,SIGNAL,SEC_056,HIGH,3,P2_URGENT,3,3.8,0,7,61,10,71,118.3,0,1.0,10.641332,78.465238,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017628,2024-10-30,SIGNAL,SEC_017,CRITICAL,4,P1_EMERGENCY,4,3.9,0,7,52,12,64,106.7,0,1.0,12.757043,79.999335,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017629,2024-11-10,SIGNAL,SEC_007,HIGH,3,P2_URGENT,3,2.0,2,7,26,14,40,66.7,0,1.0,12.978534,80.163738,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017630,2024-11-25,SIGNAL,SEC_035,HIGH,3,P2_URGENT,3,2.7,2,7,60,8,68,113.3,0,1.0,11.478047,79.275516,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017631,2024-11-18,SIGNAL,SEC_010,CRITICAL,4,P1_EMERGENCY,4,2.4,0,7,38,10,48,80.0,0,1.0,12.932362,80.125441,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017632,2024-05-12,SIGNAL,SEC_010,CRITICAL,4,P1_EMERGENCY,4,3.0,0,7,38,10,48,80.0,0,1.0,12.935897,80.129487,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017633,2024-05-22,SIGNAL,SEC_006,HIGH,3,P2_URGENT,3,1.9,3,7,52,10,62,103.3,0,1.0,12.984066,80.173706,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017634,2024-08-03,SIGNAL,SEC_010,MEDIUM,2,P3_NORMAL,2,1.6,0,7,38,10,48,80.0,0,1.0,12.933894,80.127194,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017635,2024-12-06,SIGNAL,SEC_025,CRITICAL,4,P1_EMERGENCY,4,2.7,1,7,29,8,37,61.7,0,1.0,12.298618,79.71515,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017636,2024-09-04,SIGNAL,SEC_026,CRITICAL,4,P1_EMERGENCY,4,2.1,0,7,31,14,45,75.0,0,1.0,12.186072,79.620644,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017637,2024-08-08,SIGNAL,SEC_008,HIGH,3,P2_URGENT,3,3.1,0,7,40,10,50,83.3,0,1.0,12.959977,80.146676,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017638,2024-10-05,SIGNAL,SEC_038,HIGH,3,P2_URGENT,3,3.3,1,7,30,18,48,80.0,0,1.0,11.326961,79.208305,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017639,2024-11-10,SIGNAL,SEC_064,CRITICAL,4,P1_EMERGENCY,4,3.9,0,7,44,12,56,93.3,0,1.0,9.891865,78.079382,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017640,2024-07-15,SIGNAL,SEC_058,MEDIUM,2,P3_NORMAL,2,2.8,0,7,56,16,72,120.0,0,1.0,10.565895,78.350341,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017641,2024-10-08,SIGNAL,SEC_059,MEDIUM,2,P3_NORMAL,2,2.5,0,7,39,12,51,85.0,0,1.0,10.538298,78.293494,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017642,2024-07-30,SIGNAL,SEC_034,CRITICAL,4,P1_EMERGENCY,4,2.4,4,7,40,16,56,93.3,0,1.0,11.552705,79.316292,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017643,2024-10-01,SIGNAL,SEC_032,CRITICAL,4,P1_EMERGENCY,4,2.0,4,7,58,10,68,113.3,0,1.0,11.873845,79.437271,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017644,2024-10-13,SIGNAL,SEC_044,CRITICAL,4,P1_EMERGENCY,4,2.0,0,7,27,18,45,75.0,0,1.0,10.99333,78.975009,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017645,2024-09-19,SIGNAL,SEC_011,HIGH,3,P2_URGENT,3,2.1,0,7,57,16,73,121.7,0,1.0,12.907458,80.097512,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017646,2024-07-18,SIGNAL,SEC_033,HIGH,3,P2_URGENT,3,3.4,0,7,54,16,70,116.7,0,1.0,11.82198,79.405241,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017647,2024-11-21,SIGNAL,SEC_003,MEDIUM,2,P3_NORMAL,2,2.1,4,7,50,10,60,100.0,0,1.0,12.998279,80.202716,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017648,2024-07-15,SIGNAL,SEC_026,HIGH,3,P2_URGENT,3,4.1,0,7,31,14,45,75.0,0,1.0,12.213076,79.640001,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017649,2024-05-08,SIGNAL,SEC_023,HIGH,3,P2_URGENT,3,4.1,0,7,60,8,68,113.3,0,1.0,12.342649,79.758389,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017650,2024-04-13,SIGNAL,SEC_057,CRITICAL,4,P1_EMERGENCY,4,2.1,0,7,48,16,64,106.7,0,1.0,10.58841,78.387952,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017651,2024-04-30,SIGNAL,SEC_038,CRITICAL,4,P1_EMERGENCY,4,2.1,0,7,30,18,48,80.0,0,1.0,11.351617,79.214563,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017652,2024-11-02,SIGNAL,SEC_066,MEDIUM,2,P3_NORMAL,2,2.9,0,7,59,12,71,253.6,0,1.0,9.163695,78.06161,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017653,2024-12-15,SIGNAL,SEC_024,HIGH,3,P2_URGENT,3,2.6,0,7,60,8,68,113.3,0,1.0,12.324006,79.739824,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017654,2024-06-10,SIGNAL,SEC_048,MEDIUM,2,P3_NORMAL,2,2.9,2,7,28,8,36,60.0,0,1.0,10.875187,78.810673,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017655,2024-04-21,SIGNAL,SEC_053,HIGH,3,P2_URGENT,3,2.2,0,7,41,16,57,95.0,1,1.45,10.800121,78.68912,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017656,2024-07-21,SIGNAL,SEC_048,HIGH,3,P2_URGENT,3,3.3,0,7,28,8,36,60.0,0,1.0,10.873685,78.78061,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017657,2024-05-18,SIGNAL,SEC_035,HIGH,3,P2_URGENT,3,2.3,0,7,60,8,68,113.3,0,1.0,11.510365,79.299485,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017658,2024-08-19,SIGNAL,SEC_027,CRITICAL,4,P1_EMERGENCY,4,2.0,0,7,43,8,51,85.0,0,1.0,12.155834,79.598293,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017659,2024-01-20,SIGNAL,SEC_019,CRITICAL,4,P1_EMERGENCY,4,4.0,0,7,60,16,76,126.7,0,1.0,12.595172,79.95588,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017660,2024-07-16,SIGNAL,SEC_067,MEDIUM,2,P3_NORMAL,2,2.2,0,7,47,12,59,210.7,0,1.0,8.813681,78.079571,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017661,2024-03-19,SIGNAL,SEC_053,HIGH,3,P2_URGENT,3,2.7,0,7,41,16,57,95.0,0,1.0,10.805979,78.692949,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017662,2024-06-10,SIGNAL,SEC_056,HIGH,3,P2_URGENT,3,3.1,2,7,61,10,71,118.3,0,1.0,10.682488,78.522294,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017663,2024-08-13,SIGNAL,SEC_006,HIGH,3,P2_URGENT,3,3.7,3,7,52,10,62,103.3,0,1.0,12.981159,80.167326,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017664,2024-06-26,SIGNAL,SEC_025,HIGH,3,P2_URGENT,3,3.9,0,7,29,8,37,61.7,0,1.0,12.282261,79.700168,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017665,2024-12-15,SIGNAL,SEC_029,MEDIUM,2,P3_NORMAL,2,2.8,0,7,43,14,57,95.0,0,1.0,12.032269,79.53451,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017666,2024-02-06,SIGNAL,SEC_025,HIGH,3,P2_URGENT,3,2.7,3,7,29,8,37,61.7,0,1.0,12.28189,79.699828,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017667,2024-05-25,SIGNAL,SEC_002,HIGH,3,P2_URGENT,3,3.2,2,7,58,12,70,116.7,0,1.0,13.013153,80.21492,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017668,2024-10-27,SIGNAL,SEC_045,HIGH,3,P2_URGENT,3,2.1,0,7,29,14,43,71.7,0,1.0,10.96108,78.943131,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017669,2024-05-03,SIGNAL,SEC_062,MEDIUM,2,P3_NORMAL,2,4.0,0,7,54,10,64,106.7,0,1.0,10.105889,78.104335,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017670,2024-01-30,SIGNAL,SEC_035,MEDIUM,2,P3_NORMAL,2,2.5,0,7,60,8,68,113.3,0,1.0,11.480444,79.277294,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017671,2024-08-10,SIGNAL,SEC_033,CRITICAL,4,P1_EMERGENCY,4,4.0,0,7,54,16,70,116.7,0,1.0,11.61585,79.321769,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017672,2024-12-27,SIGNAL,SEC_027,HIGH,3,P2_URGENT,3,2.6,0,7,43,8,51,85.0,0,1.0,12.106999,79.555829,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017673,2024-12-02,SIGNAL,SEC_018,MEDIUM,2,P3_NORMAL,2,2.3,0,7,32,12,44,73.3,0,1.0,12.633134,79.976035,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017674,2024-12-20,SIGNAL,SEC_041,CRITICAL,4,P1_EMERGENCY,4,1.7,0,7,29,8,37,61.7,0,1.0,11.191897,79.089355,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017675,2024-05-28,SIGNAL,SEC_019,CRITICAL,4,P1_EMERGENCY,4,2.2,0,7,60,16,76,126.7,0,1.0,12.559799,79.930998,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017676,2024-11-18,SIGNAL,SEC_011,HIGH,3,P2_URGENT,3,1.9,0,7,57,16,73,121.7,0,1.0,12.922121,80.113832,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017677,2024-01-03,SIGNAL,SEC_016,HIGH,3,P2_URGENT,3,1.9,1,7,60,12,72,120.0,0,1.0,12.776337,80.00932,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017678,2024-01-29,SIGNAL,SEC_018,CRITICAL,4,P1_EMERGENCY,4,2.4,0,7,32,12,44,73.3,0,1.0,12.654099,79.977592,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017679,2024-10-02,SIGNAL,SEC_034,CRITICAL,4,P1_EMERGENCY,4,2.4,0,7,40,16,56,93.3,1,1.25,11.538391,79.316463,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017680,2024-01-10,SIGNAL,SEC_061,HIGH,3,P2_URGENT,3,1.9,0,7,25,12,37,61.7,0,1.0,10.473773,78.1449,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017681,2024-08-07,SIGNAL,SEC_012,HIGH,3,P2_URGENT,3,2.2,0,7,53,16,69,115.0,0,1.0,12.901768,80.092479,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017682,2024-08-13,SIGNAL,SEC_026,CRITICAL,4,P1_EMERGENCY,4,2.6,0,7,31,14,45,75.0,0,1.0,12.170745,79.609658,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017683,2024-03-12,SIGNAL,SEC_030,CRITICAL,4,P1_EMERGENCY,4,1.6,0,7,46,10,56,93.3,0,1.0,11.96403,79.504336,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017684,2024-03-01,SIGNAL,SEC_063,HIGH,3,P2_URGENT,3,1.9,0,7,41,18,59,98.3,0,1.0,9.929115,78.10844,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017685,2024-03-02,SIGNAL,SEC_054,CRITICAL,4,P1_EMERGENCY,4,2.5,0,7,50,18,68,113.3,0,1.0,10.777238,78.661215,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017686,2024-12-10,SIGNAL,SEC_011,CRITICAL,4,P1_EMERGENCY,4,2.5,1,7,57,16,73,121.7,0,1.0,12.922528,80.114286,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017687,2024-03-17,SIGNAL,SEC_032,MEDIUM,2,P3_NORMAL,2,2.0,3,7,58,10,68,113.3,0,1.0,11.867644,79.432661,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017688,2024-08-28,SIGNAL,SEC_058,HIGH,3,P2_URGENT,3,2.0,0,7,56,16,72,120.0,0,1.0,10.556614,78.33313,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017689,2024-11-09,SIGNAL,SEC_044,HIGH,3,P2_URGENT,3,2.6,4,7,27,18,45,75.0,0,1.0,10.978533,78.961061,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017690,2024-11-10,SIGNAL,SEC_048,HIGH,3,P2_URGENT,3,2.3,0,7,28,8,36,60.0,0,1.0,10.873007,78.767061,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017691,2024-04-11,SIGNAL,SEC_059,HIGH,3,P2_URGENT,3,3.1,0,7,39,12,51,85.0,1,1.35,10.531835,78.2743,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017692,2024-12-29,SIGNAL,SEC_015,HIGH,3,P2_URGENT,3,1.8,1,7,34,16,50,83.3,0,1.0,12.834908,80.04958,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017693,2024-05-11,SIGNAL,SEC_046,HIGH,3,P2_URGENT,3,2.6,0,7,61,14,75,125.0,0,1.0,10.910535,78.875931,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017694,2024-12-09,SIGNAL,SEC_002,HIGH,3,P2_URGENT,3,3.3,0,7,58,12,70,116.7,0,1.0,13.019318,80.218101,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017695,2024-04-11,SIGNAL,SEC_049,CRITICAL,4,P1_EMERGENCY,4,2.2,0,7,59,12,71,118.3,1,1.35,10.86438,78.723858,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017696,2024-02-08,SIGNAL,SEC_005,HIGH,3,P2_URGENT,3,2.7,4,7,60,12,72,120.0,0,1.0,12.987703,80.181592,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017697,2024-07-29,SIGNAL,SEC_025,CRITICAL,4,P1_EMERGENCY,4,2.0,1,7,29,8,37,61.7,0,1.0,12.288299,79.705699,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017698,2024-12-25,SIGNAL,SEC_048,HIGH,3,P2_URGENT,3,1.9,1,7,28,8,36,60.0,1,1.45,10.874253,78.791976,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017699,2024-09-19,SIGNAL,SEC_049,HIGH,3,P2_URGENT,3,1.6,0,7,59,12,71,118.3,0,1.0,10.861229,78.710691,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017700,2024-01-26,SIGNAL,SEC_053,HIGH,3,P2_URGENT,3,2.0,3,7,41,16,57,95.0,1,1.25,10.800762,78.689539,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017701,2024-10-23,SIGNAL,SEC_065,HIGH,3,P2_URGENT,3,2.2,0,7,50,18,68,113.3,0,1.0,9.72986,78.081036,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017702,2024-10-11,SIGNAL,SEC_038,CRITICAL,4,P1_EMERGENCY,4,4.0,0,7,30,18,48,80.0,1,1.55,11.346714,79.213319,In-Progress,CALIBRATED_SYNTHETIC
SMMS_TASK_017703,2024-12-15,SIGNAL,SEC_050,HIGH,3,P2_URGENT,3,3.1,0,7,30,12,42,70.0,0,1.0,10.833149,78.702082,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017704,2024-10-01,SIGNAL,SEC_003,CRITICAL,4,P1_EMERGENCY,4,2.0,0,7,50,10,60,100.0,0,1.0,12.999973,80.204329,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017705,2024-05-30,SIGNAL,SEC_004,MEDIUM,2,P3_NORMAL,2,2.4,0,7,56,14,70,116.7,0,1.0,12.993395,80.195578,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017706,2024-03-18,SIGNAL,SEC_068,HIGH,3,P2_URGENT,3,3.1,0,7,59,18,77,275.0,0,1.0,8.810444,78.102114,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017707,2024-12-16,SIGNAL,SEC_030,CRITICAL,4,P1_EMERGENCY,4,4.1,0,7,46,10,56,93.3,0,1.0,11.955434,79.50234,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017708,2024-05-19,SIGNAL,SEC_001,MEDIUM,2,P3_NORMAL,2,3.1,0,7,53,16,69,115.0,0,1.0,13.050832,80.238546,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017709,2024-07-19,SIGNAL,SEC_022,HIGH,3,P2_URGENT,3,4.0,1,7,44,10,54,90.0,0,1.0,12.399086,79.809036,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017710,2024-08-18,SIGNAL,SEC_017,CRITICAL,4,P1_EMERGENCY,4,4.3,0,7,52,12,64,106.7,0,1.0,12.722517,79.989115,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017711,2024-12-27,SIGNAL,SEC_032,HIGH,3,P2_URGENT,3,2.9,0,7,58,10,68,113.3,0,1.0,11.878826,79.440974,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017712,2024-07-01,SIGNAL,SEC_053,CRITICAL,4,P1_EMERGENCY,4,4.4,0,7,41,16,57,95.0,0,1.0,10.804432,78.691938,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017713,2024-11-16,SIGNAL,SEC_051,HIGH,3,P2_URGENT,3,1.8,0,7,31,16,47,78.3,0,1.0,10.828723,78.700785,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017714,2024-09-14,SIGNAL,SEC_015,HIGH,3,P2_URGENT,3,2.5,0,7,34,16,50,83.3,0,1.0,12.832763,80.047903,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017715,2024-03-12,SIGNAL,SEC_063,HIGH,3,P2_URGENT,3,1.9,0,7,41,18,59,98.3,0,1.0,9.941123,78.106206,Completed,CALIBRATED_SYNTHETIC
SMMS_TASK_017716,2024-02-17,SIGNAL,SEC_015,CRITICAL,4,P1_EMERGENCY,4,3.1,0,7,34,16,50,83.3,0,1.0,12.826117,80.042707,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017717,2024-08-20,SIGNAL,SEC_016,HIGH,3,P2_URGENT,3,2.2,0,7,60,12,72,120.0,0,1.0,12.764938,80.002567,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017718,2024-05-28,SIGNAL,SEC_002,CRITICAL,4,P1_EMERGENCY,4,4.2,0,7,58,12,70,116.7,0,1.0,13.02444,80.220744,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017719,2024-01-14,SIGNAL,SEC_026,HIGH,3,P2_URGENT,3,4.0,0,7,31,14,45,75.0,1,1.65,12.225558,79.648948,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017720,2024-09-19,SIGNAL,SEC_053,CRITICAL,4,P1_EMERGENCY,4,4.1,0,7,41,16,57,95.0,0,1.0,10.795973,78.686408,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017721,2024-12-09,SIGNAL,SEC_033,CRITICAL,4,P1_EMERGENCY,4,4.2,2,7,54,16,70,116.7,0,1.0,11.74254,79.373072,Deferred,CALIBRATED_SYNTHETIC
SMMS_TASK_017722,2024-01-03,SIGNAL,SEC_039,CRITICAL,4,P1_EMERGENCY,4,4.0,0,7,42,18,60,100.0,0,1.0,11.308918,79.2003,Open,CALIBRATED_SYNTHETIC
SMMS_TASK_017723,2024-12-08,SIGNAL,SEC_046,HIGH,3,P2_URGENT,3,2.4,0,7,61,14,75,125.0,0,1.0,10.920126,78.889482,Deferred,CALIBRATED_SYNTHETIC
