sev_num,overdue_days,traffic_num,deferred_count,actual_priority_rank
2,18,3,1,59.4
1,25,1,3,66.74
2,6,2,0,39.84
1,39,1,3,66.49
3,23,1,5,100.0
2,9,3,1,50.15
2,39,1,5,84.34
1,34,1,4,74.49
1,13,1,2,35.66
2,26,3,1,67.39
2,13,2,2,50.33
2,28,1,4,93.99
2,7,2,2,49.83
3,0,3,0,53.08
2,16,2,4,70.21
2,21,1,1,65.8
1,40,1,5,85.42
2,27,2,3,76.1
2,29,3,0,69.56
1,44,1,3,66.72
1,10,1,5,61.54
2,33,3,2,79.22
2,44,3,3,82.04
2,13,1,1,49.79
2,24,3,3,78.51
2,32,3,1,67.53
2,32,2,1,67.36
3,0,2,1,57.22
3,32,1,3,100.0
2,42,1,4,82.3
2,10,2,3,52.2
3,29,2,3,94.75
1,26,1,2,62.57
2,39,1,1,75.17
2,35,1,5,88.79
2,35,1,2,70.38
3,37,1,4,100.0
1,17,1,2,53.77
2,32,1,4,80.35
2,9,3,5,70.75
2,20,1,1,61.61
1,33,3,5,76.46
3,3,1,5,79.74
1,17,1,3,45.77
2,14,3,2,58.3
3,31,1,2,100.0
2,0,3,1,44.9
1,19,1,5,58.43
2,35,1,5,86.6
2,18,1,3,63.78
2,38,2,2,69.43
2,3,2,3,46.6
2,16,1,4,75.15
2,7,3,2,55.61
2,10,1,4,53.48
2,4,3,1,40.43
2,27,1,0,69.16
1,0,1,3,26.1
2,12,2,0,43.37
2,34,2,4,83.97
2,21,1,1,69.29
1,10,3,0,34.43
2,5,3,3,56.02
2,40,1,0,65.01
2,30,1,4,81.69
1,4,1,5,42.08
1,35,1,3,69.66
2,27,2,0,60.48
1,9,2,2,38.37
3,37,3,4,100.0
3,15,1,4,90.64
2,19,1,0,60.22
3,34,1,3,100.0
1,24,2,1,44.52
2,37,1,2,71.37
1,4,1,0,18.0
2,29,1,5,89.14
1,32,1,1,51.25
3,27,1,2,84.64
2,11,3,5,67.58
1,12,1,5,58.37
3,10,3,1,76.04
2,15,1,0,56.17
2,30,1,0,72.35
1,1,2,3,25.69
2,40,1,2,84.08
3,26,2,2,93.81
3,11,3,3,86.37
2,8,1,2,47.06
3,3,1,1,59.12
2,28,2,0,60.66
1,9,3,3,40.85
3,9,2,4,83.08
3,15,3,0,72.56
1,7,1,5,53.09
2,21,2,0,54.15
2,24,1,0,62.65
2,24,1,3,68.64
1,43,1,0,56.14
1,28,1,5,77.88
1,26,3,1,54.92
2,43,1,4,75.41
2,6,2,4,50.21
1,25,2,1,52.18
3,29,1,3,95.73
2,20,2,5,76.91
3,26,1,4,97.07
3,28,3,0,85.56
2,32,3,0,66.02
3,13,3,5,95.68
1,15,1,5,65.67
3,20,1,3,84.88
3,25,3,3,92.88
1,12,2,5,53.77
1,5,1,3,42.02
1,6,2,1,25.16
3,13,2,4,87.33
2,24,1,5,74.83
1,15,1,0,31.97
3,8,1,1,77.74
3,21,3,3,91.53
2,3,2,1,37.37
1,21,2,0,39.37
2,0,2,0,30.23
2,10,1,4,64.96
2,35,1,5,89.07
2,24,1,3,81.05
2,22,1,3,69.62
2,39,1,2,84.2
1,43,1,0,56.29
3,26,1,0,93.26
1,32,2,1,52.83
2,16,3,2,61.04
2,9,2,2,49.55
2,25,1,3,79.98
3,37,3,1,83.77
1,39,1,2,60.54
3,16,3,3,85.36
2,22,2,5,75.68
2,37,2,2,71.04
3,2,1,4,72.88
3,43,2,2,90.02
2,38,1,0,73.25
3,13,3,2,71.47
1,2,1,3,42.26
2,22,1,5,88.13
2,20,1,2,75.77
1,10,1,0,40.06
2,38,1,2,71.94
2,28,2,3,75.13
2,39,1,0,66.77
2,23,1,3,68.91
1,44,1,3,60.31
3,28,3,5,100.0
1,22,2,3,55.07
1,28,1,4,80.81
3,43,1,4,100.0
2,32,1,2,76.98
2,18,1,3,59.71
1,13,2,5,50.25
3,7,2,1,61.6
3,9,2,5,86.05
2,29,3,2,72.54
3,21,3,0,75.69
2,40,3,1,68.62
2,30,3,2,75.58
3,13,3,3,85.88
2,25,3,4,80.92
1,6,2,0,22.83
3,41,3,0,87.61
3,1,1,0,61.85
2,34,2,0,65.05
3,3,2,4,73.52
3,4,2,3,65.22
2,24,2,4,71.92
3,34,1,4,99.45
3,30,3,3,100.0
2,42,3,4,77.13
2,31,3,3,80.04
3,8,3,1,71.15
3,42,2,5,100.0
3,19,3,4,93.66
2,8,3,3,54.37
2,11,1,0,39.97
2,15,1,4,66.2
1,37,2,3,61.57
2,14,2,0,46.1
2,44,1,3,74.79
2,13,1,5,65.2
2,16,1,0,54.88
2,29,1,0,60.81
3,17,2,4,89.61
2,35,3,3,78.27
2,3,1,5,64.53
1,1,1,4,45.66
2,17,1,2,56.66
2,25,3,5,88.79
2,2,1,2,36.06
2,14,3,0,51.46
2,3,1,3,48.24
3,19,1,2,88.69
1,3,2,5,37.43
1,35,3,2,63.47
2,28,3,3,73.89
3,24,2,1,79.02
1,0,1,4,45.0
3,32,2,0,83.55
2,3,1,3,49.96
1,7,1,2,37.15
2,9,3,2,55.44
2,20,3,5,82.48
3,19,1,1,72.44
3,31,3,4,100.0
2,24,2,2,62.09
2,44,1,5,85.69
3,25,1,0,83.72
2,12,3,0,41.64
2,33,3,4,91.16
2,3,3,4,59.91
1,27,3,2,59.13
2,42,3,5,92.16
1,20,2,5,63.54
1,39,3,4,67.31
3,17,1,0,70.8
1,8,3,3,48.37
1,20,2,4,52.63
2,39,1,0,71.31
1,24,1,2,65.95
3,7,1,0,58.45
2,33,1,0,63.57
1,5,1,2,30.71
3,31,1,4,100.0
2,33,1,2,74.13
3,21,3,2,87.53
1,6,1,0,17.92
3,4,1,2,59.53
3,16,3,4,91.24
1,26,1,3,61.38
1,16,1,1,38.51
1,42,2,3,59.05
2,15,1,0,50.88
2,22,2,3,70.69
3,2,1,5,72.6
3,15,1,0,74.4
2,39,1,3,92.84
2,4,3,1,41.62
1,12,1,4,53.36
2,19,1,0,64.72
2,32,1,1,69.34
2,0,3,1,44.44
2,36,1,2,73.5
3,0,3,5,71.09
1,33,1,1,46.38
2,43,1,0,62.04
2,15,2,0,46.08
3,21,1,2,88.47
3,13,1,3,77.63
1,19,1,3,48.59
2,24,1,3,79.27
2,36,2,2,74.77
3,36,1,1,99.88
2,41,1,3,76.51
2,39,1,0,60.85
2,14,1,3,65.96
2,27,2,3,73.03
1,26,1,5,68.41
3,30,2,5,100.0
3,8,2,3,76.61
3,2,3,1,59.49
3,39,3,0,85.71
1,19,1,2,47.66
2,9,3,3,58.5
1,17,3,4,54.86
2,41,1,5,82.64
1,35,1,5,68.46
1,36,3,5,77.43
1,27,3,2,56.06
1,30,1,0,39.33
1,0,2,3,29.97
1,23,2,2,54.06
1,40,1,4,65.09
1,44,1,4,67.83
3,20,3,4,97.99
1,2,1,2,17.9
2,33,1,1,74.36
1,26,1,5,76.37
1,34,1,4,78.48
1,10,1,5,54.57
2,24,1,2,78.11
2,11,2,0,46.11
2,8,2,0,37.76
3,16,1,3,87.99
3,22,1,1,77.77
2,33,1,2,69.56
3,4,1,1,58.11
2,22,3,4,83.04
3,25,2,0,72.01
3,42,1,0,92.74
2,39,2,4,86.95
1,38,3,5,71.53
2,19,3,0,56.98
1,30,1,3,68.65
2,15,3,3,69.18
1,31,3,5,74.63
1,34,1,3,68.91
2,17,1,5,80.85
3,33,1,0,84.51
2,44,1,1,80.26
3,2,2,2,63.17
2,6,1,3,54.93
3,29,1,5,100.0
3,5,1,3,63.9
2,35,1,0,63.89
1,13,3,1,39.58
3,43,1,1,82.29
2,14,2,0,46.54
2,18,1,2,66.25
2,23,3,1,64.99
3,39,3,2,99.66
3,0,3,5,74.38
3,2,3,2,64.96
1,28,2,5,65.49
2,4,1,5,51.52
2,8,1,4,61.13
2,32,1,2,76.86
3,22,1,0,84.48
2,39,1,1,71.91
2,35,3,2,82.16
2,21,2,1,53.2
1,31,1,1,53.63
1,16,2,2,44.04
2,29,1,2,66.06
3,44,3,0,87.94
1,33,3,3,68.41
2,34,1,1,73.8
2,22,3,0,57.79
2,32,1,0,70.24
2,5,3,1,37.73
1,31,3,5,74.68
2,28,3,0,69.49
2,42,3,4,86.14
1,1,3,3,33.78
2,15,1,4,75.69
2,27,1,0,60.81
2,44,1,2,84.38
2,39,1,3,73.18
1,39,3,5,74.63
2,18,1,2,58.76
2,20,1,1,52.53
2,2,2,0,32.03
2,15,1,0,50.84
1,41,1,1,48.66
3,3,1,2,64.87
1,9,1,1,41.3
2,2,1,1,36.34
2,13,2,1,49.81
2,4,2,0,36.44
2,33,2,1,63.53
1,37,3,4,72.08
1,35,3,5,74.02
1,41,3,2,60.48
1,38,2,3,59.37
1,42,1,2,63.77
3,28,3,1,91.66
2,41,2,2,77.0
1,17,1,1,39.1
2,40,1,1,78.85
1,27,1,3,55.67
2,7,1,1,56.24
2,8,1,4,55.32
2,13,1,3,58.45
3,38,3,1,92.21
1,41,2,3,57.74
2,9,3,2,52.25
2,36,2,3,74.33
2,24,3,1,59.05
2,41,3,1,70.15
2,17,3,1,59.52
1,10,1,1,37.43
1,22,1,4,65.5
2,8,3,1,41.88
2,35,1,2,79.57
2,41,3,5,91.01
3,2,1,1,61.99
2,23,3,4,86.41
3,39,1,0,93.02
1,27,1,4,70.62
3,10,2,1,67.33
1,17,1,0,34.03
2,20,1,3,75.8
3,38,3,5,100.0
3,43,1,1,86.71
2,17,1,4,68.06
3,10,1,1,76.45
2,8,1,2,48.6
2,7,1,4,63.11
2,41,1,5,90.06
2,28,1,3,83.11
1,26,1,1,45.27
2,34,1,5,83.93
2,14,3,3,64.22
1,22,1,4,64.94
3,21,1,3,93.52
3,25,2,1,86.11
2,31,3,2,73.11
1,44,3,1,61.59
2,32,3,2,81.58
2,34,1,3,89.18
1,29,1,1,64.14
2,13,2,5,62.29
1,40,2,3,65.53
1,36,1,5,67.21
3,3,2,3,65.87
3,20,1,5,100.0
1,15,3,2,41.02
2,38,2,2,72.58
2,35,1,5,85.93
3,18,2,1,74.81
2,23,1,3,81.87
1,22,1,4,56.85
1,29,3,4,66.54
3,22,3,5,100.0
3,38,1,4,100.0
1,29,1,2,53.7
2,37,1,0,66.86
2,39,2,3,80.41
3,43,2,2,89.19
2,35,1,3,84.03
2,9,1,4,60.95
2,4,3,4,59.33
1,12,1,5,58.06
2,36,3,4,87.99
2,37,1,5,80.59
3,15,3,0,68.73
3,29,3,2,93.92
2,31,2,2,67.93
2,19,3,4,72.03
2,28,1,3,80.89
1,4,1,2,39.85
2,34,3,5,87.46
3,0,1,3,72.68
2,12,2,3,60.93
3,27,1,0,78.08
1,8,2,1,24.85
2,19,3,4,77.89
1,43,3,1,55.74
1,19,2,1,40.99
2,23,1,4,82.12
3,19,1,1,86.01
2,41,1,4,75.64
1,10,1,3,44.21
2,35,1,3,77.5
1,5,1,5,46.11
3,3,1,0,54.22
2,9,1,3,61.52
3,14,2,5,91.24
1,17,1,3,43.95
2,16,1,5,69.99
2,19,2,3,59.54
1,9,2,1,31.37
2,6,3,3,54.18
3,34,1,1,98.44
1,4,1,1,32.41
3,9,1,5,83.08
2,8,3,2,49.11
3,14,1,1,87.73
3,7,2,0,56.41
3,18,1,1,85.26
3,41,1,1,95.03
1,7,2,1,21.51
2,13,1,2,56.92
3,44,1,2,100.0
2,17,3,4,75.88
2,29,1,1,66.39
1,41,1,3,61.2
1,15,3,1,34.97
2,29,1,3,83.98
2,30,3,4,84.77
3,30,1,5,100.0
1,1,2,3,26.22
2,32,1,5,97.21
3,30,1,2,100.0
2,16,3,3,64.21
2,23,2,5,78.77
2,4,2,4,43.7
2,0,1,2,46.07
3,21,3,4,92.11
1,22,2,4,64.06
2,24,3,0,63.28
2,6,3,2,46.97
2,42,2,0,62.95
3,27,1,3,93.9
1,13,1,5,54.05
2,7,2,0,36.49
1,32,1,2,56.22
2,11,2,1,48.58
3,18,1,4,94.07
2,40,1,1,72.56
1,8,2,5,44.98
2,23,1,3,72.08
1,21,3,5,64.47
2,41,3,2,81.8
1,25,3,3,59.77
2,15,1,1,61.52
1,25,2,4,60.79
2,33,2,2,71.52
2,9,3,2,53.46
3,11,1,2,74.99
2,7,3,4,59.26
1,11,3,0,34.6
2,38,1,2,85.22
1,27,1,0,41.33
2,43,2,0,60.28
2,36,1,3,89.12
2,27,1,5,79.79
3,4,2,2,62.11
2,36,1,5,97.5
2,4,1,1,52.92
2,22,1,0,65.0
2,14,1,5,69.13
3,38,3,0,87.9
2,37,1,3,86.2
1,26,2,1,49.06
1,44,1,2,66.89
2,1,1,3,54.25
3,9,1,3,73.06
2,25,2,1,60.03
2,12,3,5,72.39
1,34,1,0,58.53
2,37,3,0,69.94
2,12,1,0,49.52
1,41,1,1,54.4
1,11,3,5,57.96
2,30,1,2,85.15
1,13,1,3,48.02
2,8,2,2,49.34
2,14,1,4,75.02
2,39,3,4,82.83
2,9,1,5,74.08
2,39,3,4,80.07
2,17,1,5,71.83
2,44,1,2,83.04
2,40,1,1,76.11
2,3,3,0,36.76
2,40,1,5,97.9
1,2,1,4,28.89
1,5,2,5,39.33
1,42,1,0,43.13
2,2,2,3,42.56
3,17,1,4,97.99
3,25,1,2,82.44
2,29,1,4,86.35
1,8,1,4,40.28
3,26,2,2,85.83
3,35,2,1,78.8
3,30,1,4,97.53
1,11,1,1,27.78
3,2,3,1,60.85
3,35,3,0,87.03
1,27,1,4,59.17
3,23,1,0,79.29
1,1,1,1,21.17
3,39,2,0,80.43
1,33,1,4,75.02
1,34,3,0,49.52
2,8,1,0,38.95
2,4,2,3,40.73
2,2,1,1,44.92
3,6,2,3,68.79
3,39,1,5,100.0
3,24,1,3,96.73
3,23,1,1,79.5
1,35,1,2,68.16
3,41,3,0,92.61
1,24,1,0,49.22
2,25,1,0,59.14
2,6,1,0,41.68
2,12,1,5,63.87
2,33,2,3,78.42
2,3,3,5,57.68
3,33,1,3,100.0
2,21,2,0,56.22
1,41,1,3,58.38
2,38,2,4,81.16
1,27,1,3,67.95
2,37,2,1,68.53
2,19,2,2,60.69
3,34,2,1,85.26
2,17,2,5,68.4
3,34,1,5,100.0
2,12,1,1,52.05
2,11,2,3,59.73
3,13,2,4,85.23
1,32,1,1,50.11
3,18,2,2,81.8
1,43,2,4,70.22
2,43,2,2,69.46
2,28,1,2,80.65
2,16,1,1,61.73
3,8,2,2,67.57
2,16,3,0,47.16
2,28,1,4,76.95
2,44,1,5,86.94
2,31,2,5,89.69
2,16,1,2,59.32
3,17,3,4,91.9
2,16,3,1,58.18
2,28,1,1,60.91
2,20,1,0,50.74
1,36,3,1,57.11
2,39,3,0,72.06
3,26,1,5,99.68
1,19,1,0,43.99
2,7,2,0,37.87
3,16,3,2,85.97
2,5,3,4,58.73
2,28,2,3,72.18
3,12,2,4,80.19
1,11,2,0,22.32
3,36,2,0,78.18
2,34,1,1,74.37
3,12,1,4,80.06
1,43,1,1,63.82
2,41,1,1,76.17
2,44,3,4,84.29
2,31,1,2,84.28
3,16,2,5,88.74
2,15,2,4,64.47
2,8,1,2,49.83
2,15,3,2,63.34
3,16,1,1,82.28
2,20,1,0,52.13
2,38,1,3,89.2
3,15,2,0,65.5
2,1,3,0,36.52
1,20,3,4,58.21
2,17,1,5,70.05
1,25,1,1,56.38
2,8,2,4,60.6
2,5,1,0,48.4
1,0,1,5,38.28
3,26,1,2,90.03
2,5,2,2,45.18
2,5,3,3,53.75
3,42,3,4,100.0
3,23,2,0,78.18
2,4,1,4,57.79
1,9,3,5,44.9
2,26,1,3,69.76
2,8,1,5,75.79
3,32,1,0,84.39
3,34,2,2,88.06
3,27,1,1,88.69
2,35,2,5,83.64
2,23,3,1,64.13
2,42,2,3,79.82
2,40,1,5,87.15
2,30,3,5,88.33
2,36,2,1,69.27
3,40,3,0,84.89
1,28,1,0,48.5
1,31,1,2,69.34
1,33,1,0,55.57
2,5,2,1,38.23
3,5,2,5,75.15
2,3,1,1,46.95
2,13,2,3,63.55
2,20,3,4,77.64
2,39,2,2,69.69
2,40,2,1,63.83
2,1,1,5,53.96
3,40,2,3,97.02
3,20,3,0,76.6
1,11,3,2,41.46
1,40,1,0,47.25
3,40,1,5,100.0
2,44,1,4,90.01
2,2,2,1,38.44
2,21,2,2,59.4
1,38,2,2,51.71
2,32,1,3,76.61
1,32,2,4,68.15
2,22,1,4,68.64
2,40,1,0,74.79
1,40,1,1,60.91
3,41,2,2,91.68
3,22,2,1,78.9
3,37,2,0,84.17
2,40,1,5,79.51
3,22,3,0,78.35
2,15,1,0,49.41
1,43,1,5,79.65
1,10,2,3,43.01
2,26,1,0,57.45
2,29,3,5,92.34
2,34,3,3,77.45
2,13,3,0,50.4
2,16,2,5,67.62
3,16,2,5,89.59
1,3,1,0,16.41
3,25,1,3,90.28
1,33,1,3,59.59
2,10,2,3,56.98
2,4,1,0,31.49
1,23,1,5,59.28
2,5,3,1,41.65
3,24,1,5,100.0
2,1,1,0,41.94
2,13,3,0,46.91
2,34,3,1,74.23
2,3,1,1,49.82
3,44,1,3,100.0
1,25,3,0,49.28
2,1,3,0,33.57
2,42,1,1,82.25
1,9,3,4,47.67
3,20,2,3,85.52
2,42,3,5,88.55
1,22,2,0,40.47
2,44,2,2,69.23
1,16,1,3,57.05
1,5,1,2,27.63
2,25,3,0,64.32
2,38,1,2,69.9
2,42,2,5,81.63
3,30,1,5,100.0
1,3,1,0,23.84
2,39,1,4,88.7
1,18,1,3,49.66
2,9,2,4,55.98
3,42,1,2,100.0
2,40,1,4,86.91
1,6,3,5,47.95
1,14,1,4,49.66
3,30,1,1,87.43
1,25,3,4,65.84
2,4,3,5,64.76
2,41,1,0,74.82
1,34,2,4,60.92
1,36,1,4,74.58
1,7,2,5,42.52
1,33,1,0,57.31
1,0,1,0,19.66
2,37,3,3,85.19
2,13,2,2,59.58
2,5,3,1,41.91
1,31,3,4,67.75
2,22,3,4,73.72
2,3,2,4,50.06
2,25,1,0,55.18
2,31,2,1,65.9
3,22,1,3,90.22
2,39,1,1,70.94
2,9,3,4,61.19
2,12,2,5,60.58
2,35,1,3,88.18
2,2,3,3,55.06
3,41,2,0,81.34
3,8,1,0,67.12
2,13,3,1,53.65
2,40,1,5,85.97
3,25,1,0,83.31
2,18,2,3,66.45
1,38,1,0,57.64
1,0,3,2,29.18
3,7,3,2,69.72
2,11,2,5,58.1
3,5,3,0,56.36
3,35,1,3,95.09
3,5,1,3,68.19
2,37,1,4,75.1
3,5,3,0,65.12
1,26,3,5,73.42
3,8,3,0,59.22
1,8,3,4,46.53
2,10,2,4,63.63
2,12,1,4,58.66
2,10,1,5,74.67
1,33,3,1,52.53
1,17,1,2,47.63
2,43,1,0,72.63
2,20,3,3,67.83
3,7,1,3,79.83
2,35,2,3,72.21
3,20,2,4,85.2
2,29,1,1,66.92
2,5,2,5,62.79
2,4,1,1,50.63
1,0,1,3,35.09
1,1,1,4,34.22
2,17,1,0,47.28
2,3,2,4,51.0
2,18,1,3,65.61
2,17,3,2,64.6
2,41,3,3,82.88
2,27,2,0,61.57
2,41,1,2,70.82
2,31,3,0,67.64
2,15,3,3,62.51
3,43,2,4,99.37
3,19,1,1,73.98
2,3,1,4,50.56
2,18,1,1,67.53
1,39,1,3,63.53
2,13,1,4,66.79
2,44,3,1,73.47
2,39,2,5,85.06
3,25,1,1,81.9
2,31,3,5,86.95
3,40,3,2,98.51
3,28,1,3,92.6
1,0,3,5,38.36
2,33,3,2,71.05
2,30,1,3,86.78
2,23,2,2,67.56
3,36,1,0,94.15
3,20,2,3,82.93
2,29,3,1,69.95
1,0,1,5,40.42
3,5,2,5,79.21
2,31,3,2,78.52
2,27,1,1,63.66
3,21,2,3,91.33
3,32,1,1,96.2
1,24,3,5,67.71
1,19,1,5,69.73
1,44,1,4,63.96
2,16,1,1,47.46
1,8,1,5,47.74
2,12,3,2,56.01
2,36,1,2,71.63
3,15,2,2,74.85
2,2,1,5,54.24
3,43,1,1,97.88
1,30,2,1,51.15
1,40,2,0,49.27
3,7,2,1,62.18
2,4,3,2,51.08
1,1,1,1,28.68
2,20,1,2,70.68
1,16,2,5,57.68
1,7,2,3,37.08
2,21,2,5,75.48
2,33,3,2,72.46
3,36,3,1,94.88
2,9,3,4,66.23
2,17,2,2,51.63
3,14,2,2,72.81
2,10,1,0,43.17
2,8,3,5,64.81
2,2,2,3,39.82
2,1,1,3,41.49
3,8,1,2,74.88
1,13,1,4,46.13
3,15,2,4,82.64
3,34,2,1,89.17
2,38,2,4,81.61
3,20,1,4,85.97
1,13,1,1,31.23
2,10,1,3,51.95
2,30,1,0,64.19
2,8,1,0,38.57
3,7,2,3,68.33
2,26,3,4,87.99
3,35,3,3,97.98
1,40,2,3,59.72
1,25,1,3,53.73
2,6,1,4,66.04
1,8,2,4,40.14
2,11,3,1,49.28
2,2,1,0,41.55
3,36,2,2,99.53
3,37,3,5,100.0
3,14,1,3,75.89
3,20,1,3,97.96
2,26,3,4,81.15
2,37,1,5,93.77
2,24,2,2,70.15
3,41,1,2,89.59
3,8,1,4,91.05
1,19,1,2,55.88
3,6,2,0,53.08
2,11,1,2,60.35
3,30,1,2,98.95
1,42,1,3,55.56
2,23,3,3,74.53
2,5,1,2,44.0
2,44,3,2,77.14
2,32,1,0,74.29
2,12,3,1,49.1
3,35,1,2,87.93
2,10,3,4,67.75
2,1,3,2,48.25
2,34,1,2,87.87
3,42,3,4,100.0
2,18,1,3,69.39
1,19,1,5,71.47
3,8,2,1,63.89
1,33,1,0,53.21
1,31,3,2,62.17
1,39,1,4,78.41
1,35,1,4,71.02
1,18,1,4,52.3
1,20,2,3,48.82
1,42,2,5,66.77
1,13,1,5,52.58
2,22,1,4,70.76
2,5,2,0,36.38
1,29,1,0,56.55
2,18,1,2,68.74
2,30,1,4,93.38
1,2,1,2,25.34
1,8,3,0,28.84
3,26,1,5,96.1
2,40,3,3,81.17
3,2,3,2,67.39
2,31,2,3,73.93
1,34,1,4,74.48
2,22,1,0,59.33
1,34,3,3,62.68
1,33,1,5,82.7
2,29,3,4,83.44
1,38,3,5,76.57
3,3,1,0,54.6
2,10,1,0,40.22
3,14,2,5,86.83
3,33,1,4,94.01
2,34,1,4,80.25
2,25,3,3,76.32
1,7,1,2,30.18
1,43,1,3,74.4
2,30,2,4,90.35
3,40,1,4,100.0
2,12,3,4,71.31
1,28,2,2,52.52
3,30,3,0,76.78
2,29,2,1,63.87
3,44,2,5,100.0
1,8,1,1,28.7
3,22,1,1,91.16
2,28,1,5,92.75
2,37,1,0,76.59
2,25,3,5,91.01
3,25,1,3,100.0
3,21,1,0,84.3
1,33,3,1,58.93
3,1,3,0,56.8
2,43,2,5,84.21
2,7,1,2,49.3
1,7,3,0,26.87
2,31,1,1,64.36
2,26,1,4,84.67
3,44,1,3,98.42
2,35,3,5,88.72
3,29,1,3,100.0
3,39,1,4,100.0
3,24,2,2,84.36
1,0,3,2,27.44
3,34,3,4,100.0
2,35,3,5,93.69
3,3,1,5,86.67
2,21,1,2,58.91
2,0,2,1,37.59
1,17,1,5,56.52
1,6,3,1,29.13
2,34,1,3,84.37
1,9,1,3,41.25
1,1,3,5,41.09
3,13,1,3,78.09
2,10,3,2,52.62
2,16,3,0,50.76
2,24,2,3,67.51
3,18,1,5,92.37
2,37,1,2,68.84
2,4,3,4,56.58
2,6,2,5,58.65
2,0,1,3,51.06
3,39,3,2,96.46
2,3,2,1,36.38
2,30,1,2,77.05
1,26,1,5,67.56
1,13,1,4,45.82
2,8,1,2,46.17
3,42,1,3,100.0
2,39,3,4,90.52
1,24,1,4,56.25
1,30,1,5,70.72
2,32,3,2,76.22
2,37,1,1,65.71
3,13,3,4,86.68
1,4,1,1,27.38
1,36,1,5,71.73
3,8,1,2,80.09
2,28,2,2,67.94
2,35,1,5,90.4
1,9,2,0,20.79
2,28,1,0,72.45
1,2,3,0,23.0
3,36,3,5,100.0
2,19,1,4,68.26
2,33,1,5,94.87
2,6,1,2,45.4
1,4,1,0,18.63
2,13,1,0,51.5
2,4,1,2,41.48
2,32,1,3,86.78
1,18,2,4,52.51
1,5,1,1,23.2
2,29,3,2,73.5
2,43,1,1,76.78
2,9,3,3,58.62
2,8,3,4,60.14
2,37,2,2,75.82
2,0,2,3,42.44
3,39,2,5,100.0
1,9,1,5,44.42
1,2,1,5,40.43
1,42,3,4,68.73
1,39,1,4,76.18
2,31,3,0,70.02
1,21,2,2,50.76
2,36,1,2,85.93
2,36,1,5,93.5
2,33,2,4,82.35
2,20,2,1,58.37
2,16,1,4,70.01
1,24,3,3,57.2
3,5,1,2,62.2
2,23,1,1,63.73
2,10,1,0,42.41
3,40,1,2,97.75
2,11,2,2,51.12
1,32,1,2,55.44
2,2,1,3,53.28
2,28,3,2,72.23
2,2,3,4,53.35
2,31,1,1,69.19
2,34,1,0,73.22
3,23,1,2,98.19
2,10,1,4,65.4
2,3,1,1,45.53
1,31,3,3,68.34
2,32,1,4,74.83
2,2,1,4,50.17
2,44,1,3,87.59
1,28,2,0,45.34
3,29,3,2,98.41
2,38,1,3,80.6
3,26,2,0,79.07
1,42,3,1,55.39
2,35,3,5,89.32
3,44,3,4,100.0
2,39,2,5,84.13
1,6,1,1,26.39
1,35,1,3,73.72
1,13,1,5,57.17
3,37,2,0,82.98
3,8,2,1,58.8
2,3,1,1,40.47
2,41,3,2,81.31
2,38,1,1,63.45
3,7,3,4,79.44
2,17,1,5,82.82
1,8,1,2,32.77
2,35,1,5,82.57
3,44,3,4,100.0
2,19,3,2,64.63
3,39,1,2,90.65
2,9,3,2,58.99
1,35,1,0,45.65
1,0,3,5,44.72
2,40,1,2,86.8
2,38,3,1,68.9
1,8,1,3,35.53
3,19,1,5,95.96
2,6,1,2,58.15
2,33,2,4,83.05
2,38,1,5,82.72
2,9,1,4,58.16
2,37,2,4,83.34
2,17,3,0,50.19
1,29,3,1,57.32
2,18,3,2,62.88
2,16,1,1,49.64
2,23,1,4,77.97
1,37,1,2,68.54
1,42,1,2,64.47
2,41,1,2,71.67
1,33,1,5,69.8
1,30,1,0,51.09
3,22,3,4,100.0
3,24,3,5,100.0
3,36,1,3,100.0
2,22,1,5,89.98
3,5,1,3,83.16
1,20,2,4,52.17
3,42,2,1,83.64
2,29,3,4,87.01
2,29,2,3,73.7
3,12,3,1,71.71
2,4,1,5,60.3
1,12,1,4,46.18
2,28,1,3,88.45
2,41,2,4,78.58
1,34,1,0,57.13
1,41,1,3,65.85
3,30,1,1,86.96
2,9,1,5,58.55
2,43,1,2,72.47
3,43,1,3,100.0
3,14,2,0,65.98
2,32,1,4,74.13
2,9,1,3,54.91
1,19,1,4,53.32
1,18,3,4,56.42
3,16,2,5,87.28
1,36,1,5,77.63
1,9,3,4,47.0
2,16,1,2,57.52
3,25,2,2,86.53
3,4,2,0,52.28
2,31,3,4,88.52
3,10,1,5,83.65
1,41,1,0,56.03
3,38,1,0,83.36
2,22,1,1,61.94
2,32,1,3,90.42
1,11,1,5,49.49
2,20,3,3,69.93
2,20,1,1,68.21
3,24,3,0,77.19
2,25,1,1,67.99
1,5,2,0,23.94
1,19,3,3,46.32
2,20,1,4,70.68
2,34,1,3,82.78
2,7,1,2,45.21
3,16,2,2,77.89
3,19,1,2,91.32
2,42,1,3,88.28
1,0,3,0,20.7
2,29,1,0,61.54
2,36,1,5,92.58
2,11,1,3,53.63
3,10,1,1,75.75
1,3,1,1,24.25
2,11,1,5,76.61
3,40,2,3,97.71
2,6,3,5,59.43
2,31,1,2,72.47
3,18,3,1,81.0
2,20,2,4,67.96
2,33,1,4,91.56
2,3,1,4,47.67
2,17,3,2,58.16
1,28,3,3,69.31
2,17,2,2,57.67
2,24,1,3,70.72
2,22,1,2,59.99
2,24,1,4,90.16
3,9,3,3,79.08
2,39,1,4,91.08
3,12,1,2,72.71
3,40,1,5,100.0
