task_id,section_id,mast_number,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status
TDMS_TASK_010967,SEC_046,OHE_SEC_046_3717,Neutral Section Fault,B,2024-07-05,2024-07-16,3,Deferred
TDMS_TASK_010968,SEC_015,OHE_SEC_015_1458,Insulator Damage,B,2024-04-19,2024-04-27,2,Deferred
TDMS_TASK_010969,SEC_001,OHE_SEC_001_0123,Substation Feed Issue,A,2024-10-02,2024-10-06,0,Completed
TDMS_TASK_010970,SEC_044,OHE_SEC_044_3519,Substation Feed Issue,B,2024-12-10,2024-12-16,0,Deferred
TDMS_TASK_010971,SEC_011,OHE_SEC_011_1037,Substation Feed Issue,B,2024-12-25,2025-01-09,0,Open
TDMS_TASK_010972,SEC_045,OHE_SEC_045_3633,Neutral Section Fault,B,2024-05-30,2024-06-15,0,Completed
TDMS_TASK_010973,SEC_036,OHE_SEC_036_3084,Neutral Section Fault,B,2024-02-01,2024-02-13,4,Deferred
TDMS_TASK_010974,SEC_044,OHE_SEC_044_3506,Catenary Wear,A,2024-11-01,2024-11-04,0,Deferred
TDMS_TASK_010975,SEC_040,OHE_SEC_040_3264,Insulator Damage,A,2024-01-10,2024-01-16,0,Deferred
TDMS_TASK_010976,SEC_006,OHE_SEC_006_0570,Neutral Section Fault,A,2024-02-26,2024-03-03,0,Open
TDMS_TASK_010977,SEC_026,OHE_SEC_026_2493,Substation Feed Issue,B,2024-11-23,2024-12-08,0,Completed
TDMS_TASK_010978,SEC_018,OHE_SEC_018_1641,Substation Feed Issue,A,2024-04-26,2024-04-29,0,Completed
TDMS_TASK_010979,SEC_026,OHE_SEC_026_2504,Substation Feed Issue,A,2024-07-17,2024-07-23,0,Deferred
TDMS_TASK_010980,SEC_033,OHE_SEC_033_2970,Insulator Damage,C,2024-03-07,2024-04-02,0,In-Progress
TDMS_TASK_010981,SEC_025,OHE_SEC_025_1995,Insulator Damage,B,2024-04-08,2024-04-23,0,In-Progress
TDMS_TASK_010982,SEC_012,OHE_SEC_012_1245,Catenary Wear,B,2024-04-17,2024-04-30,0,Open
TDMS_TASK_010983,SEC_045,OHE_SEC_045_3648,Insulator Damage,C,2024-03-21,2024-04-19,2,In-Progress
TDMS_TASK_010984,SEC_028,OHE_SEC_028_2641,Catenary Wear,B,2024-09-01,2024-09-17,0,Completed
TDMS_TASK_010985,SEC_044,OHE_SEC_044_3526,Substation Feed Issue,B,2024-09-03,2024-09-18,0,Completed
TDMS_TASK_010986,SEC_011,OHE_SEC_011_0945,Substation Feed Issue,A,2024-02-21,2024-02-22,0,In-Progress
TDMS_TASK_010987,SEC_043,OHE_SEC_043_3338,Catenary Wear,B,2024-12-24,2024-12-31,0,Completed
TDMS_TASK_010988,SEC_013,OHE_SEC_013_1288,Neutral Section Fault,A,2024-07-15,2024-07-17,0,In-Progress
TDMS_TASK_010989,SEC_022,OHE_SEC_022_1834,Insulator Damage,B,2024-09-21,2024-09-29,0,Completed
TDMS_TASK_010990,SEC_044,OHE_SEC_044_3426,Catenary Wear,A,2024-01-02,2024-01-04,0,In-Progress
TDMS_TASK_010991,SEC_014,OHE_SEC_014_1413,Catenary Wear,A,2024-05-22,2024-05-23,0,In-Progress
TDMS_TASK_010992,SEC_011,OHE_SEC_011_0998,Catenary Wear,A,2024-12-25,2024-12-30,0,In-Progress
TDMS_TASK_010993,SEC_045,OHE_SEC_045_3645,Catenary Wear,B,2024-11-10,2024-11-17,0,Open
TDMS_TASK_010994,SEC_047,OHE_SEC_047_3839,Substation Feed Issue,A,2024-01-14,2024-01-20,4,Deferred
TDMS_TASK_010995,SEC_012,OHE_SEC_012_1239,Insulator Damage,A,2024-09-03,2024-09-09,0,In-Progress
TDMS_TASK_010996,SEC_012,OHE_SEC_012_1220,Substation Feed Issue,A,2024-10-03,2024-10-05,0,In-Progress
TDMS_TASK_010997,SEC_009,OHE_SEC_009_0907,Neutral Section Fault,A,2024-02-20,2024-02-26,0,In-Progress
TDMS_TASK_010998,SEC_001,OHE_SEC_001_0094,Insulator Damage,A,2024-11-14,2024-11-15,0,Open
TDMS_TASK_010999,SEC_025,OHE_SEC_025_2202,Neutral Section Fault,C,2024-03-06,2024-03-25,0,Completed
TDMS_TASK_011000,SEC_011,OHE_SEC_011_1015,Neutral Section Fault,A,2024-12-30,2025-01-01,0,Completed
TDMS_TASK_011001,SEC_043,OHE_SEC_043_3381,Substation Feed Issue,B,2024-01-04,2024-01-21,0,Open
TDMS_TASK_011002,SEC_007,OHE_SEC_007_0682,Catenary Wear,A,2024-08-25,2024-08-26,0,Completed
TDMS_TASK_011003,SEC_027,OHE_SEC_027_2530,Neutral Section Fault,A,2024-03-28,2024-04-01,0,Deferred
TDMS_TASK_011004,SEC_025,OHE_SEC_025_2018,Insulator Damage,A,2024-08-10,2024-08-15,0,Completed
TDMS_TASK_011005,SEC_026,OHE_SEC_026_2437,Substation Feed Issue,A,2024-10-07,2024-10-11,0,Open
TDMS_TASK_011006,SEC_004,OHE_SEC_004_0449,Insulator Damage,C,2024-07-23,2024-08-11,0,Completed
TDMS_TASK_011007,SEC_022,OHE_SEC_022_1858,Insulator Damage,C,2024-09-29,2024-10-28,4,Open
TDMS_TASK_011008,SEC_026,OHE_SEC_026_2493,Neutral Section Fault,A,2024-10-06,2024-10-11,0,In-Progress
TDMS_TASK_011009,SEC_014,OHE_SEC_014_1358,Insulator Damage,B,2024-05-01,2024-05-07,0,Open
TDMS_TASK_011010,SEC_044,OHE_SEC_044_3483,Insulator Damage,C,2024-11-14,2024-12-06,1,Deferred
TDMS_TASK_011011,SEC_025,OHE_SEC_025_2109,Substation Feed Issue,A,2024-01-31,2024-02-06,0,Completed
TDMS_TASK_011012,SEC_015,OHE_SEC_015_1444,Insulator Damage,B,2024-07-12,2024-07-22,0,Deferred
TDMS_TASK_011013,SEC_001,OHE_SEC_001_0123,Substation Feed Issue,A,2024-10-02,2024-10-03,0,Completed
TDMS_TASK_011014,SEC_007,OHE_SEC_007_0671,Insulator Damage,B,2024-09-20,2024-10-04,0,Deferred
TDMS_TASK_011015,SEC_025,OHE_SEC_025_1898,Catenary Wear,A,2024-04-26,2024-04-28,0,Completed
TDMS_TASK_011016,SEC_018,OHE_SEC_018_1593,Neutral Section Fault,A,2024-12-18,2024-12-19,0,In-Progress
TDMS_TASK_011017,SEC_044,OHE_SEC_044_3470,Neutral Section Fault,A,2024-12-27,2024-12-29,0,Completed
TDMS_TASK_011018,SEC_038,OHE_SEC_038_3129,Catenary Wear,B,2024-02-10,2024-02-18,3,Open
TDMS_TASK_011019,SEC_007,OHE_SEC_007_0633,Substation Feed Issue,A,2024-02-05,2024-02-09,0,Completed
TDMS_TASK_011020,SEC_026,OHE_SEC_026_2355,Catenary Wear,B,2024-08-03,2024-08-13,0,Deferred
TDMS_TASK_011021,SEC_022,OHE_SEC_022_1809,Catenary Wear,A,2024-03-09,2024-03-14,0,In-Progress
TDMS_TASK_011022,SEC_004,OHE_SEC_004_0403,Insulator Damage,B,2024-01-25,2024-02-04,3,In-Progress
TDMS_TASK_011023,SEC_028,OHE_SEC_028_2652,Catenary Wear,B,2024-10-24,2024-11-05,0,Deferred
TDMS_TASK_011024,SEC_025,OHE_SEC_025_2139,Insulator Damage,A,2024-06-08,2024-06-11,0,Completed
TDMS_TASK_011025,SEC_003,OHE_SEC_003_0349,Catenary Wear,A,2024-11-11,2024-11-13,0,Open
TDMS_TASK_011026,SEC_023,OHE_SEC_023_1864,Neutral Section Fault,A,2024-09-22,2024-09-23,0,In-Progress
TDMS_TASK_011027,SEC_032,OHE_SEC_032_2913,Catenary Wear,A,2024-08-29,2024-08-31,0,Completed
TDMS_TASK_011028,SEC_013,OHE_SEC_013_1303,Catenary Wear,B,2024-05-19,2024-06-03,3,Deferred
TDMS_TASK_011029,SEC_015,OHE_SEC_015_1421,Insulator Damage,B,2024-09-30,2024-10-08,0,Completed
TDMS_TASK_011030,SEC_004,OHE_SEC_004_0439,Catenary Wear,A,2024-02-06,2024-02-10,4,Deferred
TDMS_TASK_011031,SEC_009,OHE_SEC_009_0814,Insulator Damage,B,2024-04-23,2024-05-05,0,Deferred
TDMS_TASK_011032,SEC_049,OHE_SEC_049_3906,Substation Feed Issue,A,2024-10-30,2024-11-05,0,Completed
TDMS_TASK_011033,SEC_026,OHE_SEC_026_2472,Neutral Section Fault,A,2024-09-05,2024-09-10,0,Open
TDMS_TASK_011034,SEC_007,OHE_SEC_007_0701,Insulator Damage,C,2024-03-30,2024-04-29,0,Open
TDMS_TASK_011035,SEC_025,OHE_SEC_025_1922,Neutral Section Fault,A,2024-11-07,2024-11-11,0,Deferred
TDMS_TASK_011036,SEC_007,OHE_SEC_007_0768,Neutral Section Fault,B,2024-07-02,2024-07-17,0,In-Progress
TDMS_TASK_011037,SEC_020,OHE_SEC_020_1763,Neutral Section Fault,A,2024-09-25,2024-09-28,0,Open
TDMS_TASK_011038,SEC_006,OHE_SEC_006_0580,Substation Feed Issue,B,2024-02-24,2024-03-08,1,Deferred
TDMS_TASK_011039,SEC_026,OHE_SEC_026_2464,Insulator Damage,B,2024-02-20,2024-02-29,3,Deferred
TDMS_TASK_011040,SEC_026,OHE_SEC_026_2270,Substation Feed Issue,A,2024-12-28,2025-01-03,0,In-Progress
TDMS_TASK_011041,SEC_027,OHE_SEC_027_2522,Neutral Section Fault,B,2024-11-30,2024-12-08,0,Completed
TDMS_TASK_011042,SEC_020,OHE_SEC_020_1767,Insulator Damage,B,2024-05-20,2024-05-30,0,Open
TDMS_TASK_011043,SEC_011,OHE_SEC_011_1139,Substation Feed Issue,B,2024-12-05,2024-12-17,0,Open
TDMS_TASK_011044,SEC_011,OHE_SEC_011_0994,Insulator Damage,A,2024-10-27,2024-10-30,0,Open
TDMS_TASK_011045,SEC_009,OHE_SEC_009_0857,Neutral Section Fault,B,2024-04-09,2024-04-23,4,Open
TDMS_TASK_011046,SEC_018,OHE_SEC_018_1710,Catenary Wear,C,2024-05-20,2024-06-05,0,Open
TDMS_TASK_011047,SEC_022,OHE_SEC_022_1798,Insulator Damage,B,2024-07-12,2024-07-24,0,In-Progress
TDMS_TASK_011048,SEC_029,OHE_SEC_029_2682,Substation Feed Issue,B,2024-05-07,2024-05-23,0,Open
TDMS_TASK_011049,SEC_002,OHE_SEC_002_0209,Neutral Section Fault,A,2024-04-14,2024-04-18,0,In-Progress
TDMS_TASK_011050,SEC_011,OHE_SEC_011_1122,Insulator Damage,B,2024-03-29,2024-04-09,2,Deferred
TDMS_TASK_011051,SEC_043,OHE_SEC_043_3395,Catenary Wear,A,2024-08-21,2024-08-24,0,Open
TDMS_TASK_011052,SEC_045,OHE_SEC_045_3644,Insulator Damage,B,2024-05-28,2024-06-13,0,In-Progress
TDMS_TASK_011053,SEC_046,OHE_SEC_046_3706,Substation Feed Issue,A,2024-12-20,2024-12-26,0,In-Progress
TDMS_TASK_011054,SEC_012,OHE_SEC_012_1220,Substation Feed Issue,A,2024-11-16,2024-11-20,0,Open
TDMS_TASK_011055,SEC_006,OHE_SEC_006_0546,Catenary Wear,B,2024-02-05,2024-02-18,0,In-Progress
TDMS_TASK_011056,SEC_009,OHE_SEC_009_0789,Catenary Wear,A,2024-08-30,2024-09-02,0,Completed
TDMS_TASK_011057,SEC_004,OHE_SEC_004_0525,Substation Feed Issue,A,2024-08-19,2024-08-21,0,In-Progress
TDMS_TASK_011058,SEC_046,OHE_SEC_046_3801,Substation Feed Issue,A,2024-01-20,2024-01-25,0,Completed
TDMS_TASK_011059,SEC_044,OHE_SEC_044_3517,Catenary Wear,B,2024-10-15,2024-10-31,3,Open
TDMS_TASK_011060,SEC_039,OHE_SEC_039_3227,Substation Feed Issue,A,2024-07-17,2024-07-20,0,In-Progress
TDMS_TASK_011061,SEC_032,OHE_SEC_032_2906,Substation Feed Issue,A,2024-10-31,2024-11-01,0,Completed
TDMS_TASK_011062,SEC_014,OHE_SEC_014_1367,Neutral Section Fault,C,2024-07-01,2024-07-16,0,Open
TDMS_TASK_011063,SEC_024,OHE_SEC_024_1894,Substation Feed Issue,C,2024-06-03,2024-06-29,4,Open
TDMS_TASK_011064,SEC_043,OHE_SEC_043_3350,Insulator Damage,B,2024-09-08,2024-09-14,0,Completed
TDMS_TASK_011065,SEC_039,OHE_SEC_039_3242,Neutral Section Fault,A,2024-10-07,2024-10-09,0,Completed
TDMS_TASK_011066,SEC_025,OHE_SEC_025_2066,Catenary Wear,B,2024-10-03,2024-10-20,2,Deferred
TDMS_TASK_011067,SEC_043,OHE_SEC_043_3335,Insulator Damage,B,2024-06-25,2024-07-05,1,Deferred
TDMS_TASK_011068,SEC_014,OHE_SEC_014_1381,Insulator Damage,A,2024-07-26,2024-07-29,0,In-Progress
TDMS_TASK_011069,SEC_018,OHE_SEC_018_1647,Neutral Section Fault,C,2024-12-29,2025-01-30,4,Deferred
TDMS_TASK_011070,SEC_043,OHE_SEC_043_3343,Neutral Section Fault,A,2024-11-16,2024-11-18,0,In-Progress
TDMS_TASK_011071,SEC_017,OHE_SEC_017_1499,Insulator Damage,B,2024-05-25,2024-06-10,2,Open
TDMS_TASK_011072,SEC_033,OHE_SEC_033_2995,Catenary Wear,B,2024-08-22,2024-09-08,0,Open
TDMS_TASK_011073,SEC_022,OHE_SEC_022_1805,Neutral Section Fault,B,2024-03-01,2024-03-13,0,Open
TDMS_TASK_011074,SEC_012,OHE_SEC_012_1186,Substation Feed Issue,B,2024-05-03,2024-05-15,0,In-Progress
TDMS_TASK_011075,SEC_009,OHE_SEC_009_0872,Substation Feed Issue,A,2024-07-15,2024-07-19,0,In-Progress
TDMS_TASK_011076,SEC_026,OHE_SEC_026_2416,Substation Feed Issue,B,2024-05-17,2024-05-30,0,Completed
TDMS_TASK_011077,SEC_025,OHE_SEC_025_1910,Neutral Section Fault,B,2024-12-06,2024-12-12,0,In-Progress
TDMS_TASK_011078,SEC_015,OHE_SEC_015_1471,Insulator Damage,C,2024-11-10,2024-12-02,4,Deferred
TDMS_TASK_011079,SEC_033,OHE_SEC_033_2959,Substation Feed Issue,A,2024-01-11,2024-01-15,0,Completed
TDMS_TASK_011080,SEC_001,OHE_SEC_001_0005,Substation Feed Issue,A,2024-04-05,2024-04-06,0,Completed
TDMS_TASK_011081,SEC_003,OHE_SEC_003_0368,Insulator Damage,C,2024-02-27,2024-03-20,0,Completed
TDMS_TASK_011082,SEC_046,OHE_SEC_046_3829,Catenary Wear,A,2024-02-22,2024-02-23,0,Completed
TDMS_TASK_011083,SEC_028,OHE_SEC_028_2642,Substation Feed Issue,A,2024-07-19,2024-07-20,0,Completed
TDMS_TASK_011084,SEC_025,OHE_SEC_025_2189,Insulator Damage,B,2024-10-02,2024-10-18,0,Completed
TDMS_TASK_011085,SEC_001,OHE_SEC_001_0059,Substation Feed Issue,A,2024-09-23,2024-09-26,0,Completed
TDMS_TASK_011086,SEC_026,OHE_SEC_026_2383,Substation Feed Issue,A,2024-06-05,2024-06-08,0,Completed
TDMS_TASK_011087,SEC_018,OHE_SEC_018_1731,Neutral Section Fault,A,2024-05-29,2024-06-01,0,Open
TDMS_TASK_011088,SEC_026,OHE_SEC_026_2389,Neutral Section Fault,A,2024-03-23,2024-03-28,0,Completed
TDMS_TASK_011089,SEC_001,OHE_SEC_001_0164,Substation Feed Issue,A,2024-11-11,2024-11-12,0,Completed
TDMS_TASK_011090,SEC_025,OHE_SEC_025_2193,Insulator Damage,B,2024-10-30,2024-11-12,4,Deferred
TDMS_TASK_011091,SEC_026,OHE_SEC_026_2301,Neutral Section Fault,A,2024-05-14,2024-05-17,0,In-Progress
TDMS_TASK_011092,SEC_011,OHE_SEC_011_1155,Catenary Wear,A,2024-03-08,2024-03-10,1,Deferred
TDMS_TASK_011093,SEC_002,OHE_SEC_002_0218,Neutral Section Fault,A,2024-06-20,2024-06-26,0,In-Progress
TDMS_TASK_011094,SEC_049,OHE_SEC_049_3868,Catenary Wear,C,2024-09-25,2024-10-27,3,Deferred
TDMS_TASK_011095,SEC_032,OHE_SEC_032_2825,Insulator Damage,B,2024-04-11,2024-04-25,0,Completed
TDMS_TASK_011096,SEC_026,OHE_SEC_026_2475,Substation Feed Issue,A,2024-05-04,2024-05-06,0,Completed
TDMS_TASK_011097,SEC_035,OHE_SEC_035_3054,Catenary Wear,A,2024-02-24,2024-02-25,0,In-Progress
TDMS_TASK_011098,SEC_029,OHE_SEC_029_2671,Substation Feed Issue,A,2024-09-17,2024-09-18,0,In-Progress
TDMS_TASK_011099,SEC_006,OHE_SEC_006_0536,Substation Feed Issue,A,2024-11-19,2024-11-24,3,Open
TDMS_TASK_011100,SEC_022,OHE_SEC_022_1811,Substation Feed Issue,B,2024-10-09,2024-10-16,0,Open
TDMS_TASK_011101,SEC_044,OHE_SEC_044_3538,Substation Feed Issue,A,2024-10-20,2024-10-26,0,Completed
TDMS_TASK_011102,SEC_011,OHE_SEC_011_1146,Insulator Damage,B,2024-02-27,2024-03-11,0,In-Progress
TDMS_TASK_011103,SEC_049,OHE_SEC_049_3871,Insulator Damage,B,2024-11-13,2024-11-28,0,Completed
TDMS_TASK_011104,SEC_002,OHE_SEC_002_0257,Neutral Section Fault,A,2024-10-28,2024-11-02,0,In-Progress
TDMS_TASK_011105,SEC_014,OHE_SEC_014_1317,Catenary Wear,A,2024-04-26,2024-05-01,0,Completed
TDMS_TASK_011106,SEC_014,OHE_SEC_014_1395,Insulator Damage,B,2024-08-14,2024-08-25,2,Deferred
TDMS_TASK_011107,SEC_026,OHE_SEC_026_2458,Substation Feed Issue,A,2024-01-27,2024-01-31,0,Completed
TDMS_TASK_011108,SEC_007,OHE_SEC_007_0702,Catenary Wear,B,2024-11-10,2024-11-16,0,Completed
TDMS_TASK_011109,SEC_009,OHE_SEC_009_0913,Substation Feed Issue,A,2024-01-02,2024-01-04,0,Deferred
TDMS_TASK_011110,SEC_028,OHE_SEC_028_2636,Catenary Wear,B,2024-01-12,2024-01-29,3,Open
TDMS_TASK_011111,SEC_011,OHE_SEC_011_1134,Catenary Wear,A,2024-08-13,2024-08-17,0,Completed
TDMS_TASK_011112,SEC_044,OHE_SEC_044_3500,Catenary Wear,C,2024-10-04,2024-10-20,0,In-Progress
TDMS_TASK_011113,SEC_044,OHE_SEC_044_3465,Neutral Section Fault,A,2024-10-26,2024-10-27,0,Deferred
TDMS_TASK_011114,SEC_012,OHE_SEC_012_1206,Catenary Wear,B,2024-12-26,2025-01-07,0,Completed
TDMS_TASK_011115,SEC_026,OHE_SEC_026_2230,Insulator Damage,B,2024-01-08,2024-01-15,0,Completed
TDMS_TASK_011116,SEC_014,OHE_SEC_014_1326,Neutral Section Fault,B,2024-09-14,2024-09-20,1,In-Progress
TDMS_TASK_011117,SEC_014,OHE_SEC_014_1373,Substation Feed Issue,A,2024-04-26,2024-04-27,0,Open
TDMS_TASK_011118,SEC_029,OHE_SEC_029_2669,Insulator Damage,A,2024-12-01,2024-12-04,0,Completed
TDMS_TASK_011119,SEC_012,OHE_SEC_012_1167,Insulator Damage,B,2024-04-17,2024-04-30,2,In-Progress
TDMS_TASK_011120,SEC_006,OHE_SEC_006_0595,Insulator Damage,C,2024-05-31,2024-06-21,4,Open
TDMS_TASK_011121,SEC_011,OHE_SEC_011_1032,Catenary Wear,B,2024-04-19,2024-04-26,1,Deferred
TDMS_TASK_011122,SEC_046,OHE_SEC_046_3701,Substation Feed Issue,B,2024-09-13,2024-09-27,0,Open
TDMS_TASK_011123,SEC_011,OHE_SEC_011_1033,Insulator Damage,C,2024-11-26,2024-12-11,1,Open
TDMS_TASK_011124,SEC_015,OHE_SEC_015_1449,Catenary Wear,A,2024-07-26,2024-07-28,0,Open
TDMS_TASK_011125,SEC_026,OHE_SEC_026_2504,Insulator Damage,C,2024-05-07,2024-05-21,1,In-Progress
TDMS_TASK_011126,SEC_004,OHE_SEC_004_0403,Insulator Damage,B,2024-05-02,2024-05-15,0,Open
TDMS_TASK_011127,SEC_011,OHE_SEC_011_1069,Insulator Damage,A,2024-09-07,2024-09-12,0,Open
TDMS_TASK_011128,SEC_007,OHE_SEC_007_0696,Neutral Section Fault,B,2024-08-16,2024-08-25,0,Completed
TDMS_TASK_011129,SEC_046,OHE_SEC_046_3680,Catenary Wear,B,2024-03-29,2024-04-04,0,Open
TDMS_TASK_011130,SEC_046,OHE_SEC_046_3714,Substation Feed Issue,A,2024-05-12,2024-05-14,0,In-Progress
TDMS_TASK_011131,SEC_033,OHE_SEC_033_3009,Substation Feed Issue,A,2024-12-12,2024-12-15,0,Deferred
TDMS_TASK_011132,SEC_011,OHE_SEC_011_0984,Substation Feed Issue,A,2024-12-13,2024-12-17,0,Completed
TDMS_TASK_011133,SEC_026,OHE_SEC_026_2454,Neutral Section Fault,B,2024-05-22,2024-06-01,2,Deferred
TDMS_TASK_011134,SEC_028,OHE_SEC_028_2637,Catenary Wear,B,2024-10-18,2024-11-01,0,In-Progress
TDMS_TASK_011135,SEC_044,OHE_SEC_044_3461,Insulator Damage,B,2024-01-27,2024-02-10,0,Completed
TDMS_TASK_011136,SEC_006,OHE_SEC_006_0622,Substation Feed Issue,A,2024-11-14,2024-11-17,0,Completed
TDMS_TASK_011137,SEC_032,OHE_SEC_032_2932,Insulator Damage,B,2024-04-26,2024-05-12,3,In-Progress
TDMS_TASK_011138,SEC_008,OHE_SEC_008_0773,Insulator Damage,A,2024-08-20,2024-08-23,0,Open
TDMS_TASK_011139,SEC_026,OHE_SEC_026_2264,Neutral Section Fault,B,2024-08-13,2024-08-29,0,In-Progress
TDMS_TASK_011140,SEC_044,OHE_SEC_044_3501,Neutral Section Fault,A,2024-11-03,2024-11-04,0,In-Progress
TDMS_TASK_011141,SEC_002,OHE_SEC_002_0248,Insulator Damage,B,2024-12-16,2024-12-23,0,Completed
TDMS_TASK_011142,SEC_006,OHE_SEC_006_0590,Substation Feed Issue,B,2024-05-14,2024-05-23,4,In-Progress
TDMS_TASK_011143,SEC_039,OHE_SEC_039_3238,Substation Feed Issue,A,2024-07-16,2024-07-22,0,In-Progress
TDMS_TASK_011144,SEC_001,OHE_SEC_001_0075,Insulator Damage,C,2024-08-30,2024-09-26,0,Completed
TDMS_TASK_011145,SEC_030,OHE_SEC_030_2728,Catenary Wear,A,2024-08-02,2024-08-08,0,Deferred
TDMS_TASK_011146,SEC_025,OHE_SEC_025_1996,Neutral Section Fault,A,2024-05-02,2024-05-04,0,Completed
TDMS_TASK_011147,SEC_014,OHE_SEC_014_1380,Catenary Wear,B,2024-05-20,2024-05-30,0,Open
TDMS_TASK_011148,SEC_044,OHE_SEC_044_3435,Neutral Section Fault,B,2024-08-05,2024-08-18,0,Completed
TDMS_TASK_011149,SEC_043,OHE_SEC_043_3380,Neutral Section Fault,B,2024-12-09,2024-12-24,0,Open
TDMS_TASK_011150,SEC_013,OHE_SEC_013_1298,Neutral Section Fault,A,2024-01-27,2024-02-01,0,Deferred
TDMS_TASK_011151,SEC_001,OHE_SEC_001_0018,Catenary Wear,A,2024-03-23,2024-03-29,0,Completed
TDMS_TASK_011152,SEC_004,OHE_SEC_004_0511,Insulator Damage,C,2024-10-16,2024-11-06,1,Open
TDMS_TASK_011153,SEC_004,OHE_SEC_004_0428,Neutral Section Fault,A,2024-08-05,2024-08-06,0,Open
TDMS_TASK_011154,SEC_049,OHE_SEC_049_3911,Neutral Section Fault,A,2024-06-03,2024-06-07,1,In-Progress
TDMS_TASK_011155,SEC_026,OHE_SEC_026_2377,Insulator Damage,B,2024-05-10,2024-05-16,1,Deferred
TDMS_TASK_011156,SEC_029,OHE_SEC_029_2695,Neutral Section Fault,A,2024-12-26,2024-12-27,0,Completed
TDMS_TASK_011157,SEC_011,OHE_SEC_011_0920,Insulator Damage,A,2024-11-19,2024-11-25,0,In-Progress
TDMS_TASK_011158,SEC_043,OHE_SEC_043_3387,Catenary Wear,C,2024-11-10,2024-12-09,0,Open
TDMS_TASK_011159,SEC_032,OHE_SEC_032_2877,Insulator Damage,B,2024-04-14,2024-04-23,1,Deferred
TDMS_TASK_011160,SEC_033,OHE_SEC_033_2995,Insulator Damage,B,2024-08-12,2024-08-24,3,In-Progress
TDMS_TASK_011161,SEC_023,OHE_SEC_023_1865,Insulator Damage,C,2024-12-16,2024-12-30,0,Completed
TDMS_TASK_011162,SEC_031,OHE_SEC_031_2780,Insulator Damage,C,2024-04-07,2024-04-24,3,Open
TDMS_TASK_011163,SEC_025,OHE_SEC_025_2166,Substation Feed Issue,B,2024-03-16,2024-03-30,3,Deferred
TDMS_TASK_011164,SEC_017,OHE_SEC_017_1531,Substation Feed Issue,B,2024-08-18,2024-08-26,0,Completed
TDMS_TASK_011165,SEC_026,OHE_SEC_026_2367,Insulator Damage,C,2024-03-12,2024-03-29,0,In-Progress
TDMS_TASK_011166,SEC_013,OHE_SEC_013_1292,Insulator Damage,A,2024-10-03,2024-10-06,0,Completed
TDMS_TASK_011167,SEC_046,OHE_SEC_046_3794,Substation Feed Issue,B,2024-11-11,2024-11-22,0,Open
TDMS_TASK_011168,SEC_032,OHE_SEC_032_2855,Substation Feed Issue,A,2024-06-21,2024-06-26,0,Open
TDMS_TASK_011169,SEC_032,OHE_SEC_032_2942,Catenary Wear,A,2024-12-28,2024-12-29,0,Completed
TDMS_TASK_011170,SEC_032,OHE_SEC_032_2854,Insulator Damage,A,2024-08-04,2024-08-10,0,Completed
TDMS_TASK_011171,SEC_021,OHE_SEC_021_1785,Insulator Damage,A,2024-05-30,2024-06-01,1,Deferred
TDMS_TASK_011172,SEC_046,OHE_SEC_046_3785,Catenary Wear,B,2024-11-16,2024-11-28,0,Open
TDMS_TASK_011173,SEC_009,OHE_SEC_009_0828,Neutral Section Fault,B,2024-08-16,2024-08-24,0,Completed
TDMS_TASK_011174,SEC_026,OHE_SEC_026_2264,Catenary Wear,A,2024-02-20,2024-02-22,0,In-Progress
TDMS_TASK_011175,SEC_003,OHE_SEC_003_0277,Neutral Section Fault,B,2024-11-11,2024-11-26,0,Open
TDMS_TASK_011176,SEC_012,OHE_SEC_012_1173,Insulator Damage,C,2024-07-01,2024-08-01,0,Open
TDMS_TASK_011177,SEC_026,OHE_SEC_026_2288,Neutral Section Fault,A,2024-05-05,2024-05-10,0,In-Progress
TDMS_TASK_011178,SEC_025,OHE_SEC_025_1949,Neutral Section Fault,B,2024-11-12,2024-11-25,0,In-Progress
TDMS_TASK_011179,SEC_046,OHE_SEC_046_3747,Insulator Damage,A,2024-10-09,2024-10-10,1,Open
TDMS_TASK_011180,SEC_026,OHE_SEC_026_2444,Neutral Section Fault,A,2024-05-23,2024-05-26,0,Open
TDMS_TASK_011181,SEC_018,OHE_SEC_018_1639,Insulator Damage,B,2024-12-26,2025-01-09,0,Completed
TDMS_TASK_011182,SEC_018,OHE_SEC_018_1699,Insulator Damage,C,2024-11-19,2024-12-11,3,Deferred
TDMS_TASK_011183,SEC_026,OHE_SEC_026_2435,Neutral Section Fault,A,2024-03-04,2024-03-08,0,Completed
TDMS_TASK_011184,SEC_038,OHE_SEC_038_3150,Substation Feed Issue,A,2024-07-23,2024-07-28,0,Open
TDMS_TASK_011185,SEC_011,OHE_SEC_011_1101,Neutral Section Fault,A,2024-08-21,2024-08-27,0,In-Progress
TDMS_TASK_011186,SEC_026,OHE_SEC_026_2328,Neutral Section Fault,B,2024-05-26,2024-06-05,4,In-Progress
TDMS_TASK_011187,SEC_026,OHE_SEC_026_2288,Insulator Damage,C,2024-07-13,2024-08-08,2,Open
TDMS_TASK_011188,SEC_001,OHE_SEC_001_0038,Neutral Section Fault,A,2024-12-28,2025-01-02,0,Completed
TDMS_TASK_011189,SEC_045,OHE_SEC_045_3634,Catenary Wear,B,2024-07-26,2024-08-01,0,Open
