station_code,in_timetable,in_station_master,match_status,match_confidence,has_coordinates
KSE,True,True,UNMATCHED,NONE,False
KSF,True,True,UNMATCHED,NONE,False
KSG,True,True,UNMATCHED,NONE,False
KSH,True,True,UNMATCHED,NONE,False
KSHR,True,True,UNMATCHED,NONE,False
KSHT,True,True,UNMATCHED,NONE,False
KSI,True,True,UNMATCHED,NONE,False
KSIH,True,True,UNMATCHED,NONE,False
KSJ,True,True,UNMATCHED,NONE,False
KSK,True,True,UNMATCHED,NONE,False
KSM,True,True,MATCHED,HIGH,True
KSN,True,True,UNMATCHED,NONE,False
KSNA,True,True,UNMATCHED,NONE,False
KSNG,True,True,UNMATCHED,NONE,False
KSNR,True,True,UNMATCHED,NONE,False
KSO,True,True,UNMATCHED,NONE,False
KSP,True,True,UNMATCHED,NONE,False
KSPR,True,True,UNMATCHED,NONE,False
KSQ,True,True,UNMATCHED,NONE,False
KSR,True,True,UNMATCHED,NONE,False
KSRA,True,True,UNMATCHED,NONE,False
KSTA,True,True,UNMATCHED,NONE,False
KSTE,True,True,UNMATCHED,NONE,False
KSTH,True,True,UNMATCHED,NONE,False
KSU,True,True,UNMATCHED,NONE,False
KSUA,True,True,UNMATCHED,NONE,False
KSV,True,True,UNMATCHED,NONE,False
KSVM,True,True,UNMATCHED,NONE,False
KSW,True,True,UNMATCHED,NONE,False
KSWD,True,True,UNMATCHED,NONE,False
KSWR,True,True,UNMATCHED,NONE,False
KSX,True,True,UNMATCHED,NONE,False
KSY,True,True,UNMATCHED,NONE,False
KT,True,True,UNMATCHED,NONE,False
KTA,True,True,UNMATCHED,NONE,False
KTAL,True,True,UNMATCHED,NONE,False
KTCE,True,True,UNMATCHED,NONE,False
KTCH,True,True,UNMATCHED,NONE,False
KTCR,True,True,UNMATCHED,NONE,False
KTD,True,True,UNMATCHED,NONE,False
KTDD,True,True,UNMATCHED,NONE,False
KTE,True,True,UNMATCHED,NONE,False
KTES,True,True,UNMATCHED,NONE,False
KTF,True,True,UNMATCHED,NONE,False
KTGA,True,True,UNMATCHED,NONE,False
KTGD,True,True,UNMATCHED,NONE,False
KTGM,True,True,UNMATCHED,NONE,False
KTGN,True,True,UNMATCHED,NONE,False
KTGO,True,True,UNMATCHED,NONE,False
KTHA,True,True,UNMATCHED,NONE,False
KTHD,True,True,UNMATCHED,NONE,False
KTHE,True,True,UNMATCHED,NONE,False
KTHL,True,True,UNMATCHED,NONE,False
KTHU,True,True,UNMATCHED,NONE,False
KTI,True,True,UNMATCHED,NONE,False
KTJ,True,True,UNMATCHED,NONE,False
KTJI,True,True,UNMATCHED,NONE,False
KTK,True,True,UNMATCHED,NONE,False
KTKA,True,True,UNMATCHED,NONE,False
KTKD,True,True,UNMATCHED,NONE,False
KTKL,True,True,UNMATCHED,NONE,False
KTKR,True,True,UNMATCHED,NONE,False
KTKS,True,True,UNMATCHED,NONE,False
KTLA,True,True,UNMATCHED,NONE,False
KTLP,True,True,UNMATCHED,NONE,False
KTLR,True,True,UNMATCHED,NONE,False
KTM,True,True,MATCHED,HIGH,True
KTMA,True,True,UNMATCHED,NONE,False
KTNA,True,True,UNMATCHED,NONE,False
KTNR,True,True,UNMATCHED,NONE,False
KTO,True,True,UNMATCHED,NONE,False
KTOR,True,True,UNMATCHED,NONE,False
KTP,True,True,UNMATCHED,NONE,False
KTPK,True,True,UNMATCHED,NONE,False
KTPR,True,True,UNMATCHED,NONE,False
KTQ,True,True,UNMATCHED,NONE,False
KTR,True,True,UNMATCHED,NONE,False
KTRA,True,True,UNMATCHED,NONE,False
KTRD,True,True,UNMATCHED,NONE,False
KTRH,True,True,UNMATCHED,NONE,False
KTRK,True,True,UNMATCHED,NONE,False
KTRR,True,True,UNMATCHED,NONE,False
KTSH,True,True,UNMATCHED,NONE,False
KTT,True,True,UNMATCHED,NONE,False
KTU,True,True,UNMATCHED,NONE,False
KTV,True,True,UNMATCHED,NONE,False
KTW,True,True,UNMATCHED,NONE,False
KTWS,True,True,UNMATCHED,NONE,False
KTX,True,True,UNMATCHED,NONE,False
KTYM,True,True,UNMATCHED,NONE,False
KTYR,True,True,UNMATCHED,NONE,False
KU,True,True,MATCHED,HIGH,True
KUA,True,True,UNMATCHED,NONE,False
KUB,True,True,UNMATCHED,NONE,False
KUC,True,True,UNMATCHED,NONE,False
KUCH,True,True,UNMATCHED,NONE,False
KUD,True,True,UNMATCHED,NONE,False
KUDA,True,True,UNMATCHED,NONE,False
KUDL,True,True,MATCHED,MEDIUM,True
KUDN,True,True,UNMATCHED,NONE,False
KUE,True,True,UNMATCHED,NONE,False
KUF,True,True,UNMATCHED,NONE,False
KUG,True,True,UNMATCHED,NONE,False
KUGT,True,True,UNMATCHED,NONE,False
KUH,True,True,UNMATCHED,NONE,False
KUHI,True,True,UNMATCHED,NONE,False
KUI,True,True,UNMATCHED,NONE,False
KUJU,True,True,UNMATCHED,NONE,False
KUK,True,True,UNMATCHED,NONE,False
KUKA,True,True,UNMATCHED,NONE,False
KUL,True,True,UNMATCHED,NONE,False
KULH,True,True,UNMATCHED,NONE,False
KUM,True,True,UNMATCHED,NONE,False
KUMB,True,True,UNMATCHED,NONE,False
KUMM,True,True,UNMATCHED,NONE,False
KUMT,True,True,UNMATCHED,NONE,False
KUN,True,True,UNMATCHED,NONE,False
KUND,True,True,MATCHED,MEDIUM,True
KUP,True,True,UNMATCHED,NONE,False
KUPR,True,True,UNMATCHED,NONE,False
KUQ,True,True,UNMATCHED,NONE,False
KUR,True,True,UNMATCHED,NONE,False
KURJ,True,True,UNMATCHED,NONE,False
KURN,True,True,UNMATCHED,NONE,False
KURO,True,True,UNMATCHED,NONE,False
KURT,True,True,UNMATCHED,NONE,False
KURV,True,True,UNMATCHED,NONE,False
KUT,True,True,UNMATCHED,NONE,False
KUTI,True,True,UNMATCHED,NONE,False
KUU,True,True,UNMATCHED,NONE,False
KUV,True,True,MATCHED,MEDIUM,True
KUW,True,True,UNMATCHED,NONE,False
KUX,True,True,UNMATCHED,NONE,False
KVA,True,True,UNMATCHED,NONE,False
KVC,True,True,UNMATCHED,NONE,False
KVD,True,True,UNMATCHED,NONE,False
KVDU,True,True,UNMATCHED,NONE,False
KVE,True,True,UNMATCHED,NONE,False
KVG,True,True,UNMATCHED,NONE,False
KVGM,True,True,UNMATCHED,NONE,False
KVH,True,True,UNMATCHED,NONE,False
KVJ,True,True,UNMATCHED,NONE,False
KVK,True,True,UNMATCHED,NONE,False
KVL,True,True,MATCHED,HIGH,True
KVLR,True,True,MATCHED,HIGH,True
KVLS,True,True,UNMATCHED,NONE,False
KVM,True,True,UNMATCHED,NONE,False
KVN,True,True,MATCHED,HIGH,True
KVNJ,True,True,UNMATCHED,NONE,False
KVP,True,True,UNMATCHED,NONE,False
KVQ,True,True,UNMATCHED,NONE,False
KVR,True,True,UNMATCHED,NONE,False
KVS,True,True,UNMATCHED,NONE,False
KVTA,True,True,UNMATCHED,NONE,False
KVU,True,True,UNMATCHED,NONE,False
KVX,True,True,UNMATCHED,NONE,False
KVZ,True,True,UNMATCHED,NONE,False
KW,True,True,UNMATCHED,NONE,False
KWAE,True,True,UNMATCHED,NONE,False
KWAR,True,True,UNMATCHED,NONE,False
KWC,True,True,UNMATCHED,NONE,False
KWD,True,True,UNMATCHED,NONE,False
KWDP,True,True,UNMATCHED,NONE,False
KWE,True,True,UNMATCHED,NONE,False
KWGN,True,True,UNMATCHED,NONE,False
KWH,True,True,UNMATCHED,NONE,False
KWI,True,True,UNMATCHED,NONE,False
KWJ,True,True,UNMATCHED,NONE,False
KWM,True,True,UNMATCHED,NONE,False
KWMD,True,True,UNMATCHED,NONE,False
KWN,True,True,UNMATCHED,NONE,False
KWO,True,True,UNMATCHED,NONE,False
KWP,True,True,UNMATCHED,NONE,False
KWR,True,True,UNMATCHED,NONE,False
KWV,True,True,UNMATCHED,NONE,False
KWW,True,True,UNMATCHED,NONE,False
KXA,True,True,UNMATCHED,NONE,False
KXB,True,True,UNMATCHED,NONE,False
KXE,True,True,UNMATCHED,NONE,False
KXF,True,True,UNMATCHED,NONE,False
KXG,True,True,UNMATCHED,NONE,False
KXH,True,True,UNMATCHED,NONE,False
KXI,True,True,UNMATCHED,NONE,False
KXJ,True,True,UNMATCHED,NONE,False
KXK,True,True,UNMATCHED,NONE,False
KXL,True,True,UNMATCHED,NONE,False
KXM,True,True,UNMATCHED,NONE,False
KXN,True,True,UNMATCHED,NONE,False
KXO,True,True,UNMATCHED,NONE,False
KXP,True,True,UNMATCHED,NONE,False
KXT,True,True,UNMATCHED,NONE,False
KXX,True,True,UNMATCHED,NONE,False
KY,True,True,UNMATCHED,NONE,False
KYB,True,True,UNMATCHED,NONE,False
KYBR,True,True,UNMATCHED,NONE,False
KYE,True,True,UNMATCHED,NONE,False
KYF,True,True,UNMATCHED,NONE,False
KYG,True,True,UNMATCHED,NONE,False
KYH,True,True,UNMATCHED,NONE,False
KYI,True,True,UNMATCHED,NONE,False
KYJ,True,True,UNMATCHED,NONE,False
KYM,True,True,UNMATCHED,NONE,False
KYN,True,True,UNMATCHED,NONE,False
KYNT,True,True,UNMATCHED,NONE,False
KYO,True,True,UNMATCHED,NONE,False
KYOP,True,True,UNMATCHED,NONE,False
KYP,True,True,UNMATCHED,NONE,False
KYQ,True,True,UNMATCHED,NONE,False
KYS,True,True,UNMATCHED,NONE,False
KYT,True,True,UNMATCHED,NONE,False
KYV,True,True,UNMATCHED,NONE,False
KYW,True,True,UNMATCHED,NONE,False
KYX,True,True,UNMATCHED,NONE,False
KYY,True,True,UNMATCHED,NONE,False
KYZ,True,True,UNMATCHED,NONE,False
KZA,True,True,UNMATCHED,NONE,False
KZB,True,True,MATCHED,HIGH,True
KZC,True,True,UNMATCHED,NONE,False
KZE,True,True,UNMATCHED,NONE,False
KZH,True,True,UNMATCHED,NONE,False
KZI,True,True,UNMATCHED,NONE,False
KZJ,True,True,UNMATCHED,NONE,False
KZJE,True,True,UNMATCHED,NONE,False
KZJF,True,True,UNMATCHED,NONE,False
KZK,True,True,UNMATCHED,NONE,False
KZPE,True,True,UNMATCHED,NONE,False
KZPR,True,True,UNMATCHED,NONE,False
KZQ,True,True,UNMATCHED,NONE,False
KZS,True,True,UNMATCHED,NONE,False
KZT,True,True,UNMATCHED,NONE,False
KZTW,True,True,UNMATCHED,NONE,False
KZU,True,True,UNMATCHED,NONE,False
KZW,True,True,UNMATCHED,NONE,False
KZX,True,True,UNMATCHED,NONE,False
KZY,True,True,MATCHED,HIGH,True
LAA,True,True,UNMATCHED,NONE,False
LAD,True,True,UNMATCHED,NONE,False
LAE,True,True,UNMATCHED,NONE,False
LAK,True,True,UNMATCHED,NONE,False
LAL,True,True,UNMATCHED,NONE,False
LAN,True,True,UNMATCHED,NONE,False
LAP,True,True,UNMATCHED,NONE,False
LAR,True,True,UNMATCHED,NONE,False
LAT,True,True,UNMATCHED,NONE,False
LATH,True,True,UNMATCHED,NONE,False
LAU,True,True,UNMATCHED,NONE,False
LAUL,True,True,UNMATCHED,NONE,False
LAV,True,True,UNMATCHED,NONE,False
LB,True,True,UNMATCHED,NONE,False
LBA,True,True,UNMATCHED,NONE,False
LBG,True,True,UNMATCHED,NONE,False
LBH,True,True,UNMATCHED,NONE,False
LBI,True,True,UNMATCHED,NONE,False
LBN,True,True,UNMATCHED,NONE,False
LBO,True,True,UNMATCHED,NONE,False
LBTL,True,True,UNMATCHED,NONE,False
LBW,True,True,UNMATCHED,NONE,False
LBZ,True,True,UNMATCHED,NONE,False
LC,True,True,UNMATCHED,NONE,False
LCAE,True,True,UNMATCHED,NONE,False
LCH,True,True,UNMATCHED,NONE,False
LCR,True,True,MATCHED,HIGH,True
LCT,True,True,UNMATCHED,NONE,False
LD,True,True,UNMATCHED,NONE,False
LDA,True,True,UNMATCHED,NONE,False
LDCY,True,True,UNMATCHED,NONE,False
LDH,True,True,UNMATCHED,NONE,False
LDK,True,True,UNMATCHED,NONE,False
LDM,True,True,UNMATCHED,NONE,False
LDP,True,True,UNMATCHED,NONE,False
LDR,True,True,UNMATCHED,NONE,False
LDU,True,True,UNMATCHED,NONE,False
LDW,True,True,UNMATCHED,NONE,False
LDX,True,True,UNMATCHED,NONE,False
LDY,True,True,UNMATCHED,NONE,False
LEDO,True,True,UNMATCHED,NONE,False
LEK,True,True,UNMATCHED,NONE,False
LER,True,True,UNMATCHED,NONE,False
LGCE,True,True,UNMATCHED,NONE,False
LGDH,True,True,UNMATCHED,NONE,False
LGH,True,True,UNMATCHED,NONE,False
LGI,True,True,UNMATCHED,NONE,False
LGL,True,True,UNMATCHED,NONE,False
LGO,True,True,UNMATCHED,NONE,False
LGRE,True,True,UNMATCHED,NONE,False
LGT,True,True,UNMATCHED,NONE,False
LGTR,True,True,UNMATCHED,NONE,False
LH,True,True,UNMATCHED,NONE,False
LHA,True,True,UNMATCHED,NONE,False
LHB,True,True,UNMATCHED,NONE,False
LHBK,True,True,UNMATCHED,NONE,False
LHD,True,True,UNMATCHED,NONE,False
LHL,True,True,UNMATCHED,NONE,False
LHLL,True,True,UNMATCHED,NONE,False
LHM,True,True,UNMATCHED,NONE,False
LHN,True,True,UNMATCHED,NONE,False
LHNR,True,True,UNMATCHED,NONE,False
LHU,True,True,UNMATCHED,NONE,False
LIJ,True,True,UNMATCHED,NONE,False
LIM,True,True,UNMATCHED,NONE,False
LIN,True,True,UNMATCHED,NONE,False
LIR,True,True,UNMATCHED,NONE,False
LJN,True,True,UNMATCHED,NONE,False
LJR,True,True,UNMATCHED,NONE,False
LKA,True,True,MATCHED,MEDIUM,True
LKB,True,True,UNMATCHED,NONE,False
LKBL,True,True,UNMATCHED,NONE,False
LKD,True,True,UNMATCHED,NONE,False
LKDU,True,True,UNMATCHED,NONE,False
LKE,True,True,UNMATCHED,NONE,False
LKF,True,True,UNMATCHED,NONE,False
LKG,True,True,UNMATCHED,NONE,False
LKJN,True,True,UNMATCHED,NONE,False
LKKD,True,True,UNMATCHED,NONE,False
LKMN,True,True,UNMATCHED,NONE,False
LKMR,True,True,UNMATCHED,NONE,False
LKN,True,True,UNMATCHED,NONE,False
LKNA,True,True,UNMATCHED,NONE,False
LKNR,True,True,UNMATCHED,NONE,False
LKO,True,True,UNMATCHED,NONE,False
LKPL,True,True,UNMATCHED,NONE,False
LKPR,True,True,UNMATCHED,NONE,False
LKR,True,True,UNMATCHED,NONE,False
LKS,True,True,UNMATCHED,NONE,False
LKSH,True,True,UNMATCHED,NONE,False
LKT,True,True,UNMATCHED,NONE,False
LKU,True,True,UNMATCHED,NONE,False
LKW,True,True,UNMATCHED,NONE,False
LKX,True,True,UNMATCHED,NONE,False
LKY,True,True,UNMATCHED,NONE,False
LKZ,True,True,UNMATCHED,NONE,False
LLBR,True,True,UNMATCHED,NONE,False
LLD,True,True,UNMATCHED,NONE,False
LLGM,True,True,UNMATCHED,NONE,False
LLH,True,True,UNMATCHED,NONE,False
LLI,True,True,MATCHED,HIGH,True
LLJ,True,True,UNMATCHED,NONE,False
LLKN,True,True,UNMATCHED,NONE,False
LLPR,True,True,UNMATCHED,NONE,False
LLR,True,True,UNMATCHED,NONE,False
LLU,True,True,UNMATCHED,NONE,False
LM,True,True,UNMATCHED,NONE,False
LMA,True,True,UNMATCHED,NONE,False
LMC,True,True,UNMATCHED,NONE,False
LMD,True,True,UNMATCHED,NONE,False
LMG,True,True,UNMATCHED,NONE,False
LMK,True,True,UNMATCHED,NONE,False
LMM,True,True,UNMATCHED,NONE,False
LMN,True,True,UNMATCHED,NONE,False
LMNR,True,True,UNMATCHED,NONE,False
LMO,True,True,UNMATCHED,NONE,False
LMT,True,True,UNMATCHED,NONE,False
LMY,True,True,UNMATCHED,NONE,False
LNH,True,True,UNMATCHED,NONE,False
LNK,True,True,UNMATCHED,NONE,False
LNKC,True,True,UNMATCHED,NONE,False
LNL,True,True,UNMATCHED,NONE,False
LNN,True,True,UNMATCHED,NONE,False
LNP,True,True,UNMATCHED,NONE,False
LNR,True,True,UNMATCHED,NONE,False
LNS,True,True,UNMATCHED,NONE,False
LNT,True,True,UNMATCHED,NONE,False
LNW,True,True,UNMATCHED,NONE,False
LNWT,True,True,UNMATCHED,NONE,False
LO,True,True,UNMATCHED,NONE,False
LOA,True,True,UNMATCHED,NONE,False
LOG,True,True,UNMATCHED,NONE,False
LOGH,True,True,UNMATCHED,NONE,False
LOHA,True,True,UNMATCHED,NONE,False
LOK,True,True,UNMATCHED,NONE,False
LOL,True,True,UNMATCHED,NONE,False
LOM,True,True,UNMATCHED,NONE,False
LONI,True,True,UNMATCHED,NONE,False
LOT,True,True,UNMATCHED,NONE,False
LOV,True,True,UNMATCHED,NONE,False
LP,True,True,MATCHED,HIGH,True
LPG,True,True,UNMATCHED,NONE,False
LPH,True,True,UNMATCHED,NONE,False
LPI,True,True,UNMATCHED,NONE,False
LPJ,True,True,UNMATCHED,NONE,False
LPJL,True,True,UNMATCHED,NONE,False
LPK,True,True,UNMATCHED,NONE,False
LPN,True,True,UNMATCHED,NONE,False
LPNR,True,True,UNMATCHED,NONE,False
LPR,True,True,UNMATCHED,NONE,False
LPTA,True,True,UNMATCHED,NONE,False
LPW,True,True,UNMATCHED,NONE,False
LR,True,True,UNMATCHED,NONE,False
LRB,True,True,UNMATCHED,NONE,False
LRD,True,True,UNMATCHED,NONE,False
LRI,True,True,UNMATCHED,NONE,False
LRJ,True,True,UNMATCHED,NONE,False
LRU,True,True,UNMATCHED,NONE,False
LS,True,True,UNMATCHED,NONE,False
LSE,True,True,UNMATCHED,NONE,False
LSG,True,True,UNMATCHED,NONE,False
LSGS,True,True,UNMATCHED,NONE,False
LSI,True,True,UNMATCHED,NONE,False
LSR,True,True,UNMATCHED,NONE,False
LSX,True,True,UNMATCHED,NONE,False
LT,True,True,UNMATCHED,NONE,False
LTD,True,True,UNMATCHED,NONE,False
LTG,True,True,UNMATCHED,NONE,False
LTHR,True,True,UNMATCHED,NONE,False
LTI,True,True,MATCHED,HIGH,True
LTK,True,True,UNMATCHED,NONE,False
LTKR,True,True,UNMATCHED,NONE,False
LTMD,True,True,UNMATCHED,NONE,False
LTR,True,True,UNMATCHED,NONE,False
LTRR,True,True,UNMATCHED,NONE,False
LTT,True,True,UNMATCHED,NONE,False
LUA,True,True,UNMATCHED,NONE,False
LUNI,True,True,UNMATCHED,NONE,False
LUR,True,True,MATCHED,MEDIUM,True
LUSA,True,True,UNMATCHED,NONE,False
LVK,True,True,UNMATCHED,NONE,False
LVR,True,True,UNMATCHED,NONE,False
LW,True,True,UNMATCHED,NONE,False
LWR,True,True,UNMATCHED,NONE,False
LWS,True,True,UNMATCHED,NONE,False
LXA,True,True,UNMATCHED,NONE,False
LXD,True,True,UNMATCHED,NONE,False
LXR,True,True,UNMATCHED,NONE,False
LYD,True,True,UNMATCHED,NONE,False
MA,True,True,UNMATCHED,NONE,False
MAA,True,True,UNMATCHED,NONE,False
MAAR,True,True,UNMATCHED,NONE,False
MABA,True,True,UNMATCHED,NONE,False
MABB,True,True,UNMATCHED,NONE,False
MABD,True,True,UNMATCHED,NONE,False
MABN,True,True,UNMATCHED,NONE,False
MACR,True,True,UNMATCHED,NONE,False
MAD,True,True,UNMATCHED,NONE,False
MADA,True,True,UNMATCHED,NONE,False
MADR,True,True,UNMATCHED,NONE,False
MADU,True,True,UNMATCHED,NONE,False
MAEL,True,True,UNMATCHED,NONE,False
MAF,True,True,MATCHED,HIGH,True
MAG,True,True,UNMATCHED,NONE,False
MAGH,True,True,UNMATCHED,NONE,False
MAH,True,True,UNMATCHED,NONE,False
MAHE,True,True,MATCHED,MEDIUM,True
MAHO,True,True,UNMATCHED,NONE,False
MAI,True,True,UNMATCHED,NONE,False
MAJ,True,True,UNMATCHED,NONE,False
MAJN,True,True,UNMATCHED,NONE,False
MAK,True,True,UNMATCHED,NONE,False
MAKH,True,True,UNMATCHED,NONE,False
MAKM,True,True,UNMATCHED,NONE,False
MAKP,True,True,UNMATCHED,NONE,False
MAKR,True,True,UNMATCHED,NONE,False
MALA,True,True,MATCHED,MEDIUM,True
MALB,True,True,UNMATCHED,NONE,False
MALK,True,True,UNMATCHED,NONE,False
MALM,True,True,UNMATCHED,NONE,False
MALR,True,True,MATCHED,HIGH,True
MAM,True,True,UNMATCHED,NONE,False
MAN,True,True,UNMATCHED,NONE,False
MANA,True,True,MATCHED,MEDIUM,True
MAND,True,True,UNMATCHED,NONE,False
MANE,True,True,UNMATCHED,NONE,False
MANG,True,True,UNMATCHED,NONE,False
MANI,True,True,UNMATCHED,NONE,False
MANK,True,True,UNMATCHED,NONE,False
MANU,True,True,MATCHED,MEDIUM,True
MAO,True,True,UNMATCHED,NONE,False
MAP,True,True,MATCHED,HIGH,True
MAQ,True,True,UNMATCHED,NONE,False
MAR,True,True,MATCHED,HIGH,True
MAS,True,True,MATCHED,HIGH,True
MASK,True,True,UNMATCHED,NONE,False
MAU,True,True,UNMATCHED,NONE,False
MAUL,True,True,UNMATCHED,NONE,False
MAUR,True,True,UNMATCHED,NONE,False
MAV,True,True,UNMATCHED,NONE,False
MAY,True,True,UNMATCHED,NONE,False
MAYP,True,True,UNMATCHED,NONE,False
MAYR,True,True,UNMATCHED,NONE,False
MAZ,True,True,UNMATCHED,NONE,False
MB,True,True,UNMATCHED,NONE,False
MBA,True,True,UNMATCHED,NONE,False
MBB,True,True,UNMATCHED,NONE,False
MBC,True,True,UNMATCHED,NONE,False
MBD,True,True,UNMATCHED,NONE,False
MBE,True,True,UNMATCHED,NONE,False
MBF,True,True,UNMATCHED,NONE,False
MBG,True,True,UNMATCHED,NONE,False
MBGA,True,True,UNMATCHED,NONE,False
MBI,True,True,UNMATCHED,NONE,False
MBL,True,True,UNMATCHED,NONE,False
MBM,True,True,MATCHED,HIGH,True
MBNL,True,True,UNMATCHED,NONE,False
MBNR,True,True,UNMATCHED,NONE,False
MBO,True,True,UNMATCHED,NONE,False
MBQ,True,True,UNMATCHED,NONE,False
MBS,True,True,UNMATCHED,NONE,False
MBSK,True,True,UNMATCHED,NONE,False
MBT,True,True,UNMATCHED,NONE,False
MBU,True,True,MATCHED,HIGH,True
MBV,True,True,UNMATCHED,NONE,False
MBW,True,True,UNMATCHED,NONE,False
MBY,True,True,UNMATCHED,NONE,False
MC,True,True,MATCHED,MEDIUM,True
MCA,True,True,UNMATCHED,NONE,False
MCF,True,True,UNMATCHED,NONE,False
MCI,True,True,UNMATCHED,NONE,False
MCJ,True,True,MATCHED,HIGH,True
MCL,True,True,UNMATCHED,NONE,False
MCLA,True,True,UNMATCHED,NONE,False
MCLE,True,True,UNMATCHED,NONE,False
MCN,True,True,MATCHED,HIGH,True
MCO,True,True,UNMATCHED,NONE,False
MCPE,True,True,UNMATCHED,NONE,False
MCQ,True,True,UNMATCHED,NONE,False
MCRD,True,True,UNMATCHED,NONE,False
MCS,True,True,UNMATCHED,NONE,False
MCSC,True,True,UNMATCHED,NONE,False
MCU,True,True,UNMATCHED,NONE,False
MCV,True,True,UNMATCHED,NONE,False
MCVM,True,True,UNMATCHED,NONE,False
MCZ,True,True,UNMATCHED,NONE,False
MDA,True,True,UNMATCHED,NONE,False
MDB,True,True,UNMATCHED,NONE,False
MDBP,True,True,UNMATCHED,NONE,False
MDC,True,True,UNMATCHED,NONE,False
MDDG,True,True,UNMATCHED,NONE,False
MDDP,True,True,UNMATCHED,NONE,False
MDE,True,True,UNMATCHED,NONE,False
MDF,True,True,UNMATCHED,NONE,False
MDG,True,True,UNMATCHED,NONE,False
MDGR,True,True,UNMATCHED,NONE,False
MDH,True,True,UNMATCHED,NONE,False
MDHA,True,True,UNMATCHED,NONE,False
MDJ,True,True,UNMATCHED,NONE,False
MDJN,True,True,UNMATCHED,NONE,False
MDKD,True,True,UNMATCHED,NONE,False
MDKI,True,True,UNMATCHED,NONE,False
MDKU,True,True,UNMATCHED,NONE,False
MDL,True,True,UNMATCHED,NONE,False
MDLA,True,True,UNMATCHED,NONE,False
MDLE,True,True,UNMATCHED,NONE,False
MDLL,True,True,UNMATCHED,NONE,False
MDN,True,True,UNMATCHED,NONE,False
MDNR,True,True,UNMATCHED,NONE,False
MDP,True,True,UNMATCHED,NONE,False
MDPA,True,True,UNMATCHED,NONE,False
MDPB,True,True,UNMATCHED,NONE,False
MDPD,True,True,UNMATCHED,NONE,False
MDPJ,True,True,UNMATCHED,NONE,False
MDPR,True,True,UNMATCHED,NONE,False
MDR,True,True,UNMATCHED,NONE,False
MDRR,True,True,UNMATCHED,NONE,False
MDS,True,True,UNMATCHED,NONE,False
MDSA,True,True,UNMATCHED,NONE,False
MDSE,True,True,UNMATCHED,NONE,False
MDT,True,True,UNMATCHED,NONE,False
MDU,True,True,MATCHED,HIGH,True
MDUN,True,True,UNMATCHED,NONE,False
MDVB,True,True,UNMATCHED,NONE,False
MDVE,True,True,MATCHED,HIGH,True
MDVK,True,True,UNMATCHED,NONE,False
MDVL,True,True,UNMATCHED,NONE,False
MDVR,True,True,UNMATCHED,NONE,False
MDW,True,True,UNMATCHED,NONE,False
MDXR,True,True,UNMATCHED,NONE,False
ME,True,True,UNMATCHED,NONE,False
MEC,True,True,UNMATCHED,NONE,False
MED,True,True,UNMATCHED,NONE,False
MEE,True,True,UNMATCHED,NONE,False
MEH,True,True,MATCHED,HIGH,True
MEJ,True,True,UNMATCHED,NONE,False
MEKM,True,True,MATCHED,HIGH,True
MELH,True,True,UNMATCHED,NONE,False
MEM,True,True,UNMATCHED,NONE,False
MENP,True,True,UNMATCHED,NONE,False
MEP,True,True,UNMATCHED,NONE,False
MEQ,True,True,UNMATCHED,NONE,False
MER,True,True,UNMATCHED,NONE,False
MES,True,True,MATCHED,HIGH,True
MET,True,True,UNMATCHED,NONE,False
METR,True,True,UNMATCHED,NONE,False
MEU,True,True,UNMATCHED,NONE,False
MEW,True,True,UNMATCHED,NONE,False
MEX,True,True,UNMATCHED,NONE,False
MFA,True,True,UNMATCHED,NONE,False
MFB,True,True,UNMATCHED,NONE,False
MFC,True,True,UNMATCHED,NONE,False
MFH,True,True,UNMATCHED,NONE,False
MFJ,True,True,UNMATCHED,NONE,False
MFKA,True,True,UNMATCHED,NONE,False
MFL,True,True,UNMATCHED,NONE,False
MFM,True,True,UNMATCHED,NONE,False
MFP,True,True,UNMATCHED,NONE,False
MFQ,True,True,UNMATCHED,NONE,False
MFX,True,True,UNMATCHED,NONE,False
MFZ,True,True,UNMATCHED,NONE,False
MG,True,True,UNMATCHED,NONE,False
MGAE,True,True,UNMATCHED,NONE,False
MGB,True,True,UNMATCHED,NONE,False
MGC,True,True,UNMATCHED,NONE,False
MGD,True,True,UNMATCHED,NONE,False
MGE,True,True,UNMATCHED,NONE,False
MGF,True,True,UNMATCHED,NONE,False
MGG,True,True,UNMATCHED,NONE,False
MGK,True,True,UNMATCHED,NONE,False
MGKM,True,True,UNMATCHED,NONE,False
MGKP,True,True,UNMATCHED,NONE,False
MGL,True,True,UNMATCHED,NONE,False
MGLE,True,True,UNMATCHED,NONE,False
MGLI,True,True,UNMATCHED,NONE,False
MGLP,True,True,UNMATCHED,NONE,False
MGM,True,True,UNMATCHED,NONE,False
MGME,True,True,UNMATCHED,NONE,False
MGN,True,True,UNMATCHED,NONE,False
MGPA,True,True,UNMATCHED,NONE,False
MGPI,True,True,UNMATCHED,NONE,False
MGR,True,True,UNMATCHED,NONE,False
MGRD,True,True,UNMATCHED,NONE,False
MGRL,True,True,UNMATCHED,NONE,False
MGRP,True,True,UNMATCHED,NONE,False
MGRR,True,True,UNMATCHED,NONE,False
MGS,True,True,UNMATCHED,NONE,False
MGT,True,True,UNMATCHED,NONE,False
MGTD,True,True,UNMATCHED,NONE,False
MGV,True,True,UNMATCHED,NONE,False
MGW,True,True,UNMATCHED,NONE,False
