utilization_id,date,time_slot,section_id,total_window_available_minutes,traffic_occupancy_minutes,maintenance_block_utilized_minutes,idle_window_minutes,capacity_utilization_rate_percent,shadow_block_potential,corridor_id,source_type,source
RB-UTL-009433,2024-08-06,LATE_20_24,SEC_047,240,155,63,22,90.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009434,2024-08-07,EVENING_16_20,SEC_014,240,191,102,0,122.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009435,2024-08-08,LATE_20_24,SEC_025,240,115,109,16,93.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009436,2024-08-09,EARLY_04_08,SEC_025,240,121,22,97,59.6,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009437,2024-08-10,NIGHT_00_04,SEC_028,240,153,43,44,81.7,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009438,2024-08-11,DAY_08_12,SEC_031,240,107,51,82,65.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009439,2024-08-12,NIGHT_00_04,SEC_060,240,139,55,46,80.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009440,2024-08-13,EVENING_16_20,SEC_018,240,81,61,98,59.2,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009441,2024-08-14,AFTERNOON_12_16,SEC_019,240,174,106,0,116.7,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009442,2024-08-15,LATE_20_24,SEC_045,240,109,77,54,77.5,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009443,2024-08-16,NIGHT_00_04,SEC_022,240,132,114,0,102.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009444,2024-08-17,NIGHT_00_04,SEC_020,240,75,106,59,75.4,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009445,2024-08-18,AFTERNOON_12_16,SEC_047,240,171,106,0,115.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009446,2024-08-19,NIGHT_00_04,SEC_046,240,111,56,73,69.6,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009447,2024-08-20,LATE_20_24,SEC_023,240,78,46,116,51.7,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009448,2024-08-21,AFTERNOON_12_16,SEC_040,240,70,102,68,71.7,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009449,2024-08-22,EVENING_16_20,SEC_025,240,114,20,106,55.8,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009450,2024-08-23,AFTERNOON_12_16,SEC_039,240,101,51,88,63.3,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009451,2024-08-24,LATE_20_24,SEC_023,240,189,60,0,103.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009452,2024-08-25,LATE_20_24,SEC_012,240,122,92,26,89.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009453,2024-08-26,DAY_08_12,SEC_004,240,147,45,48,80.0,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009454,2024-08-27,LATE_20_24,SEC_012,240,206,103,0,128.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009455,2024-08-28,AFTERNOON_12_16,SEC_068,240,71,80,89,62.9,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009456,2024-08-29,EARLY_04_08,SEC_058,240,176,66,0,100.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009457,2024-08-30,LATE_20_24,SEC_029,240,61,111,68,71.7,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009458,2024-08-31,AFTERNOON_12_16,SEC_013,240,148,47,45,81.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009459,2024-09-01,DAY_08_12,SEC_005,240,203,35,2,99.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009460,2024-09-02,AFTERNOON_12_16,SEC_023,240,71,78,91,62.1,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009461,2024-09-03,EARLY_04_08,SEC_034,240,128,64,48,80.0,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009462,2024-09-04,EVENING_16_20,SEC_031,240,154,89,0,101.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009463,2024-09-05,NIGHT_00_04,SEC_025,240,106,84,50,79.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009464,2024-09-06,EARLY_04_08,SEC_063,240,134,56,50,79.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009465,2024-09-07,LATE_20_24,SEC_062,240,133,115,0,103.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009466,2024-09-08,EARLY_04_08,SEC_034,240,82,38,120,50.0,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009467,2024-09-09,EARLY_04_08,SEC_068,240,176,69,0,102.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009468,2024-09-10,DAY_08_12,SEC_036,240,148,30,62,74.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009469,2024-09-11,LATE_20_24,SEC_028,240,184,25,31,87.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009470,2024-09-12,NIGHT_00_04,SEC_052,240,139,102,0,100.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009471,2024-09-13,LATE_20_24,SEC_007,240,155,43,42,82.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009472,2024-09-14,DAY_08_12,SEC_017,240,205,84,0,120.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009473,2024-09-15,EARLY_04_08,SEC_016,240,90,73,77,67.9,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009474,2024-09-16,NIGHT_00_04,SEC_052,240,187,95,0,117.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009475,2024-09-17,AFTERNOON_12_16,SEC_050,240,95,95,50,79.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009476,2024-09-18,EVENING_16_20,SEC_016,240,166,35,39,83.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009477,2024-09-19,EVENING_16_20,SEC_001,240,161,44,35,85.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009478,2024-09-20,AFTERNOON_12_16,SEC_059,240,127,117,0,101.7,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009479,2024-09-21,EVENING_16_20,SEC_015,240,169,60,11,95.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009480,2024-09-22,LATE_20_24,SEC_045,240,202,23,15,93.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009481,2024-09-23,NIGHT_00_04,SEC_062,240,101,42,97,59.6,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009482,2024-09-24,LATE_20_24,SEC_010,240,158,20,62,74.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009483,2024-09-25,LATE_20_24,SEC_059,240,153,35,52,78.3,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009484,2024-09-26,EARLY_04_08,SEC_013,240,184,45,11,95.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009485,2024-09-27,LATE_20_24,SEC_050,240,200,88,0,120.0,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009486,2024-09-28,DAY_08_12,SEC_058,240,122,85,33,86.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009487,2024-09-29,DAY_08_12,SEC_010,240,119,73,48,80.0,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009488,2024-09-30,AFTERNOON_12_16,SEC_002,240,99,58,83,65.4,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009489,2024-10-01,DAY_08_12,SEC_020,240,160,79,1,99.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009490,2024-10-02,LATE_20_24,SEC_067,240,104,64,72,70.0,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009491,2024-10-03,EARLY_04_08,SEC_057,240,134,55,51,78.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009492,2024-10-04,DAY_08_12,SEC_023,240,157,98,0,106.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009493,2024-10-05,LATE_20_24,SEC_061,240,107,29,104,56.7,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009494,2024-10-06,LATE_20_24,SEC_029,240,79,29,132,45.0,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009495,2024-10-07,AFTERNOON_12_16,SEC_039,240,111,53,76,68.3,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009496,2024-10-08,EVENING_16_20,SEC_026,240,189,109,0,124.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009497,2024-10-09,EVENING_16_20,SEC_040,240,147,46,47,80.4,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009498,2024-10-10,EARLY_04_08,SEC_067,240,100,91,49,79.6,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009499,2024-10-11,EVENING_16_20,SEC_025,240,200,105,0,127.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009500,2024-10-12,LATE_20_24,SEC_039,240,193,22,25,89.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009501,2023-06-01,EARLY_04_08,SEC_035,240,181,118,0,124.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009502,2023-06-02,EARLY_04_08,SEC_003,240,129,80,31,87.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009503,2023-06-03,DAY_08_12,SEC_038,240,208,52,0,108.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009504,2023-06-04,AFTERNOON_12_16,SEC_023,240,70,98,72,70.0,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009505,2023-06-05,DAY_08_12,SEC_031,240,101,50,89,62.9,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009506,2023-06-06,LATE_20_24,SEC_013,240,105,66,69,71.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009507,2023-06-07,NIGHT_00_04,SEC_061,240,90,24,126,47.5,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009508,2023-06-08,DAY_08_12,SEC_036,240,75,24,141,41.2,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009509,2023-06-09,LATE_20_24,SEC_010,240,190,69,0,107.9,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009510,2023-06-10,AFTERNOON_12_16,SEC_001,240,122,27,91,62.1,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009511,2023-06-11,AFTERNOON_12_16,SEC_013,240,145,31,64,73.3,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009512,2023-06-12,EARLY_04_08,SEC_026,240,112,38,90,62.5,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009513,2023-06-13,EVENING_16_20,SEC_021,240,70,56,114,52.5,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009514,2023-06-14,EVENING_16_20,SEC_056,240,70,97,73,69.6,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009515,2023-06-15,DAY_08_12,SEC_001,240,72,74,94,60.8,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009516,2023-06-16,LATE_20_24,SEC_035,240,96,54,90,62.5,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009517,2023-06-17,LATE_20_24,SEC_041,240,106,80,54,77.5,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009518,2023-06-18,AFTERNOON_12_16,SEC_007,240,61,47,132,45.0,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009519,2023-06-19,AFTERNOON_12_16,SEC_062,240,75,62,103,57.1,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009520,2023-06-20,EARLY_04_08,SEC_045,240,126,109,5,97.9,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009521,2023-06-21,NIGHT_00_04,SEC_031,240,115,48,77,67.9,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009522,2023-06-22,LATE_20_24,SEC_067,240,116,87,37,84.6,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009523,2023-06-23,EARLY_04_08,SEC_053,240,206,59,0,110.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009524,2023-06-24,EARLY_04_08,SEC_061,240,167,46,27,88.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009525,2023-06-25,EVENING_16_20,SEC_009,240,108,89,43,82.1,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009526,2023-06-26,EVENING_16_20,SEC_020,240,208,94,0,125.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009527,2023-06-27,NIGHT_00_04,SEC_008,240,178,92,0,112.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009528,2023-06-28,NIGHT_00_04,SEC_018,240,104,106,30,87.5,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009529,2023-06-29,DAY_08_12,SEC_054,240,105,67,68,71.7,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009530,2023-06-30,EARLY_04_08,SEC_064,240,67,48,125,47.9,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009531,2023-07-01,LATE_20_24,SEC_035,240,84,91,65,72.9,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009532,2023-07-02,AFTERNOON_12_16,SEC_058,240,184,78,0,109.2,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009533,2023-07-03,EVENING_16_20,SEC_065,240,67,40,133,44.6,HIGH,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009534,2023-07-04,EARLY_04_08,SEC_030,240,174,55,11,95.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009535,2023-07-05,NIGHT_00_04,SEC_004,240,170,42,28,88.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009536,2023-07-06,LATE_20_24,SEC_024,240,85,103,52,78.3,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009537,2023-07-07,DAY_08_12,SEC_054,240,84,68,88,63.3,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009538,2023-07-08,DAY_08_12,SEC_043,240,137,104,0,100.4,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009539,2023-07-09,DAY_08_12,SEC_062,240,79,91,70,70.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009540,2023-07-10,AFTERNOON_12_16,SEC_034,240,60,107,73,69.6,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009541,2023-07-11,LATE_20_24,SEC_005,240,95,66,79,67.1,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009542,2023-07-12,EVENING_16_20,SEC_036,240,72,84,84,65.0,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009543,2023-07-13,NIGHT_00_04,SEC_059,240,175,25,40,83.3,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009544,2023-07-14,DAY_08_12,SEC_047,240,133,31,76,68.3,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009545,2023-07-15,AFTERNOON_12_16,SEC_033,240,166,50,24,90.0,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009546,2023-07-16,NIGHT_00_04,SEC_015,240,94,65,81,66.2,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009547,2023-07-17,EARLY_04_08,SEC_012,240,84,98,58,75.8,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009548,2023-07-18,NIGHT_00_04,SEC_015,240,60,116,64,73.3,MEDIUM,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009549,2023-07-19,LATE_20_24,SEC_039,240,209,81,0,120.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
RB-UTL-009550,2023-07-20,DAY_08_12,SEC_005,240,190,100,0,120.8,LOW,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Block Capacity Engine / CAG Heavy Traffic Utilization Model
