record_id,task_id,department,section_id,requested_window_minutes,granted_window_minutes,outcome,was_deferred,shortfall_minutes,shortfall_percent,corridor_id,source_type,source
HIST_032310,SMMS_TASK_006423,TRD,SEC_056,60,45,Partially Completed,False,15,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032311,TMS_TASK_005853,S&T,SEC_041,60,30,Partially Completed,True,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032312,TDMS_TASK_011337,TRD,SEC_032,240,30,Not Completed,True,210,87.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032313,SMMS_TASK_021398,TRD,SEC_045,90,90,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032314,TMS_TASK_020320,TRD,SEC_058,300,30,Not Completed,True,270,90.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032315,TMS_TASK_006723,Engineering,SEC_017,120,60,Partially Completed,False,60,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032316,TDMS_TASK_015968,Engineering,SEC_012,180,30,Not Completed,True,150,83.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032317,TMS_TASK_026604,TRD,SEC_028,90,60,Partially Completed,True,30,33.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032318,TDMS_TASK_017650,S&T,SEC_023,90,90,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032319,TDMS_TASK_006270,TRD,SEC_038,240,165,Partially Completed,False,75,31.2,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032320,TDMS_TASK_021784,Engineering,SEC_039,300,15,Not Completed,True,285,95.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032321,SMMS_TASK_022792,S&T,SEC_016,60,30,Partially Completed,False,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032322,TMS_TASK_014479,TRD,SEC_061,300,120,Partially Completed,False,180,60.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032323,TMS_TASK_002835,Engineering,SEC_022,90,30,Partially Completed,False,60,66.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032324,TMS_TASK_019661,TRD,SEC_047,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032325,SMMS_TASK_005142,Engineering,SEC_034,180,75,Partially Completed,False,105,58.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032326,SMMS_TASK_019907,Engineering,SEC_053,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032327,TDMS_TASK_016671,Engineering,SEC_008,90,90,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032328,TMS_TASK_011272,Engineering,SEC_039,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032329,SMMS_TASK_020797,S&T,SEC_053,120,0,Not Completed,True,120,100.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032330,TMS_TASK_006850,TRD,SEC_001,240,165,Partially Completed,True,75,31.2,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032331,SMMS_TASK_008516,Engineering,SEC_036,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032332,TMS_TASK_005896,S&T,SEC_065,300,225,Partially Completed,False,75,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032333,TMS_TASK_029911,Engineering,SEC_046,60,30,Partially Completed,False,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032334,SMMS_TASK_018492,S&T,SEC_002,240,15,Not Completed,True,225,93.8,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032335,TDMS_TASK_004115,S&T,SEC_066,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032336,TDMS_TASK_009375,Engineering,SEC_018,300,120,Partially Completed,False,180,60.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032337,SMMS_TASK_011961,Engineering,SEC_066,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032338,TMS_TASK_020711,Engineering,SEC_043,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032339,TDMS_TASK_018042,Engineering,SEC_063,60,30,Partially Completed,True,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032340,TDMS_TASK_019683,S&T,SEC_005,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032341,TDMS_TASK_022406,Engineering,SEC_062,120,90,Partially Completed,False,30,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032342,TDMS_TASK_008355,Engineering,SEC_035,300,300,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032343,TDMS_TASK_007231,TRD,SEC_009,120,120,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032344,TMS_TASK_006197,Engineering,SEC_019,300,165,Partially Completed,False,135,45.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032345,SMMS_TASK_015806,Engineering,SEC_002,60,30,Partially Completed,True,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032346,SMMS_TASK_002585,S&T,SEC_014,90,75,Partially Completed,False,15,16.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032347,TMS_TASK_020718,TRD,SEC_006,300,210,Partially Completed,False,90,30.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032348,TMS_TASK_005442,Engineering,SEC_009,300,300,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032349,TMS_TASK_017066,S&T,SEC_068,240,180,Partially Completed,False,60,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032350,TDMS_TASK_018216,TRD,SEC_010,60,45,Partially Completed,False,15,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032351,TDMS_TASK_017695,TRD,SEC_056,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032352,TDMS_TASK_004425,S&T,SEC_059,120,45,Partially Completed,False,75,62.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032353,TMS_TASK_008126,TRD,SEC_020,300,300,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032354,SMMS_TASK_024924,Engineering,SEC_060,90,60,Partially Completed,True,30,33.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032355,TMS_TASK_010144,TRD,SEC_014,300,300,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032356,SMMS_TASK_024617,Engineering,SEC_029,300,300,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032357,TMS_TASK_002695,Engineering,SEC_062,300,180,Partially Completed,True,120,40.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032358,TMS_TASK_022815,S&T,SEC_022,300,30,Not Completed,True,270,90.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032359,TMS_TASK_009801,TRD,SEC_036,240,105,Partially Completed,False,135,56.2,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032360,TDMS_TASK_019684,S&T,SEC_046,60,30,Partially Completed,True,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032361,SMMS_TASK_015502,Engineering,SEC_042,60,45,Partially Completed,True,15,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032362,TDMS_TASK_018823,TRD,SEC_006,300,195,Partially Completed,False,105,35.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032363,TMS_TASK_001624,S&T,SEC_001,300,15,Not Completed,True,285,95.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032364,TDMS_TASK_004160,TRD,SEC_001,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032365,SMMS_TASK_008389,S&T,SEC_030,180,60,Partially Completed,False,120,66.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032366,SMMS_TASK_007515,S&T,SEC_001,300,240,Partially Completed,False,60,20.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032367,TDMS_TASK_014861,Engineering,SEC_017,120,60,Partially Completed,True,60,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032368,TMS_TASK_003770,S&T,SEC_055,300,300,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032369,TDMS_TASK_020534,Engineering,SEC_042,90,15,Not Completed,True,75,83.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032370,TMS_TASK_002265,Engineering,SEC_026,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032371,TMS_TASK_029024,TRD,SEC_021,120,120,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032372,TMS_TASK_011051,Engineering,SEC_037,60,30,Not Completed,True,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032373,SMMS_TASK_011852,Engineering,SEC_031,90,90,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032374,SMMS_TASK_017662,Engineering,SEC_012,90,60,Partially Completed,False,30,33.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032375,SMMS_TASK_021366,S&T,SEC_025,180,90,Partially Completed,True,90,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032376,TDMS_TASK_008848,S&T,SEC_059,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032377,TDMS_TASK_005078,TRD,SEC_048,300,105,Partially Completed,False,195,65.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032378,TDMS_TASK_020878,Engineering,SEC_037,120,30,Not Completed,True,90,75.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032379,SMMS_TASK_005969,Engineering,SEC_028,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032380,TMS_TASK_014029,S&T,SEC_063,120,120,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032381,TMS_TASK_012455,Engineering,SEC_031,240,150,Partially Completed,True,90,37.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032382,TMS_TASK_022043,Engineering,SEC_050,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032383,SMMS_TASK_018234,S&T,SEC_046,300,300,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032384,TMS_TASK_004329,TRD,SEC_035,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032385,TDMS_TASK_021387,Engineering,SEC_065,300,300,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032386,TDMS_TASK_024124,Engineering,SEC_066,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032387,TMS_TASK_013185,TRD,SEC_046,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032388,TDMS_TASK_007474,S&T,SEC_002,60,45,Partially Completed,False,15,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032389,SMMS_TASK_017703,Engineering,SEC_065,60,15,Partially Completed,False,45,75.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032390,SMMS_TASK_008458,TRD,SEC_051,90,45,Partially Completed,False,45,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032391,TDMS_TASK_003770,S&T,SEC_026,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032392,SMMS_TASK_016046,TRD,SEC_009,180,105,Partially Completed,True,75,41.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032393,TMS_TASK_025895,S&T,SEC_003,180,90,Partially Completed,False,90,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032394,SMMS_TASK_014974,TRD,SEC_060,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032395,TMS_TASK_010861,S&T,SEC_035,240,135,Partially Completed,False,105,43.8,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032396,TMS_TASK_020349,S&T,SEC_058,90,90,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032397,TDMS_TASK_022838,Engineering,SEC_042,240,15,Not Completed,True,225,93.8,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032398,TMS_TASK_014832,Engineering,SEC_067,90,90,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032399,SMMS_TASK_017858,Engineering,SEC_041,300,165,Partially Completed,True,135,45.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032400,TMS_TASK_023759,S&T,SEC_065,240,150,Partially Completed,True,90,37.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032401,SMMS_TASK_007182,Engineering,SEC_016,60,60,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032402,TMS_TASK_019773,S&T,SEC_018,180,0,Not Completed,True,180,100.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032403,SMMS_TASK_015503,S&T,SEC_030,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032404,SMMS_TASK_014603,S&T,SEC_055,90,30,Not Completed,True,60,66.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032405,SMMS_TASK_019410,Engineering,SEC_066,180,180,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032406,TMS_TASK_024657,S&T,SEC_014,180,30,Not Completed,True,150,83.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032407,SMMS_TASK_016310,TRD,SEC_037,240,180,Partially Completed,True,60,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032408,TDMS_TASK_003316,Engineering,SEC_009,60,30,Partially Completed,False,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032409,TDMS_TASK_002596,TRD,SEC_012,90,15,Not Completed,True,75,83.3,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032410,SMMS_TASK_015436,Engineering,SEC_029,120,60,Partially Completed,False,60,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032411,TMS_TASK_023932,TRD,SEC_049,120,60,Partially Completed,False,60,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032412,SMMS_TASK_012582,S&T,SEC_033,240,90,Partially Completed,True,150,62.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032413,SMMS_TASK_012957,TRD,SEC_037,240,90,Partially Completed,False,150,62.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032414,TDMS_TASK_021104,TRD,SEC_053,300,195,Partially Completed,True,105,35.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032415,SMMS_TASK_000163,TRD,SEC_003,90,90,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032416,TMS_TASK_025793,TRD,SEC_017,60,0,Not Completed,True,60,100.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032417,TDMS_TASK_004991,Engineering,SEC_017,120,60,Partially Completed,True,60,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032418,SMMS_TASK_020822,Engineering,SEC_011,240,165,Partially Completed,True,75,31.2,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032419,SMMS_TASK_004169,TRD,SEC_041,240,120,Partially Completed,True,120,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032420,TMS_TASK_000005,TRD,SEC_026,60,15,Partially Completed,True,45,75.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032421,TDMS_TASK_001393,Engineering,SEC_026,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032422,TDMS_TASK_003954,S&T,SEC_055,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032423,TDMS_TASK_019427,S&T,SEC_002,240,240,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032424,SMMS_TASK_010204,TRD,SEC_050,300,15,Not Completed,True,285,95.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032425,SMMS_TASK_011209,TRD,SEC_031,180,105,Partially Completed,True,75,41.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032426,TMS_TASK_016671,TRD,SEC_018,300,300,Fully Completed,False,0,0.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032427,SMMS_TASK_006774,TRD,SEC_026,60,15,Partially Completed,False,45,75.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032428,TMS_TASK_000121,S&T,SEC_001,60,45,Partially Completed,False,15,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032429,SMMS_TASK_010058,TRD,SEC_061,120,60,Partially Completed,True,60,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032430,TDMS_TASK_001556,TRD,SEC_068,60,30,Not Completed,True,30,50.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032431,TDMS_TASK_007873,S&T,SEC_001,180,60,Partially Completed,False,120,66.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032432,SMMS_TASK_023017,S&T,SEC_061,120,45,Partially Completed,True,75,62.5,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032433,TDMS_TASK_009433,S&T,SEC_033,120,30,Not Completed,True,90,75.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032434,SMMS_TASK_023233,TRD,SEC_021,90,75,Partially Completed,True,15,16.7,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032435,TDMS_TASK_007388,TRD,SEC_042,300,225,Partially Completed,False,75,25.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
HIST_032436,SMMS_TASK_004997,Engineering,SEC_030,120,30,Not Completed,True,90,75.0,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Historical Simulator / CAG Report 45 Calibration
