machine_id,machine_type,home_depot,assigned_section_id,latitude,longitude,operational_status,daily_productivity_meters,fuel_consumption_litres_per_hour,last_overhaul_date,next_calibration_date,corridor_id,source_type,source
RB-MCH-010391,Ballast Cleaning Machine (BCM),Tambaram,SEC_011,12.916863,80.10798,ACTIVE,2026,75,2023-05-24,2024-06-18,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010392,Track Tamping Machine (CSM/Duomatic),Chennai Egmore,SEC_054,10.788863,78.677652,ACTIVE,1016,80,2023-05-31,2024-09-14,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010393,Track Relaying Train (TRT),Chennai Egmore,SEC_022,12.390396,79.802037,ACTIVE,406,33,2023-01-06,2024-11-02,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010394,Dynamic Track Stabilizer (DTS),Thoothukudi,SEC_002,13.028723,80.222954,UNDER_MAINTENANCE,1405,25,2023-03-09,2024-10-15,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010395,OHE Tower Wagon (8-Wheeler),Chennai Egmore,SEC_055,10.709588,78.561178,ACTIVE,588,72,2023-04-01,2024-06-28,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010396,Dynamic Track Stabilizer (DTS),Chennai Egmore,SEC_025,12.28712,79.704618,ACTIVE,1685,44,2023-05-03,2024-07-30,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010397,Ballast Regulating Machine (BRM),Tambaram,SEC_012,12.893128,80.086098,ACTIVE,486,80,2023-06-06,2024-07-20,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010398,Ballast Regulating Machine (BRM),Tiruchirappalli,SEC_026,12.165573,79.60595,ACTIVE,1542,77,2023-07-01,2024-10-25,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010399,Dynamic Track Stabilizer (DTS),Tiruchirappalli,SEC_060,10.505228,78.203968,ACTIVE,1007,36,2023-01-19,2024-10-16,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010400,Utility Track Vehicle (UTV),Chennai Egmore,SEC_057,10.575296,78.367057,ACTIVE,1191,78,2023-09-30,2024-07-02,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010401,Dynamic Track Stabilizer (DTS),Chennai Egmore,SEC_022,12.3787,79.792617,ACTIVE,1987,25,2023-04-12,2024-11-14,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010402,Utility Track Vehicle (UTV),Tambaram,SEC_068,8.806649,78.147641,ACTIVE,1965,86,2023-11-30,2024-11-27,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010403,Utility Track Vehicle (UTV),Tiruchirappalli,SEC_015,12.822677,80.040018,UNDER_MAINTENANCE,1041,36,2023-10-29,2024-06-22,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010404,Track Tamping Machine (CSM/Duomatic),Thoothukudi,SEC_045,10.955436,78.936268,ACTIVE,1082,88,2023-01-24,2024-08-23,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010405,OHE Tower Wagon (8-Wheeler),Tiruchirappalli,SEC_052,10.823971,78.689544,UNDER_MAINTENANCE,1751,68,2023-05-01,2024-06-19,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010406,Track Tamping Machine (CSM/Duomatic),Tiruchirappalli,SEC_063,9.9308,78.108127,IDLE_STANDBY,1003,53,2023-01-27,2024-09-18,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010407,OHE Tower Wagon (8-Wheeler),Tambaram,SEC_037,11.387832,79.220358,EN_ROUTE,1112,70,2023-08-12,2024-11-23,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010408,Utility Track Vehicle (UTV),Viluppuram,SEC_011,12.914157,80.104969,IDLE_STANDBY,1749,48,2023-10-18,2024-08-21,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010409,Utility Track Vehicle (UTV),Tambaram,SEC_010,12.933219,80.126421,ACTIVE,446,87,2023-01-26,2024-08-12,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010410,OHE Tower Wagon (8-Wheeler),Thoothukudi,SEC_052,10.812444,78.69284,UNDER_MAINTENANCE,512,81,2023-07-01,2024-08-18,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010411,Mobile Flash Butt Welding Plant,Chennai Egmore,SEC_067,8.816461,78.068439,ACTIVE,2048,86,2023-07-20,2024-10-10,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010412,Ballast Cleaning Machine (BCM),Tiruchirappalli,SEC_044,11.017756,78.998035,UNDER_MAINTENANCE,1426,85,2023-03-19,2024-07-16,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010413,Utility Track Vehicle (UTV),Viluppuram,SEC_047,10.879028,78.82234,UNDER_MAINTENANCE,2023,36,2023-04-21,2024-11-02,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010414,Ballast Cleaning Machine (BCM),Madurai,SEC_047,10.886071,78.836034,IDLE_STANDBY,565,50,2023-06-07,2024-10-16,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010415,Mobile Flash Butt Welding Plant,Thoothukudi,SEC_057,10.58435,78.381483,ACTIVE,767,74,2023-01-05,2024-10-23,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010416,Ballast Cleaning Machine (BCM),Viluppuram,SEC_037,11.382323,79.220044,IDLE_STANDBY,1742,37,2023-10-30,2024-11-08,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010417,Dynamic Track Stabilizer (DTS),Madurai,SEC_028,12.069008,79.546609,ACTIVE,2093,79,2023-01-26,2024-11-26,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010418,OHE Tower Wagon (8-Wheeler),Thoothukudi,SEC_060,10.489578,78.166883,ACTIVE,1884,50,2023-02-24,2024-11-20,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010419,Ballast Cleaning Machine (BCM),Viluppuram,SEC_009,12.944169,80.135657,ACTIVE,2186,68,2023-03-17,2024-11-26,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010420,Dynamic Track Stabilizer (DTS),Tiruchirappalli,SEC_035,11.480821,79.277574,IDLE_STANDBY,1136,93,2023-02-13,2024-09-30,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010421,Utility Track Vehicle (UTV),Tambaram,SEC_049,10.869276,78.744312,ACTIVE,1909,60,2023-01-20,2024-07-15,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010422,Ballast Cleaning Machine (BCM),Thoothukudi,SEC_024,12.308631,79.724596,ACTIVE,1960,78,2023-11-07,2024-07-05,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010423,Track Relaying Train (TRT),Madurai,SEC_008,12.962605,80.148535,EN_ROUTE,2158,76,2023-01-02,2024-11-27,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010424,Utility Track Vehicle (UTV),Madurai,SEC_050,10.831662,78.702453,ACTIVE,1331,60,2023-10-11,2024-09-23,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010425,Dynamic Track Stabilizer (DTS),Madurai,SEC_004,12.993298,80.195308,ACTIVE,1050,92,2023-01-21,2024-10-28,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010426,OHE Tower Wagon (8-Wheeler),Madurai,SEC_019,12.545448,79.920903,EN_ROUTE,1762,82,2023-02-02,2024-10-22,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010427,Ballast Regulating Machine (BRM),Tiruchirappalli,SEC_009,12.949435,80.139275,ACTIVE,1212,47,2023-04-21,2024-11-17,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010428,Track Relaying Train (TRT),Chennai Egmore,SEC_015,12.835892,80.05035,UNDER_MAINTENANCE,586,93,2023-04-27,2024-09-19,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010429,OHE Tower Wagon (8-Wheeler),Thoothukudi,SEC_007,12.979364,80.164623,UNDER_MAINTENANCE,1035,38,2023-03-01,2024-08-07,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010430,Ballast Cleaning Machine (BCM),Madurai,SEC_037,11.391142,79.220546,ACTIVE,1860,76,2023-01-12,2024-09-11,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010431,Ballast Regulating Machine (BRM),Madurai,SEC_034,11.582354,79.315938,ACTIVE,1345,28,2023-01-08,2024-10-04,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010432,Mobile Flash Butt Welding Plant,Tambaram,SEC_060,10.514504,78.225948,ACTIVE,1338,78,2023-01-02,2024-10-15,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010433,Dynamic Track Stabilizer (DTS),Chennai Egmore,SEC_010,12.929932,80.122658,ACTIVE,797,89,2023-06-20,2024-06-24,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010434,Ballast Cleaning Machine (BCM),Tiruchirappalli,SEC_067,8.81514,78.073731,ACTIVE,796,82,2023-10-26,2024-10-21,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010435,Ballast Cleaning Machine (BCM),Tiruchirappalli,SEC_054,10.776411,78.660044,EN_ROUTE,480,60,2023-11-03,2024-08-06,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010436,Mobile Flash Butt Welding Plant,Tiruchirappalli,SEC_037,11.393861,79.220701,IDLE_STANDBY,729,58,2023-03-10,2024-06-26,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010437,Dynamic Track Stabilizer (DTS),Viluppuram,SEC_061,10.463755,78.133444,ACTIVE,1613,28,2023-01-28,2024-11-18,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010438,Track Relaying Train (TRT),Madurai,SEC_060,10.511511,78.218856,UNDER_MAINTENANCE,1270,79,2023-11-23,2024-11-01,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010439,Track Relaying Train (TRT),Madurai,SEC_036,11.441857,79.250429,UNDER_MAINTENANCE,1960,52,2023-11-16,2024-07-06,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010440,Utility Track Vehicle (UTV),Thoothukudi,SEC_048,10.874592,78.798766,ACTIVE,1166,64,2023-06-21,2024-10-22,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010441,Track Relaying Train (TRT),Madurai,SEC_006,12.982721,80.170754,UNDER_MAINTENANCE,1833,71,2023-02-24,2024-10-08,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010442,Dynamic Track Stabilizer (DTS),Thoothukudi,SEC_012,12.901232,80.092084,ACTIVE,2150,89,2023-08-04,2024-07-20,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010443,Ballast Cleaning Machine (BCM),Tambaram,SEC_022,12.410013,79.817836,ACTIVE,410,31,2023-06-11,2024-10-30,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010444,Ballast Regulating Machine (BRM),Thoothukudi,SEC_041,11.211499,79.098802,ACTIVE,1232,71,2023-08-03,2024-11-08,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010445,Mobile Flash Butt Welding Plant,Viluppuram,SEC_021,12.443518,79.844665,ACTIVE,2120,38,2023-08-10,2024-08-01,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010446,Utility Track Vehicle (UTV),Viluppuram,SEC_040,11.243464,79.147395,ACTIVE,1690,31,2023-09-11,2024-10-19,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010447,Utility Track Vehicle (UTV),Madurai,SEC_066,9.048476,78.048435,EN_ROUTE,1560,94,2023-11-30,2024-06-16,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010448,Ballast Regulating Machine (BRM),Tiruchirappalli,SEC_045,10.955906,78.93684,ACTIVE,1170,78,2023-01-17,2024-10-07,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010449,Track Tamping Machine (CSM/Duomatic),Madurai,SEC_048,10.874634,78.799603,ACTIVE,1711,34,2023-10-27,2024-09-09,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010450,OHE Tower Wagon (8-Wheeler),Chennai Egmore,SEC_055,10.717329,78.573023,UNDER_MAINTENANCE,1531,89,2023-06-25,2024-07-21,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010451,Track Relaying Train (TRT),Tambaram,SEC_013,12.886551,80.082273,ACTIVE,2105,79,2023-11-08,2024-06-20,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010452,OHE Tower Wagon (8-Wheeler),Thoothukudi,SEC_028,12.051637,79.543719,UNDER_MAINTENANCE,2097,69,2023-10-14,2024-06-25,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010453,Dynamic Track Stabilizer (DTS),Viluppuram,SEC_055,10.733733,78.598125,ACTIVE,630,78,2023-01-31,2024-10-16,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010454,Dynamic Track Stabilizer (DTS),Madurai,SEC_025,12.297572,79.714192,UNDER_MAINTENANCE,1723,41,2023-02-02,2024-09-01,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010455,Utility Track Vehicle (UTV),Chennai Egmore,SEC_017,12.712566,79.98617,ACTIVE,1250,61,2023-02-04,2024-11-09,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010456,Ballast Cleaning Machine (BCM),Chennai Egmore,SEC_007,12.978065,80.163238,IDLE_STANDBY,640,46,2023-07-04,2024-09-15,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010457,Utility Track Vehicle (UTV),Chennai Egmore,SEC_026,12.176123,79.613513,ACTIVE,1957,65,2023-01-23,2024-09-07,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010458,Track Relaying Train (TRT),Chennai Egmore,SEC_039,11.310377,79.201191,UNDER_MAINTENANCE,1552,62,2023-09-04,2024-10-09,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010459,Ballast Cleaning Machine (BCM),Madurai,SEC_059,10.526326,78.257936,IDLE_STANDBY,1560,58,2023-04-24,2024-11-06,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010460,Track Tamping Machine (CSM/Duomatic),Chennai Egmore,SEC_021,12.483681,79.876592,EN_ROUTE,1226,38,2023-07-24,2024-08-02,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010461,Track Relaying Train (TRT),Chennai Egmore,SEC_061,10.449862,78.117558,UNDER_MAINTENANCE,1979,63,2023-07-27,2024-11-10,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010462,Ballast Regulating Machine (BRM),Chennai Egmore,SEC_016,12.789647,80.017207,ACTIVE,1176,28,2023-06-09,2024-08-17,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010463,Track Tamping Machine (CSM/Duomatic),Madurai,SEC_034,11.538304,79.316464,IDLE_STANDBY,673,69,2023-06-02,2024-08-15,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010464,Mobile Flash Butt Welding Plant,Chennai Egmore,SEC_023,12.354528,79.770305,ACTIVE,1794,93,2023-09-28,2024-06-18,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010465,Track Tamping Machine (CSM/Duomatic),Tiruchirappalli,SEC_001,13.052668,80.240095,ACTIVE,1298,83,2023-01-26,2024-11-17,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010466,Track Tamping Machine (CSM/Duomatic),Tambaram,SEC_055,10.742051,78.610854,ACTIVE,1161,61,2023-09-30,2024-08-28,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010467,Ballast Cleaning Machine (BCM),Tiruchirappalli,SEC_058,10.55839,78.336423,ACTIVE,1623,37,2023-01-09,2024-08-02,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010468,Track Relaying Train (TRT),Thoothukudi,SEC_016,12.771699,80.006572,ACTIVE,1992,70,2023-09-10,2024-06-26,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010469,Track Relaying Train (TRT),Tambaram,SEC_040,11.220265,79.107825,ACTIVE,1299,66,2023-02-08,2024-10-02,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010470,Utility Track Vehicle (UTV),Chennai Egmore,SEC_013,12.882782,80.080259,ACTIVE,777,86,2023-07-08,2024-10-26,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010471,Track Relaying Train (TRT),Viluppuram,SEC_034,11.568309,79.316105,ACTIVE,759,91,2023-09-02,2024-06-23,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010472,Mobile Flash Butt Welding Plant,Tiruchirappalli,SEC_060,10.515038,78.227213,IDLE_STANDBY,1686,82,2023-11-06,2024-08-28,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010473,Dynamic Track Stabilizer (DTS),Thoothukudi,SEC_017,12.735957,79.993094,UNDER_MAINTENANCE,1174,39,2023-05-20,2024-09-24,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010474,Dynamic Track Stabilizer (DTS),Tambaram,SEC_063,9.931515,78.107994,ACTIVE,795,55,2023-07-10,2024-11-05,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010475,Ballast Cleaning Machine (BCM),Tambaram,SEC_038,11.342751,79.212313,IDLE_STANDBY,826,67,2023-07-16,2024-07-31,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010476,Ballast Cleaning Machine (BCM),Tiruchirappalli,SEC_068,8.808097,78.130273,ACTIVE,1184,50,2023-10-12,2024-07-08,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010477,Mobile Flash Butt Welding Plant,Chennai Egmore,SEC_031,11.906061,79.463259,ACTIVE,1187,79,2023-10-30,2024-11-25,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010478,Utility Track Vehicle (UTV),Madurai,SEC_062,10.199628,78.103846,ACTIVE,1450,80,2023-11-03,2024-11-08,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010479,Ballast Cleaning Machine (BCM),Tambaram,SEC_068,8.806571,78.148573,ACTIVE,2167,80,2023-06-05,2024-09-30,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010480,Ballast Regulating Machine (BRM),Madurai,SEC_063,9.927815,78.108682,ACTIVE,1044,59,2023-11-20,2024-07-13,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010481,Ballast Cleaning Machine (BCM),Thoothukudi,SEC_026,12.202328,79.632297,ACTIVE,1858,31,2023-10-29,2024-10-28,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010482,Ballast Cleaning Machine (BCM),Madurai,SEC_035,11.530079,79.314108,ACTIVE,1971,77,2023-09-27,2024-08-14,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010483,Ballast Regulating Machine (BRM),Tiruchirappalli,SEC_068,8.809464,78.11388,ACTIVE,1591,62,2023-01-11,2024-09-28,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010484,Track Tamping Machine (CSM/Duomatic),Thoothukudi,SEC_049,10.86968,78.745998,ACTIVE,1041,71,2023-06-13,2024-09-26,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010485,Dynamic Track Stabilizer (DTS),Tambaram,SEC_062,10.345555,78.103086,UNDER_MAINTENANCE,819,53,2023-10-20,2024-06-16,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010486,OHE Tower Wagon (8-Wheeler),Tiruchirappalli,SEC_006,12.983104,80.171595,ACTIVE,1813,79,2023-01-13,2024-11-17,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010487,Mobile Flash Butt Welding Plant,Tiruchirappalli,SEC_063,9.934475,78.107443,IDLE_STANDBY,875,40,2023-03-08,2024-07-10,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
RB-MCH-010488,Dynamic Track Stabilizer (DTS),Thoothukudi,SEC_060,10.49417,78.177765,ACTIVE,1523,82,2023-04-28,2024-07-26,CHENNAI_THOOTHUKUDI,CALIBRATED_SYNTHETIC,RailBlock Specialized Plant Roster / CAG Machine Availability Model
