scenario_id,scenario_type,primary_section_id,latitude,longitude,simulated_duration_hours,affected_train_count,required_machines_count,required_gangs_count,urgency_level,corridor_id,source_type,source
RB-SCN-015730,High Ambient Temperature Rail Expansion Risk,SEC_010,12.929382,80.122029,2.9,16,3,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015731,High Ambient Temperature Rail Expansion Risk,SEC_029,11.999763,79.514411,7.3,19,2,2,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015732,Monsoon Heavy Flood Waterlogging,SEC_003,13.004194,80.208346,3.0,17,1,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015733,OHE Catenary Parting Incident,SEC_028,12.064658,79.545886,3.6,19,1,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015734,OHE Catenary Parting Incident,SEC_061,10.441982,78.108547,2.4,7,1,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015735,Post-Derailment Caution Speed Order,SEC_041,11.153104,79.070661,6.5,6,3,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015736,Emergency Broken Rail Renewal,SEC_003,12.996781,80.20129,7.2,11,1,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015737,Post-Derailment Caution Speed Order,SEC_051,10.828462,78.699775,6.8,7,2,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015738,Peak Festival Unscheduled Surge,SEC_024,12.319065,79.73493,4.8,9,1,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015739,Peak Festival Unscheduled Surge,SEC_012,12.898036,80.089723,3.8,7,3,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015740,OHE Catenary Parting Incident,SEC_026,12.202881,79.632693,4.9,21,1,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015741,Peak Festival Unscheduled Surge,SEC_030,11.944455,79.49979,3.1,15,1,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015742,Emergency Broken Rail Renewal,SEC_033,11.821735,79.405142,4.8,9,3,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015743,OHE Catenary Parting Incident,SEC_002,13.011368,80.213999,5.6,19,3,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015744,OHE Catenary Parting Incident,SEC_040,11.219411,79.10637,3.5,9,1,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015745,Peak Festival Unscheduled Surge,SEC_047,10.884417,78.832818,7.3,10,1,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015746,OHE Catenary Parting Incident,SEC_008,12.96201,80.148114,7.2,16,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015747,Signal Cable Cut by Road Construction,SEC_030,11.988505,79.510021,5.4,17,2,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015748,Post-Derailment Caution Speed Order,SEC_017,12.722609,79.989143,7.9,8,3,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015749,Signal Cable Cut by Road Construction,SEC_021,12.46615,79.862656,7.1,21,2,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015750,Post-Derailment Caution Speed Order,SEC_054,10.759615,78.636296,2.3,18,1,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015751,Peak Festival Unscheduled Surge,SEC_045,10.943168,78.921353,2.9,9,2,1,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015752,OHE Catenary Parting Incident,SEC_029,12.023376,79.529012,2.7,6,2,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015753,Monsoon Heavy Flood Waterlogging,SEC_025,12.24109,79.662458,6.0,7,2,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015754,Monsoon Heavy Flood Waterlogging,SEC_057,10.586149,78.384349,2.8,20,3,3,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015755,High Ambient Temperature Rail Expansion Risk,SEC_030,11.98286,79.50871,5.7,12,2,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015756,Post-Derailment Caution Speed Order,SEC_014,12.860887,80.067815,2.9,14,3,5,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015757,High Ambient Temperature Rail Expansion Risk,SEC_015,12.830041,80.045775,4.4,21,2,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015758,Signal Cable Cut by Road Construction,SEC_024,12.312449,79.728378,3.9,15,3,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015759,High Ambient Temperature Rail Expansion Risk,SEC_055,10.705063,78.554255,6.5,17,3,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015760,OHE Catenary Parting Incident,SEC_025,12.297521,79.714145,6.9,12,1,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015761,OHE Catenary Parting Incident,SEC_043,11.046992,79.014849,4.6,17,3,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015762,Peak Festival Unscheduled Surge,SEC_030,11.971612,79.506097,4.4,8,2,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015763,Post-Derailment Caution Speed Order,SEC_017,12.697251,79.981637,5.2,13,3,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015764,Emergency Broken Rail Renewal,SEC_029,12.000434,79.514826,2.2,15,3,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015765,Emergency Broken Rail Renewal,SEC_038,11.354237,79.215228,2.8,18,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015766,Peak Festival Unscheduled Surge,SEC_058,10.545144,78.311859,2.4,4,2,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015767,High Ambient Temperature Rail Expansion Risk,SEC_011,12.919798,80.111247,2.6,12,3,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015768,OHE Catenary Parting Incident,SEC_048,10.874837,78.803663,3.1,4,1,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015769,OHE Catenary Parting Incident,SEC_010,12.933214,80.126415,6.3,10,1,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015770,Monsoon Heavy Flood Waterlogging,SEC_006,12.984202,80.174004,1.6,4,3,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015771,Post-Derailment Caution Speed Order,SEC_025,12.248985,79.669689,4.0,13,2,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015772,Peak Festival Unscheduled Surge,SEC_001,13.054131,80.24133,6.2,7,2,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015773,OHE Catenary Parting Incident,SEC_033,11.652251,79.33651,6.2,15,2,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015774,Emergency Broken Rail Renewal,SEC_051,10.82782,78.697285,4.6,3,2,1,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015775,OHE Catenary Parting Incident,SEC_023,12.345259,79.761007,6.8,19,1,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015776,Peak Festival Unscheduled Surge,SEC_063,9.923173,78.109546,7.5,5,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015777,Peak Festival Unscheduled Surge,SEC_008,12.965141,80.150329,4.0,3,2,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015778,Monsoon Heavy Flood Waterlogging,SEC_018,12.651127,79.977371,4.9,19,2,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015779,OHE Catenary Parting Incident,SEC_021,12.485556,79.878082,7.4,13,2,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015780,Monsoon Heavy Flood Waterlogging,SEC_031,11.922149,79.479462,6.5,17,3,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015781,Signal Cable Cut by Road Construction,SEC_009,12.939759,80.132627,6.4,21,2,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015782,Peak Festival Unscheduled Surge,SEC_060,10.500163,78.191966,3.7,4,3,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015783,Signal Cable Cut by Road Construction,SEC_033,11.656481,79.338223,1.7,8,2,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015784,OHE Catenary Parting Incident,SEC_056,10.656497,78.486261,6.3,17,1,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015785,High Ambient Temperature Rail Expansion Risk,SEC_009,12.940432,80.133089,4.0,20,3,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015786,High Ambient Temperature Rail Expansion Risk,SEC_059,10.534575,78.282438,3.3,18,3,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015787,High Ambient Temperature Rail Expansion Risk,SEC_067,8.8161,78.069887,2.8,13,3,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015788,Monsoon Heavy Flood Waterlogging,SEC_039,11.293714,79.191017,3.1,5,3,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015789,Post-Derailment Caution Speed Order,SEC_063,9.926743,78.108882,4.3,11,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015790,Post-Derailment Caution Speed Order,SEC_028,12.089411,79.550004,2.0,15,3,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015791,Post-Derailment Caution Speed Order,SEC_034,11.587426,79.315877,4.8,5,1,4,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015792,High Ambient Temperature Rail Expansion Risk,SEC_065,9.830447,78.07033,3.3,15,2,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015793,Signal Cable Cut by Road Construction,SEC_030,11.978174,79.507621,8.0,20,1,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015794,Monsoon Heavy Flood Waterlogging,SEC_061,10.477539,78.149207,2.9,2,1,5,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015795,Peak Festival Unscheduled Surge,SEC_043,11.076158,79.027974,2.0,18,2,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015796,High Ambient Temperature Rail Expansion Risk,SEC_057,10.576942,78.369679,5.6,3,3,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015797,OHE Catenary Parting Incident,SEC_013,12.880612,80.0791,4.3,9,1,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015798,Peak Festival Unscheduled Surge,SEC_014,12.864211,80.069974,5.4,15,1,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015799,OHE Catenary Parting Incident,SEC_013,12.869414,80.073116,5.7,10,3,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015800,Emergency Broken Rail Renewal,SEC_015,12.814088,80.033303,4.7,2,3,5,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015801,Emergency Broken Rail Renewal,SEC_022,12.373655,79.788554,3.0,8,2,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015802,OHE Catenary Parting Incident,SEC_061,10.448951,78.116516,6.7,16,1,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015803,Peak Festival Unscheduled Surge,SEC_017,12.701093,79.982774,5.5,8,3,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015804,Emergency Broken Rail Renewal,SEC_039,11.260666,79.170838,2.6,20,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015805,Monsoon Heavy Flood Waterlogging,SEC_068,8.807758,78.134334,6.0,3,2,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015806,High Ambient Temperature Rail Expansion Risk,SEC_041,11.161133,79.07453,2.3,10,2,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015807,OHE Catenary Parting Incident,SEC_030,11.953346,79.501855,6.7,5,1,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015808,Peak Festival Unscheduled Surge,SEC_004,12.992832,80.194018,3.3,14,3,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015809,Peak Festival Unscheduled Surge,SEC_018,12.664627,79.978374,4.1,14,1,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015810,Monsoon Heavy Flood Waterlogging,SEC_017,12.724464,79.989692,1.6,10,2,4,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015811,High Ambient Temperature Rail Expansion Risk,SEC_066,8.88097,78.029281,6.5,20,2,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015812,Peak Festival Unscheduled Surge,SEC_065,9.671735,78.087223,6.9,14,3,4,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015813,Emergency Broken Rail Renewal,SEC_054,10.754967,78.629724,5.8,9,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015814,High Ambient Temperature Rail Expansion Risk,SEC_028,12.074664,79.547551,2.2,20,3,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015815,Monsoon Heavy Flood Waterlogging,SEC_062,10.098142,78.104375,6.6,6,1,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015816,Signal Cable Cut by Road Construction,SEC_048,10.87486,78.804124,3.6,12,1,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015817,High Ambient Temperature Rail Expansion Risk,SEC_025,12.248739,79.669464,5.1,12,2,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015818,Post-Derailment Caution Speed Order,SEC_010,12.935061,80.12853,6.7,10,1,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015819,Signal Cable Cut by Road Construction,SEC_002,13.035,80.226193,3.2,5,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015820,Monsoon Heavy Flood Waterlogging,SEC_004,12.993544,80.19599,4.5,15,3,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015821,OHE Catenary Parting Incident,SEC_007,12.975927,80.160958,3.5,21,3,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015822,Emergency Broken Rail Renewal,SEC_054,10.786698,78.674591,3.9,5,2,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015823,Emergency Broken Rail Renewal,SEC_023,12.359876,79.77567,5.3,2,2,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015824,Post-Derailment Caution Speed Order,SEC_004,12.993128,80.194838,7.6,16,2,5,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015825,Signal Cable Cut by Road Construction,SEC_036,11.426835,79.240234,3.9,9,2,1,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015826,Monsoon Heavy Flood Waterlogging,SEC_042,11.133058,79.059099,5.9,5,3,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015827,Peak Festival Unscheduled Surge,SEC_043,11.064683,79.02281,6.2,5,2,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015828,Post-Derailment Caution Speed Order,SEC_029,12.00724,79.519034,2.5,4,3,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015829,Monsoon Heavy Flood Waterlogging,SEC_011,12.917989,80.109233,5.1,6,2,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015830,Peak Festival Unscheduled Surge,SEC_032,11.857071,79.424801,6.3,6,3,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015831,High Ambient Temperature Rail Expansion Risk,SEC_063,9.927693,78.108705,4.9,20,1,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015832,OHE Catenary Parting Incident,SEC_013,12.873877,80.075501,5.0,15,2,3,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015833,Post-Derailment Caution Speed Order,SEC_044,11.000923,78.982167,4.3,7,1,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015834,Monsoon Heavy Flood Waterlogging,SEC_048,10.873662,78.780155,1.9,17,3,2,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015835,OHE Catenary Parting Incident,SEC_005,12.988426,80.183156,3.7,12,3,1,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015836,Post-Derailment Caution Speed Order,SEC_034,11.566718,79.316124,4.8,11,2,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015837,Peak Festival Unscheduled Surge,SEC_035,11.492368,79.286138,1.9,21,1,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015838,High Ambient Temperature Rail Expansion Risk,SEC_044,10.985922,78.968026,5.3,18,3,2,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015839,Peak Festival Unscheduled Surge,SEC_053,10.796685,78.686874,2.3,12,1,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015840,Peak Festival Unscheduled Surge,SEC_036,11.448925,79.255227,5.9,21,3,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015841,Signal Cable Cut by Road Construction,SEC_063,9.933283,78.107665,7.8,8,3,3,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015842,OHE Catenary Parting Incident,SEC_060,10.512564,78.221352,7.6,15,3,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015843,Post-Derailment Caution Speed Order,SEC_045,10.942945,78.921081,7.7,16,3,5,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015844,Monsoon Heavy Flood Waterlogging,SEC_014,12.862791,80.069052,6.5,13,3,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015845,Peak Festival Unscheduled Surge,SEC_051,10.826038,78.690381,5.0,7,2,1,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015846,Signal Cable Cut by Road Construction,SEC_036,11.415299,79.232405,7.3,13,2,5,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015847,Peak Festival Unscheduled Surge,SEC_010,12.926818,80.119093,4.5,16,3,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015848,High Ambient Temperature Rail Expansion Risk,SEC_047,10.887335,78.838491,3.7,14,2,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015849,OHE Catenary Parting Incident,SEC_024,12.321521,79.737363,3.2,18,1,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015850,Peak Festival Unscheduled Surge,SEC_003,12.996212,80.200749,7.5,20,2,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015851,Emergency Broken Rail Renewal,SEC_040,11.228378,79.121663,2.6,9,1,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015852,High Ambient Temperature Rail Expansion Risk,SEC_052,10.819494,78.690824,6.9,17,3,2,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015853,Signal Cable Cut by Road Construction,SEC_066,8.925159,78.034334,2.6,20,2,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015854,OHE Catenary Parting Incident,SEC_032,11.858824,79.426104,4.1,5,1,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015855,OHE Catenary Parting Incident,SEC_050,10.853698,78.69696,1.7,11,2,3,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015856,Monsoon Heavy Flood Waterlogging,SEC_010,12.934529,80.127921,4.6,13,1,4,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015857,Post-Derailment Caution Speed Order,SEC_009,12.950241,80.139829,3.8,5,1,4,CRITICAL,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015858,Signal Cable Cut by Road Construction,SEC_032,11.890365,79.449554,7.8,2,1,3,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015859,High Ambient Temperature Rail Expansion Risk,SEC_059,10.539769,78.297865,4.1,3,1,2,LOW,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015860,Post-Derailment Caution Speed Order,SEC_054,10.755638,78.630673,3.8,8,2,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015861,Monsoon Heavy Flood Waterlogging,SEC_016,12.792429,80.018855,1.9,11,1,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015862,Signal Cable Cut by Road Construction,SEC_065,9.712784,78.082854,2.0,20,3,5,MEDIUM,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
RB-SCN-015863,OHE Catenary Parting Incident,SEC_062,10.305324,78.103296,4.4,5,2,4,HIGH,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Simulation Scenario Matrix
