date,location,station_code,district,latitude,longitude,rainfall_mm,rainfall_category,spatial_resolution,source,source_url
2024-08-10,Ariyalur,ALU,Ariyalur,11.1401,79.0768,27.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-10,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,16.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-11,Madurai Junction,MDU,Madurai,9.9195,78.1111,2.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-11,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,20.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-12,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,0.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-13,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,10.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-13,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,3.8,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-13,Ariyalur,ALU,Ariyalur,11.1401,79.0768,8.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-13,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,4.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-14,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,2.8,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-14,Ariyalur,ALU,Ariyalur,11.1401,79.0768,16.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-14,Dindigul Junction,DG,Dindigul,10.3644,77.9803,0.9,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-14,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,0.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-15,Tambaram,TBM,Chengalpattu,12.9248,80.1202,23.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-15,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,25.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-16,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,15.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-17,Satur,SRT,Virudhunagar,9.3592,77.9255,13.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-18,Tambaram,TBM,Chengalpattu,12.9248,80.1202,3.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-18,Tindivanam,TMV,Viluppuram,12.2312,79.6508,2.8,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-18,Satur,SRT,Virudhunagar,9.3592,77.9255,10.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-18,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,3.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-19,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,27.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-20,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,3.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-20,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,3.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-21,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,11.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-21,Tindivanam,TMV,Viluppuram,12.2312,79.6508,16.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-21,Dindigul Junction,DG,Dindigul,10.3644,77.9803,9.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-21,Madurai Junction,MDU,Madurai,9.9195,78.1111,2.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-21,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,1.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-22,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,17.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-22,Ariyalur,ALU,Ariyalur,11.1401,79.0768,4.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-22,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,13.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-22,Satur,SRT,Virudhunagar,9.3592,77.9255,9.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-23,Dindigul Junction,DG,Dindigul,10.3644,77.9803,11.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-24,Tambaram,TBM,Chengalpattu,12.9248,80.1202,5.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-24,Tindivanam,TMV,Viluppuram,12.2312,79.6508,8.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-25,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,1.8,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-25,Dindigul Junction,DG,Dindigul,10.3644,77.9803,5.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-25,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,11.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-26,Chennai Egmore,MS,Chennai,13.0777,80.2613,4.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-27,Tindivanam,TMV,Viluppuram,12.2312,79.6508,22.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-27,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,0.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-27,Madurai Junction,MDU,Madurai,9.9195,78.1111,16.0,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-27,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,1.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-28,Tambaram,TBM,Chengalpattu,12.9248,80.1202,12.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-28,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,28.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-28,Dindigul Junction,DG,Dindigul,10.3644,77.9803,7.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-28,Madurai Junction,MDU,Madurai,9.9195,78.1111,13.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-28,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,9.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-28,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,4.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-28,Thoothukudi,TN,Thoothukudi,8.8053,78.146,9.7,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-29,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,2.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-29,Dindigul Junction,DG,Dindigul,10.3644,77.9803,20.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-29,Madurai Junction,MDU,Madurai,9.9195,78.1111,8.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-29,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,24.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-30,Tambaram,TBM,Chengalpattu,12.9248,80.1202,10.0,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-30,Tindivanam,TMV,Viluppuram,12.2312,79.6508,3.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-30,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,13.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-30,Thoothukudi,TN,Thoothukudi,8.8053,78.146,5.8,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-31,Chennai Egmore,MS,Chennai,13.0777,80.2613,9.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-31,Satur,SRT,Virudhunagar,9.3592,77.9255,2.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-08-31,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,7.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-01,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,2.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-01,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,3.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-01,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,1.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-01,Thoothukudi,TN,Thoothukudi,8.8053,78.146,2.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-02,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,6.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-02,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,15.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-02,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,1.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-03,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,16.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-03,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,0.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-04,Tambaram,TBM,Chengalpattu,12.9248,80.1202,4.9,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-04,Tindivanam,TMV,Viluppuram,12.2312,79.6508,5.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-04,Ariyalur,ALU,Ariyalur,11.1401,79.0768,3.9,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-04,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,1.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-04,Satur,SRT,Virudhunagar,9.3592,77.9255,4.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-04,Thoothukudi,TN,Thoothukudi,8.8053,78.146,29.7,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-05,Chennai Egmore,MS,Chennai,13.0777,80.2613,5.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-05,Tindivanam,TMV,Viluppuram,12.2312,79.6508,3.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-05,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,10.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-05,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,1.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-05,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,17.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-06,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,16.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-06,Ariyalur,ALU,Ariyalur,11.1401,79.0768,11.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-06,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,18.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-06,Thoothukudi,TN,Thoothukudi,8.8053,78.146,2.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-07,Tindivanam,TMV,Viluppuram,12.2312,79.6508,3.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-07,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,28.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-07,Satur,SRT,Virudhunagar,9.3592,77.9255,3.8,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-07,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,11.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-08,Tambaram,TBM,Chengalpattu,12.9248,80.1202,3.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-08,Dindigul Junction,DG,Dindigul,10.3644,77.9803,9.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-08,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,4.8,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-08,Thoothukudi,TN,Thoothukudi,8.8053,78.146,7.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-09,Tambaram,TBM,Chengalpattu,12.9248,80.1202,12.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-09,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,8.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-10,Tambaram,TBM,Chengalpattu,12.9248,80.1202,1.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-10,Tindivanam,TMV,Viluppuram,12.2312,79.6508,4.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-10,Satur,SRT,Virudhunagar,9.3592,77.9255,15.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-11,Ariyalur,ALU,Ariyalur,11.1401,79.0768,23.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-11,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,9.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-12,Ariyalur,ALU,Ariyalur,11.1401,79.0768,5.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-12,Madurai Junction,MDU,Madurai,9.9195,78.1111,0.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-13,Chennai Egmore,MS,Chennai,13.0777,80.2613,11.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-13,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,5.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-14,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,9.7,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-14,Madurai Junction,MDU,Madurai,9.9195,78.1111,29.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-14,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,7.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-15,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,7.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-16,Tambaram,TBM,Chengalpattu,12.9248,80.1202,24.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-16,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,10.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-16,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,18.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-16,Thoothukudi,TN,Thoothukudi,8.8053,78.146,1.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-17,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,0.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-17,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,3.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-18,Chennai Egmore,MS,Chennai,13.0777,80.2613,12.8,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-18,Madurai Junction,MDU,Madurai,9.9195,78.1111,13.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-18,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,11.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-19,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,2.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-19,Ariyalur,ALU,Ariyalur,11.1401,79.0768,9.7,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-19,Dindigul Junction,DG,Dindigul,10.3644,77.9803,11.0,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-19,Thoothukudi,TN,Thoothukudi,8.8053,78.146,0.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-20,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,2.4,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-20,Madurai Junction,MDU,Madurai,9.9195,78.1111,11.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-21,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,15.7,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-22,Tindivanam,TMV,Viluppuram,12.2312,79.6508,36.4,Heavy Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-22,Dindigul Junction,DG,Dindigul,10.3644,77.9803,12.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-22,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,12.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-23,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,6.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-23,Ariyalur,ALU,Ariyalur,11.1401,79.0768,13.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-23,Dindigul Junction,DG,Dindigul,10.3644,77.9803,14.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-23,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,2.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-24,Thoothukudi,TN,Thoothukudi,8.8053,78.146,11.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-25,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,1.5,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-26,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,4.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-26,Satur,SRT,Virudhunagar,9.3592,77.9255,25.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-26,Kovilpatti,CVP,Thoothukudi,9.1725,77.8683,11.3,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-26,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,5.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-27,Ariyalur,ALU,Ariyalur,11.1401,79.0768,6.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-27,Satur,SRT,Virudhunagar,9.3592,77.9255,4.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-28,Tambaram,TBM,Chengalpattu,12.9248,80.1202,15.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-28,Tindivanam,TMV,Viluppuram,12.2312,79.6508,4.0,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-28,Dindigul Junction,DG,Dindigul,10.3644,77.9803,11.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-28,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,4.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-29,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,10.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-29,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,11.7,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-29,Dindigul Junction,DG,Dindigul,10.3644,77.9803,3.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-30,Chennai Egmore,MS,Chennai,13.0777,80.2613,19.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-30,Tambaram,TBM,Chengalpattu,12.9248,80.1202,20.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-30,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,0.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-30,Dindigul Junction,DG,Dindigul,10.3644,77.9803,32.0,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-09-30,Madurai Junction,MDU,Madurai,9.9195,78.1111,0.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-01,Chennai Egmore,MS,Chennai,13.0777,80.2613,15.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-01,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,27.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-01,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,53.5,Heavy Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-01,Ariyalur,ALU,Ariyalur,11.1401,79.0768,43.9,Heavy Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-01,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,5.3,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-01,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,30.1,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-02,Chennai Egmore,MS,Chennai,13.0777,80.2613,1.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-02,Tindivanam,TMV,Viluppuram,12.2312,79.6508,23.5,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-02,Viluppuram Junction,VM,Viluppuram,11.9398,79.4975,4.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-02,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,3.6,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-02,Madurai Junction,MDU,Madurai,9.9195,78.1111,10.6,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-02,Virudhunagar Junction,VPT,Virudhunagar,9.5872,77.9575,30.0,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-03,Tindivanam,TMV,Viluppuram,12.2312,79.6508,10.4,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-03,Vriddhachalam Junction,VRI,Cuddalore,11.5305,79.3242,14.9,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-03,Dindigul Junction,DG,Dindigul,10.3644,77.9803,4.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-03,Madurai Junction,MDU,Madurai,9.9195,78.1111,3.7,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-03,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,24.2,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-03,Thoothukudi,TN,Thoothukudi,8.8053,78.146,18.0,Moderate Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-04,Chengalpattu,CGL,Chengalpattu,12.6934,79.9757,35.5,Heavy Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-04,Tindivanam,TMV,Viluppuram,12.2312,79.6508,67.1,Very Heavy Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-04,Tiruchchirappalli Junction,TPJ,Tiruchirappalli,10.7937,78.6853,60.3,Heavy Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-04,Maniyachchi Junction,MEJ,Thoothukudi,8.8658,77.8931,3.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-04,Thoothukudi,TN,Thoothukudi,8.8053,78.146,3.2,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
2024-10-05,Chennai Egmore,MS,Chennai,13.0777,80.2613,4.1,Light Rain,station,IMD Gridded Rainfall Records,https://mausam.imd.gov.in
