task_id,department,section_id,severity_num,priority_rank,estimated_duration_hours,deferred_count,days_until_target,total_trains_daily,capacity_utilization_percent,festival_traffic_multiplier
SMMS_TASK_008363,SIGNAL,SEC_034,4,4,4.1,4,7,56,93.3,1.0
SMMS_TASK_008364,SIGNAL,SEC_011,4,4,3.1,2,7,73,121.7,1.0
SMMS_TASK_008365,SIGNAL,SEC_033,4,4,2.1,0,7,70,116.7,1.0
SMMS_TASK_008366,SIGNAL,SEC_040,4,4,1.9,0,7,59,98.3,1.0
SMMS_TASK_008367,SIGNAL,SEC_039,3,3,3.0,3,7,60,100.0,1.0
SMMS_TASK_008368,SIGNAL,SEC_046,2,2,2.9,0,7,75,125.0,1.0
SMMS_TASK_008369,SIGNAL,SEC_042,4,4,4.4,0,7,60,100.0,1.0
SMMS_TASK_008370,SIGNAL,SEC_001,4,4,2.3,0,7,69,115.0,1.0
SMMS_TASK_008371,SIGNAL,SEC_067,3,3,2.5,0,7,59,210.7,1.0
SMMS_TASK_008372,SIGNAL,SEC_024,3,3,2.5,0,7,68,113.3,1.0
SMMS_TASK_008373,SIGNAL,SEC_039,2,2,2.7,4,7,60,100.0,1.0
SMMS_TASK_008374,SIGNAL,SEC_054,3,3,2.6,3,7,68,113.3,1.0
SMMS_TASK_008375,SIGNAL,SEC_048,4,4,4.0,0,7,36,60.0,1.0
SMMS_TASK_008376,SIGNAL,SEC_020,3,3,2.0,0,7,52,86.7,1.0
SMMS_TASK_008377,SIGNAL,SEC_002,3,3,2.0,4,7,70,116.7,1.0
SMMS_TASK_008378,SIGNAL,SEC_008,3,3,2.0,0,7,50,83.3,1.3
SMMS_TASK_008379,SIGNAL,SEC_066,4,4,2.8,0,7,71,253.6,1.0
SMMS_TASK_008380,SIGNAL,SEC_043,3,3,3.3,0,7,39,65.0,1.0
SMMS_TASK_008381,SIGNAL,SEC_067,4,4,2.8,0,7,59,210.7,1.0
SMMS_TASK_008382,SIGNAL,SEC_044,3,3,4.3,0,7,45,75.0,1.0
SMMS_TASK_008383,SIGNAL,SEC_002,4,4,3.2,0,7,70,116.7,1.0
SMMS_TASK_008384,SIGNAL,SEC_034,4,4,3.2,0,7,56,93.3,1.0
SMMS_TASK_008385,SIGNAL,SEC_006,3,3,2.9,0,7,62,103.3,1.0
SMMS_TASK_008386,SIGNAL,SEC_047,3,3,1.9,0,7,55,91.7,1.0
SMMS_TASK_008387,SIGNAL,SEC_051,4,4,4.4,1,7,47,78.3,1.0
SMMS_TASK_008388,SIGNAL,SEC_021,2,2,3.8,0,7,36,60.0,1.0
SMMS_TASK_008389,SIGNAL,SEC_061,3,3,2.6,0,7,37,61.7,1.0
SMMS_TASK_008390,SIGNAL,SEC_066,2,2,2.8,0,7,71,253.6,1.0
SMMS_TASK_008391,SIGNAL,SEC_016,3,3,2.5,0,7,72,120.0,1.0
SMMS_TASK_008392,SIGNAL,SEC_032,3,3,1.8,0,7,68,113.3,1.0
SMMS_TASK_008393,SIGNAL,SEC_038,3,3,2.0,0,7,48,80.0,1.7
SMMS_TASK_008394,SIGNAL,SEC_016,4,4,4.0,0,7,72,120.0,1.0
SMMS_TASK_008395,SIGNAL,SEC_055,4,4,2.0,0,7,69,115.0,1.0
SMMS_TASK_008396,SIGNAL,SEC_008,4,4,4.2,3,7,50,83.3,1.0
SMMS_TASK_008397,SIGNAL,SEC_063,2,2,3.2,0,7,59,98.3,1.0
SMMS_TASK_008398,SIGNAL,SEC_027,2,2,3.0,0,7,51,85.0,1.0
SMMS_TASK_008399,SIGNAL,SEC_004,4,4,4.1,0,7,70,116.7,1.0
SMMS_TASK_008400,SIGNAL,SEC_053,4,4,2.5,1,7,57,95.0,1.0
SMMS_TASK_008401,SIGNAL,SEC_032,4,4,3.0,0,7,68,113.3,1.0
SMMS_TASK_008402,SIGNAL,SEC_014,3,3,2.0,2,7,55,91.7,1.0
SMMS_TASK_008403,SIGNAL,SEC_024,4,4,2.1,0,7,68,113.3,1.0
SMMS_TASK_008404,SIGNAL,SEC_032,3,3,4.2,0,7,68,113.3,1.0
SMMS_TASK_008405,SIGNAL,SEC_058,4,4,2.6,0,7,72,120.0,1.0
SMMS_TASK_008406,SIGNAL,SEC_056,3,3,3.9,0,7,71,118.3,1.0
SMMS_TASK_008407,SIGNAL,SEC_020,2,2,2.4,0,7,52,86.7,1.0
SMMS_TASK_008408,SIGNAL,SEC_002,4,4,3.0,0,7,70,116.7,1.0
SMMS_TASK_008409,SIGNAL,SEC_045,2,2,2.4,1,7,43,71.7,1.0
SMMS_TASK_008410,SIGNAL,SEC_015,2,2,1.9,0,7,50,83.3,1.0
SMMS_TASK_008411,SIGNAL,SEC_002,3,3,2.7,0,7,70,116.7,1.3
SMMS_TASK_008412,SIGNAL,SEC_065,4,4,1.7,0,7,68,113.3,1.0
SMMS_TASK_008413,SIGNAL,SEC_047,3,3,2.2,2,7,55,91.7,1.0
SMMS_TASK_008414,SIGNAL,SEC_041,4,4,2.0,0,7,37,61.7,1.0
SMMS_TASK_008415,SIGNAL,SEC_038,2,2,2.8,0,7,48,80.0,1.0
SMMS_TASK_008416,SIGNAL,SEC_052,3,3,1.6,0,7,52,86.7,1.0
SMMS_TASK_008417,SIGNAL,SEC_050,3,3,2.1,0,7,42,70.0,1.0
SMMS_TASK_008418,SIGNAL,SEC_020,3,3,3.0,0,7,52,86.7,1.45
SMMS_TASK_008419,SIGNAL,SEC_017,4,4,2.1,0,7,64,106.7,1.0
SMMS_TASK_008420,SIGNAL,SEC_062,3,3,2.3,0,7,64,106.7,1.0
SMMS_TASK_008421,SIGNAL,SEC_050,3,3,2.3,0,7,42,70.0,1.0
SMMS_TASK_008422,SIGNAL,SEC_066,4,4,4.0,0,7,71,253.6,1.0
SMMS_TASK_008423,SIGNAL,SEC_063,3,3,2.4,1,7,59,98.3,1.0
SMMS_TASK_008424,SIGNAL,SEC_009,2,2,2.0,0,7,47,78.3,1.0
SMMS_TASK_008425,SIGNAL,SEC_033,3,3,2.3,0,7,70,116.7,1.0
SMMS_TASK_008426,SIGNAL,SEC_045,2,2,1.8,2,7,43,71.7,1.0
SMMS_TASK_008427,SIGNAL,SEC_033,4,4,1.8,0,7,70,116.7,1.0
SMMS_TASK_008428,SIGNAL,SEC_004,3,3,1.9,0,7,70,116.7,1.0
SMMS_TASK_008429,SIGNAL,SEC_065,3,3,2.5,0,7,68,113.3,1.0
SMMS_TASK_008430,SIGNAL,SEC_009,4,4,4.0,0,7,47,78.3,1.0
SMMS_TASK_008431,SIGNAL,SEC_023,4,4,2.0,0,7,68,113.3,1.0
SMMS_TASK_008432,SIGNAL,SEC_001,4,4,4.3,0,7,69,115.0,1.0
SMMS_TASK_008433,SIGNAL,SEC_016,3,3,2.3,0,7,72,120.0,1.0
SMMS_TASK_008434,SIGNAL,SEC_019,3,3,2.1,1,7,76,126.7,1.0
SMMS_TASK_008435,SIGNAL,SEC_034,3,3,2.7,0,7,56,93.3,1.0
SMMS_TASK_008436,SIGNAL,SEC_060,3,3,1.7,0,7,47,78.3,1.8
SMMS_TASK_008437,SIGNAL,SEC_063,2,2,3.9,0,7,59,98.3,1.0
SMMS_TASK_008438,SIGNAL,SEC_060,4,4,2.9,0,7,47,78.3,1.0
SMMS_TASK_008439,SIGNAL,SEC_049,4,4,4.0,0,7,71,118.3,1.0
SMMS_TASK_008440,SIGNAL,SEC_060,2,2,2.0,0,7,47,78.3,1.3
SMMS_TASK_008441,SIGNAL,SEC_028,3,3,1.8,0,7,59,98.3,1.45
SMMS_TASK_008442,SIGNAL,SEC_004,2,2,1.7,0,7,70,116.7,1.0
SMMS_TASK_008443,SIGNAL,SEC_052,4,4,4.0,0,7,52,86.7,1.0
SMMS_TASK_008444,SIGNAL,SEC_054,3,3,2.8,0,7,68,113.3,1.0
SMMS_TASK_008445,SIGNAL,SEC_034,3,3,3.0,2,7,56,93.3,1.0
SMMS_TASK_008446,SIGNAL,SEC_016,4,4,2.3,2,7,72,120.0,1.0
SMMS_TASK_008447,SIGNAL,SEC_035,3,3,2.0,0,7,68,113.3,1.0
SMMS_TASK_008448,SIGNAL,SEC_036,4,4,4.1,0,7,37,61.7,1.0
SMMS_TASK_008449,SIGNAL,SEC_037,4,4,2.5,0,7,45,75.0,1.8
SMMS_TASK_008450,SIGNAL,SEC_046,3,3,2.4,0,7,75,125.0,1.0
SMMS_TASK_008451,SIGNAL,SEC_054,3,3,1.9,4,7,68,113.3,1.35
SMMS_TASK_008452,SIGNAL,SEC_035,4,4,2.0,0,7,68,113.3,1.0
SMMS_TASK_008453,SIGNAL,SEC_055,3,3,3.0,0,7,69,115.0,1.0
SMMS_TASK_008454,SIGNAL,SEC_006,4,4,2.6,0,7,62,103.3,1.0
SMMS_TASK_008455,SIGNAL,SEC_065,4,4,2.6,0,7,68,113.3,1.0
SMMS_TASK_008456,SIGNAL,SEC_065,4,4,4.0,0,7,68,113.3,1.0
SMMS_TASK_008457,SIGNAL,SEC_003,4,4,1.8,0,7,60,100.0,1.0
SMMS_TASK_008458,SIGNAL,SEC_045,3,3,2.5,0,7,43,71.7,1.0
SMMS_TASK_008459,SIGNAL,SEC_051,4,4,3.1,0,7,47,78.3,1.0
SMMS_TASK_008460,SIGNAL,SEC_025,2,2,2.5,2,7,37,61.7,1.0
SMMS_TASK_008461,SIGNAL,SEC_055,2,2,2.3,2,7,69,115.0,1.0
SMMS_TASK_008462,SIGNAL,SEC_066,4,4,3.9,0,7,71,253.6,1.0
SMMS_TASK_008463,SIGNAL,SEC_006,4,4,2.7,0,7,62,103.3,1.0
SMMS_TASK_008464,SIGNAL,SEC_023,4,4,2.0,0,7,68,113.3,1.0
SMMS_TASK_008465,SIGNAL,SEC_050,4,4,1.8,0,7,42,70.0,1.0
SMMS_TASK_008466,SIGNAL,SEC_010,3,3,3.2,0,7,48,80.0,1.0
SMMS_TASK_008467,SIGNAL,SEC_035,4,4,4.4,0,7,68,113.3,1.0
SMMS_TASK_008468,SIGNAL,SEC_012,3,3,2.2,0,7,69,115.0,1.45
SMMS_TASK_008469,SIGNAL,SEC_049,2,2,2.0,2,7,71,118.3,1.0
SMMS_TASK_008470,SIGNAL,SEC_047,3,3,1.7,1,7,55,91.7,1.0
SMMS_TASK_008471,SIGNAL,SEC_002,3,3,3.1,0,7,70,116.7,1.0
SMMS_TASK_008472,SIGNAL,SEC_018,3,3,2.8,0,7,44,73.3,1.0
SMMS_TASK_008473,SIGNAL,SEC_024,3,3,2.3,0,7,68,113.3,1.0
SMMS_TASK_008474,SIGNAL,SEC_014,3,3,2.9,4,7,55,91.7,1.0
SMMS_TASK_008475,SIGNAL,SEC_038,4,4,2.2,0,7,48,80.0,1.0
SMMS_TASK_008476,SIGNAL,SEC_041,3,3,2.7,0,7,37,61.7,1.0
SMMS_TASK_008477,SIGNAL,SEC_034,3,3,2.6,0,7,56,93.3,1.0
SMMS_TASK_008478,SIGNAL,SEC_068,4,4,2.7,0,7,77,275.0,1.0
SMMS_TASK_008479,SIGNAL,SEC_038,3,3,2.3,0,7,48,80.0,1.0
SMMS_TASK_008480,SIGNAL,SEC_063,3,3,2.6,0,7,59,98.3,1.0
SMMS_TASK_008481,SIGNAL,SEC_030,3,3,3.2,0,7,56,93.3,1.0
SMMS_TASK_008482,SIGNAL,SEC_067,2,2,3.1,0,7,59,210.7,1.0
SMMS_TASK_008483,SIGNAL,SEC_039,3,3,3.0,0,7,60,100.0,1.0
SMMS_TASK_008484,SIGNAL,SEC_029,2,2,3.1,0,7,57,95.0,1.0
SMMS_TASK_008485,SIGNAL,SEC_042,4,4,1.9,4,7,60,100.0,1.0
SMMS_TASK_008486,SIGNAL,SEC_049,3,3,2.8,0,7,71,118.3,1.0
SMMS_TASK_008487,SIGNAL,SEC_019,4,4,3.2,0,7,76,126.7,1.0
SMMS_TASK_008488,SIGNAL,SEC_029,4,4,3.1,1,7,57,95.0,1.0
SMMS_TASK_008489,SIGNAL,SEC_033,4,4,2.9,0,7,70,116.7,1.0
SMMS_TASK_008490,SIGNAL,SEC_039,4,4,3.9,0,7,60,100.0,1.0
SMMS_TASK_008491,SIGNAL,SEC_037,4,4,2.7,0,7,45,75.0,1.0
SMMS_TASK_008492,SIGNAL,SEC_013,4,4,1.9,0,7,50,83.3,1.0
SMMS_TASK_008493,SIGNAL,SEC_017,3,3,2.5,0,7,64,106.7,1.0
SMMS_TASK_008494,SIGNAL,SEC_008,3,3,4.1,3,7,50,83.3,1.0
SMMS_TASK_008495,SIGNAL,SEC_045,3,3,2.0,0,7,43,71.7,1.0
SMMS_TASK_008496,SIGNAL,SEC_035,4,4,2.6,0,7,68,113.3,1.0
SMMS_TASK_008497,SIGNAL,SEC_017,4,4,3.1,0,7,64,106.7,1.0
SMMS_TASK_008498,SIGNAL,SEC_019,3,3,2.9,0,7,76,126.7,1.0
SMMS_TASK_008499,SIGNAL,SEC_050,3,3,2.2,0,7,42,70.0,1.0
SMMS_TASK_008500,SIGNAL,SEC_022,3,3,1.7,4,7,54,90.0,1.0
SMMS_TASK_008501,SIGNAL,SEC_036,3,3,2.2,0,7,37,61.7,1.0
SMMS_TASK_008502,SIGNAL,SEC_031,4,4,3.8,0,7,43,71.7,1.0
SMMS_TASK_008503,SIGNAL,SEC_018,3,3,2.0,0,7,44,73.3,1.0
SMMS_TASK_008504,SIGNAL,SEC_020,3,3,1.8,2,7,52,86.7,1.0
SMMS_TASK_008505,SIGNAL,SEC_062,3,3,1.9,4,7,64,106.7,1.0
SMMS_TASK_008506,SIGNAL,SEC_034,4,4,1.8,0,7,56,93.3,1.75
SMMS_TASK_008507,SIGNAL,SEC_022,3,3,3.2,2,7,54,90.0,1.0
SMMS_TASK_008508,SIGNAL,SEC_050,3,3,2.8,0,7,42,70.0,1.0
SMMS_TASK_008509,SIGNAL,SEC_022,3,3,1.8,0,7,54,90.0,1.0
SMMS_TASK_008510,SIGNAL,SEC_003,3,3,3.1,2,7,60,100.0,1.0
SMMS_TASK_008511,SIGNAL,SEC_045,3,3,1.8,2,7,43,71.7,1.0
SMMS_TASK_008512,SIGNAL,SEC_002,4,4,2.1,0,7,70,116.7,1.0
SMMS_TASK_008513,SIGNAL,SEC_026,4,4,1.9,0,7,45,75.0,1.0
SMMS_TASK_008514,SIGNAL,SEC_059,4,4,2.4,0,7,51,85.0,1.0
SMMS_TASK_008515,SIGNAL,SEC_001,4,4,4.0,0,7,69,115.0,1.0
SMMS_TASK_008516,SIGNAL,SEC_053,3,3,1.9,0,7,57,95.0,1.0
SMMS_TASK_008517,SIGNAL,SEC_057,3,3,2.1,0,7,64,106.7,1.0
SMMS_TASK_008518,SIGNAL,SEC_043,3,3,2.0,0,7,39,65.0,1.0
SMMS_TASK_008519,SIGNAL,SEC_018,3,3,2.4,2,7,44,73.3,1.0
SMMS_TASK_008520,SIGNAL,SEC_039,3,3,2.8,2,7,60,100.0,1.65
SMMS_TASK_008521,SIGNAL,SEC_031,4,4,3.1,0,7,43,71.7,1.0
SMMS_TASK_008522,SIGNAL,SEC_046,4,4,2.5,0,7,75,125.0,1.3
SMMS_TASK_008523,SIGNAL,SEC_001,4,4,1.9,0,7,69,115.0,1.0
SMMS_TASK_008524,SIGNAL,SEC_046,3,3,3.0,0,7,75,125.0,1.0
SMMS_TASK_008525,SIGNAL,SEC_001,4,4,3.9,0,7,69,115.0,1.0
SMMS_TASK_008526,SIGNAL,SEC_056,4,4,2.1,1,7,71,118.3,1.2
SMMS_TASK_008527,SIGNAL,SEC_046,4,4,2.2,0,7,75,125.0,1.0
SMMS_TASK_008528,SIGNAL,SEC_055,4,4,4.1,0,7,69,115.0,1.0
SMMS_TASK_008529,SIGNAL,SEC_056,2,2,2.5,1,7,71,118.3,1.0
SMMS_TASK_008530,SIGNAL,SEC_023,2,2,2.3,0,7,68,113.3,1.0
SMMS_TASK_008531,SIGNAL,SEC_048,4,4,3.8,0,7,36,60.0,1.0
SMMS_TASK_008532,SIGNAL,SEC_062,3,3,2.5,4,7,64,106.7,1.0
SMMS_TASK_008533,SIGNAL,SEC_008,4,4,4.2,3,7,50,83.3,1.35
SMMS_TASK_008534,SIGNAL,SEC_066,3,3,4.3,4,7,71,253.6,1.0
SMMS_TASK_008535,SIGNAL,SEC_005,3,3,3.3,0,7,72,120.0,1.0
SMMS_TASK_008536,SIGNAL,SEC_038,4,4,2.8,0,7,48,80.0,1.0
SMMS_TASK_008537,SIGNAL,SEC_004,3,3,2.6,3,7,70,116.7,1.0
SMMS_TASK_008538,SIGNAL,SEC_039,3,3,2.0,0,7,60,100.0,1.0
SMMS_TASK_008539,SIGNAL,SEC_008,2,2,1.9,4,7,50,83.3,1.0
SMMS_TASK_008540,SIGNAL,SEC_037,4,4,4.1,0,7,45,75.0,1.0
SMMS_TASK_008541,SIGNAL,SEC_038,2,2,3.0,2,7,48,80.0,1.0
SMMS_TASK_008542,SIGNAL,SEC_060,4,4,2.1,0,7,47,78.3,1.0
SMMS_TASK_008543,SIGNAL,SEC_012,4,4,1.9,0,7,69,115.0,1.0
SMMS_TASK_008544,SIGNAL,SEC_059,3,3,2.2,0,7,51,85.0,1.0
SMMS_TASK_008545,SIGNAL,SEC_019,3,3,2.1,0,7,76,126.7,1.0
SMMS_TASK_008546,SIGNAL,SEC_067,2,2,2.5,0,7,59,210.7,1.0
SMMS_TASK_008547,SIGNAL,SEC_040,3,3,2.2,0,7,59,98.3,1.0
SMMS_TASK_008548,SIGNAL,SEC_023,4,4,4.0,4,7,68,113.3,1.3
SMMS_TASK_008549,SIGNAL,SEC_016,4,4,2.0,1,7,72,120.0,1.0
SMMS_TASK_008550,SIGNAL,SEC_028,2,2,1.9,4,7,59,98.3,1.0
SMMS_TASK_008551,SIGNAL,SEC_050,3,3,4.1,0,7,42,70.0,1.0
SMMS_TASK_008552,SIGNAL,SEC_012,3,3,2.5,2,7,69,115.0,1.0
SMMS_TASK_008553,SIGNAL,SEC_044,3,3,2.2,0,7,45,75.0,1.0
SMMS_TASK_008554,SIGNAL,SEC_018,4,4,3.0,4,7,44,73.3,1.0
SMMS_TASK_008555,SIGNAL,SEC_060,2,2,2.7,0,7,47,78.3,1.0
SMMS_TASK_008556,SIGNAL,SEC_040,3,3,2.3,0,7,59,98.3,1.0
SMMS_TASK_008557,SIGNAL,SEC_015,2,2,2.7,1,7,50,83.3,1.25
SMMS_TASK_008558,SIGNAL,SEC_054,3,3,2.4,2,7,68,113.3,1.0
SMMS_TASK_008559,SIGNAL,SEC_067,3,3,3.0,2,7,59,210.7,1.0
SMMS_TASK_008560,SIGNAL,SEC_063,3,3,3.9,0,7,59,98.3,1.0
SMMS_TASK_008561,SIGNAL,SEC_055,3,3,2.1,0,7,69,115.0,1.0
SMMS_TASK_008562,SIGNAL,SEC_040,4,4,2.9,0,7,59,98.3,1.0
SMMS_TASK_008563,SIGNAL,SEC_010,3,3,3.9,3,7,48,80.0,1.0
SMMS_TASK_008564,SIGNAL,SEC_055,3,3,2.6,0,7,69,115.0,1.0
SMMS_TASK_008565,SIGNAL,SEC_009,2,2,2.6,0,7,47,78.3,1.0
SMMS_TASK_008566,SIGNAL,SEC_063,3,3,3.9,4,7,59,98.3,1.4
SMMS_TASK_008567,SIGNAL,SEC_061,4,4,4.3,1,7,37,61.7,1.0
SMMS_TASK_008568,SIGNAL,SEC_059,4,4,3.9,0,7,51,85.0,1.0
SMMS_TASK_008569,SIGNAL,SEC_066,4,4,3.1,1,7,71,253.6,1.0
SMMS_TASK_008570,SIGNAL,SEC_063,3,3,2.2,0,7,59,98.3,1.0
SMMS_TASK_008571,SIGNAL,SEC_045,2,2,2.1,1,7,43,71.7,1.0
SMMS_TASK_008572,SIGNAL,SEC_033,3,3,1.9,0,7,70,116.7,1.0
SMMS_TASK_008573,SIGNAL,SEC_026,3,3,2.3,2,7,45,75.0,1.0
SMMS_TASK_008574,SIGNAL,SEC_030,3,3,2.1,3,7,56,93.3,1.0
SMMS_TASK_008575,SIGNAL,SEC_016,4,4,4.2,0,7,72,120.0,1.0
SMMS_TASK_008576,SIGNAL,SEC_056,2,2,4.0,4,7,71,118.3,1.25
SMMS_TASK_008577,SIGNAL,SEC_010,4,4,3.1,0,7,48,80.0,1.7
SMMS_TASK_008578,SIGNAL,SEC_058,3,3,2.9,0,7,72,120.0,1.0
SMMS_TASK_008579,SIGNAL,SEC_005,4,4,2.1,0,7,72,120.0,1.0
SMMS_TASK_008580,SIGNAL,SEC_029,4,4,1.8,2,7,57,95.0,1.0
SMMS_TASK_008581,SIGNAL,SEC_039,3,3,1.9,1,7,60,100.0,1.0
SMMS_TASK_008582,SIGNAL,SEC_016,4,4,3.1,0,7,72,120.0,1.0
SMMS_TASK_008583,SIGNAL,SEC_041,3,3,2.1,0,7,37,61.7,1.0
SMMS_TASK_008584,SIGNAL,SEC_044,4,4,2.1,0,7,45,75.0,1.0
SMMS_TASK_008585,SIGNAL,SEC_037,4,4,3.9,0,7,45,75.0,1.0
SMMS_TASK_008586,SIGNAL,SEC_009,4,4,2.1,0,7,47,78.3,1.0
SMMS_TASK_008587,SIGNAL,SEC_034,2,2,3.0,0,7,56,93.3,1.0
SMMS_TASK_008588,SIGNAL,SEC_065,3,3,1.8,0,7,68,113.3,1.0
SMMS_TASK_008589,SIGNAL,SEC_019,3,3,2.6,0,7,76,126.7,1.0
SMMS_TASK_008590,SIGNAL,SEC_050,3,3,3.1,0,7,42,70.0,1.0
SMMS_TASK_008591,SIGNAL,SEC_039,4,4,2.6,0,7,60,100.0,1.0
SMMS_TASK_008592,SIGNAL,SEC_016,3,3,2.1,0,7,72,120.0,1.0
SMMS_TASK_008593,SIGNAL,SEC_034,4,4,2.3,0,7,56,93.3,1.65
SMMS_TASK_008594,SIGNAL,SEC_047,3,3,2.0,0,7,55,91.7,1.0
SMMS_TASK_008595,SIGNAL,SEC_038,3,3,1.9,0,7,48,80.0,1.3
SMMS_TASK_008596,SIGNAL,SEC_067,3,3,2.0,4,7,59,210.7,1.0
SMMS_TASK_008597,SIGNAL,SEC_032,3,3,4.2,3,7,68,113.3,1.0
SMMS_TASK_008598,SIGNAL,SEC_044,4,4,1.9,0,7,45,75.0,1.0
SMMS_TASK_008599,SIGNAL,SEC_063,3,3,3.7,0,7,59,98.3,1.75
SMMS_TASK_008600,SIGNAL,SEC_014,3,3,1.8,1,7,55,91.7,1.0
SMMS_TASK_008601,SIGNAL,SEC_035,3,3,2.5,0,7,68,113.3,1.0
SMMS_TASK_008602,SIGNAL,SEC_026,2,2,1.8,0,7,45,75.0,1.0
SMMS_TASK_008603,SIGNAL,SEC_004,3,3,3.0,0,7,70,116.7,1.0
SMMS_TASK_008604,SIGNAL,SEC_066,4,4,2.3,0,7,71,253.6,1.0
SMMS_TASK_008605,SIGNAL,SEC_001,3,3,2.7,0,7,69,115.0,1.0
SMMS_TASK_008606,SIGNAL,SEC_002,3,3,2.0,1,7,70,116.7,1.0
SMMS_TASK_008607,SIGNAL,SEC_054,2,2,3.1,4,7,68,113.3,1.0
SMMS_TASK_008608,SIGNAL,SEC_004,3,3,2.9,0,7,70,116.7,1.0
SMMS_TASK_008609,SIGNAL,SEC_068,2,2,2.6,1,7,77,275.0,1.0
SMMS_TASK_008610,SIGNAL,SEC_020,4,4,3.9,0,7,52,86.7,1.0
SMMS_TASK_008611,SIGNAL,SEC_063,3,3,2.4,0,7,59,98.3,1.0
SMMS_TASK_008612,SIGNAL,SEC_028,3,3,2.4,4,7,59,98.3,1.0
SMMS_TASK_008613,SIGNAL,SEC_021,3,3,2.0,4,7,36,60.0,1.0
SMMS_TASK_008614,SIGNAL,SEC_039,2,2,3.1,0,7,60,100.0,1.0
SMMS_TASK_008615,SIGNAL,SEC_046,3,3,1.9,0,7,75,125.0,1.0
SMMS_TASK_008616,SIGNAL,SEC_057,3,3,4.0,2,7,64,106.7,1.0
SMMS_TASK_008617,SIGNAL,SEC_007,4,4,2.1,0,7,40,66.7,1.0
SMMS_TASK_008618,SIGNAL,SEC_019,4,4,3.2,0,7,76,126.7,1.0
SMMS_TASK_008619,SIGNAL,SEC_005,3,3,2.0,4,7,72,120.0,1.0
SMMS_TASK_008620,SIGNAL,SEC_055,3,3,1.9,0,7,69,115.0,1.0
SMMS_TASK_008621,SIGNAL,SEC_045,4,4,2.2,0,7,43,71.7,1.0
SMMS_TASK_008622,SIGNAL,SEC_041,3,3,2.4,0,7,37,61.7,1.0
SMMS_TASK_008623,SIGNAL,SEC_042,3,3,3.9,3,7,60,100.0,1.0
SMMS_TASK_008624,SIGNAL,SEC_032,4,4,2.2,0,7,68,113.3,1.0
SMMS_TASK_008625,SIGNAL,SEC_046,4,4,2.7,0,7,75,125.0,1.0
SMMS_TASK_008626,SIGNAL,SEC_004,3,3,2.5,0,7,70,116.7,1.0
SMMS_TASK_008627,SIGNAL,SEC_006,4,4,3.7,0,7,62,103.3,1.0
SMMS_TASK_008628,SIGNAL,SEC_067,2,2,1.9,0,7,59,210.7,1.0
SMMS_TASK_008629,SIGNAL,SEC_002,3,3,2.0,3,7,70,116.7,1.0
SMMS_TASK_008630,SIGNAL,SEC_021,4,4,2.4,0,7,36,60.0,1.0
SMMS_TASK_008631,SIGNAL,SEC_014,2,2,3.3,0,7,55,91.7,1.0
SMMS_TASK_008632,SIGNAL,SEC_029,4,4,2.9,0,7,57,95.0,1.0
SMMS_TASK_008633,SIGNAL,SEC_016,4,4,4.2,0,7,72,120.0,1.0
SMMS_TASK_008634,SIGNAL,SEC_050,3,3,2.4,1,7,42,70.0,1.0
SMMS_TASK_008635,SIGNAL,SEC_004,2,2,1.9,0,7,70,116.7,1.0
SMMS_TASK_008636,SIGNAL,SEC_057,3,3,3.9,0,7,64,106.7,1.0
SMMS_TASK_008637,SIGNAL,SEC_016,4,4,2.4,0,7,72,120.0,1.0
SMMS_TASK_008638,SIGNAL,SEC_011,3,3,2.5,4,7,73,121.7,1.0
SMMS_TASK_008639,SIGNAL,SEC_063,4,4,1.9,0,7,59,98.3,1.0
SMMS_TASK_008640,SIGNAL,SEC_056,4,4,3.1,0,7,71,118.3,1.0
SMMS_TASK_008641,SIGNAL,SEC_029,3,3,3.1,0,7,57,95.0,1.0
SMMS_TASK_008642,SIGNAL,SEC_047,3,3,2.3,0,7,55,91.7,1.0
SMMS_TASK_008643,SIGNAL,SEC_038,3,3,2.9,4,7,48,80.0,1.0
SMMS_TASK_008644,SIGNAL,SEC_038,4,4,2.7,0,7,48,80.0,1.0
SMMS_TASK_008645,SIGNAL,SEC_054,3,3,2.3,3,7,68,113.3,1.0
SMMS_TASK_008646,SIGNAL,SEC_025,2,2,3.3,3,7,37,61.7,1.0
SMMS_TASK_008647,SIGNAL,SEC_009,3,3,1.9,0,7,47,78.3,1.0
SMMS_TASK_008648,SIGNAL,SEC_021,3,3,2.8,0,7,36,60.0,1.0
SMMS_TASK_008649,SIGNAL,SEC_055,3,3,2.6,0,7,69,115.0,1.0
SMMS_TASK_008650,SIGNAL,SEC_066,3,3,3.9,0,7,71,253.6,1.0
SMMS_TASK_008651,SIGNAL,SEC_020,3,3,2.1,0,7,52,86.7,1.7
SMMS_TASK_008652,SIGNAL,SEC_003,2,2,1.8,0,7,60,100.0,1.0
SMMS_TASK_008653,SIGNAL,SEC_044,4,4,2.0,0,7,45,75.0,1.25
SMMS_TASK_008654,SIGNAL,SEC_041,4,4,3.1,0,7,37,61.7,1.0
SMMS_TASK_008655,SIGNAL,SEC_025,3,3,1.9,0,7,37,61.7,1.0
SMMS_TASK_008656,SIGNAL,SEC_051,4,4,4.1,0,7,47,78.3,1.0
SMMS_TASK_008657,SIGNAL,SEC_015,4,4,3.5,0,7,50,83.3,1.0
SMMS_TASK_008658,SIGNAL,SEC_028,4,4,3.2,0,7,59,98.3,1.0
