event_id,event_type,section_id,detected_at,affected_block_id,impact_description,severity
DIS_008911,Machine Breakdown,SEC_012,2024-02-14 19:09:00,SLOT_032916,Tamping/BCM machine breakdown during block operation in SEC_012,Medium
DIS_008912,Emergency Defect,SEC_017,2024-02-28 18:44:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_017,Low
DIS_008913,Emergency Defect,SEC_034,2024-06-22 00:45:00,SLOT_018510,Emergency rail/OHE defect detected requiring urgent track access in SEC_034,Medium
DIS_008914,Emergency Defect,SEC_008,2024-11-16 04:15:00,SLOT_028301,Emergency rail/OHE defect detected requiring urgent track access in SEC_008,Low
DIS_008915,Machine Breakdown,SEC_033,2024-06-04 10:20:00,,Tamping/BCM machine breakdown during block operation in SEC_033,Medium
DIS_008916,Emergency Defect,SEC_029,2024-06-12 06:44:00,SLOT_022889,Emergency rail/OHE defect detected requiring urgent track access in SEC_029,Medium
DIS_008917,Emergency Defect,SEC_016,2024-11-30 08:45:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_016,Low
DIS_008918,Emergency Defect,SEC_003,2024-08-08 06:32:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_003,Medium
DIS_008919,Late Train,SEC_035,2024-11-13 07:12:00,,Late express train delay cascading in section SEC_035 (Severity High),High
DIS_008920,Machine Breakdown,SEC_041,2024-04-25 03:50:00,SLOT_024607,Tamping/BCM machine breakdown during block operation in SEC_041,Low
DIS_008921,Machine Breakdown,SEC_036,2024-03-03 07:48:00,SLOT_030331,Tamping/BCM machine breakdown during block operation in SEC_036,Medium
DIS_008922,Emergency Defect,SEC_021,2024-09-23 00:05:00,SLOT_005268,Emergency rail/OHE defect detected requiring urgent track access in SEC_021,Low
DIS_008923,Late Train,SEC_033,2024-04-02 05:55:00,SLOT_019623,Late express train delay cascading in section SEC_033 (Severity Low),Low
DIS_008924,Emergency Defect,SEC_021,2024-03-06 18:43:00,SLOT_037797,Emergency rail/OHE defect detected requiring urgent track access in SEC_021,Low
DIS_008925,Late Train,SEC_018,2024-08-12 06:16:00,,Late express train delay cascading in section SEC_018 (Severity Low),Low
DIS_008926,Emergency Defect,SEC_017,2024-10-06 20:39:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_017,Low
DIS_008927,Late Train,SEC_011,2024-11-26 21:49:00,SLOT_027477,Late express train delay cascading in section SEC_011 (Severity Medium),Medium
DIS_008928,Machine Breakdown,SEC_048,2024-02-22 16:02:00,,Tamping/BCM machine breakdown during block operation in SEC_048,Low
DIS_008929,Machine Breakdown,SEC_033,2024-11-20 00:45:00,SLOT_021356,Tamping/BCM machine breakdown during block operation in SEC_033,Medium
DIS_008930,Late Train,SEC_009,2024-03-04 22:10:00,,Late express train delay cascading in section SEC_009 (Severity Low),Low
DIS_008931,Emergency Defect,SEC_043,2024-09-10 22:49:00,SLOT_025595,Emergency rail/OHE defect detected requiring urgent track access in SEC_043,Low
DIS_008932,Machine Breakdown,SEC_008,2024-01-04 23:24:00,,Tamping/BCM machine breakdown during block operation in SEC_008,Medium
DIS_008933,Late Train,SEC_030,2024-07-08 01:28:00,SLOT_003435,Late express train delay cascading in section SEC_030 (Severity Medium),Medium
DIS_008934,Late Train,SEC_009,2024-11-11 02:09:00,SLOT_009196,Late express train delay cascading in section SEC_009 (Severity Medium),Medium
DIS_008935,Late Train,SEC_018,2024-03-02 20:31:00,,Late express train delay cascading in section SEC_018 (Severity Medium),Medium
DIS_008936,Machine Breakdown,SEC_033,2024-11-04 15:46:00,SLOT_011125,Tamping/BCM machine breakdown during block operation in SEC_033,Medium
DIS_008937,Late Train,SEC_049,2024-01-31 13:09:00,,Late express train delay cascading in section SEC_049 (Severity Low),Low
DIS_008938,Late Train,SEC_049,2024-05-23 17:19:00,SLOT_040272,Late express train delay cascading in section SEC_049 (Severity Low),Low
DIS_008939,Late Train,SEC_044,2024-03-07 08:33:00,,Late express train delay cascading in section SEC_044 (Severity Low),Low
DIS_008940,Late Train,SEC_012,2024-01-02 12:19:00,,Late express train delay cascading in section SEC_012 (Severity Low),Low
DIS_008941,Late Train,SEC_005,2024-04-11 02:52:00,SLOT_015430,Late express train delay cascading in section SEC_005 (Severity Low),Low
DIS_008942,Emergency Defect,SEC_045,2024-12-07 13:47:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_045,Low
DIS_008943,Late Train,SEC_046,2024-11-24 16:19:00,SLOT_024360,Late express train delay cascading in section SEC_046 (Severity Low),Low
DIS_008944,Emergency Defect,SEC_014,2024-03-03 04:37:00,SLOT_001173,Emergency rail/OHE defect detected requiring urgent track access in SEC_014,Low
DIS_008945,Emergency Defect,SEC_001,2024-07-20 05:57:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_001,Low
DIS_008946,Machine Breakdown,SEC_032,2024-02-24 23:47:00,,Tamping/BCM machine breakdown during block operation in SEC_032,High
DIS_008947,Late Train,SEC_004,2024-11-26 23:37:00,SLOT_006342,Late express train delay cascading in section SEC_004 (Severity High),High
DIS_008948,Emergency Defect,SEC_002,2024-03-18 06:10:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_002,High
DIS_008949,Emergency Defect,SEC_046,2024-11-20 18:37:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_046,Medium
DIS_008950,Emergency Defect,SEC_025,2024-04-04 11:32:00,SLOT_032152,Emergency rail/OHE defect detected requiring urgent track access in SEC_025,High
DIS_008951,Late Train,SEC_006,2024-02-22 13:12:00,SLOT_006245,Late express train delay cascading in section SEC_006 (Severity Low),Low
DIS_008952,Late Train,SEC_033,2024-12-06 03:02:00,SLOT_006524,Late express train delay cascading in section SEC_033 (Severity Medium),Medium
DIS_008953,Emergency Defect,SEC_019,2024-02-20 12:13:00,SLOT_014845,Emergency rail/OHE defect detected requiring urgent track access in SEC_019,Medium
DIS_008954,Late Train,SEC_027,2024-08-17 08:28:00,,Late express train delay cascading in section SEC_027 (Severity Low),Low
DIS_008955,Machine Breakdown,SEC_045,2024-08-19 03:58:00,SLOT_025224,Tamping/BCM machine breakdown during block operation in SEC_045,Low
DIS_008956,Machine Breakdown,SEC_012,2024-05-04 03:09:00,SLOT_041769,Tamping/BCM machine breakdown during block operation in SEC_012,Medium
DIS_008957,Emergency Defect,SEC_032,2024-09-16 06:08:00,SLOT_008176,Emergency rail/OHE defect detected requiring urgent track access in SEC_032,High
DIS_008958,Machine Breakdown,SEC_041,2024-10-06 00:12:00,,Tamping/BCM machine breakdown during block operation in SEC_041,Medium
DIS_008959,Emergency Defect,SEC_021,2024-08-13 04:01:00,SLOT_018396,Emergency rail/OHE defect detected requiring urgent track access in SEC_021,Low
DIS_008960,Late Train,SEC_048,2024-10-09 12:51:00,SLOT_015552,Late express train delay cascading in section SEC_048 (Severity Low),Low
DIS_008961,Late Train,SEC_022,2024-04-10 07:59:00,SLOT_010673,Late express train delay cascading in section SEC_022 (Severity Low),Low
DIS_008962,Machine Breakdown,SEC_023,2024-03-31 20:01:00,SLOT_000356,Tamping/BCM machine breakdown during block operation in SEC_023,Medium
DIS_008963,Late Train,SEC_044,2024-06-29 14:16:00,,Late express train delay cascading in section SEC_044 (Severity Low),Low
DIS_008964,Machine Breakdown,SEC_032,2024-03-04 00:58:00,SLOT_011235,Tamping/BCM machine breakdown during block operation in SEC_032,Low
DIS_008965,Late Train,SEC_043,2024-02-11 12:19:00,SLOT_035895,Late express train delay cascading in section SEC_043 (Severity High),High
DIS_008966,Late Train,SEC_039,2024-02-25 19:45:00,SLOT_034938,Late express train delay cascading in section SEC_039 (Severity Low),Low
DIS_008967,Emergency Defect,SEC_035,2024-01-11 22:40:00,SLOT_045132,Emergency rail/OHE defect detected requiring urgent track access in SEC_035,Medium
DIS_008968,Machine Breakdown,SEC_012,2024-05-10 23:00:00,SLOT_012387,Tamping/BCM machine breakdown during block operation in SEC_012,Medium
DIS_008969,Machine Breakdown,SEC_020,2024-04-17 19:54:00,SLOT_017080,Tamping/BCM machine breakdown during block operation in SEC_020,Medium
DIS_008970,Late Train,SEC_043,2024-01-11 11:39:00,SLOT_032826,Late express train delay cascading in section SEC_043 (Severity High),High
DIS_008971,Late Train,SEC_031,2024-09-03 15:42:00,,Late express train delay cascading in section SEC_031 (Severity High),High
DIS_008972,Emergency Defect,SEC_014,2024-06-10 10:30:00,SLOT_048427,Emergency rail/OHE defect detected requiring urgent track access in SEC_014,Low
DIS_008973,Machine Breakdown,SEC_017,2024-04-20 01:24:00,SLOT_019422,Tamping/BCM machine breakdown during block operation in SEC_017,Low
DIS_008974,Late Train,SEC_039,2024-03-14 08:20:00,,Late express train delay cascading in section SEC_039 (Severity High),High
DIS_008975,Emergency Defect,SEC_009,2024-06-24 17:24:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_009,Medium
DIS_008976,Late Train,SEC_006,2024-10-07 03:18:00,,Late express train delay cascading in section SEC_006 (Severity Low),Low
DIS_008977,Emergency Defect,SEC_038,2024-01-12 03:21:00,SLOT_020882,Emergency rail/OHE defect detected requiring urgent track access in SEC_038,High
DIS_008978,Late Train,SEC_015,2024-04-30 22:42:00,,Late express train delay cascading in section SEC_015 (Severity Medium),Medium
DIS_008979,Machine Breakdown,SEC_038,2024-05-31 14:57:00,,Tamping/BCM machine breakdown during block operation in SEC_038,Low
DIS_008980,Late Train,SEC_027,2024-08-26 10:57:00,SLOT_008703,Late express train delay cascading in section SEC_027 (Severity Low),Low
DIS_008981,Emergency Defect,SEC_049,2024-10-30 21:54:00,SLOT_023602,Emergency rail/OHE defect detected requiring urgent track access in SEC_049,High
DIS_008982,Emergency Defect,SEC_026,2024-09-06 11:57:00,SLOT_049757,Emergency rail/OHE defect detected requiring urgent track access in SEC_026,Medium
DIS_008983,Late Train,SEC_043,2024-08-14 02:32:00,SLOT_015529,Late express train delay cascading in section SEC_043 (Severity High),High
DIS_008984,Late Train,SEC_042,2024-10-18 23:19:00,SLOT_025100,Late express train delay cascading in section SEC_042 (Severity Medium),Medium
DIS_008985,Emergency Defect,SEC_011,2024-08-19 14:11:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_011,Low
DIS_008986,Emergency Defect,SEC_049,2024-06-22 17:27:00,SLOT_031307,Emergency rail/OHE defect detected requiring urgent track access in SEC_049,Low
DIS_008987,Emergency Defect,SEC_037,2024-09-01 23:01:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_037,Low
DIS_008988,Emergency Defect,SEC_006,2024-05-26 01:21:00,SLOT_008920,Emergency rail/OHE defect detected requiring urgent track access in SEC_006,Low
DIS_008989,Late Train,SEC_001,2024-11-23 07:59:00,SLOT_021214,Late express train delay cascading in section SEC_001 (Severity Medium),Medium
DIS_008990,Machine Breakdown,SEC_014,2024-04-04 19:40:00,,Tamping/BCM machine breakdown during block operation in SEC_014,Low
DIS_008991,Late Train,SEC_001,2024-08-22 01:27:00,SLOT_041743,Late express train delay cascading in section SEC_001 (Severity Low),Low
DIS_008992,Emergency Defect,SEC_018,2024-01-04 10:52:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_018,High
DIS_008993,Machine Breakdown,SEC_049,2024-09-23 21:45:00,,Tamping/BCM machine breakdown during block operation in SEC_049,Medium
DIS_008994,Machine Breakdown,SEC_024,2024-02-27 23:36:00,SLOT_035149,Tamping/BCM machine breakdown during block operation in SEC_024,Low
DIS_008995,Late Train,SEC_002,2024-07-31 13:20:00,,Late express train delay cascading in section SEC_002 (Severity Low),Low
DIS_008996,Late Train,SEC_025,2024-03-22 04:10:00,,Late express train delay cascading in section SEC_025 (Severity Low),Low
DIS_008997,Emergency Defect,SEC_011,2024-01-13 21:32:00,SLOT_010347,Emergency rail/OHE defect detected requiring urgent track access in SEC_011,Medium
DIS_008998,Late Train,SEC_042,2024-08-28 09:39:00,,Late express train delay cascading in section SEC_042 (Severity High),High
DIS_008999,Emergency Defect,SEC_005,2024-09-08 13:25:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_005,Medium
DIS_009000,Emergency Defect,SEC_038,2024-10-16 11:10:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_038,Low
DIS_009001,Late Train,SEC_022,2024-10-05 00:52:00,,Late express train delay cascading in section SEC_022 (Severity Medium),Medium
DIS_009002,Late Train,SEC_001,2024-06-16 21:13:00,SLOT_023051,Late express train delay cascading in section SEC_001 (Severity Low),Low
DIS_009003,Emergency Defect,SEC_033,2024-12-06 13:22:00,SLOT_008841,Emergency rail/OHE defect detected requiring urgent track access in SEC_033,Medium
DIS_009004,Emergency Defect,SEC_023,2024-10-27 20:32:00,SLOT_012654,Emergency rail/OHE defect detected requiring urgent track access in SEC_023,Low
DIS_009005,Late Train,SEC_038,2024-01-21 20:45:00,SLOT_012506,Late express train delay cascading in section SEC_038 (Severity Low),Low
DIS_009006,Late Train,SEC_031,2024-05-16 18:31:00,SLOT_041653,Late express train delay cascading in section SEC_031 (Severity Low),Low
DIS_009007,Late Train,SEC_039,2024-09-04 07:06:00,SLOT_014105,Late express train delay cascading in section SEC_039 (Severity Medium),Medium
DIS_009008,Emergency Defect,SEC_023,2024-08-27 03:53:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_023,Low
DIS_009009,Emergency Defect,SEC_001,2024-11-12 14:42:00,SLOT_025929,Emergency rail/OHE defect detected requiring urgent track access in SEC_001,Low
DIS_009010,Machine Breakdown,SEC_007,2024-07-22 05:35:00,SLOT_034995,Tamping/BCM machine breakdown during block operation in SEC_007,Medium
DIS_009011,Machine Breakdown,SEC_023,2024-05-30 07:57:00,,Tamping/BCM machine breakdown during block operation in SEC_023,Low
DIS_009012,Emergency Defect,SEC_020,2024-02-24 21:40:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_020,Low
DIS_009013,Machine Breakdown,SEC_039,2024-12-21 18:45:00,,Tamping/BCM machine breakdown during block operation in SEC_039,Low
DIS_009014,Late Train,SEC_021,2024-06-18 17:32:00,SLOT_028382,Late express train delay cascading in section SEC_021 (Severity Low),Low
DIS_009015,Emergency Defect,SEC_043,2024-10-28 11:05:00,SLOT_041712,Emergency rail/OHE defect detected requiring urgent track access in SEC_043,Medium
DIS_009016,Emergency Defect,SEC_010,2024-12-20 13:25:00,SLOT_011006,Emergency rail/OHE defect detected requiring urgent track access in SEC_010,Low
DIS_009017,Emergency Defect,SEC_019,2024-09-02 18:34:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_019,Low
DIS_009018,Emergency Defect,SEC_038,2024-02-24 15:33:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_038,High
DIS_009019,Late Train,SEC_007,2024-07-11 02:27:00,,Late express train delay cascading in section SEC_007 (Severity Low),Low
DIS_009020,Machine Breakdown,SEC_016,2024-05-28 18:45:00,SLOT_003604,Tamping/BCM machine breakdown during block operation in SEC_016,Medium
DIS_009021,Machine Breakdown,SEC_037,2024-08-12 04:31:00,SLOT_035483,Tamping/BCM machine breakdown during block operation in SEC_037,Medium
DIS_009022,Machine Breakdown,SEC_029,2024-05-01 16:13:00,,Tamping/BCM machine breakdown during block operation in SEC_029,Low
DIS_009023,Late Train,SEC_039,2024-02-23 12:23:00,,Late express train delay cascading in section SEC_039 (Severity Medium),Medium
DIS_009024,Machine Breakdown,SEC_026,2024-09-30 10:16:00,SLOT_016249,Tamping/BCM machine breakdown during block operation in SEC_026,Medium
DIS_009025,Emergency Defect,SEC_043,2024-11-25 08:20:00,SLOT_042436,Emergency rail/OHE defect detected requiring urgent track access in SEC_043,Low
DIS_009026,Emergency Defect,SEC_043,2024-01-15 12:14:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_043,Low
DIS_009027,Late Train,SEC_048,2024-03-20 07:55:00,SLOT_021895,Late express train delay cascading in section SEC_048 (Severity Low),Low
DIS_009028,Machine Breakdown,SEC_006,2024-06-14 21:18:00,,Tamping/BCM machine breakdown during block operation in SEC_006,Low
DIS_009029,Emergency Defect,SEC_029,2024-09-18 11:19:00,SLOT_013621,Emergency rail/OHE defect detected requiring urgent track access in SEC_029,Low
DIS_009030,Emergency Defect,SEC_006,2024-04-06 11:31:00,SLOT_013805,Emergency rail/OHE defect detected requiring urgent track access in SEC_006,Low
DIS_009031,Machine Breakdown,SEC_012,2024-07-28 00:59:00,,Tamping/BCM machine breakdown during block operation in SEC_012,Medium
DIS_009032,Late Train,SEC_015,2024-04-18 01:36:00,SLOT_017272,Late express train delay cascading in section SEC_015 (Severity Low),Low
DIS_009033,Emergency Defect,SEC_032,2024-05-10 14:25:00,SLOT_045829,Emergency rail/OHE defect detected requiring urgent track access in SEC_032,Medium
DIS_009034,Late Train,SEC_022,2024-05-29 03:04:00,SLOT_038006,Late express train delay cascading in section SEC_022 (Severity Low),Low
DIS_009035,Late Train,SEC_043,2024-05-17 14:27:00,SLOT_040110,Late express train delay cascading in section SEC_043 (Severity Medium),Medium
DIS_009036,Late Train,SEC_015,2024-04-16 23:47:00,SLOT_001087,Late express train delay cascading in section SEC_015 (Severity Medium),Medium
DIS_009037,Late Train,SEC_031,2024-03-01 08:41:00,,Late express train delay cascading in section SEC_031 (Severity Low),Low
DIS_009038,Late Train,SEC_038,2024-07-26 13:18:00,,Late express train delay cascading in section SEC_038 (Severity Low),Low
DIS_009039,Late Train,SEC_049,2024-10-09 17:15:00,,Late express train delay cascading in section SEC_049 (Severity Low),Low
DIS_009040,Late Train,SEC_013,2024-04-15 06:05:00,SLOT_046442,Late express train delay cascading in section SEC_013 (Severity Low),Low
DIS_009041,Emergency Defect,SEC_036,2024-04-20 10:22:00,SLOT_003006,Emergency rail/OHE defect detected requiring urgent track access in SEC_036,Low
DIS_009042,Late Train,SEC_005,2024-12-01 16:06:00,,Late express train delay cascading in section SEC_005 (Severity Medium),Medium
DIS_009043,Late Train,SEC_027,2024-04-21 22:30:00,SLOT_038832,Late express train delay cascading in section SEC_027 (Severity Medium),Medium
DIS_009044,Late Train,SEC_021,2024-06-12 19:04:00,SLOT_017160,Late express train delay cascading in section SEC_021 (Severity Low),Low
DIS_009045,Late Train,SEC_047,2024-05-05 14:10:00,,Late express train delay cascading in section SEC_047 (Severity High),High
DIS_009046,Late Train,SEC_038,2024-02-26 15:56:00,SLOT_034678,Late express train delay cascading in section SEC_038 (Severity High),High
DIS_009047,Machine Breakdown,SEC_046,2024-05-18 07:30:00,SLOT_044074,Tamping/BCM machine breakdown during block operation in SEC_046,Low
DIS_009048,Emergency Defect,SEC_042,2024-04-15 03:07:00,SLOT_029503,Emergency rail/OHE defect detected requiring urgent track access in SEC_042,Medium
DIS_009049,Late Train,SEC_021,2024-04-30 18:22:00,,Late express train delay cascading in section SEC_021 (Severity Low),Low
DIS_009050,Emergency Defect,SEC_036,2024-10-18 20:34:00,SLOT_049214,Emergency rail/OHE defect detected requiring urgent track access in SEC_036,Medium
DIS_009051,Late Train,SEC_002,2024-11-25 15:29:00,,Late express train delay cascading in section SEC_002 (Severity Medium),Medium
DIS_009052,Emergency Defect,SEC_028,2024-02-09 23:58:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_028,Low
DIS_009053,Machine Breakdown,SEC_003,2024-03-04 09:21:00,,Tamping/BCM machine breakdown during block operation in SEC_003,Low
DIS_009054,Late Train,SEC_036,2024-05-18 04:30:00,SLOT_007085,Late express train delay cascading in section SEC_036 (Severity Medium),Medium
DIS_009055,Late Train,SEC_048,2024-07-16 01:45:00,,Late express train delay cascading in section SEC_048 (Severity Low),Low
DIS_009056,Emergency Defect,SEC_034,2024-12-13 23:57:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_034,Medium
DIS_009057,Late Train,SEC_042,2024-10-30 15:18:00,,Late express train delay cascading in section SEC_042 (Severity High),High
DIS_009058,Late Train,SEC_012,2024-01-01 14:00:00,SLOT_014142,Late express train delay cascading in section SEC_012 (Severity Low),Low
DIS_009059,Emergency Defect,SEC_049,2024-09-15 02:30:00,SLOT_020244,Emergency rail/OHE defect detected requiring urgent track access in SEC_049,Low
DIS_009060,Emergency Defect,SEC_027,2024-12-21 12:52:00,SLOT_047777,Emergency rail/OHE defect detected requiring urgent track access in SEC_027,Medium
DIS_009061,Late Train,SEC_034,2024-03-07 01:36:00,,Late express train delay cascading in section SEC_034 (Severity Medium),Medium
DIS_009062,Machine Breakdown,SEC_038,2024-05-11 11:34:00,SLOT_023305,Tamping/BCM machine breakdown during block operation in SEC_038,Medium
DIS_009063,Late Train,SEC_032,2024-04-04 14:38:00,SLOT_030079,Late express train delay cascading in section SEC_032 (Severity Low),Low
DIS_009064,Late Train,SEC_016,2024-03-18 22:36:00,,Late express train delay cascading in section SEC_016 (Severity Medium),Medium
DIS_009065,Emergency Defect,SEC_030,2024-05-25 13:48:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_030,Low
DIS_009066,Emergency Defect,SEC_033,2024-10-29 05:30:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_033,Low
DIS_009067,Emergency Defect,SEC_043,2024-01-28 17:03:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_043,Low
DIS_009068,Emergency Defect,SEC_024,2024-06-20 19:15:00,SLOT_024708,Emergency rail/OHE defect detected requiring urgent track access in SEC_024,Medium
DIS_009069,Emergency Defect,SEC_025,2024-11-30 11:11:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_025,High
DIS_009070,Machine Breakdown,SEC_025,2024-02-08 04:39:00,,Tamping/BCM machine breakdown during block operation in SEC_025,Medium
DIS_009071,Emergency Defect,SEC_006,2024-10-10 04:19:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_006,Medium
DIS_009072,Late Train,SEC_005,2024-09-01 20:28:00,SLOT_022016,Late express train delay cascading in section SEC_005 (Severity Low),Low
DIS_009073,Emergency Defect,SEC_002,2024-03-15 04:28:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_002,Medium
DIS_009074,Late Train,SEC_033,2024-10-11 05:18:00,SLOT_022675,Late express train delay cascading in section SEC_033 (Severity Medium),Medium
DIS_009075,Emergency Defect,SEC_021,2024-03-22 18:20:00,SLOT_023885,Emergency rail/OHE defect detected requiring urgent track access in SEC_021,Medium
DIS_009076,Late Train,SEC_043,2024-06-14 21:02:00,,Late express train delay cascading in section SEC_043 (Severity Medium),Medium
DIS_009077,Late Train,SEC_035,2024-11-24 02:15:00,SLOT_020109,Late express train delay cascading in section SEC_035 (Severity Low),Low
DIS_009078,Emergency Defect,SEC_007,2024-09-18 23:27:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_007,Low
DIS_009079,Emergency Defect,SEC_005,2024-06-27 20:58:00,SLOT_029515,Emergency rail/OHE defect detected requiring urgent track access in SEC_005,Medium
DIS_009080,Late Train,SEC_018,2024-02-09 02:25:00,,Late express train delay cascading in section SEC_018 (Severity Low),Low
DIS_009081,Late Train,SEC_046,2024-02-06 22:18:00,,Late express train delay cascading in section SEC_046 (Severity Low),Low
DIS_009082,Machine Breakdown,SEC_003,2024-01-12 15:38:00,,Tamping/BCM machine breakdown during block operation in SEC_003,High
DIS_009083,Machine Breakdown,SEC_010,2024-01-23 07:05:00,SLOT_049846,Tamping/BCM machine breakdown during block operation in SEC_010,High
DIS_009084,Late Train,SEC_002,2024-03-21 00:46:00,,Late express train delay cascading in section SEC_002 (Severity Low),Low
DIS_009085,Late Train,SEC_021,2024-07-06 23:58:00,,Late express train delay cascading in section SEC_021 (Severity Low),Low
DIS_009086,Late Train,SEC_049,2024-12-24 18:20:00,,Late express train delay cascading in section SEC_049 (Severity Low),Low
DIS_009087,Late Train,SEC_034,2024-11-05 05:15:00,,Late express train delay cascading in section SEC_034 (Severity Low),Low
DIS_009088,Late Train,SEC_025,2024-03-05 15:50:00,,Late express train delay cascading in section SEC_025 (Severity Low),Low
DIS_009089,Machine Breakdown,SEC_008,2024-11-12 08:43:00,SLOT_019604,Tamping/BCM machine breakdown during block operation in SEC_008,Low
DIS_009090,Emergency Defect,SEC_018,2024-12-02 04:46:00,SLOT_013224,Emergency rail/OHE defect detected requiring urgent track access in SEC_018,Medium
DIS_009091,Late Train,SEC_026,2024-08-02 09:03:00,,Late express train delay cascading in section SEC_026 (Severity Low),Low
DIS_009092,Late Train,SEC_014,2024-04-18 11:27:00,SLOT_030232,Late express train delay cascading in section SEC_014 (Severity Low),Low
DIS_009093,Late Train,SEC_035,2024-05-08 13:25:00,SLOT_015902,Late express train delay cascading in section SEC_035 (Severity Medium),Medium
DIS_009094,Emergency Defect,SEC_049,2024-06-28 07:11:00,SLOT_017175,Emergency rail/OHE defect detected requiring urgent track access in SEC_049,Low
DIS_009095,Late Train,SEC_011,2024-03-28 00:52:00,,Late express train delay cascading in section SEC_011 (Severity High),High
DIS_009096,Late Train,SEC_013,2024-09-14 05:00:00,SLOT_041017,Late express train delay cascading in section SEC_013 (Severity Low),Low
DIS_009097,Emergency Defect,SEC_007,2024-08-31 23:04:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_007,Low
DIS_009098,Late Train,SEC_036,2024-03-03 02:15:00,,Late express train delay cascading in section SEC_036 (Severity Low),Low
DIS_009099,Emergency Defect,SEC_023,2024-01-13 18:58:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_023,Low
DIS_009100,Machine Breakdown,SEC_014,2024-03-14 20:23:00,SLOT_033233,Tamping/BCM machine breakdown during block operation in SEC_014,Low
DIS_009101,Late Train,SEC_011,2024-05-19 17:03:00,,Late express train delay cascading in section SEC_011 (Severity High),High
DIS_009102,Late Train,SEC_004,2024-04-02 18:22:00,SLOT_019058,Late express train delay cascading in section SEC_004 (Severity High),High
DIS_009103,Machine Breakdown,SEC_024,2024-07-24 15:13:00,,Tamping/BCM machine breakdown during block operation in SEC_024,High
DIS_009104,Late Train,SEC_034,2024-06-23 14:10:00,,Late express train delay cascading in section SEC_034 (Severity Medium),Medium
DIS_009105,Late Train,SEC_012,2024-05-23 16:18:00,SLOT_049130,Late express train delay cascading in section SEC_012 (Severity Low),Low
DIS_009106,Machine Breakdown,SEC_001,2024-05-06 15:30:00,SLOT_044130,Tamping/BCM machine breakdown during block operation in SEC_001,High
DIS_009107,Emergency Defect,SEC_024,2024-09-22 06:19:00,SLOT_025913,Emergency rail/OHE defect detected requiring urgent track access in SEC_024,Medium
DIS_009108,Machine Breakdown,SEC_034,2024-02-01 18:26:00,SLOT_038487,Tamping/BCM machine breakdown during block operation in SEC_034,Low
DIS_009109,Late Train,SEC_017,2024-05-08 19:42:00,,Late express train delay cascading in section SEC_017 (Severity Medium),Medium
DIS_009110,Late Train,SEC_013,2024-04-07 01:49:00,SLOT_028904,Late express train delay cascading in section SEC_013 (Severity Medium),Medium
DIS_009111,Late Train,SEC_008,2024-10-10 17:45:00,,Late express train delay cascading in section SEC_008 (Severity Medium),Medium
DIS_009112,Late Train,SEC_037,2024-10-29 18:39:00,,Late express train delay cascading in section SEC_037 (Severity Medium),Medium
DIS_009113,Emergency Defect,SEC_043,2024-11-04 21:14:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_043,High
DIS_009114,Late Train,SEC_038,2024-07-08 06:06:00,,Late express train delay cascading in section SEC_038 (Severity Medium),Medium
DIS_009115,Late Train,SEC_026,2024-12-02 17:53:00,,Late express train delay cascading in section SEC_026 (Severity High),High
DIS_009116,Late Train,SEC_036,2024-12-12 22:18:00,SLOT_035591,Late express train delay cascading in section SEC_036 (Severity Medium),Medium
DIS_009117,Late Train,SEC_020,2024-11-28 20:09:00,SLOT_003703,Late express train delay cascading in section SEC_020 (Severity Low),Low
DIS_009118,Late Train,SEC_002,2024-04-11 02:12:00,,Late express train delay cascading in section SEC_002 (Severity Medium),Medium
DIS_009119,Emergency Defect,SEC_019,2024-05-13 11:06:00,SLOT_037202,Emergency rail/OHE defect detected requiring urgent track access in SEC_019,Medium
