event_id,event_type,section_id,detected_at,affected_block_id,impact_description,severity,latitude,longitude,corridor_id,source_type,source
RB-DIS-009226,Late Train,SEC_014,2024-02-23 18:13:00,SLOT_048510,Late express train delay cascading in section SEC_034 (Severity Low),Low,12.851434,80.061678,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009227,Machine Breakdown,SEC_026,2024-09-06 06:27:00,,Tamping/BCM machine breakdown during block operation in SEC_036,Low,12.180381,79.616564,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009228,Machine Breakdown,SEC_032,2024-02-20 03:53:00,SLOT_014926,Tamping/BCM machine breakdown during block operation in SEC_023,Low,11.891053,79.450065,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009229,Emergency Defect,SEC_019,2024-12-10 03:56:00,SLOT_007781,Emergency rail/OHE defect detected requiring urgent track access in SEC_040,Low,12.555342,79.927862,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009230,Late Train,SEC_059,2024-08-16 14:57:00,,Late express train delay cascading in section SEC_016 (Severity High),High,10.524798,78.253397,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009231,Emergency Defect,SEC_036,2024-04-26 12:55:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_028,Low,11.441107,79.249921,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009232,Machine Breakdown,SEC_013,2024-01-14 22:04:00,,Tamping/BCM machine breakdown during block operation in SEC_015,Low,12.876221,80.076753,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009233,Machine Breakdown,SEC_056,2024-02-05 05:57:00,SLOT_042461,Tamping/BCM machine breakdown during block operation in SEC_029,Low,10.670197,78.505255,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009234,Late Train,SEC_007,2024-09-03 00:35:00,SLOT_037631,Late express train delay cascading in section SEC_007 (Severity High),High,12.968814,80.153373,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009235,Machine Breakdown,SEC_049,2024-06-25 20:24:00,SLOT_011797,Tamping/BCM machine breakdown during block operation in SEC_024,High,10.864385,78.723877,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009236,Emergency Defect,SEC_011,2024-09-03 00:40:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_027,High,12.914107,80.104912,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009237,Late Train,SEC_017,2024-05-23 20:47:00,,Late express train delay cascading in section SEC_028 (Severity Low),Low,12.734922,79.992788,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009238,Late Train,SEC_008,2024-03-13 07:18:00,,Late express train delay cascading in section SEC_022 (Severity Medium),Medium,12.966459,80.151261,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009239,Late Train,SEC_051,2024-11-19 14:17:00,,Late express train delay cascading in section SEC_032 (Severity Medium),Medium,10.827065,78.694359,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009240,Machine Breakdown,SEC_002,2024-06-22 16:16:00,SLOT_000046,Tamping/BCM machine breakdown during block operation in SEC_026,Low,13.011949,80.214299,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009241,Late Train,SEC_033,2024-12-04 09:35:00,,Late express train delay cascading in section SEC_014 (Severity Medium),Medium,11.808861,79.399929,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009242,Emergency Defect,SEC_047,2024-03-05 16:47:00,SLOT_011698,Emergency rail/OHE defect detected requiring urgent track access in SEC_011,Medium,10.887127,78.838086,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009243,Late Train,SEC_067,2024-08-09 14:44:00,SLOT_003620,Late express train delay cascading in section SEC_032 (Severity Medium),Medium,8.814302,78.077083,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009244,Emergency Defect,SEC_001,2024-04-19 21:30:00,SLOT_044196,Emergency rail/OHE defect detected requiring urgent track access in SEC_046,Low,13.040768,80.230055,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009245,Late Train,SEC_037,2024-04-17 15:46:00,SLOT_035858,Late express train delay cascading in section SEC_037 (Severity Low),Low,11.379296,79.219872,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009246,Machine Breakdown,SEC_007,2024-10-11 07:09:00,,Tamping/BCM machine breakdown during block operation in SEC_032,Medium,12.978291,80.163479,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009247,Emergency Defect,SEC_033,2024-01-08 06:27:00,SLOT_007128,Emergency rail/OHE defect detected requiring urgent track access in SEC_046,Low,11.701219,79.356339,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009248,Emergency Defect,SEC_034,2024-07-04 11:43:00,SLOT_024809,Emergency rail/OHE defect detected requiring urgent track access in SEC_045,Low,11.572625,79.316054,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009249,Emergency Defect,SEC_006,2024-06-20 06:52:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_025,Medium,12.982526,80.170325,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009250,Emergency Defect,SEC_035,2024-12-19 23:35:00,SLOT_032701,Emergency rail/OHE defect detected requiring urgent track access in SEC_006,Low,11.519333,79.306137,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009251,Machine Breakdown,SEC_030,2024-01-17 05:44:00,SLOT_015779,Tamping/BCM machine breakdown during block operation in SEC_032,Low,11.952815,79.501731,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009252,Late Train,SEC_057,2024-12-09 01:15:00,,Late express train delay cascading in section SEC_031 (Severity Low),Low,10.585911,78.383971,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009253,Machine Breakdown,SEC_057,2024-12-26 12:31:00,SLOT_028900,Tamping/BCM machine breakdown during block operation in SEC_014,Low,10.575368,78.367172,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009254,Late Train,SEC_043,2024-03-20 21:58:00,SLOT_013732,Late express train delay cascading in section SEC_042 (Severity Low),Low,11.088329,79.033452,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009255,Emergency Defect,SEC_020,2024-08-13 09:59:00,SLOT_007598,Emergency rail/OHE defect detected requiring urgent track access in SEC_043,Medium,12.508224,79.895647,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009256,Machine Breakdown,SEC_027,2024-10-24 18:21:00,SLOT_011548,Tamping/BCM machine breakdown during block operation in SEC_017,Medium,12.112979,79.561029,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009257,Machine Breakdown,SEC_034,2024-12-26 03:46:00,SLOT_038353,Tamping/BCM machine breakdown during block operation in SEC_024,Low,11.596489,79.315769,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009258,Late Train,SEC_005,2024-05-05 14:54:00,,Late express train delay cascading in section SEC_010 (Severity Medium),Medium,12.989732,80.18598,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009259,Late Train,SEC_033,2024-04-10 18:53:00,,Late express train delay cascading in section SEC_009 (Severity Low),Low,11.721089,79.364386,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009260,Machine Breakdown,SEC_052,2024-05-20 16:33:00,,Tamping/BCM machine breakdown during block operation in SEC_013,Low,10.824467,78.689402,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009261,Late Train,SEC_057,2024-04-17 09:00:00,SLOT_040985,Late express train delay cascading in section SEC_018 (Severity Medium),Medium,10.583134,78.379546,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009262,Machine Breakdown,SEC_055,2024-08-05 01:41:00,SLOT_040584,Tamping/BCM machine breakdown during block operation in SEC_014,High,10.709607,78.561207,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009263,Late Train,SEC_041,2024-12-07 16:55:00,,Late express train delay cascading in section SEC_008 (Severity Low),Low,11.194925,79.090815,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009264,Late Train,SEC_008,2024-07-03 23:59:00,,Late express train delay cascading in section SEC_022 (Severity Medium),Medium,12.963706,80.149314,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009265,Emergency Defect,SEC_027,2024-10-24 11:05:00,SLOT_012024,Emergency rail/OHE defect detected requiring urgent track access in SEC_031,Low,12.143313,79.587405,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009266,Late Train,SEC_062,2024-12-08 04:50:00,SLOT_004022,Late express train delay cascading in section SEC_016 (Severity Medium),Medium,10.240974,78.103631,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009267,Late Train,SEC_047,2024-12-22 04:21:00,SLOT_029858,Late express train delay cascading in section SEC_027 (Severity Medium),Medium,10.890572,78.844785,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009268,Late Train,SEC_062,2024-11-27 10:33:00,SLOT_005449,Late express train delay cascading in section SEC_014 (Severity Medium),Medium,10.045485,78.104649,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009269,Machine Breakdown,SEC_017,2024-05-12 18:55:00,SLOT_023506,Tamping/BCM machine breakdown during block operation in SEC_035,Medium,12.697624,79.981747,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009270,Emergency Defect,SEC_040,2024-06-12 01:47:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_032,Medium,11.228178,79.121322,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009271,Machine Breakdown,SEC_020,2024-04-06 08:28:00,SLOT_027739,Tamping/BCM machine breakdown during block operation in SEC_048,High,12.522619,79.905213,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009272,Late Train,SEC_065,2024-10-29 07:16:00,,Late express train delay cascading in section SEC_003 (Severity Low),Low,9.773883,78.07635,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009273,Late Train,SEC_034,2024-08-08 14:23:00,,Late express train delay cascading in section SEC_042 (Severity High),High,11.567208,79.316118,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009274,Late Train,SEC_018,2024-11-30 20:14:00,SLOT_012164,Late express train delay cascading in section SEC_017 (Severity Medium),Medium,12.669651,79.978747,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009275,Late Train,SEC_005,2024-11-21 19:50:00,SLOT_027734,Late express train delay cascading in section SEC_004 (Severity Low),Low,12.986324,80.178609,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009276,Late Train,SEC_037,2024-09-21 06:12:00,,Late express train delay cascading in section SEC_034 (Severity Medium),Medium,11.393802,79.220698,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009277,Late Train,SEC_022,2024-12-24 13:24:00,SLOT_035930,Late express train delay cascading in section SEC_009 (Severity High),High,12.374909,79.789564,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009278,Late Train,SEC_041,2024-09-12 15:21:00,SLOT_029419,Late express train delay cascading in section SEC_009 (Severity Medium),Medium,11.2118,79.098946,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009279,Emergency Defect,SEC_006,2024-02-28 08:46:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_049,Low,12.982942,80.17124,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009280,Late Train,SEC_048,2024-07-25 09:36:00,,Late express train delay cascading in section SEC_011 (Severity Low),Low,10.872979,78.766487,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009281,Emergency Defect,SEC_062,2024-09-21 18:17:00,SLOT_044387,Emergency rail/OHE defect detected requiring urgent track access in SEC_027,Low,10.114615,78.104289,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009282,Late Train,SEC_060,2024-09-10 20:48:00,,Late express train delay cascading in section SEC_010 (Severity Low),Low,10.507537,78.20944,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009283,Emergency Defect,SEC_050,2024-05-27 20:02:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_007,Low,10.848458,78.698266,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009284,Emergency Defect,SEC_004,2024-02-24 20:43:00,SLOT_023731,Emergency rail/OHE defect detected requiring urgent track access in SEC_001,Medium,12.99371,80.196449,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009285,Machine Breakdown,SEC_064,2024-06-18 11:57:00,,Tamping/BCM machine breakdown during block operation in SEC_001,Low,9.895904,78.083881,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009286,Machine Breakdown,SEC_062,2024-03-16 10:00:00,SLOT_028460,Tamping/BCM machine breakdown during block operation in SEC_024,Low,10.21843,78.103749,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009287,Late Train,SEC_067,2024-10-15 16:51:00,SLOT_038192,Late express train delay cascading in section SEC_022 (Severity Low),Low,8.813635,78.079754,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009288,Late Train,SEC_020,2024-05-14 08:33:00,SLOT_046625,Late express train delay cascading in section SEC_002 (Severity Low),Low,12.51494,79.90011,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009289,Machine Breakdown,SEC_035,2024-12-27 09:22:00,SLOT_027492,Tamping/BCM machine breakdown during block operation in SEC_018,Medium,11.524883,79.310254,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009290,Machine Breakdown,SEC_046,2024-12-11 07:24:00,SLOT_042084,Tamping/BCM machine breakdown during block operation in SEC_014,Low,10.905458,78.868758,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009291,Emergency Defect,SEC_020,2024-10-23 14:26:00,SLOT_027572,Emergency rail/OHE defect detected requiring urgent track access in SEC_028,High,12.518054,79.902179,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009292,Late Train,SEC_031,2024-04-19 21:57:00,SLOT_041920,Late express train delay cascading in section SEC_049 (Severity Medium),Medium,11.904774,79.461962,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009293,Emergency Defect,SEC_022,2024-05-05 05:31:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_034,Medium,12.412217,79.819611,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009294,Machine Breakdown,SEC_010,2024-02-17 11:03:00,,Tamping/BCM machine breakdown during block operation in SEC_046,Low,12.93272,80.12585,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009295,Late Train,SEC_032,2024-02-03 22:03:00,,Late express train delay cascading in section SEC_010 (Severity Medium),Medium,11.847219,79.417476,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009296,Late Train,SEC_057,2024-06-18 17:22:00,SLOT_017675,Late express train delay cascading in section SEC_011 (Severity Medium),Medium,10.602086,78.409741,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009297,Machine Breakdown,SEC_047,2024-04-30 22:21:00,SLOT_014317,Tamping/BCM machine breakdown during block operation in SEC_037,High,10.885503,78.83493,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009298,Emergency Defect,SEC_040,2024-05-04 14:01:00,SLOT_025936,Emergency rail/OHE defect detected requiring urgent track access in SEC_016,Medium,11.250055,79.158636,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009299,Late Train,SEC_017,2024-09-21 07:46:00,,Late express train delay cascading in section SEC_042 (Severity High),High,12.719326,79.988171,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009300,Late Train,SEC_022,2024-12-28 21:32:00,SLOT_037474,Late express train delay cascading in section SEC_023 (Severity High),High,12.394354,79.805225,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009301,Emergency Defect,SEC_016,2024-01-06 18:01:00,SLOT_009423,Emergency rail/OHE defect detected requiring urgent track access in SEC_010,High,12.782903,80.013211,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009302,Emergency Defect,SEC_015,2024-05-21 01:16:00,SLOT_028993,Emergency rail/OHE defect detected requiring urgent track access in SEC_042,Medium,12.815896,80.034717,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009303,Emergency Defect,SEC_011,2024-03-27 12:39:00,SLOT_005924,Emergency rail/OHE defect detected requiring urgent track access in SEC_027,Low,12.9138,80.104571,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009304,Late Train,SEC_012,2024-07-25 15:51:00,,Late express train delay cascading in section SEC_040 (Severity Medium),Medium,12.893242,80.086182,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009305,Late Train,SEC_015,2024-03-09 06:38:00,SLOT_023240,Late express train delay cascading in section SEC_023 (Severity High),High,12.80899,80.029317,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009306,Emergency Defect,SEC_063,2024-12-19 02:36:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_007,High,9.928177,78.108615,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009307,Late Train,SEC_003,2024-08-15 19:08:00,SLOT_007206,Late express train delay cascading in section SEC_034 (Severity High),High,13.005007,80.209121,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009308,Late Train,SEC_019,2024-11-22 09:57:00,,Late express train delay cascading in section SEC_007 (Severity Low),Low,12.555243,79.927793,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009309,Emergency Defect,SEC_063,2024-08-19 03:26:00,SLOT_023069,Emergency rail/OHE defect detected requiring urgent track access in SEC_033,Medium,9.925706,78.109075,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009310,Late Train,SEC_011,2024-11-26 11:58:00,,Late express train delay cascading in section SEC_021 (Severity Low),Low,12.906863,80.096849,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009311,Emergency Defect,SEC_060,2024-05-06 00:53:00,SLOT_021590,Emergency rail/OHE defect detected requiring urgent track access in SEC_039,Medium,10.514436,78.225788,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009312,Late Train,SEC_020,2024-10-16 21:00:00,,Late express train delay cascading in section SEC_043 (Severity Low),Low,12.519401,79.903074,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009313,Emergency Defect,SEC_047,2024-05-15 11:35:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_020,Low,10.889607,78.84291,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009314,Emergency Defect,SEC_059,2024-05-12 17:07:00,SLOT_044886,Emergency rail/OHE defect detected requiring urgent track access in SEC_044,Low,10.52221,78.24571,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009315,Emergency Defect,SEC_026,2024-05-28 20:11:00,SLOT_005774,Emergency rail/OHE defect detected requiring urgent track access in SEC_006,Low,12.18494,79.619833,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009316,Machine Breakdown,SEC_003,2024-10-10 19:56:00,SLOT_025534,Tamping/BCM machine breakdown during block operation in SEC_006,Low,13.003984,80.208147,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009317,Late Train,SEC_011,2024-10-17 11:49:00,SLOT_044278,Late express train delay cascading in section SEC_049 (Severity Medium),Medium,12.923784,80.115684,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009318,Machine Breakdown,SEC_016,2024-08-07 21:26:00,,Tamping/BCM machine breakdown during block operation in SEC_029,Low,12.788007,80.016235,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009319,Late Train,SEC_009,2024-04-04 16:17:00,,Late express train delay cascading in section SEC_023 (Severity Medium),Medium,12.941659,80.133933,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009320,Machine Breakdown,SEC_008,2024-05-12 06:38:00,,Tamping/BCM machine breakdown during block operation in SEC_008,Low,12.962758,80.148643,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009321,Late Train,SEC_016,2024-07-16 08:22:00,,Late express train delay cascading in section SEC_015 (Severity Low),Low,12.790637,80.017793,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009322,Emergency Defect,SEC_022,2024-07-13 22:34:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_034,Low,12.385427,79.798036,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009323,Late Train,SEC_039,2024-06-19 00:16:00,SLOT_044167,Late express train delay cascading in section SEC_041 (Severity Low),Low,11.30096,79.19544,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009324,Late Train,SEC_017,2024-11-12 07:16:00,SLOT_037354,Late express train delay cascading in section SEC_045 (Severity Medium),Medium,12.754694,79.99864,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009325,Late Train,SEC_045,2024-01-07 11:32:00,SLOT_005312,Late express train delay cascading in section SEC_020 (Severity Medium),Medium,10.956514,78.93758,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009326,Late Train,SEC_056,2024-01-25 03:20:00,SLOT_007600,Late express train delay cascading in section SEC_023 (Severity Medium),Medium,10.65425,78.483146,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009327,Late Train,SEC_053,2024-03-19 22:32:00,,Late express train delay cascading in section SEC_009 (Severity Medium),Medium,10.7967,78.686883,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009328,Late Train,SEC_048,2024-11-24 00:18:00,SLOT_000227,Late express train delay cascading in section SEC_005 (Severity Medium),Medium,10.872831,78.763532,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009329,Emergency Defect,SEC_019,2024-03-02 11:10:00,SLOT_026596,Emergency rail/OHE defect detected requiring urgent track access in SEC_022,Medium,12.549783,79.923952,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009330,Late Train,SEC_021,2024-09-16 13:52:00,SLOT_041440,Late express train delay cascading in section SEC_029 (Severity Medium),Medium,12.472665,79.867834,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009331,Late Train,SEC_009,2024-12-16 01:29:00,SLOT_044609,Late express train delay cascading in section SEC_006 (Severity Low),Low,12.94635,80.137156,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009332,Machine Breakdown,SEC_006,2024-04-29 18:01:00,SLOT_009245,Tamping/BCM machine breakdown during block operation in SEC_021,High,12.983669,80.172834,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009333,Emergency Defect,SEC_028,2024-11-08 10:32:00,SLOT_046849,Emergency rail/OHE defect detected requiring urgent track access in SEC_032,Low,12.070618,79.546877,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009334,Late Train,SEC_023,2024-05-27 01:52:00,SLOT_014902,Late express train delay cascading in section SEC_040 (Severity High),High,12.343669,79.759412,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009335,Late Train,SEC_048,2024-06-29 15:18:00,SLOT_007535,Late express train delay cascading in section SEC_046 (Severity High),High,10.873955,78.786021,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009336,Late Train,SEC_006,2024-06-07 05:51:00,SLOT_012241,Late express train delay cascading in section SEC_017 (Severity Low),Low,12.983576,80.17263,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009337,Emergency Defect,SEC_004,2024-04-18 20:53:00,SLOT_012622,Emergency rail/OHE defect detected requiring urgent track access in SEC_020,High,12.99155,80.190465,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009338,Machine Breakdown,SEC_055,2024-06-07 15:12:00,,Tamping/BCM machine breakdown during block operation in SEC_043,Low,10.704649,78.553621,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
RB-DIS-009339,Emergency Defect,SEC_011,2024-02-26 10:33:00,SLOT_015944,Emergency rail/OHE defect detected requiring urgent track access in SEC_034,Medium,12.915257,80.106193,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Disruption Event Engine
