operational_event_id,event_timestamp,event_type,section_id,latitude,longitude,train_number,delay_minutes,subsequent_block_impact,corridor_id,source_type,source
RB-OPS-013471,2024-04-26 18:00:00,Speed Restriction Slowdown,SEC_001,13.075077,80.259002,20605,25,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013472,2024-04-27 21:00:00,Precedence Crossing at Loop Line,SEC_009,12.947782,80.138139,16101,28,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013473,2024-04-28 00:00:00,Speed Restriction Slowdown,SEC_002,13.036104,80.226763,12693,17,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013474,2024-04-29 03:00:00,Speed Restriction Slowdown,SEC_068,8.81055,78.100848,16102,31,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013475,2024-04-30 06:00:00,Precedence Crossing at Loop Line,SEC_043,11.089991,79.0342,20605,11,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013476,2024-05-01 09:00:00,Unscheduled Halt at Home Signal,SEC_062,10.066737,78.104539,16128,51,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013477,2024-05-02 12:00:00,Unscheduled Halt at Home Signal,SEC_025,12.2886,79.705974,16102,52,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013478,2024-05-03 15:00:00,Crew Changeover Delay,SEC_007,12.968774,80.15333,16101,5,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013479,2024-05-04 18:00:00,Crew Changeover Delay,SEC_037,11.393863,79.220701,16101,23,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013480,2024-05-05 21:00:00,Locomotive Power Inefficiency,SEC_007,12.972088,80.156864,16101,48,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013481,2024-05-06 00:00:00,Locomotive Power Inefficiency,SEC_055,10.737923,78.604537,20606,20,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013482,2024-05-07 03:00:00,Speed Restriction Slowdown,SEC_060,10.516962,78.231774,16128,12,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013483,2024-05-08 06:00:00,Crew Changeover Delay,SEC_056,10.653285,78.481808,12694,19,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013484,2024-05-09 09:00:00,Crew Changeover Delay,SEC_017,12.758469,79.999758,16128,41,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013485,2024-05-10 12:00:00,Unscheduled Halt at Home Signal,SEC_028,12.07681,79.547907,16102,5,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013486,2024-05-11 15:00:00,Locomotive Power Inefficiency,SEC_043,11.030004,79.007204,12694,33,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013487,2024-05-12 18:00:00,Speed Restriction Slowdown,SEC_040,11.222684,79.111952,16127,22,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013488,2024-05-13 21:00:00,Locomotive Power Inefficiency,SEC_001,13.054966,80.242034,16128,37,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013489,2024-05-14 00:00:00,Precedence Crossing at Loop Line,SEC_038,11.355236,79.215482,12693,36,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013490,2024-05-15 03:00:00,Precedence Crossing at Loop Line,SEC_061,10.480209,78.152259,16128,19,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013491,2024-05-16 06:00:00,Unscheduled Halt at Home Signal,SEC_021,12.468795,79.864758,20605,35,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013492,2024-05-17 09:00:00,Speed Restriction Slowdown,SEC_011,12.910129,80.100485,12694,30,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013493,2024-05-18 12:00:00,Crew Changeover Delay,SEC_014,12.849502,80.060424,16127,6,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013494,2024-05-19 15:00:00,Locomotive Power Inefficiency,SEC_035,11.499766,79.291625,20605,34,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013495,2024-05-20 18:00:00,Crew Changeover Delay,SEC_024,12.327254,79.743042,12694,23,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013496,2024-05-21 21:00:00,Crew Changeover Delay,SEC_016,12.795163,80.020475,16127,40,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013497,2024-05-22 00:00:00,Speed Restriction Slowdown,SEC_017,12.73871,79.993909,16102,38,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013498,2024-05-23 03:00:00,Locomotive Power Inefficiency,SEC_052,10.823134,78.689783,16102,6,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013499,2024-05-24 06:00:00,Speed Restriction Slowdown,SEC_015,12.842046,80.055161,16127,20,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013500,2024-05-25 09:00:00,Crew Changeover Delay,SEC_058,10.553172,78.326747,12693,10,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013501,2024-05-26 12:00:00,Speed Restriction Slowdown,SEC_025,12.281932,79.699866,16102,53,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013502,2024-05-27 15:00:00,Unscheduled Halt at Home Signal,SEC_055,10.715593,78.570368,12694,36,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013503,2024-05-28 18:00:00,Unscheduled Halt at Home Signal,SEC_019,12.589659,79.952002,16102,46,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013504,2024-05-29 21:00:00,Unscheduled Halt at Home Signal,SEC_043,11.048925,79.015719,16102,30,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013505,2024-05-30 00:00:00,Precedence Crossing at Loop Line,SEC_016,12.788753,80.016677,12694,19,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013506,2023-06-01 03:00:00,Locomotive Power Inefficiency,SEC_007,12.971871,80.156632,12693,13,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013507,2023-06-02 06:00:00,Locomotive Power Inefficiency,SEC_055,10.730636,78.593387,16102,14,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013508,2023-06-03 09:00:00,Speed Restriction Slowdown,SEC_024,12.331375,79.747123,20605,45,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013509,2023-06-04 12:00:00,Speed Restriction Slowdown,SEC_026,12.217286,79.643019,16102,27,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013510,2023-06-05 15:00:00,Speed Restriction Slowdown,SEC_004,12.992486,80.19306,20605,27,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013511,2023-06-06 18:00:00,Unscheduled Halt at Home Signal,SEC_068,8.809672,78.111384,16101,26,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013512,2023-06-07 21:00:00,Precedence Crossing at Loop Line,SEC_008,12.965508,80.150589,16101,23,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013513,2023-06-08 00:00:00,Unscheduled Halt at Home Signal,SEC_047,10.890544,78.844731,20605,23,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013514,2023-06-09 03:00:00,Crew Changeover Delay,SEC_039,11.271215,79.177279,16101,28,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013515,2023-06-10 06:00:00,Speed Restriction Slowdown,SEC_007,12.973436,80.158301,16127,50,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013516,2023-06-11 09:00:00,Precedence Crossing at Loop Line,SEC_061,10.463691,78.133371,16101,33,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013517,2023-06-12 12:00:00,Crew Changeover Delay,SEC_054,10.781121,78.666704,12694,18,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013518,2023-06-13 15:00:00,Crew Changeover Delay,SEC_031,11.921245,79.478551,20605,50,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013519,2023-06-14 18:00:00,Unscheduled Halt at Home Signal,SEC_028,12.088607,79.54987,16128,5,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013520,2023-06-15 21:00:00,Unscheduled Halt at Home Signal,SEC_020,12.509354,79.896398,16127,19,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013521,2023-06-16 00:00:00,Precedence Crossing at Loop Line,SEC_057,10.583432,78.380021,16102,24,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013522,2023-06-17 03:00:00,Locomotive Power Inefficiency,SEC_028,12.069374,79.54667,12694,29,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013523,2023-06-18 06:00:00,Speed Restriction Slowdown,SEC_056,10.647265,78.473462,16101,9,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013524,2023-06-19 09:00:00,Unscheduled Halt at Home Signal,SEC_048,10.874408,78.795071,12694,10,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013525,2023-06-20 12:00:00,Locomotive Power Inefficiency,SEC_040,11.222272,79.111248,16128,41,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013526,2023-06-21 15:00:00,Speed Restriction Slowdown,SEC_057,10.602803,78.410883,12694,22,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013527,2023-06-22 18:00:00,Precedence Crossing at Loop Line,SEC_068,8.809269,78.116213,20606,15,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013528,2023-06-23 21:00:00,Speed Restriction Slowdown,SEC_050,10.853615,78.696981,16127,22,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013529,2023-06-24 00:00:00,Precedence Crossing at Loop Line,SEC_006,12.984212,80.174027,16128,21,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013530,2023-06-25 03:00:00,Precedence Crossing at Loop Line,SEC_037,11.383025,79.220084,20606,42,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013531,2023-06-26 06:00:00,Precedence Crossing at Loop Line,SEC_053,10.80547,78.692616,16102,37,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013532,2023-06-27 09:00:00,Speed Restriction Slowdown,SEC_020,12.530494,79.910446,16127,25,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013533,2023-06-28 12:00:00,Unscheduled Halt at Home Signal,SEC_023,12.353363,79.769137,12694,20,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013534,2023-06-29 15:00:00,Speed Restriction Slowdown,SEC_059,10.536758,78.288922,16101,22,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013535,2023-06-30 18:00:00,Precedence Crossing at Loop Line,SEC_003,13.003646,80.207825,16102,8,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013536,2023-07-01 21:00:00,Precedence Crossing at Loop Line,SEC_033,11.743223,79.373349,16128,42,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013537,2023-07-02 00:00:00,Precedence Crossing at Loop Line,SEC_056,10.614286,78.427742,12694,10,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013538,2023-07-03 03:00:00,Speed Restriction Slowdown,SEC_021,12.494069,79.884849,12693,38,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013539,2023-07-04 06:00:00,Locomotive Power Inefficiency,SEC_047,10.89362,78.850711,20605,51,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013540,2023-07-05 09:00:00,Precedence Crossing at Loop Line,SEC_027,12.118574,79.565894,20605,45,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013541,2023-07-06 12:00:00,Precedence Crossing at Loop Line,SEC_037,11.392447,79.220621,12693,46,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013542,2023-07-07 15:00:00,Locomotive Power Inefficiency,SEC_009,12.938625,80.131848,16127,14,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013543,2023-07-08 18:00:00,Speed Restriction Slowdown,SEC_003,13.007156,80.211165,16102,34,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013544,2023-07-09 21:00:00,Unscheduled Halt at Home Signal,SEC_056,10.671675,78.507303,16102,54,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013545,2023-07-10 00:00:00,Unscheduled Halt at Home Signal,SEC_053,10.798945,78.688351,12693,42,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013546,2023-07-11 03:00:00,Speed Restriction Slowdown,SEC_066,8.865391,78.0275,16101,17,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013547,2023-07-12 06:00:00,Precedence Crossing at Loop Line,SEC_057,10.58993,78.390374,16102,27,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013548,2023-07-13 09:00:00,Precedence Crossing at Loop Line,SEC_068,8.811224,78.092767,12694,53,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013549,2023-07-14 12:00:00,Precedence Crossing at Loop Line,SEC_056,10.654016,78.482822,16101,11,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013550,2023-07-15 15:00:00,Precedence Crossing at Loop Line,SEC_003,13.007373,80.211373,16101,35,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013551,2023-07-16 18:00:00,Unscheduled Halt at Home Signal,SEC_008,12.954913,80.143094,16127,43,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013552,2023-07-17 21:00:00,Unscheduled Halt at Home Signal,SEC_006,12.980899,80.166755,16127,36,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013553,2023-07-18 00:00:00,Crew Changeover Delay,SEC_003,12.99754,80.202012,20606,12,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013554,2023-07-19 03:00:00,Precedence Crossing at Loop Line,SEC_043,11.05413,79.018061,12694,14,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013555,2023-07-20 06:00:00,Unscheduled Halt at Home Signal,SEC_029,12.011958,79.521952,12693,20,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013556,2023-07-21 09:00:00,Locomotive Power Inefficiency,SEC_020,12.506751,79.894668,16127,24,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013557,2023-07-22 12:00:00,Precedence Crossing at Loop Line,SEC_012,12.895049,80.087517,12693,50,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013558,2023-07-23 15:00:00,Precedence Crossing at Loop Line,SEC_027,12.118873,79.566154,16101,13,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013559,2023-07-24 18:00:00,Precedence Crossing at Loop Line,SEC_002,13.025764,80.221427,20605,16,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013560,2023-07-25 21:00:00,Crew Changeover Delay,SEC_006,12.982419,80.17009,16101,51,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013561,2023-07-26 00:00:00,Unscheduled Halt at Home Signal,SEC_034,11.591899,79.315824,16128,31,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013562,2023-07-27 03:00:00,Unscheduled Halt at Home Signal,SEC_038,11.325892,79.208034,12694,51,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013563,2023-07-28 06:00:00,Locomotive Power Inefficiency,SEC_025,12.25932,79.679155,20605,39,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013564,2023-07-29 09:00:00,Speed Restriction Slowdown,SEC_029,12.030188,79.533224,16127,28,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013565,2023-07-30 12:00:00,Crew Changeover Delay,SEC_061,10.45777,78.1266,16128,41,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013566,2023-07-31 15:00:00,Locomotive Power Inefficiency,SEC_024,12.317216,79.733099,20605,31,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013567,2023-08-01 18:00:00,Speed Restriction Slowdown,SEC_021,12.483099,79.876129,12694,51,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013568,2023-08-02 21:00:00,Precedence Crossing at Loop Line,SEC_047,10.879048,78.822378,16128,40,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013569,2023-08-03 00:00:00,Locomotive Power Inefficiency,SEC_048,10.874758,78.802077,16127,42,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013570,2023-08-04 03:00:00,Precedence Crossing at Loop Line,SEC_042,11.136001,79.060871,20606,38,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013571,2023-08-05 06:00:00,Crew Changeover Delay,SEC_012,12.896813,80.08882,16128,23,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013572,2023-08-06 09:00:00,Crew Changeover Delay,SEC_021,12.449615,79.849512,20606,23,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013573,2023-08-07 12:00:00,Locomotive Power Inefficiency,SEC_003,12.998622,80.203043,12694,24,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013574,2023-08-08 15:00:00,Crew Changeover Delay,SEC_030,11.948938,79.500831,12693,52,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013575,2023-08-09 18:00:00,Unscheduled Halt at Home Signal,SEC_005,12.98783,80.181868,20605,17,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013576,2023-08-10 21:00:00,Crew Changeover Delay,SEC_049,10.862127,78.714443,12694,25,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013577,2023-08-11 00:00:00,Unscheduled Halt at Home Signal,SEC_026,12.225232,79.648714,20606,27,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013578,2023-08-12 03:00:00,Precedence Crossing at Loop Line,SEC_054,10.786749,78.674663,16101,44,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013579,2023-08-13 06:00:00,Locomotive Power Inefficiency,SEC_016,12.778412,80.01055,12693,40,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013580,2023-08-14 09:00:00,Unscheduled Halt at Home Signal,SEC_050,10.833058,78.702105,16101,5,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013581,2023-08-15 12:00:00,Unscheduled Halt at Home Signal,SEC_021,12.487962,79.879995,16102,26,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013582,2023-08-16 15:00:00,Precedence Crossing at Loop Line,SEC_058,10.547138,78.315558,12694,34,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013583,2023-08-17 18:00:00,Unscheduled Halt at Home Signal,SEC_036,11.450487,79.256287,16128,48,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013584,2023-08-18 21:00:00,Unscheduled Halt at Home Signal,SEC_016,12.764765,80.002464,16127,37,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013585,2023-08-19 00:00:00,Locomotive Power Inefficiency,SEC_063,9.92602,78.109016,12693,29,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013586,2023-08-20 03:00:00,Locomotive Power Inefficiency,SEC_021,12.492339,79.883474,20606,35,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013587,2023-08-21 06:00:00,Locomotive Power Inefficiency,SEC_056,10.663213,78.495572,16128,34,SEVERE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013588,2023-08-22 09:00:00,Locomotive Power Inefficiency,SEC_038,11.336702,79.210778,16127,37,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013589,2023-08-23 12:00:00,Precedence Crossing at Loop Line,SEC_021,12.436733,79.839272,16127,32,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013590,2023-08-24 15:00:00,Crew Changeover Delay,SEC_034,11.570246,79.316082,16101,46,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013591,2023-08-25 18:00:00,Precedence Crossing at Loop Line,SEC_019,12.603097,79.961455,16127,50,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013592,2023-08-26 21:00:00,Unscheduled Halt at Home Signal,SEC_021,12.455665,79.854321,20605,44,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013593,2023-08-27 00:00:00,Speed Restriction Slowdown,SEC_051,10.827688,78.696773,16101,7,MODERATE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013594,2023-08-28 03:00:00,Precedence Crossing at Loop Line,SEC_066,9.052199,78.048861,20606,13,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013595,2023-08-29 06:00:00,Locomotive Power Inefficiency,SEC_008,12.959784,80.146539,20605,22,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013596,2023-08-30 09:00:00,Unscheduled Halt at Home Signal,SEC_003,13.003738,80.207912,16128,36,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013597,2023-08-31 12:00:00,Speed Restriction Slowdown,SEC_055,10.722805,78.581403,16101,54,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013598,2023-09-01 15:00:00,Crew Changeover Delay,SEC_067,8.824393,78.036682,16128,25,MINOR,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013599,2023-09-02 18:00:00,Precedence Crossing at Loop Line,SEC_051,10.829038,78.702006,12694,26,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
RB-OPS-013600,2023-09-03 21:00:00,Locomotive Power Inefficiency,SEC_034,11.537056,79.316479,20606,36,NONE,CHENNAI_THOOTHUKUDI,SYNTHETIC,RailBlock Real-time Operations Simulator
