record_id,task_id,department,section_id,requested_window_minutes,granted_window_minutes,outcome,was_deferred
HIST_031645,SMMS_TASK_006436,S&T,SEC_049,60,60,Fully Completed,False
HIST_031646,SMMS_TASK_011358,Engineering,SEC_008,240,0,Not Completed,True
HIST_031647,TMS_TASK_016843,TRD,SEC_042,120,45,Partially Completed,False
HIST_031648,SMMS_TASK_018516,TRD,SEC_001,60,30,Not Completed,True
HIST_031649,SMMS_TASK_020338,S&T,SEC_043,120,120,Fully Completed,False
HIST_031650,TMS_TASK_029412,S&T,SEC_017,180,75,Partially Completed,True
HIST_031651,SMMS_TASK_006843,Engineering,SEC_015,180,30,Not Completed,True
HIST_031652,SMMS_TASK_019247,TRD,SEC_039,90,60,Partially Completed,True
HIST_031653,SMMS_TASK_010287,S&T,SEC_009,120,75,Partially Completed,True
HIST_031654,SMMS_TASK_004731,S&T,SEC_007,180,0,Not Completed,True
HIST_031655,TDMS_TASK_021496,Engineering,SEC_023,240,165,Partially Completed,False
HIST_031656,TDMS_TASK_015246,Engineering,SEC_047,90,30,Not Completed,True
HIST_031657,SMMS_TASK_000370,S&T,SEC_017,120,75,Partially Completed,False
HIST_031658,TDMS_TASK_002482,Engineering,SEC_027,240,30,Not Completed,True
HIST_031659,TDMS_TASK_009815,S&T,SEC_020,60,30,Not Completed,True
HIST_031660,TMS_TASK_008840,TRD,SEC_038,180,75,Partially Completed,True
HIST_031661,SMMS_TASK_017344,Engineering,SEC_045,60,60,Fully Completed,False
HIST_031662,TDMS_TASK_008969,S&T,SEC_048,240,240,Fully Completed,False
HIST_031663,TMS_TASK_004592,Engineering,SEC_014,300,120,Partially Completed,True
HIST_031664,TMS_TASK_027001,Engineering,SEC_013,240,240,Fully Completed,False
HIST_031665,TDMS_TASK_008825,S&T,SEC_046,180,105,Partially Completed,True
HIST_031666,TDMS_TASK_019846,S&T,SEC_029,240,15,Not Completed,True
HIST_031667,TDMS_TASK_024393,Engineering,SEC_017,180,15,Not Completed,True
HIST_031668,SMMS_TASK_018270,S&T,SEC_017,300,30,Not Completed,True
HIST_031669,TMS_TASK_003408,TRD,SEC_009,60,30,Not Completed,True
HIST_031670,TMS_TASK_002207,S&T,SEC_005,120,90,Partially Completed,True
HIST_031671,TDMS_TASK_009892,S&T,SEC_017,180,120,Partially Completed,False
HIST_031672,TDMS_TASK_003750,Engineering,SEC_039,240,240,Fully Completed,False
HIST_031673,TMS_TASK_015508,S&T,SEC_033,90,0,Not Completed,True
HIST_031674,TMS_TASK_010459,Engineering,SEC_001,90,90,Fully Completed,False
HIST_031675,TMS_TASK_011660,S&T,SEC_003,90,0,Not Completed,True
HIST_031676,TDMS_TASK_015182,S&T,SEC_043,300,30,Not Completed,True
HIST_031677,TDMS_TASK_006174,Engineering,SEC_039,180,120,Partially Completed,True
HIST_031678,TDMS_TASK_020867,S&T,SEC_039,300,240,Partially Completed,True
HIST_031679,TMS_TASK_009089,TRD,SEC_043,240,195,Partially Completed,False
HIST_031680,TDMS_TASK_000621,S&T,SEC_032,60,30,Partially Completed,True
HIST_031681,TDMS_TASK_018896,TRD,SEC_017,240,0,Not Completed,True
HIST_031682,SMMS_TASK_012630,TRD,SEC_029,240,0,Not Completed,True
HIST_031683,TDMS_TASK_006924,Engineering,SEC_032,300,195,Partially Completed,False
HIST_031684,SMMS_TASK_018166,Engineering,SEC_042,180,0,Not Completed,True
HIST_031685,TMS_TASK_000561,Engineering,SEC_027,90,30,Not Completed,True
HIST_031686,SMMS_TASK_004309,S&T,SEC_003,120,90,Partially Completed,False
HIST_031687,TMS_TASK_020909,S&T,SEC_031,240,90,Partially Completed,True
HIST_031688,TMS_TASK_006687,TRD,SEC_037,60,60,Fully Completed,False
HIST_031689,SMMS_TASK_017649,S&T,SEC_047,240,75,Partially Completed,False
HIST_031690,TDMS_TASK_019308,S&T,SEC_009,180,90,Partially Completed,True
HIST_031691,TMS_TASK_004312,S&T,SEC_043,120,45,Partially Completed,True
HIST_031692,TMS_TASK_026335,TRD,SEC_001,180,180,Fully Completed,False
HIST_031693,SMMS_TASK_023572,S&T,SEC_036,60,30,Not Completed,True
HIST_031694,TMS_TASK_025028,S&T,SEC_016,300,15,Not Completed,True
HIST_031695,TMS_TASK_009321,Engineering,SEC_006,300,300,Fully Completed,False
HIST_031696,TMS_TASK_015306,S&T,SEC_017,120,75,Partially Completed,False
HIST_031697,TMS_TASK_001972,S&T,SEC_028,240,135,Partially Completed,True
HIST_031698,TDMS_TASK_024393,TRD,SEC_010,180,180,Fully Completed,False
HIST_031699,SMMS_TASK_009320,Engineering,SEC_027,60,60,Fully Completed,False
HIST_031700,TDMS_TASK_020406,S&T,SEC_035,120,120,Fully Completed,False
HIST_031701,SMMS_TASK_024854,S&T,SEC_043,240,240,Fully Completed,False
HIST_031702,TMS_TASK_027955,S&T,SEC_028,60,60,Fully Completed,False
HIST_031703,TDMS_TASK_020393,Engineering,SEC_030,180,180,Fully Completed,False
HIST_031704,TMS_TASK_020801,S&T,SEC_046,120,120,Fully Completed,False
HIST_031705,TMS_TASK_014452,Engineering,SEC_002,120,90,Partially Completed,False
HIST_031706,TDMS_TASK_009430,S&T,SEC_038,300,300,Fully Completed,False
HIST_031707,SMMS_TASK_014268,TRD,SEC_048,120,0,Not Completed,True
HIST_031708,SMMS_TASK_003809,S&T,SEC_041,60,30,Partially Completed,False
HIST_031709,SMMS_TASK_017055,TRD,SEC_046,180,180,Fully Completed,False
HIST_031710,TDMS_TASK_022424,TRD,SEC_045,240,240,Fully Completed,False
HIST_031711,TMS_TASK_022414,S&T,SEC_029,240,240,Fully Completed,False
HIST_031712,TDMS_TASK_017098,TRD,SEC_040,120,120,Fully Completed,False
HIST_031713,TDMS_TASK_017867,TRD,SEC_018,120,75,Partially Completed,False
HIST_031714,TDMS_TASK_005757,S&T,SEC_006,90,60,Partially Completed,True
HIST_031715,TMS_TASK_012578,Engineering,SEC_005,90,30,Partially Completed,False
HIST_031716,TMS_TASK_007194,S&T,SEC_010,240,240,Fully Completed,False
HIST_031717,TMS_TASK_009631,S&T,SEC_036,180,60,Partially Completed,False
HIST_031718,TDMS_TASK_001171,Engineering,SEC_020,120,45,Partially Completed,True
HIST_031719,SMMS_TASK_002000,TRD,SEC_040,300,120,Partially Completed,True
HIST_031720,TDMS_TASK_023981,TRD,SEC_017,300,30,Not Completed,True
HIST_031721,TMS_TASK_000503,S&T,SEC_039,240,180,Partially Completed,False
HIST_031722,TMS_TASK_029864,TRD,SEC_044,180,180,Fully Completed,False
HIST_031723,TMS_TASK_021131,Engineering,SEC_017,240,90,Partially Completed,False
HIST_031724,TDMS_TASK_015526,Engineering,SEC_026,120,30,Not Completed,True
HIST_031725,TMS_TASK_009695,Engineering,SEC_027,90,75,Partially Completed,False
HIST_031726,SMMS_TASK_002652,Engineering,SEC_043,300,165,Partially Completed,True
HIST_031727,TDMS_TASK_014335,S&T,SEC_019,300,30,Not Completed,True
HIST_031728,TDMS_TASK_022706,TRD,SEC_019,90,60,Partially Completed,False
HIST_031729,TDMS_TASK_018308,S&T,SEC_039,60,60,Fully Completed,False
HIST_031730,SMMS_TASK_022288,S&T,SEC_045,300,150,Partially Completed,True
HIST_031731,TMS_TASK_013036,TRD,SEC_002,300,225,Partially Completed,False
HIST_031732,TMS_TASK_007721,TRD,SEC_004,240,75,Partially Completed,True
HIST_031733,SMMS_TASK_002886,Engineering,SEC_046,180,90,Partially Completed,True
HIST_031734,SMMS_TASK_008324,S&T,SEC_022,180,60,Partially Completed,False
HIST_031735,SMMS_TASK_011124,S&T,SEC_028,60,30,Not Completed,True
HIST_031736,TMS_TASK_003979,S&T,SEC_045,120,75,Partially Completed,False
HIST_031737,SMMS_TASK_024030,Engineering,SEC_020,90,0,Not Completed,True
HIST_031738,SMMS_TASK_001607,S&T,SEC_023,60,45,Partially Completed,True
HIST_031739,TMS_TASK_008698,TRD,SEC_042,60,0,Not Completed,True
HIST_031740,TDMS_TASK_018231,TRD,SEC_036,300,0,Not Completed,True
HIST_031741,TMS_TASK_028551,TRD,SEC_034,60,30,Not Completed,True
HIST_031742,TMS_TASK_018577,S&T,SEC_018,180,15,Not Completed,True
HIST_031743,SMMS_TASK_009392,S&T,SEC_035,300,120,Partially Completed,False
HIST_031744,TDMS_TASK_021046,S&T,SEC_041,180,15,Not Completed,True
HIST_031745,TDMS_TASK_010975,Engineering,SEC_045,90,90,Fully Completed,False
HIST_031746,TMS_TASK_007994,S&T,SEC_031,180,90,Partially Completed,True
HIST_031747,SMMS_TASK_024939,TRD,SEC_043,60,45,Partially Completed,False
HIST_031748,SMMS_TASK_023185,TRD,SEC_040,300,300,Fully Completed,False
HIST_031749,TDMS_TASK_015878,S&T,SEC_036,90,75,Partially Completed,True
HIST_031750,TDMS_TASK_022255,TRD,SEC_027,90,90,Fully Completed,False
HIST_031751,TDMS_TASK_004667,Engineering,SEC_022,180,120,Partially Completed,False
HIST_031752,SMMS_TASK_022333,Engineering,SEC_032,180,105,Partially Completed,True
HIST_031753,TMS_TASK_028291,Engineering,SEC_044,300,300,Fully Completed,False
HIST_031754,TDMS_TASK_016921,S&T,SEC_026,240,240,Fully Completed,False
HIST_031755,TDMS_TASK_020445,TRD,SEC_035,90,30,Partially Completed,True
HIST_031756,TDMS_TASK_024283,Engineering,SEC_028,300,195,Partially Completed,True
HIST_031757,TDMS_TASK_021373,S&T,SEC_032,90,30,Not Completed,True
HIST_031758,SMMS_TASK_021348,TRD,SEC_034,240,30,Not Completed,True
HIST_031759,TDMS_TASK_021504,Engineering,SEC_003,240,135,Partially Completed,True
HIST_031760,TDMS_TASK_007582,Engineering,SEC_006,180,75,Partially Completed,False
HIST_031761,TMS_TASK_019216,S&T,SEC_002,90,60,Partially Completed,False
HIST_031762,TMS_TASK_002559,TRD,SEC_038,120,30,Not Completed,True
HIST_031763,TDMS_TASK_023455,Engineering,SEC_044,300,195,Partially Completed,False
HIST_031764,SMMS_TASK_004185,S&T,SEC_018,90,30,Partially Completed,True
HIST_031765,TDMS_TASK_014879,S&T,SEC_004,60,60,Fully Completed,False
HIST_031766,TMS_TASK_023062,TRD,SEC_001,180,75,Partially Completed,False
HIST_031767,TMS_TASK_028851,S&T,SEC_022,300,300,Fully Completed,False
HIST_031768,TDMS_TASK_010935,TRD,SEC_032,240,240,Fully Completed,False
HIST_031769,SMMS_TASK_012031,S&T,SEC_017,90,90,Fully Completed,False
HIST_031770,SMMS_TASK_024207,Engineering,SEC_031,120,60,Partially Completed,False
HIST_031771,TMS_TASK_025615,S&T,SEC_008,120,120,Fully Completed,False
HIST_031772,SMMS_TASK_019154,S&T,SEC_036,300,30,Not Completed,True
HIST_031773,SMMS_TASK_008955,S&T,SEC_017,180,180,Fully Completed,False
HIST_031774,TDMS_TASK_019525,Engineering,SEC_049,60,60,Fully Completed,False
HIST_031775,SMMS_TASK_009368,TRD,SEC_038,60,60,Fully Completed,False
HIST_031776,TMS_TASK_007110,Engineering,SEC_023,180,120,Partially Completed,True
HIST_031777,TDMS_TASK_003930,Engineering,SEC_047,120,120,Fully Completed,False
HIST_031778,TDMS_TASK_021308,Engineering,SEC_048,240,15,Not Completed,True
HIST_031779,TDMS_TASK_015626,Engineering,SEC_010,180,180,Fully Completed,False
HIST_031780,TMS_TASK_008062,TRD,SEC_029,300,300,Fully Completed,False
HIST_031781,TDMS_TASK_024885,TRD,SEC_033,240,30,Not Completed,True
HIST_031782,TMS_TASK_027762,Engineering,SEC_018,90,90,Fully Completed,False
HIST_031783,TDMS_TASK_011718,Engineering,SEC_049,300,300,Fully Completed,False
HIST_031784,SMMS_TASK_020422,Engineering,SEC_034,90,60,Partially Completed,False
HIST_031785,TDMS_TASK_022844,Engineering,SEC_038,240,150,Partially Completed,True
HIST_031786,TMS_TASK_027319,Engineering,SEC_010,120,75,Partially Completed,False
HIST_031787,SMMS_TASK_018629,Engineering,SEC_045,120,120,Fully Completed,False
HIST_031788,SMMS_TASK_024603,Engineering,SEC_048,240,240,Fully Completed,False
HIST_031789,TMS_TASK_012355,Engineering,SEC_045,90,45,Partially Completed,True
HIST_031790,TDMS_TASK_007034,Engineering,SEC_022,90,90,Fully Completed,False
HIST_031791,TMS_TASK_011472,S&T,SEC_046,60,0,Not Completed,True
HIST_031792,TDMS_TASK_011281,TRD,SEC_001,180,60,Partially Completed,True
HIST_031793,TMS_TASK_010103,TRD,SEC_010,300,210,Partially Completed,True
HIST_031794,TMS_TASK_014348,S&T,SEC_033,60,45,Partially Completed,True
HIST_031795,SMMS_TASK_009586,TRD,SEC_038,240,240,Fully Completed,False
HIST_031796,TMS_TASK_014567,S&T,SEC_006,300,0,Not Completed,True
HIST_031797,TMS_TASK_006136,S&T,SEC_015,240,15,Not Completed,True
HIST_031798,TMS_TASK_004186,TRD,SEC_005,90,60,Partially Completed,False
HIST_031799,TMS_TASK_022903,TRD,SEC_006,90,45,Partially Completed,True
HIST_031800,SMMS_TASK_009269,Engineering,SEC_002,90,75,Partially Completed,True
HIST_031801,TMS_TASK_003523,S&T,SEC_049,60,60,Fully Completed,False
HIST_031802,TMS_TASK_011003,S&T,SEC_044,120,30,Partially Completed,False
HIST_031803,SMMS_TASK_018931,TRD,SEC_030,180,75,Partially Completed,False
HIST_031804,TMS_TASK_025488,S&T,SEC_002,60,30,Partially Completed,False
HIST_031805,TDMS_TASK_005623,Engineering,SEC_036,300,225,Partially Completed,True
HIST_031806,TDMS_TASK_012235,TRD,SEC_027,300,0,Not Completed,True
HIST_031807,TMS_TASK_002432,TRD,SEC_039,60,30,Partially Completed,False
HIST_031808,TDMS_TASK_020893,Engineering,SEC_024,180,180,Fully Completed,False
HIST_031809,SMMS_TASK_024691,Engineering,SEC_001,240,180,Partially Completed,True
HIST_031810,TDMS_TASK_010767,S&T,SEC_045,180,60,Partially Completed,True
HIST_031811,SMMS_TASK_008242,S&T,SEC_044,240,135,Partially Completed,False
HIST_031812,TMS_TASK_000052,S&T,SEC_045,90,60,Partially Completed,False
HIST_031813,TDMS_TASK_015820,TRD,SEC_033,60,0,Not Completed,True
HIST_031814,SMMS_TASK_015442,S&T,SEC_046,120,60,Partially Completed,False
HIST_031815,TMS_TASK_002970,S&T,SEC_004,240,240,Fully Completed,False
HIST_031816,TMS_TASK_013333,S&T,SEC_020,90,15,Not Completed,True
HIST_031817,TMS_TASK_016484,Engineering,SEC_016,180,105,Partially Completed,False
HIST_031818,SMMS_TASK_000060,Engineering,SEC_024,60,60,Fully Completed,False
HIST_031819,SMMS_TASK_005391,Engineering,SEC_003,60,15,Partially Completed,True
HIST_031820,SMMS_TASK_004234,TRD,SEC_041,120,120,Fully Completed,False
HIST_031821,TDMS_TASK_014453,S&T,SEC_015,90,45,Partially Completed,False
HIST_031822,TDMS_TASK_020436,TRD,SEC_006,120,120,Fully Completed,False
HIST_031823,SMMS_TASK_024300,Engineering,SEC_010,90,90,Fully Completed,False
HIST_031824,SMMS_TASK_020700,S&T,SEC_006,240,0,Not Completed,True
HIST_031825,TDMS_TASK_014123,S&T,SEC_034,60,45,Partially Completed,False
HIST_031826,TMS_TASK_021413,TRD,SEC_046,120,60,Partially Completed,False
HIST_031827,SMMS_TASK_014653,S&T,SEC_005,180,135,Partially Completed,True
HIST_031828,SMMS_TASK_021424,S&T,SEC_002,300,300,Fully Completed,False
HIST_031829,TMS_TASK_022842,S&T,SEC_044,240,90,Partially Completed,False
HIST_031830,TDMS_TASK_021150,Engineering,SEC_019,120,120,Fully Completed,False
HIST_031831,TMS_TASK_018842,S&T,SEC_006,240,150,Partially Completed,True
HIST_031832,TMS_TASK_004733,TRD,SEC_010,120,120,Fully Completed,False
HIST_031833,TMS_TASK_025871,Engineering,SEC_034,60,30,Partially Completed,True
HIST_031834,TDMS_TASK_010280,S&T,SEC_005,90,15,Not Completed,True
HIST_031835,TMS_TASK_029966,S&T,SEC_020,60,30,Partially Completed,True
HIST_031836,TMS_TASK_017352,Engineering,SEC_048,180,135,Partially Completed,True
HIST_031837,TDMS_TASK_014779,S&T,SEC_022,60,60,Fully Completed,False
HIST_031838,TMS_TASK_012249,Engineering,SEC_009,240,75,Partially Completed,False
HIST_031839,TMS_TASK_012701,TRD,SEC_038,60,30,Partially Completed,True
HIST_031840,TDMS_TASK_016910,TRD,SEC_022,300,225,Partially Completed,True
HIST_031841,TMS_TASK_025707,S&T,SEC_020,300,180,Partially Completed,False
HIST_031842,TMS_TASK_000148,Engineering,SEC_013,60,45,Partially Completed,False
HIST_031843,SMMS_TASK_004682,TRD,SEC_037,120,120,Fully Completed,False
HIST_031844,TDMS_TASK_004287,TRD,SEC_025,60,15,Partially Completed,False
HIST_031845,TDMS_TASK_005561,Engineering,SEC_024,300,90,Partially Completed,True
HIST_031846,TMS_TASK_006979,TRD,SEC_038,300,300,Fully Completed,False
HIST_031847,TMS_TASK_022506,S&T,SEC_018,180,30,Not Completed,True
HIST_031848,SMMS_TASK_019440,TRD,SEC_033,120,0,Not Completed,True
HIST_031849,SMMS_TASK_022819,TRD,SEC_009,240,15,Not Completed,True
HIST_031850,SMMS_TASK_019672,TRD,SEC_029,240,105,Partially Completed,False
HIST_031851,TMS_TASK_027033,Engineering,SEC_022,120,30,Not Completed,True
HIST_031852,TDMS_TASK_014023,Engineering,SEC_026,300,0,Not Completed,True
HIST_031853,TMS_TASK_006243,TRD,SEC_018,300,225,Partially Completed,False
HIST_031854,TDMS_TASK_010809,S&T,SEC_007,60,30,Partially Completed,False
HIST_031855,TDMS_TASK_020189,TRD,SEC_046,240,15,Not Completed,True
HIST_031856,SMMS_TASK_024814,TRD,SEC_020,90,30,Not Completed,True
HIST_031857,SMMS_TASK_004361,S&T,SEC_037,300,120,Partially Completed,False
HIST_031858,SMMS_TASK_000444,Engineering,SEC_045,240,180,Partially Completed,True
HIST_031859,SMMS_TASK_004862,Engineering,SEC_022,120,90,Partially Completed,True
HIST_031860,TMS_TASK_013313,TRD,SEC_041,240,105,Partially Completed,True
HIST_031861,TMS_TASK_017762,S&T,SEC_022,90,60,Partially Completed,False
HIST_031862,SMMS_TASK_020855,TRD,SEC_004,120,45,Partially Completed,False
HIST_031863,SMMS_TASK_014016,TRD,SEC_044,90,45,Partially Completed,False
HIST_031864,SMMS_TASK_009758,TRD,SEC_042,300,195,Partially Completed,True
HIST_031865,SMMS_TASK_007986,TRD,SEC_028,300,180,Partially Completed,True
HIST_031866,TMS_TASK_006236,Engineering,SEC_041,180,180,Fully Completed,False
HIST_031867,TDMS_TASK_014413,TRD,SEC_033,90,45,Partially Completed,False
HIST_031868,TDMS_TASK_021445,Engineering,SEC_040,60,0,Not Completed,True
HIST_031869,TMS_TASK_019621,S&T,SEC_003,90,90,Fully Completed,False
HIST_031870,TMS_TASK_025154,TRD,SEC_040,60,30,Partially Completed,False
HIST_031871,SMMS_TASK_020430,Engineering,SEC_011,90,60,Partially Completed,True
HIST_031872,TMS_TASK_000172,Engineering,SEC_049,300,120,Partially Completed,True
HIST_031873,TMS_TASK_008170,S&T,SEC_048,180,90,Partially Completed,False
HIST_031874,TDMS_TASK_017136,TRD,SEC_003,300,300,Fully Completed,False
HIST_031875,TMS_TASK_013803,S&T,SEC_032,90,45,Partially Completed,False
HIST_031876,SMMS_TASK_016165,Engineering,SEC_019,90,60,Partially Completed,False
HIST_031877,TDMS_TASK_015588,TRD,SEC_013,120,90,Partially Completed,False
HIST_031878,TDMS_TASK_003645,S&T,SEC_048,90,90,Fully Completed,False
HIST_031879,TMS_TASK_021757,S&T,SEC_020,300,15,Not Completed,True
HIST_031880,TMS_TASK_012214,S&T,SEC_028,60,30,Partially Completed,False
HIST_031881,TDMS_TASK_002431,TRD,SEC_016,180,135,Partially Completed,True
HIST_031882,SMMS_TASK_002369,TRD,SEC_034,60,30,Partially Completed,False
HIST_031883,TDMS_TASK_022407,Engineering,SEC_013,240,150,Partially Completed,True
HIST_031884,SMMS_TASK_021605,S&T,SEC_018,90,45,Partially Completed,False
HIST_031885,TMS_TASK_000883,Engineering,SEC_035,240,135,Partially Completed,False
HIST_031886,TMS_TASK_020078,S&T,SEC_011,300,300,Fully Completed,False
HIST_031887,TDMS_TASK_004557,Engineering,SEC_039,90,15,Not Completed,True
HIST_031888,TDMS_TASK_001120,Engineering,SEC_048,60,30,Not Completed,True
HIST_031889,TDMS_TASK_004350,TRD,SEC_035,120,60,Partially Completed,False
HIST_031890,TMS_TASK_018690,Engineering,SEC_018,60,60,Fully Completed,False
HIST_031891,TMS_TASK_019944,S&T,SEC_009,240,90,Partially Completed,True
HIST_031892,TMS_TASK_016731,TRD,SEC_028,300,300,Fully Completed,False
HIST_031893,TDMS_TASK_000663,S&T,SEC_022,300,210,Partially Completed,False
HIST_031894,TMS_TASK_000930,TRD,SEC_012,60,15,Partially Completed,False
HIST_031895,TDMS_TASK_010141,S&T,SEC_018,300,90,Partially Completed,False
HIST_031896,TMS_TASK_022553,TRD,SEC_048,90,45,Partially Completed,True
HIST_031897,SMMS_TASK_009042,TRD,SEC_009,60,30,Partially Completed,False
HIST_031898,TMS_TASK_019739,Engineering,SEC_013,180,180,Fully Completed,False
HIST_031899,SMMS_TASK_004022,TRD,SEC_018,180,180,Fully Completed,False
HIST_031900,TDMS_TASK_006149,Engineering,SEC_045,90,30,Not Completed,True
HIST_031901,TMS_TASK_015876,TRD,SEC_018,240,240,Fully Completed,False
HIST_031902,SMMS_TASK_015577,S&T,SEC_015,120,120,Fully Completed,False
HIST_031903,TMS_TASK_004582,Engineering,SEC_015,240,240,Fully Completed,False
HIST_031904,TMS_TASK_014226,S&T,SEC_047,120,120,Fully Completed,False
HIST_031905,SMMS_TASK_024756,TRD,SEC_018,180,90,Partially Completed,False
HIST_031906,SMMS_TASK_015451,S&T,SEC_018,180,180,Fully Completed,False
HIST_031907,SMMS_TASK_018917,S&T,SEC_018,240,240,Fully Completed,False
HIST_031908,TMS_TASK_018036,Engineering,SEC_043,60,60,Fully Completed,False
HIST_031909,TMS_TASK_016497,S&T,SEC_035,60,45,Partially Completed,True
HIST_031910,SMMS_TASK_004041,TRD,SEC_030,240,240,Fully Completed,False
HIST_031911,TMS_TASK_010321,TRD,SEC_011,90,30,Not Completed,True
HIST_031912,TDMS_TASK_016057,S&T,SEC_006,120,60,Partially Completed,True
HIST_031913,TMS_TASK_021435,S&T,SEC_005,180,60,Partially Completed,False
HIST_031914,TDMS_TASK_002541,TRD,SEC_015,300,150,Partially Completed,True
HIST_031915,TMS_TASK_012545,TRD,SEC_039,300,0,Not Completed,True
HIST_031916,SMMS_TASK_022089,Engineering,SEC_038,300,90,Partially Completed,False
HIST_031917,TMS_TASK_016309,Engineering,SEC_039,180,105,Partially Completed,True
HIST_031918,TMS_TASK_022519,Engineering,SEC_033,60,60,Fully Completed,False
HIST_031919,SMMS_TASK_002963,S&T,SEC_026,90,60,Partially Completed,True
HIST_031920,TMS_TASK_009967,S&T,SEC_018,300,180,Partially Completed,False
HIST_031921,TMS_TASK_009971,Engineering,SEC_036,120,60,Partially Completed,True
HIST_031922,TDMS_TASK_005236,S&T,SEC_010,90,45,Partially Completed,True
HIST_031923,TMS_TASK_027650,S&T,SEC_004,90,60,Partially Completed,False
HIST_031924,SMMS_TASK_015432,S&T,SEC_041,60,45,Partially Completed,True
HIST_031925,SMMS_TASK_021721,TRD,SEC_024,120,120,Fully Completed,False
HIST_031926,SMMS_TASK_019821,Engineering,SEC_031,60,30,Partially Completed,False
HIST_031927,SMMS_TASK_020197,TRD,SEC_047,90,30,Partially Completed,True
HIST_031928,TDMS_TASK_023010,S&T,SEC_034,300,300,Fully Completed,False
HIST_031929,SMMS_TASK_020462,S&T,SEC_038,180,180,Fully Completed,False
HIST_031930,TMS_TASK_027866,S&T,SEC_024,120,60,Partially Completed,False
HIST_031931,TMS_TASK_022772,TRD,SEC_016,180,120,Partially Completed,False
HIST_031932,TDMS_TASK_009060,Engineering,SEC_018,90,30,Not Completed,True
HIST_031933,SMMS_TASK_003737,S&T,SEC_045,240,135,Partially Completed,True
HIST_031934,SMMS_TASK_014717,Engineering,SEC_019,240,105,Partially Completed,True
HIST_031935,TDMS_TASK_010196,S&T,SEC_046,180,180,Fully Completed,False
HIST_031936,TMS_TASK_018821,S&T,SEC_002,300,300,Fully Completed,False
HIST_031937,TMS_TASK_017793,TRD,SEC_015,60,0,Not Completed,True
HIST_031938,TMS_TASK_004232,Engineering,SEC_047,300,300,Fully Completed,False
HIST_031939,TMS_TASK_005790,TRD,SEC_029,180,90,Partially Completed,True
HIST_031940,SMMS_TASK_019281,Engineering,SEC_018,300,150,Partially Completed,False
HIST_031941,SMMS_TASK_010285,S&T,SEC_009,180,135,Partially Completed,False
HIST_031942,TMS_TASK_023810,S&T,SEC_024,60,30,Partially Completed,True
HIST_031943,TMS_TASK_016922,Engineering,SEC_047,180,180,Fully Completed,False
HIST_031944,TDMS_TASK_000639,Engineering,SEC_018,120,90,Partially Completed,False
HIST_031945,TMS_TASK_006828,TRD,SEC_024,300,30,Not Completed,True
HIST_031946,TDMS_TASK_001059,TRD,SEC_018,90,0,Not Completed,True
HIST_031947,TDMS_TASK_017390,S&T,SEC_043,60,30,Partially Completed,False
HIST_031948,SMMS_TASK_006437,S&T,SEC_034,180,180,Fully Completed,False
HIST_031949,SMMS_TASK_009582,Engineering,SEC_031,120,120,Fully Completed,False
HIST_031950,SMMS_TASK_012912,Engineering,SEC_033,300,300,Fully Completed,False
HIST_031951,TMS_TASK_007619,TRD,SEC_021,180,105,Partially Completed,False
HIST_031952,SMMS_TASK_020124,Engineering,SEC_040,300,195,Partially Completed,True
HIST_031953,TMS_TASK_029220,TRD,SEC_031,300,105,Partially Completed,False
HIST_031954,SMMS_TASK_007489,Engineering,SEC_004,180,180,Fully Completed,False
HIST_031955,TMS_TASK_001838,S&T,SEC_019,300,300,Fully Completed,False
HIST_031956,TDMS_TASK_015190,TRD,SEC_043,240,30,Not Completed,True
HIST_031957,TMS_TASK_026671,S&T,SEC_013,180,0,Not Completed,True
HIST_031958,TMS_TASK_006075,Engineering,SEC_047,300,0,Not Completed,True
HIST_031959,TDMS_TASK_007565,TRD,SEC_040,120,120,Fully Completed,False
HIST_031960,TDMS_TASK_023386,S&T,SEC_049,120,45,Partially Completed,True
HIST_031961,SMMS_TASK_011597,Engineering,SEC_040,90,60,Partially Completed,True
HIST_031962,TMS_TASK_002677,TRD,SEC_007,180,75,Partially Completed,True
HIST_031963,TDMS_TASK_024340,TRD,SEC_010,180,60,Partially Completed,True
HIST_031964,TMS_TASK_016648,Engineering,SEC_024,300,150,Partially Completed,False
HIST_031965,TMS_TASK_019233,S&T,SEC_018,60,60,Fully Completed,False
HIST_031966,TDMS_TASK_001665,Engineering,SEC_047,120,75,Partially Completed,False
HIST_031967,TMS_TASK_026552,S&T,SEC_042,90,0,Not Completed,True
HIST_031968,TMS_TASK_006797,TRD,SEC_038,120,120,Fully Completed,False
HIST_031969,SMMS_TASK_024617,S&T,SEC_047,180,180,Fully Completed,False
HIST_031970,TMS_TASK_020974,S&T,SEC_003,300,300,Fully Completed,False
HIST_031971,TDMS_TASK_013930,Engineering,SEC_035,90,90,Fully Completed,False
HIST_031972,TMS_TASK_012319,Engineering,SEC_043,300,120,Partially Completed,False
HIST_031973,TDMS_TASK_017497,S&T,SEC_048,300,15,Not Completed,True
HIST_031974,TDMS_TASK_002886,Engineering,SEC_042,240,240,Fully Completed,False
HIST_031975,TMS_TASK_019156,TRD,SEC_040,60,60,Fully Completed,False
HIST_031976,SMMS_TASK_016315,TRD,SEC_039,120,15,Not Completed,True
HIST_031977,TDMS_TASK_020072,TRD,SEC_007,120,60,Partially Completed,False
HIST_031978,TMS_TASK_005159,Engineering,SEC_021,120,60,Partially Completed,True
