task_id,department,section_id,location_reference_type,location_reference_id,start_km,end_km,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status,overdue_days,required_resource_type,estimated_duration_minutes,gps_latitude,gps_longitude,mapped_chainage_km,spatial_mapping_method,spatial_mapping_confidence,spatial_mapping_status,spatial_error_estimate_km
TMS_TASK_002805,Engineering,SEC_009,CHAINAGE,TMS_TASK_002805,43.468,44.296,Ballast Issue,B,2024-08-06,2024-08-16,0,Open,137,Ballast Cleaning Machine,120,28.162215,77.906714,43.882,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002806,Engineering,SEC_048,CHAINAGE,TMS_TASK_002806,193.514,194.002,Ballast Issue,B,2024-06-26,2024-07-12,0,Open,172,Ballast Cleaning Machine,120,26.523384,80.251331,193.758,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002807,Engineering,SEC_015,CHAINAGE,TMS_TASK_002807,73.26,74.27,Rail Fracture Risk,B,2024-08-05,2024-08-16,4,Deferred,137,Engineering crew,180,27.835488,78.373842,73.765,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002808,Engineering,SEC_016,CHAINAGE,TMS_TASK_002808,74.369,74.402,Track Parameter Deviation,C,2024-01-08,2024-02-05,4,In-Progress,330,Tamping Machine,90,27.829406,78.383562,74.386,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002809,Engineering,SEC_039,CHAINAGE,TMS_TASK_002809,161.024,162.052,Rail Fracture Risk,A,2024-12-15,2024-12-20,0,Completed,11,Engineering crew,180,26.874842,79.747887,161.538,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002810,Engineering,SEC_010,CHAINAGE,TMS_TASK_002810,45.95,45.983,Track Parameter Deviation,C,2024-06-28,2024-07-24,0,Completed,160,Tamping Machine,90,28.138276,77.938613,45.966,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002811,Engineering,SEC_026,CHAINAGE,TMS_TASK_002811,124.112,124.733,Rail Fracture Risk,A,2024-04-30,2024-05-07,0,Open,238,Engineering crew,180,27.280981,79.166071,124.422,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002812,Engineering,SEC_015,CHAINAGE,TMS_TASK_002812,72.779,73.654,Weld Failure,A,2024-01-19,2024-01-22,0,In-Progress,344,Engineering crew,120,27.841408,78.365437,73.216,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002813,Engineering,SEC_010,CHAINAGE,TMS_TASK_002813,45.96,45.992,Track Parameter Deviation,B,2024-02-18,2024-03-02,0,In-Progress,304,Tamping Machine,90,28.138006,77.938732,45.976,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002814,Engineering,SEC_048,CHAINAGE,TMS_TASK_002814,193.525,194.012,Weld Failure,A,2024-04-04,2024-04-09,0,In-Progress,266,Engineering crew,120,26.523281,80.251483,193.769,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002815,Engineering,SEC_010,CHAINAGE,TMS_TASK_002815,45.946,45.978,Rail Fracture Risk,A,2024-07-22,2024-07-23,0,Completed,161,Engineering crew,180,28.138405,77.938557,45.962,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002816,Engineering,SEC_005,CHAINAGE,TMS_TASK_002816,26.376,26.555,Weld Failure,B,2024-04-20,2024-05-04,0,In-Progress,241,Engineering crew,120,28.353821,77.633456,26.465,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002817,Engineering,SEC_034,CHAINAGE,TMS_TASK_002817,151.168,151.471,Track Parameter Deviation,B,2024-08-15,2024-08-31,0,Open,122,Tamping Machine,90,26.986719,79.588839,151.32,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002818,Engineering,SEC_043,CHAINAGE,TMS_TASK_002818,168.632,170.071,Deep Screening Overdue,A,2024-05-28,2024-06-03,0,Open,211,Ballast Cleaning Machine,240,26.789324,79.870443,169.351,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002819,Engineering,SEC_007,CHAINAGE,TMS_TASK_002819,36.027,37.112,Rail Fracture Risk,A,2024-11-09,2024-11-14,0,In-Progress,47,Engineering crew,180,28.245441,77.79263,36.57,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002820,Engineering,SEC_035,CHAINAGE,TMS_TASK_002820,153.659,154.231,Track Parameter Deviation,B,2024-12-28,2025-01-10,4,Deferred,0,Tamping Machine,90,26.958675,79.630345,153.945,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002821,Engineering,SEC_027,CHAINAGE,TMS_TASK_002821,126.389,127.281,Rail Fracture Risk,A,2024-11-07,2024-11-11,0,Open,50,Engineering crew,180,27.254201,79.204043,126.835,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002822,Engineering,SEC_041,CHAINAGE,TMS_TASK_002822,165.124,165.582,Rail Fracture Risk,A,2024-09-29,2024-10-05,0,Open,87,Engineering crew,180,26.832516,79.807184,165.353,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002823,Engineering,SEC_007,CHAINAGE,TMS_TASK_002823,33.159,34.092,Rail Fracture Risk,A,2024-11-21,2024-11-23,0,Completed,38,Engineering crew,180,28.277272,77.745271,33.626,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002824,Engineering,SEC_048,CHAINAGE,TMS_TASK_002824,193.234,193.722,Deep Screening Overdue,B,2024-11-08,2024-11-15,2,Open,46,Ballast Cleaning Machine,240,26.526156,80.247286,193.478,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002825,Engineering,SEC_031,CHAINAGE,TMS_TASK_002825,139.252,139.539,Ballast Issue,B,2024-03-06,2024-03-24,3,In-Progress,282,Ballast Cleaning Machine,120,27.117955,79.401104,139.395,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002826,Engineering,SEC_042,CHAINAGE,TMS_TASK_002826,165.811,165.852,Deep Screening Overdue,C,2024-11-30,2024-12-20,3,In-Progress,11,Ballast Cleaning Machine,240,26.826886,79.814706,165.832,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002827,Engineering,SEC_018,CHAINAGE,TMS_TASK_002827,78.411,79.893,Weld Failure,B,2024-09-06,2024-09-24,0,Open,98,Engineering crew,120,27.776871,78.458275,79.152,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002828,Engineering,SEC_047,CHAINAGE,TMS_TASK_002828,192.779,193.094,Ballast Issue,C,2024-04-16,2024-05-01,3,Deferred,244,Ballast Cleaning Machine,120,26.531621,80.238913,192.936,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002829,Engineering,SEC_031,CHAINAGE,TMS_TASK_002829,139.286,139.572,Track Parameter Deviation,B,2024-11-27,2024-12-16,2,Deferred,15,Tamping Machine,90,27.117416,79.401598,139.429,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002830,Engineering,SEC_007,CHAINAGE,TMS_TASK_002830,34.212,35.683,Track Parameter Deviation,B,2024-01-27,2024-02-07,1,Deferred,328,Tamping Machine,90,28.262979,77.766538,34.948,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002831,Engineering,SEC_046,CHAINAGE,TMS_TASK_002831,187.913,189.119,Deep Screening Overdue,B,2024-02-20,2024-03-08,0,Open,298,Ballast Cleaning Machine,240,26.579902,80.170759,188.516,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002832,Engineering,SEC_039,CHAINAGE,TMS_TASK_002832,161.562,162.685,Deep Screening Overdue,C,2024-03-29,2024-04-19,0,Open,256,Ballast Cleaning Machine,240,26.868615,79.757128,162.124,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002833,Engineering,SEC_015,CHAINAGE,TMS_TASK_002833,73.559,74.264,Track Parameter Deviation,B,2024-03-25,2024-04-10,0,Completed,265,Tamping Machine,90,27.833906,78.376087,73.911,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002834,Engineering,SEC_027,CHAINAGE,TMS_TASK_002834,127.006,128.05,Track Parameter Deviation,B,2024-12-12,2024-12-31,2,Deferred,0,Tamping Machine,90,27.24642,79.215047,127.528,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002835,Engineering,SEC_020,CHAINAGE,TMS_TASK_002835,87.929,88.378,Weld Failure,A,2024-05-15,2024-05-22,0,Open,223,Engineering crew,120,27.677031,78.6003,88.154,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002836,Engineering,SEC_027,CHAINAGE,TMS_TASK_002836,126.162,126.732,Deep Screening Overdue,C,2024-09-24,2024-10-22,1,Deferred,70,Ballast Cleaning Machine,240,27.258558,79.197882,126.447,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002837,Engineering,SEC_048,CHAINAGE,TMS_TASK_002837,193.587,194.074,Deep Screening Overdue,B,2024-01-28,2024-02-13,0,Open,322,Ballast Cleaning Machine,240,26.522667,80.252379,193.831,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002838,Engineering,SEC_045,CHAINAGE,TMS_TASK_002838,181.113,181.209,Track Parameter Deviation,B,2024-08-08,2024-08-28,4,Deferred,125,Tamping Machine,90,26.661245,80.057311,181.161,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002839,Engineering,SEC_011,CHAINAGE,TMS_TASK_002839,47.133,48.489,Deep Screening Overdue,B,2024-04-23,2024-05-10,0,Completed,235,Ballast Cleaning Machine,240,28.117985,77.96768,47.811,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002840,Engineering,SEC_048,CHAINAGE,TMS_TASK_002840,193.256,193.743,Rail Fracture Risk,B,2024-12-22,2025-01-11,2,Deferred,0,Engineering crew,180,26.525943,80.247597,193.5,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002841,Engineering,SEC_022,CHAINAGE,TMS_TASK_002841,91.488,92.26,Track Parameter Deviation,C,2024-12-16,2025-01-25,0,Open,0,Tamping Machine,90,27.637272,78.656734,91.874,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002842,Engineering,SEC_035,CHAINAGE,TMS_TASK_002842,153.313,153.931,Ballast Issue,C,2024-06-07,2024-07-22,4,In-Progress,162,Ballast Cleaning Machine,120,26.96228,79.625187,153.622,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002843,Engineering,SEC_038,CHAINAGE,TMS_TASK_002843,156.976,157.62,Deep Screening Overdue,C,2024-09-26,2024-10-24,2,Deferred,68,Ballast Cleaning Machine,240,26.921381,79.680974,157.298,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002844,Engineering,SEC_024,CHAINAGE,TMS_TASK_002844,94.102,94.711,Deep Screening Overdue,B,2024-10-21,2024-11-04,0,In-Progress,57,Ballast Cleaning Machine,240,27.610999,78.696813,94.406,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002845,Engineering,SEC_023,CHAINAGE,TMS_TASK_002845,93.533,93.813,Ballast Issue,B,2024-02-13,2024-02-28,0,In-Progress,307,Ballast Cleaning Machine,120,27.618639,78.684548,93.673,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002846,Engineering,SEC_023,CHAINAGE,TMS_TASK_002846,93.439,93.719,Deep Screening Overdue,C,2024-07-10,2024-08-04,0,Completed,149,Ballast Cleaning Machine,240,27.619363,78.682741,93.579,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002847,Engineering,SEC_043,CHAINAGE,TMS_TASK_002847,166.72,167.969,Deep Screening Overdue,B,2024-11-05,2024-11-17,3,Deferred,44,Ballast Cleaning Machine,240,26.810721,79.838974,167.344,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002848,Engineering,SEC_019,CHAINAGE,TMS_TASK_002848,87.645,87.816,Track Parameter Deviation,A,2024-11-01,2024-11-08,4,Deferred,53,Tamping Machine,90,27.682272,78.593529,87.731,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002849,Engineering,SEC_014,CHAINAGE,TMS_TASK_002849,68.106,69.21,Ballast Issue,B,2024-07-22,2024-08-03,0,Completed,150,Ballast Cleaning Machine,120,27.891083,78.29406,68.658,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002850,Engineering,SEC_018,CHAINAGE,TMS_TASK_002850,79.718,81.215,Deep Screening Overdue,B,2024-11-10,2024-11-19,0,Completed,42,Ballast Cleaning Machine,240,27.762443,78.478918,80.466,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002851,Engineering,SEC_010,CHAINAGE,TMS_TASK_002851,45.957,45.989,Track Parameter Deviation,B,2024-02-04,2024-02-14,0,In-Progress,321,Tamping Machine,90,28.138091,77.938695,45.973,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002852,Engineering,SEC_020,CHAINAGE,TMS_TASK_002852,88.257,88.584,Rail Fracture Risk,A,2024-02-11,2024-02-18,0,Completed,317,Engineering crew,180,27.673919,78.604087,88.421,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002853,Engineering,SEC_006,CHAINAGE,TMS_TASK_002853,30.17,31.52,Ballast Issue,C,2024-11-13,2024-12-25,3,Open,6,Ballast Cleaning Machine,120,28.30726,77.700869,30.845,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002854,Engineering,SEC_005,CHAINAGE,TMS_TASK_002854,26.379,26.558,Weld Failure,A,2024-06-04,2024-06-06,0,Open,208,Engineering crew,120,28.353793,77.633491,26.468,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002855,Engineering,SEC_036,CHAINAGE,TMS_TASK_002855,154.544,154.983,Weld Failure,A,2024-06-27,2024-07-01,0,Open,183,Engineering crew,120,26.949332,79.642365,154.764,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002856,Engineering,SEC_004,CHAINAGE,TMS_TASK_002856,23.863,24.357,Rail Fracture Risk,B,2024-05-10,2024-05-28,4,Open,217,Engineering crew,180,28.379008,77.597431,24.11,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002857,Engineering,SEC_028,CHAINAGE,TMS_TASK_002857,130.92,132.291,Weld Failure,B,2024-12-31,2025-01-20,2,In-Progress,0,Engineering crew,120,27.201658,79.279846,131.606,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002858,Engineering,SEC_039,CHAINAGE,TMS_TASK_002858,162.466,163.232,Rail Fracture Risk,B,2024-08-26,2024-09-15,4,In-Progress,107,Engineering crew,180,26.8609,79.76858,162.849,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002859,Engineering,SEC_036,CHAINAGE,TMS_TASK_002859,154.536,154.975,Rail Fracture Risk,A,2024-07-28,2024-08-02,0,Deferred,151,Engineering crew,180,26.949424,79.642253,154.755,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002860,Engineering,SEC_022,CHAINAGE,TMS_TASK_002860,91.673,92.458,Rail Fracture Risk,B,2024-05-26,2024-06-14,0,Open,200,Engineering crew,180,27.635202,78.659572,92.066,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002861,Engineering,SEC_010,CHAINAGE,TMS_TASK_002861,45.941,45.974,Weld Failure,B,2024-01-17,2024-02-05,4,Deferred,330,Engineering crew,120,28.138533,77.9385,45.957,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002862,Engineering,SEC_046,CHAINAGE,TMS_TASK_002862,189.437,189.563,Deep Screening Overdue,B,2024-10-06,2024-10-19,0,Completed,73,Ballast Cleaning Machine,240,26.569099,80.185828,189.5,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002863,Engineering,SEC_041,CHAINAGE,TMS_TASK_002863,165.033,165.491,Ballast Issue,C,2024-01-20,2024-02-12,2,In-Progress,323,Ballast Cleaning Machine,120,26.833589,79.805884,165.262,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002864,Engineering,SEC_030,CHAINAGE,TMS_TASK_002864,137.604,138.56,Weld Failure,A,2024-05-20,2024-05-22,2,Deferred,223,Engineering crew,120,27.132955,79.380351,138.082,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002865,Engineering,SEC_005,CHAINAGE,TMS_TASK_002865,26.527,26.706,Track Parameter Deviation,B,2024-05-17,2024-06-01,0,Open,213,Tamping Machine,90,28.35239,77.635226,26.617,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002866,Engineering,SEC_002,CHAINAGE,TMS_TASK_002866,11.905,13.306,Ballast Issue,C,2024-05-13,2024-06-25,0,In-Progress,189,Ballast Cleaning Machine,120,28.503899,77.417319,12.605,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002867,Engineering,SEC_016,CHAINAGE,TMS_TASK_002867,74.356,74.389,Deep Screening Overdue,B,2024-02-11,2024-02-20,1,Open,315,Ballast Cleaning Machine,240,27.829314,78.383283,74.373,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002868,Engineering,SEC_008,CHAINAGE,TMS_TASK_002868,38.783,39.294,Ballast Issue,A,2024-04-06,2024-04-13,0,Open,262,Ballast Cleaning Machine,120,28.217398,77.832158,39.038,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002869,Engineering,SEC_043,CHAINAGE,TMS_TASK_002869,170.079,170.19,Track Parameter Deviation,B,2024-05-09,2024-05-27,1,Deferred,218,Tamping Machine,90,26.780976,79.882721,170.135,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002870,Engineering,SEC_011,CHAINAGE,TMS_TASK_002870,52.796,54.13,Rail Fracture Risk,B,2024-06-24,2024-07-06,0,In-Progress,178,Engineering crew,180,28.057251,78.057012,53.463,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002871,Engineering,SEC_014,CHAINAGE,TMS_TASK_002871,67.369,68.26,Rail Fracture Risk,B,2024-07-25,2024-08-12,3,In-Progress,141,Engineering crew,180,27.900343,78.280628,67.815,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002872,Engineering,SEC_048,CHAINAGE,TMS_TASK_002872,193.411,193.898,Deep Screening Overdue,B,2024-08-17,2024-09-02,0,In-Progress,120,Ballast Cleaning Machine,240,26.524409,80.249836,193.654,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002873,Engineering,SEC_041,CHAINAGE,TMS_TASK_002873,165.416,165.765,Rail Fracture Risk,C,2024-09-18,2024-10-16,0,Deferred,76,Engineering crew,180,26.829717,79.810575,165.59,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002874,Engineering,SEC_011,CHAINAGE,TMS_TASK_002874,49.539,50.8,Track Parameter Deviation,A,2024-08-17,2024-08-22,0,In-Progress,131,Tamping Machine,90,28.092642,78.004957,50.169,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002875,Engineering,SEC_019,CHAINAGE,TMS_TASK_002875,87.656,87.827,Weld Failure,A,2024-06-01,2024-06-08,0,Open,206,Engineering crew,120,27.682123,78.593736,87.742,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002876,Engineering,SEC_026,CHAINAGE,TMS_TASK_002876,118.441,119.763,Ballast Issue,B,2024-06-25,2024-07-06,0,Completed,178,Ballast Cleaning Machine,120,27.339725,79.08267,119.102,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002877,Engineering,SEC_033,CHAINAGE,TMS_TASK_002877,149.636,150.292,Ballast Issue,C,2024-12-11,2025-01-23,0,Completed,0,Ballast Cleaning Machine,120,27.001642,79.567216,149.964,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002878,Engineering,SEC_046,CHAINAGE,TMS_TASK_002878,184.844,186.304,Track Parameter Deviation,C,2024-11-17,2024-12-13,0,In-Progress,18,Tamping Machine,90,26.612201,80.125703,185.574,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002879,Engineering,SEC_043,CHAINAGE,TMS_TASK_002879,166.211,167.2,Track Parameter Deviation,C,2024-11-06,2024-12-05,3,Open,26,Tamping Machine,90,26.817533,79.828955,166.706,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002880,Engineering,SEC_048,CHAINAGE,TMS_TASK_002880,193.576,194.008,Weld Failure,B,2024-03-27,2024-04-05,0,Completed,270,Engineering crew,120,26.523048,80.251823,193.792,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002881,Engineering,SEC_002,CHAINAGE,TMS_TASK_002881,12.077,13.156,Deep Screening Overdue,B,2024-04-04,2024-04-16,1,Deferred,259,Ballast Cleaning Machine,240,28.503775,77.417489,12.617,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002882,Engineering,SEC_012,CHAINAGE,TMS_TASK_002882,61.238,62.072,Weld Failure,A,2024-04-25,2024-04-27,0,Open,248,Engineering crew,120,27.967706,78.184023,61.655,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002883,Engineering,SEC_028,CHAINAGE,TMS_TASK_002883,129.364,130.143,Deep Screening Overdue,B,2024-05-06,2024-05-23,0,In-Progress,222,Ballast Cleaning Machine,240,27.221847,79.250406,129.754,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002884,Engineering,SEC_003,CHAINAGE,TMS_TASK_002884,14.553,15.249,Ballast Issue,B,2024-06-25,2024-07-12,0,Deferred,172,Ballast Cleaning Machine,120,28.478549,77.453307,14.901,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002885,Engineering,SEC_018,CHAINAGE,TMS_TASK_002885,82.363,83.204,Rail Fracture Risk,A,2024-12-01,2024-12-02,0,Completed,29,Engineering crew,180,27.737012,78.515305,82.784,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002886,Engineering,SEC_008,CHAINAGE,TMS_TASK_002886,38.804,39.233,Weld Failure,A,2024-06-13,2024-06-18,0,Open,196,Engineering crew,120,28.217666,77.831843,39.019,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002887,Engineering,SEC_046,CHAINAGE,TMS_TASK_002887,187.604,188.53,Weld Failure,A,2024-06-12,2024-06-14,0,Completed,200,Engineering crew,120,26.584832,80.163882,188.067,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002888,Engineering,SEC_004,CHAINAGE,TMS_TASK_002888,25.699,26.073,Ballast Issue,B,2024-08-09,2024-08-20,0,Open,133,Ballast Cleaning Machine,120,28.359922,77.624873,25.886,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002889,Engineering,SEC_008,CHAINAGE,TMS_TASK_002889,38.624,39.135,Deep Screening Overdue,A,2024-07-23,2024-07-30,0,Completed,154,Ballast Cleaning Machine,240,28.219526,77.829658,38.88,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002890,Engineering,SEC_010,CHAINAGE,TMS_TASK_002890,45.94,45.973,Rail Fracture Risk,C,2024-03-18,2024-04-14,0,Completed,261,Engineering crew,180,28.138562,77.938488,45.956,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002891,Engineering,SEC_008,CHAINAGE,TMS_TASK_002891,38.884,39.396,Weld Failure,A,2024-10-18,2024-10-25,0,Completed,67,Engineering crew,120,28.216039,77.833754,39.14,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002892,Engineering,SEC_028,CHAINAGE,TMS_TASK_002892,129.095,130.086,Deep Screening Overdue,C,2024-03-29,2024-04-17,0,Completed,258,Ballast Cleaning Machine,240,27.223624,79.247815,129.591,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002893,Engineering,SEC_018,CHAINAGE,TMS_TASK_002893,86.577,86.903,Ballast Issue,B,2024-01-24,2024-02-11,0,Completed,324,Ballast Cleaning Machine,120,27.693585,78.577438,86.74,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
TMS_TASK_002894,Engineering,SEC_045,CHAINAGE,TMS_TASK_002894,177.927,178.628,Track Parameter Deviation,C,2024-08-25,2024-09-19,3,Deferred,103,Tamping Machine,90,26.693416,80.012453,178.277,LINEAR_SEGMENT_INTERPOLATION,0.98,HIGH_CONFIDENCE,0.0
