task_id,department,section_id,location_reference_type,location_reference_id,start_km,end_km,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status,overdue_days,required_resource_type,estimated_duration_minutes
TDMS_TASK_007692,TRD,SEC_025,MAST,OHE_SEC_025_2024,,,Catenary Wear,B,2024-12-02,2024-12-15,4,Deferred,16,Tower Wagon,120
TDMS_TASK_007693,TRD,SEC_017,MAST,OHE_SEC_017_1490,,,Catenary Wear,A,2024-03-22,2024-03-23,0,In-Progress,283,Tower Wagon,120
TDMS_TASK_007694,TRD,SEC_032,MAST,OHE_SEC_032_2916,,,Neutral Section Fault,A,2024-01-12,2024-01-16,0,Completed,350,Tower Wagon,150
TDMS_TASK_007695,TRD,SEC_027,MAST,OHE_SEC_027_2539,,,Neutral Section Fault,B,2024-06-03,2024-06-16,0,Open,198,Tower Wagon,150
TDMS_TASK_007696,TRD,SEC_032,MAST,OHE_SEC_032_2809,,,Insulator Damage,B,2024-11-26,2024-12-12,0,Completed,19,Tower Wagon,60
TDMS_TASK_007697,TRD,SEC_025,MAST,OHE_SEC_025_2053,,,Substation Feed Issue,B,2024-06-22,2024-07-04,0,Completed,180,TRD crew,180
TDMS_TASK_007698,TRD,SEC_011,MAST,OHE_SEC_011_0941,,,Insulator Damage,C,2024-11-17,2024-12-03,1,Deferred,28,Tower Wagon,60
TDMS_TASK_007699,TRD,SEC_003,MAST,OHE_SEC_003_0292,,,Catenary Wear,B,2024-11-01,2024-11-18,0,Completed,43,Tower Wagon,120
TDMS_TASK_007700,TRD,SEC_011,MAST,OHE_SEC_011_1128,,,Neutral Section Fault,A,2024-07-05,2024-07-11,4,Open,173,Tower Wagon,150
TDMS_TASK_007701,TRD,SEC_025,MAST,OHE_SEC_025_2106,,,Catenary Wear,A,2024-11-14,2024-11-19,0,Completed,42,Tower Wagon,120
TDMS_TASK_007702,TRD,SEC_018,MAST,OHE_SEC_018_1689,,,Catenary Wear,B,2024-12-23,2025-01-06,2,In-Progress,0,Tower Wagon,120
TDMS_TASK_007703,TRD,SEC_025,MAST,OHE_SEC_025_2016,,,Insulator Damage,B,2024-09-05,2024-09-22,0,Deferred,100,Tower Wagon,60
TDMS_TASK_007704,TRD,SEC_011,MAST,OHE_SEC_011_1106,,,Neutral Section Fault,B,2024-10-01,2024-10-15,0,Open,77,Tower Wagon,150
TDMS_TASK_007705,TRD,SEC_046,MAST,OHE_SEC_046_3734,,,Substation Feed Issue,A,2024-06-12,2024-06-15,0,Completed,199,TRD crew,180
TDMS_TASK_007706,TRD,SEC_015,MAST,OHE_SEC_015_1461,,,Neutral Section Fault,B,2024-12-30,2025-01-13,4,Deferred,0,Tower Wagon,150
TDMS_TASK_007707,TRD,SEC_043,MAST,OHE_SEC_043_3369,,,Catenary Wear,A,2024-05-09,2024-05-13,0,Completed,232,Tower Wagon,120
TDMS_TASK_007708,TRD,SEC_018,MAST,OHE_SEC_018_1557,,,Insulator Damage,B,2024-10-03,2024-10-19,0,Open,73,Tower Wagon,60
TDMS_TASK_007709,TRD,SEC_020,MAST,OHE_SEC_020_1766,,,Substation Feed Issue,B,2024-12-10,2024-12-19,0,Open,12,TRD crew,180
TDMS_TASK_007710,TRD,SEC_026,MAST,OHE_SEC_026_2404,,,Substation Feed Issue,A,2024-11-30,2024-12-06,0,Open,25,TRD crew,180
TDMS_TASK_007711,TRD,SEC_011,MAST,OHE_SEC_011_1048,,,Substation Feed Issue,A,2024-11-18,2024-11-21,0,In-Progress,40,TRD crew,180
TDMS_TASK_007712,TRD,SEC_009,MAST,OHE_SEC_009_0876,,,Neutral Section Fault,B,2024-03-13,2024-03-24,0,In-Progress,282,Tower Wagon,150
TDMS_TASK_007713,TRD,SEC_017,MAST,OHE_SEC_017_1510,,,Neutral Section Fault,A,2024-12-24,2024-12-28,0,Completed,3,Tower Wagon,150
TDMS_TASK_007714,TRD,SEC_039,MAST,OHE_SEC_039_3202,,,Insulator Damage,B,2024-03-13,2024-03-26,4,Deferred,280,Tower Wagon,60
TDMS_TASK_007715,TRD,SEC_006,MAST,OHE_SEC_006_0576,,,Catenary Wear,B,2024-03-27,2024-04-08,0,In-Progress,267,Tower Wagon,120
TDMS_TASK_007716,TRD,SEC_018,MAST,OHE_SEC_018_1742,,,Neutral Section Fault,A,2024-07-04,2024-07-07,0,Open,177,Tower Wagon,150
TDMS_TASK_007717,TRD,SEC_029,MAST,OHE_SEC_029_2676,,,Neutral Section Fault,C,2024-02-22,2024-03-22,4,Deferred,284,Tower Wagon,150
TDMS_TASK_007718,TRD,SEC_032,MAST,OHE_SEC_032_2812,,,Substation Feed Issue,B,2024-09-23,2024-10-07,0,Completed,85,TRD crew,180
TDMS_TASK_007719,TRD,SEC_018,MAST,OHE_SEC_018_1730,,,Insulator Damage,B,2024-12-05,2024-12-18,0,In-Progress,13,Tower Wagon,60
TDMS_TASK_007720,TRD,SEC_003,MAST,OHE_SEC_003_0325,,,Insulator Damage,C,2024-04-06,2024-04-22,2,In-Progress,253,Tower Wagon,60
TDMS_TASK_007721,TRD,SEC_001,MAST,OHE_SEC_001_0064,,,Substation Feed Issue,A,2024-04-29,2024-05-04,0,Completed,241,TRD crew,180
TDMS_TASK_007722,TRD,SEC_023,MAST,OHE_SEC_023_1871,,,Catenary Wear,A,2024-06-01,2024-06-05,0,Completed,209,Tower Wagon,120
TDMS_TASK_007723,TRD,SEC_039,MAST,OHE_SEC_039_3225,,,Insulator Damage,B,2024-02-01,2024-02-10,0,Completed,325,Tower Wagon,60
TDMS_TASK_007724,TRD,SEC_001,MAST,OHE_SEC_001_0113,,,Neutral Section Fault,A,2024-03-04,2024-03-10,0,Completed,296,Tower Wagon,150
TDMS_TASK_007725,TRD,SEC_044,MAST,OHE_SEC_044_3534,,,Neutral Section Fault,A,2024-12-13,2024-12-15,0,Completed,16,Tower Wagon,150
TDMS_TASK_007726,TRD,SEC_029,MAST,OHE_SEC_029_2691,,,Insulator Damage,B,2024-12-04,2024-12-21,1,Deferred,10,Tower Wagon,60
TDMS_TASK_007727,TRD,SEC_001,MAST,OHE_SEC_001_0033,,,Neutral Section Fault,A,2024-07-02,2024-07-04,0,Open,180,Tower Wagon,150
TDMS_TASK_007728,TRD,SEC_014,MAST,OHE_SEC_014_1369,,,Neutral Section Fault,A,2024-09-29,2024-10-03,0,Completed,89,Tower Wagon,150
TDMS_TASK_007729,TRD,SEC_009,MAST,OHE_SEC_009_0878,,,Insulator Damage,B,2024-01-18,2024-01-31,1,Open,335,Tower Wagon,60
TDMS_TASK_007730,TRD,SEC_046,MAST,OHE_SEC_046_3779,,,Neutral Section Fault,C,2024-01-15,2024-02-03,0,Completed,332,Tower Wagon,150
TDMS_TASK_007731,TRD,SEC_026,MAST,OHE_SEC_026_2209,,,Substation Feed Issue,B,2024-11-19,2024-12-01,1,Deferred,30,TRD crew,180
TDMS_TASK_007732,TRD,SEC_013,MAST,OHE_SEC_013_1291,,,Catenary Wear,B,2024-01-09,2024-01-23,0,In-Progress,343,Tower Wagon,120
TDMS_TASK_007733,TRD,SEC_011,MAST,OHE_SEC_011_1107,,,Insulator Damage,B,2024-09-15,2024-09-30,1,Deferred,92,Tower Wagon,60
TDMS_TASK_007734,TRD,SEC_026,MAST,OHE_SEC_026_2245,,,Neutral Section Fault,A,2024-12-29,2025-01-04,0,Open,0,Tower Wagon,150
TDMS_TASK_007735,TRD,SEC_001,MAST,OHE_SEC_001_0021,,,Substation Feed Issue,A,2024-10-17,2024-10-19,0,In-Progress,73,TRD crew,180
TDMS_TASK_007736,TRD,SEC_011,MAST,OHE_SEC_011_1025,,,Substation Feed Issue,A,2024-05-24,2024-05-29,0,Open,216,TRD crew,180
TDMS_TASK_007737,TRD,SEC_007,MAST,OHE_SEC_007_0659,,,Neutral Section Fault,B,2024-07-15,2024-07-21,0,In-Progress,163,Tower Wagon,150
TDMS_TASK_007738,TRD,SEC_026,MAST,OHE_SEC_026_2469,,,Neutral Section Fault,A,2024-08-08,2024-08-13,0,In-Progress,140,Tower Wagon,150
TDMS_TASK_007739,TRD,SEC_029,MAST,OHE_SEC_029_2665,,,Catenary Wear,C,2024-06-11,2024-07-02,1,In-Progress,182,Tower Wagon,120
TDMS_TASK_007740,TRD,SEC_022,MAST,OHE_SEC_022_1860,,,Neutral Section Fault,B,2024-12-12,2024-12-19,0,Completed,12,Tower Wagon,150
TDMS_TASK_007741,TRD,SEC_006,MAST,OHE_SEC_006_0558,,,Neutral Section Fault,A,2024-01-17,2024-01-19,0,Deferred,347,Tower Wagon,150
TDMS_TASK_007742,TRD,SEC_015,MAST,OHE_SEC_015_1476,,,Neutral Section Fault,C,2024-12-15,2025-01-06,0,Completed,0,Tower Wagon,150
TDMS_TASK_007743,TRD,SEC_043,MAST,OHE_SEC_043_3356,,,Neutral Section Fault,A,2024-11-10,2024-11-11,0,Completed,50,Tower Wagon,150
TDMS_TASK_007744,TRD,SEC_009,MAST,OHE_SEC_009_0811,,,Substation Feed Issue,B,2024-02-05,2024-02-12,0,Completed,323,TRD crew,180
TDMS_TASK_007745,TRD,SEC_007,MAST,OHE_SEC_007_0651,,,Insulator Damage,B,2024-07-26,2024-08-08,4,In-Progress,145,Tower Wagon,60
TDMS_TASK_007746,TRD,SEC_004,MAST,OHE_SEC_004_0444,,,Insulator Damage,B,2024-08-20,2024-09-06,0,Deferred,116,Tower Wagon,60
TDMS_TASK_007747,TRD,SEC_039,MAST,OHE_SEC_039_3252,,,Insulator Damage,B,2024-12-26,2025-01-10,3,Deferred,0,Tower Wagon,60
TDMS_TASK_007748,TRD,SEC_004,MAST,OHE_SEC_004_0478,,,Substation Feed Issue,A,2024-12-29,2024-12-30,0,Completed,1,TRD crew,180
TDMS_TASK_007749,TRD,SEC_026,MAST,OHE_SEC_026_2316,,,Neutral Section Fault,B,2024-06-21,2024-07-05,2,Deferred,179,Tower Wagon,150
TDMS_TASK_007750,TRD,SEC_049,MAST,OHE_SEC_049_3978,,,Substation Feed Issue,B,2024-03-06,2024-03-23,4,Deferred,283,TRD crew,180
TDMS_TASK_007751,TRD,SEC_027,MAST,OHE_SEC_027_2556,,,Catenary Wear,B,2024-10-21,2024-10-29,0,Open,63,Tower Wagon,120
TDMS_TASK_007752,TRD,SEC_018,MAST,OHE_SEC_018_1642,,,Insulator Damage,C,2024-08-30,2024-09-19,0,Completed,103,Tower Wagon,60
TDMS_TASK_007753,TRD,SEC_009,MAST,OHE_SEC_009_0824,,,Substation Feed Issue,A,2024-07-06,2024-07-11,0,In-Progress,173,TRD crew,180
TDMS_TASK_007754,TRD,SEC_001,MAST,OHE_SEC_001_0008,,,Catenary Wear,B,2024-10-10,2024-10-19,0,Completed,73,Tower Wagon,120
TDMS_TASK_007755,TRD,SEC_006,MAST,OHE_SEC_006_0620,,,Neutral Section Fault,A,2024-01-31,2024-02-06,0,In-Progress,329,Tower Wagon,150
TDMS_TASK_007756,TRD,SEC_046,MAST,OHE_SEC_046_3794,,,Neutral Section Fault,B,2024-01-28,2024-02-13,4,Deferred,322,Tower Wagon,150
TDMS_TASK_007757,TRD,SEC_006,MAST,OHE_SEC_006_0572,,,Neutral Section Fault,B,2024-06-25,2024-07-07,0,Completed,177,Tower Wagon,150
TDMS_TASK_007758,TRD,SEC_001,MAST,OHE_SEC_001_0080,,,Catenary Wear,B,2024-05-21,2024-06-02,0,Completed,212,Tower Wagon,120
TDMS_TASK_007759,TRD,SEC_039,MAST,OHE_SEC_039_3249,,,Catenary Wear,B,2024-02-27,2024-03-09,0,In-Progress,297,Tower Wagon,120
TDMS_TASK_007760,TRD,SEC_018,MAST,OHE_SEC_018_1667,,,Neutral Section Fault,B,2024-03-16,2024-03-30,0,In-Progress,276,Tower Wagon,150
TDMS_TASK_007761,TRD,SEC_015,MAST,OHE_SEC_015_1422,,,Neutral Section Fault,A,2024-06-27,2024-07-01,2,In-Progress,183,Tower Wagon,150
TDMS_TASK_007762,TRD,SEC_032,MAST,OHE_SEC_032_2857,,,Insulator Damage,B,2024-01-21,2024-01-27,0,Open,339,Tower Wagon,60
TDMS_TASK_007763,TRD,SEC_025,MAST,OHE_SEC_025_2083,,,Neutral Section Fault,A,2024-09-17,2024-09-19,0,Open,103,Tower Wagon,150
TDMS_TASK_007764,TRD,SEC_045,MAST,OHE_SEC_045_3642,,,Neutral Section Fault,A,2024-02-06,2024-02-09,0,Deferred,326,Tower Wagon,150
TDMS_TASK_007765,TRD,SEC_023,MAST,OHE_SEC_023_1862,,,Insulator Damage,B,2024-09-01,2024-09-13,0,In-Progress,109,Tower Wagon,60
TDMS_TASK_007766,TRD,SEC_032,MAST,OHE_SEC_032_2839,,,Insulator Damage,C,2024-05-05,2024-05-29,3,Deferred,216,Tower Wagon,60
TDMS_TASK_007767,TRD,SEC_044,MAST,OHE_SEC_044_3499,,,Catenary Wear,A,2024-02-27,2024-02-29,0,Deferred,306,Tower Wagon,120
TDMS_TASK_007768,TRD,SEC_022,MAST,OHE_SEC_022_1846,,,Catenary Wear,B,2024-07-30,2024-08-06,3,Deferred,147,Tower Wagon,120
TDMS_TASK_007769,TRD,SEC_011,MAST,OHE_SEC_011_1132,,,Catenary Wear,C,2024-08-19,2024-09-15,2,Deferred,107,Tower Wagon,120
TDMS_TASK_007770,TRD,SEC_049,MAST,OHE_SEC_049_3880,,,Neutral Section Fault,A,2024-12-15,2024-12-20,0,Completed,11,Tower Wagon,150
TDMS_TASK_007771,TRD,SEC_009,MAST,OHE_SEC_009_0903,,,Substation Feed Issue,A,2024-06-08,2024-06-11,0,Completed,203,TRD crew,180
TDMS_TASK_007772,TRD,SEC_001,MAST,OHE_SEC_001_0157,,,Neutral Section Fault,A,2024-12-08,2024-12-12,0,Completed,19,Tower Wagon,150
TDMS_TASK_007773,TRD,SEC_026,MAST,OHE_SEC_026_2302,,,Catenary Wear,B,2024-06-22,2024-07-08,0,Open,176,Tower Wagon,120
TDMS_TASK_007774,TRD,SEC_049,MAST,OHE_SEC_049_3929,,,Catenary Wear,B,2024-11-15,2024-11-29,0,Completed,32,Tower Wagon,120
TDMS_TASK_007775,TRD,SEC_003,MAST,OHE_SEC_003_0345,,,Substation Feed Issue,A,2024-04-13,2024-04-19,0,Open,256,TRD crew,180
TDMS_TASK_007776,TRD,SEC_043,MAST,OHE_SEC_043_3382,,,Neutral Section Fault,B,2024-10-09,2024-10-23,0,Completed,69,Tower Wagon,150
TDMS_TASK_007777,TRD,SEC_043,MAST,OHE_SEC_043_3306,,,Catenary Wear,B,2024-03-21,2024-03-28,0,Completed,278,Tower Wagon,120
TDMS_TASK_007778,TRD,SEC_046,MAST,OHE_SEC_046_3699,,,Substation Feed Issue,A,2024-01-15,2024-01-20,0,Deferred,346,TRD crew,180
TDMS_TASK_007779,TRD,SEC_018,MAST,OHE_SEC_018_1679,,,Substation Feed Issue,B,2024-02-17,2024-02-26,0,Completed,309,TRD crew,180
TDMS_TASK_007780,TRD,SEC_011,MAST,OHE_SEC_011_1015,,,Neutral Section Fault,C,2024-05-28,2024-06-10,1,Open,204,Tower Wagon,150
TDMS_TASK_007781,TRD,SEC_025,MAST,OHE_SEC_025_2039,,,Insulator Damage,B,2024-02-17,2024-03-04,0,Completed,302,Tower Wagon,60
TDMS_TASK_007782,TRD,SEC_006,MAST,OHE_SEC_006_0568,,,Insulator Damage,A,2024-10-12,2024-10-18,0,Deferred,74,Tower Wagon,60
TDMS_TASK_007783,TRD,SEC_043,MAST,OHE_SEC_043_3356,,,Catenary Wear,B,2024-02-02,2024-02-13,0,Deferred,322,Tower Wagon,120
TDMS_TASK_007784,TRD,SEC_028,MAST,OHE_SEC_028_2641,,,Insulator Damage,C,2024-12-20,2025-01-15,0,Open,0,Tower Wagon,60
TDMS_TASK_007785,TRD,SEC_025,MAST,OHE_SEC_025_1925,,,Catenary Wear,B,2024-05-08,2024-05-23,0,Open,222,Tower Wagon,120
TDMS_TASK_007786,TRD,SEC_025,MAST,OHE_SEC_025_2054,,,Neutral Section Fault,B,2024-06-18,2024-07-01,0,Completed,183,Tower Wagon,150
TDMS_TASK_007787,TRD,SEC_032,MAST,OHE_SEC_032_2835,,,Insulator Damage,B,2024-09-29,2024-10-11,0,In-Progress,81,Tower Wagon,60
TDMS_TASK_007788,TRD,SEC_025,MAST,OHE_SEC_025_2083,,,Insulator Damage,B,2024-09-13,2024-09-20,0,Completed,102,Tower Wagon,60
TDMS_TASK_007789,TRD,SEC_043,MAST,OHE_SEC_043_3344,,,Catenary Wear,B,2024-11-02,2024-11-14,2,Deferred,47,Tower Wagon,120
TDMS_TASK_007790,TRD,SEC_046,MAST,OHE_SEC_046_3681,,,Catenary Wear,B,2024-12-30,2025-01-05,0,Open,0,Tower Wagon,120
TDMS_TASK_007791,TRD,SEC_046,MAST,OHE_SEC_046_3782,,,Catenary Wear,A,2024-04-21,2024-04-23,0,In-Progress,252,Tower Wagon,120
TDMS_TASK_007792,TRD,SEC_026,MAST,OHE_SEC_026_2469,,,Neutral Section Fault,A,2024-08-16,2024-08-17,0,Completed,136,Tower Wagon,150
TDMS_TASK_007793,TRD,SEC_032,MAST,OHE_SEC_032_2957,,,Neutral Section Fault,A,2024-09-02,2024-09-03,3,Deferred,119,Tower Wagon,150
TDMS_TASK_007794,TRD,SEC_012,MAST,OHE_SEC_012_1239,,,Neutral Section Fault,A,2024-10-12,2024-10-14,0,Completed,78,Tower Wagon,150
TDMS_TASK_007795,TRD,SEC_001,MAST,OHE_SEC_001_0152,,,Neutral Section Fault,B,2024-04-15,2024-04-26,0,Deferred,249,Tower Wagon,150
TDMS_TASK_007796,TRD,SEC_018,MAST,OHE_SEC_018_1593,,,Substation Feed Issue,A,2024-12-19,2024-12-20,1,Open,11,TRD crew,180
TDMS_TASK_007797,TRD,SEC_044,MAST,OHE_SEC_044_3471,,,Insulator Damage,C,2024-03-28,2024-04-20,0,Completed,255,Tower Wagon,60
TDMS_TASK_007798,TRD,SEC_005,MAST,OHE_SEC_005_0532,,,Substation Feed Issue,A,2024-09-16,2024-09-22,0,Deferred,100,TRD crew,180
TDMS_TASK_007799,TRD,SEC_025,MAST,OHE_SEC_025_2173,,,Neutral Section Fault,B,2024-11-19,2024-12-04,0,In-Progress,27,Tower Wagon,150
TDMS_TASK_007800,TRD,SEC_007,MAST,OHE_SEC_007_0766,,,Substation Feed Issue,A,2024-02-18,2024-02-20,0,In-Progress,315,TRD crew,180
TDMS_TASK_007801,TRD,SEC_018,MAST,OHE_SEC_018_1709,,,Substation Feed Issue,B,2024-07-15,2024-07-27,0,Open,157,TRD crew,180
TDMS_TASK_007802,TRD,SEC_006,MAST,OHE_SEC_006_0571,,,Insulator Damage,B,2024-12-24,2025-01-02,0,Completed,0,Tower Wagon,60
TDMS_TASK_007803,TRD,SEC_032,MAST,OHE_SEC_032_2926,,,Insulator Damage,B,2024-02-24,2024-03-08,1,Deferred,298,Tower Wagon,60
TDMS_TASK_007804,TRD,SEC_039,MAST,OHE_SEC_039_3226,,,Neutral Section Fault,B,2024-10-21,2024-10-27,3,In-Progress,65,Tower Wagon,150
TDMS_TASK_007805,TRD,SEC_034,MAST,OHE_SEC_034_3020,,,Insulator Damage,B,2024-11-02,2024-11-13,4,In-Progress,48,Tower Wagon,60
TDMS_TASK_007806,TRD,SEC_032,MAST,OHE_SEC_032_2807,,,Insulator Damage,B,2024-04-06,2024-04-19,0,In-Progress,256,Tower Wagon,60
TDMS_TASK_007807,TRD,SEC_011,MAST,OHE_SEC_011_0937,,,Catenary Wear,C,2024-09-15,2024-10-19,0,Open,73,Tower Wagon,120
TDMS_TASK_007808,TRD,SEC_025,MAST,OHE_SEC_025_2112,,,Substation Feed Issue,B,2024-12-27,2025-01-09,0,Open,0,TRD crew,180
TDMS_TASK_007809,TRD,SEC_004,MAST,OHE_SEC_004_0418,,,Catenary Wear,A,2024-05-21,2024-05-25,0,Open,220,Tower Wagon,120
TDMS_TASK_007810,TRD,SEC_017,MAST,OHE_SEC_017_1491,,,Neutral Section Fault,B,2024-01-30,2024-02-15,0,Open,320,Tower Wagon,150
TDMS_TASK_007811,TRD,SEC_025,MAST,OHE_SEC_025_2014,,,Catenary Wear,A,2024-04-05,2024-04-06,0,Open,269,Tower Wagon,120
TDMS_TASK_007812,TRD,SEC_028,MAST,OHE_SEC_028_2662,,,Neutral Section Fault,A,2024-12-09,2024-12-11,3,Deferred,20,Tower Wagon,150
TDMS_TASK_007813,TRD,SEC_003,MAST,OHE_SEC_003_0386,,,Substation Feed Issue,A,2024-12-02,2024-12-05,0,Open,26,TRD crew,180
TDMS_TASK_007814,TRD,SEC_039,MAST,OHE_SEC_039_3237,,,Neutral Section Fault,A,2024-11-03,2024-11-09,0,Completed,52,Tower Wagon,150
TDMS_TASK_007815,TRD,SEC_022,MAST,OHE_SEC_022_1827,,,Catenary Wear,A,2024-07-31,2024-08-04,0,Completed,149,Tower Wagon,120
TDMS_TASK_007816,TRD,SEC_044,MAST,OHE_SEC_044_3509,,,Neutral Section Fault,A,2024-04-10,2024-04-15,0,Deferred,260,Tower Wagon,150
TDMS_TASK_007817,TRD,SEC_025,MAST,OHE_SEC_025_2100,,,Substation Feed Issue,A,2024-08-13,2024-08-17,0,Open,136,TRD crew,180
TDMS_TASK_007818,TRD,SEC_025,MAST,OHE_SEC_025_2178,,,Insulator Damage,A,2024-11-10,2024-11-12,0,Completed,49,Tower Wagon,60
TDMS_TASK_007819,TRD,SEC_030,MAST,OHE_SEC_030_2758,,,Catenary Wear,A,2024-10-27,2024-10-30,0,Completed,62,Tower Wagon,120
TDMS_TASK_007820,TRD,SEC_040,MAST,OHE_SEC_040_3264,,,Neutral Section Fault,A,2024-01-23,2024-01-29,0,Completed,337,Tower Wagon,150
TDMS_TASK_007821,TRD,SEC_006,MAST,OHE_SEC_006_0628,,,Catenary Wear,B,2024-09-17,2024-10-02,0,Open,90,Tower Wagon,120
TDMS_TASK_007822,TRD,SEC_025,MAST,OHE_SEC_025_2036,,,Catenary Wear,A,2024-12-14,2024-12-17,0,Open,14,Tower Wagon,120
TDMS_TASK_007823,TRD,SEC_001,MAST,OHE_SEC_001_0120,,,Catenary Wear,B,2024-02-15,2024-03-02,0,In-Progress,304,Tower Wagon,120
TDMS_TASK_007824,TRD,SEC_024,MAST,OHE_SEC_024_1890,,,Insulator Damage,B,2024-08-09,2024-08-22,0,Open,131,Tower Wagon,60
TDMS_TASK_007825,TRD,SEC_039,MAST,OHE_SEC_039_3239,,,Insulator Damage,B,2024-08-15,2024-08-21,0,Open,132,Tower Wagon,60
TDMS_TASK_007826,TRD,SEC_044,MAST,OHE_SEC_044_3446,,,Substation Feed Issue,B,2024-07-09,2024-07-17,1,In-Progress,167,TRD crew,180
TDMS_TASK_007827,TRD,SEC_011,MAST,OHE_SEC_011_1129,,,Neutral Section Fault,B,2024-10-02,2024-10-17,1,Open,75,Tower Wagon,150
TDMS_TASK_007828,TRD,SEC_017,MAST,OHE_SEC_017_1539,,,Insulator Damage,B,2024-12-28,2025-01-08,3,Deferred,0,Tower Wagon,60
TDMS_TASK_007829,TRD,SEC_025,MAST,OHE_SEC_025_2196,,,Neutral Section Fault,A,2024-08-26,2024-08-29,0,In-Progress,124,Tower Wagon,150
TDMS_TASK_007830,TRD,SEC_018,MAST,OHE_SEC_018_1577,,,Substation Feed Issue,A,2024-01-10,2024-01-13,0,Open,353,TRD crew,180
TDMS_TASK_007831,TRD,SEC_007,MAST,OHE_SEC_007_0709,,,Substation Feed Issue,A,2024-07-08,2024-07-12,0,In-Progress,172,TRD crew,180
TDMS_TASK_007832,TRD,SEC_012,MAST,OHE_SEC_012_1214,,,Substation Feed Issue,C,2024-07-06,2024-07-22,0,Completed,162,TRD crew,180
TDMS_TASK_007833,TRD,SEC_018,MAST,OHE_SEC_018_1609,,,Neutral Section Fault,A,2024-04-09,2024-04-12,0,In-Progress,263,Tower Wagon,150
TDMS_TASK_007834,TRD,SEC_025,MAST,OHE_SEC_025_2065,,,Neutral Section Fault,B,2024-09-26,2024-10-12,0,Completed,80,Tower Wagon,150
TDMS_TASK_007835,TRD,SEC_045,MAST,OHE_SEC_045_3666,,,Neutral Section Fault,A,2024-07-28,2024-08-03,0,Open,150,Tower Wagon,150
TDMS_TASK_007836,TRD,SEC_025,MAST,OHE_SEC_025_2170,,,Substation Feed Issue,B,2024-02-11,2024-02-21,0,Open,314,TRD crew,180
TDMS_TASK_007837,TRD,SEC_017,MAST,OHE_SEC_017_1542,,,Substation Feed Issue,A,2024-10-11,2024-10-17,0,Completed,75,TRD crew,180
TDMS_TASK_007838,TRD,SEC_028,MAST,OHE_SEC_028_2630,,,Neutral Section Fault,A,2024-01-06,2024-01-09,0,Completed,357,Tower Wagon,150
TDMS_TASK_007839,TRD,SEC_036,MAST,OHE_SEC_036_3078,,,Substation Feed Issue,A,2024-11-13,2024-11-14,1,Deferred,47,TRD crew,180
TDMS_TASK_007840,TRD,SEC_018,MAST,OHE_SEC_018_1714,,,Catenary Wear,B,2024-08-13,2024-08-26,4,Deferred,127,Tower Wagon,120
TDMS_TASK_007841,TRD,SEC_025,MAST,OHE_SEC_025_1948,,,Neutral Section Fault,B,2024-12-30,2025-01-08,0,Completed,0,Tower Wagon,150
TDMS_TASK_007842,TRD,SEC_009,MAST,OHE_SEC_009_0868,,,Insulator Damage,C,2024-05-03,2024-05-27,0,Completed,218,Tower Wagon,60
TDMS_TASK_007843,TRD,SEC_044,MAST,OHE_SEC_044_3443,,,Substation Feed Issue,B,2024-03-22,2024-03-31,0,Completed,275,TRD crew,180
TDMS_TASK_007844,TRD,SEC_044,MAST,OHE_SEC_044_3451,,,Substation Feed Issue,A,2024-06-25,2024-06-30,0,Deferred,184,TRD crew,180
TDMS_TASK_007845,TRD,SEC_007,MAST,OHE_SEC_007_0697,,,Insulator Damage,A,2024-10-22,2024-10-26,0,Completed,66,Tower Wagon,60
TDMS_TASK_007846,TRD,SEC_014,MAST,OHE_SEC_014_1378,,,Substation Feed Issue,B,2024-08-15,2024-09-01,0,In-Progress,121,TRD crew,180
TDMS_TASK_007847,TRD,SEC_011,MAST,OHE_SEC_011_1083,,,Substation Feed Issue,A,2024-06-11,2024-06-14,0,Deferred,200,TRD crew,180
TDMS_TASK_007848,TRD,SEC_046,MAST,OHE_SEC_046_3675,,,Neutral Section Fault,A,2024-05-21,2024-05-24,0,Completed,221,Tower Wagon,150
TDMS_TASK_007849,TRD,SEC_002,MAST,OHE_SEC_002_0260,,,Insulator Damage,A,2024-10-15,2024-10-17,0,Completed,75,Tower Wagon,60
TDMS_TASK_007850,TRD,SEC_009,MAST,OHE_SEC_009_0826,,,Substation Feed Issue,A,2024-03-19,2024-03-23,0,Completed,283,TRD crew,180
TDMS_TASK_007851,TRD,SEC_013,MAST,OHE_SEC_013_1254,,,Substation Feed Issue,A,2024-01-13,2024-01-15,0,Open,351,TRD crew,180
TDMS_TASK_007852,TRD,SEC_026,MAST,OHE_SEC_026_2230,,,Catenary Wear,B,2024-03-28,2024-04-05,3,Deferred,270,Tower Wagon,120
TDMS_TASK_007853,TRD,SEC_011,MAST,OHE_SEC_011_0992,,,Insulator Damage,B,2024-03-17,2024-03-28,0,Completed,278,Tower Wagon,60
TDMS_TASK_007854,TRD,SEC_025,MAST,OHE_SEC_025_2137,,,Neutral Section Fault,A,2024-03-09,2024-03-12,0,Completed,294,Tower Wagon,150
TDMS_TASK_007855,TRD,SEC_033,MAST,OHE_SEC_033_2975,,,Neutral Section Fault,A,2024-04-23,2024-04-24,0,Deferred,251,Tower Wagon,150
TDMS_TASK_007856,TRD,SEC_041,MAST,OHE_SEC_041_3299,,,Catenary Wear,B,2024-09-19,2024-09-25,0,In-Progress,97,Tower Wagon,120
