train_number,train_type,section_id,scheduled_departure,scheduled_arrival,priority_class,day_of_week
22169,Express,SEC_042,23:49:49,23:54:49,Superfast,Friday
22233,Express,SEC_017,20:37:47,20:42:47,Superfast,Wednesday
12084,Freight,SEC_046,23:27:22,23:42:22,Goods,Thursday
22015,Passenger,SEC_010,09:01:37,09:20:37,Mail Passenger,Monday
12152,Passenger,SEC_014,04:48:18,04:58:18,Mail Passenger,Thursday
22435,Express,SEC_018,09:13:52,09:23:52,Superfast,Sunday
12104,Express,SEC_049,10:41:33,10:47:33,Superfast,Saturday
22331,Express,SEC_036,10:23:57,10:32:57,Superfast,Friday
22357,Passenger,SEC_041,00:06:22,00:17:22,Mail Passenger,Wednesday
12310,Freight,SEC_028,11:02:12,11:29:12,Goods,Sunday
12414,Freight,SEC_039,13:58:12,14:18:12,Goods,Thursday
22143,Passenger,SEC_031,10:38:49,10:57:49,Mail Passenger,Saturday
12090,Express,SEC_033,07:03:46,07:08:46,Superfast,Friday
22081,Express,SEC_042,07:26:03,07:31:03,Superfast,Monday
12208,Passenger,SEC_049,06:43:22,07:01:22,Mail Passenger,Friday
22261,Express,SEC_029,03:18:43,03:26:43,Superfast,Sunday
22299,Passenger,SEC_022,20:58:39,21:13:39,Mail Passenger,Saturday
22441,Express,SEC_033,10:57:03,11:08:03,Superfast,Friday
12072,Freight,SEC_037,13:04:29,13:33:29,Goods,Monday
22305,Express,SEC_049,10:30:16,10:36:16,Superfast,Monday
12180,Freight,SEC_035,11:41:42,12:04:42,Goods,Saturday
22345,Express,SEC_047,20:04:22,20:13:22,Superfast,Thursday
22097,Passenger,SEC_036,13:27:43,13:39:43,Mail Passenger,Thursday
12008,Passenger,SEC_047,09:36:00,09:48:00,Mail Passenger,Friday
22281,Express,SEC_037,07:01:33,07:10:33,Superfast,Sunday
12152,Freight,SEC_044,11:13:25,11:36:25,Goods,Thursday
22451,Freight,SEC_010,22:02:39,22:28:39,Goods,Thursday
22365,Freight,SEC_049,00:53:14,01:22:14,Goods,Thursday
22231,Express,SEC_018,05:37:12,05:43:12,Rajdhani,Thursday
12190,Express,SEC_040,08:49:48,08:56:48,Superfast,Friday
22335,Passenger,SEC_020,06:44:51,07:03:51,Mail Passenger,Tuesday
12230,Express,SEC_023,10:58:57,11:08:57,Superfast,Wednesday
12360,Express,SEC_037,17:54:55,18:02:55,Superfast,Thursday
22365,Passenger,SEC_027,19:22:55,19:38:55,Mail Passenger,Thursday
22495,Passenger,SEC_036,05:24:38,05:37:38,Mail Passenger,Thursday
22155,Passenger,SEC_004,23:39:33,23:58:33,Mail Passenger,Wednesday
22313,Express,SEC_041,09:04:22,09:09:22,Superfast,Sunday
22247,Passenger,SEC_021,07:31:10,07:50:10,Mail Passenger,Saturday
12092,Freight,SEC_039,11:25:18,11:54:18,Goods,Sunday
22115,Express,SEC_014,10:15:25,10:22:25,Superfast,Friday
22005,Freight,SEC_030,22:37:39,22:57:39,Goods,Thursday
22149,Express,SEC_029,04:24:26,04:29:26,Superfast,Thursday
22069,Freight,SEC_007,01:32:28,01:55:28,Goods,Sunday
12092,Express,SEC_024,21:10:00,21:17:00,Superfast,Friday
12062,Passenger,SEC_032,07:02:33,07:20:33,Mail Passenger,Saturday
12000,Passenger,SEC_041,07:05:20,07:17:20,Mail Passenger,Saturday
22261,Passenger,SEC_044,19:29:11,19:43:11,Mail Passenger,Sunday
22465,Passenger,SEC_019,18:56:17,19:07:17,Mail Passenger,Thursday
22219,Passenger,SEC_032,17:50:59,18:00:59,Mail Passenger,Wednesday
12252,Express,SEC_009,08:00:59,08:06:59,Rajdhani,Sunday
22307,Freight,SEC_044,02:19:17,02:43:17,Goods,Tuesday
12290,Freight,SEC_043,02:15:57,02:33:57,Goods,Wednesday
12038,Express,SEC_049,18:54:37,19:01:37,Superfast,Sunday
12222,Express,SEC_024,03:07:08,03:14:08,Superfast,Friday
12410,Express,SEC_018,23:54:45,00:00:45,Rajdhani,Friday
12108,Express,SEC_038,20:48:56,20:54:56,Rajdhani,Thursday
12054,Passenger,SEC_036,07:23:49,07:34:49,Mail Passenger,Thursday
22321,Express,SEC_011,05:26:56,05:36:56,Superfast,Sunday
22341,Freight,SEC_027,04:57:57,05:21:57,Goods,Wednesday
12362,Express,SEC_032,09:21:58,09:26:58,Superfast,Thursday
12346,Passenger,SEC_023,17:54:19,18:06:19,Mail Passenger,Monday
12148,Freight,SEC_019,02:17:45,02:35:45,Goods,Monday
22283,Express,SEC_012,05:56:04,06:03:04,Rajdhani,Tuesday
22425,Freight,SEC_021,00:22:38,00:51:38,Goods,Wednesday
22087,Passenger,SEC_013,19:17:47,19:28:47,Mail Passenger,Wednesday
12346,Express,SEC_015,17:31:26,17:38:26,Rajdhani,Friday
12306,Passenger,SEC_010,08:10:14,08:22:14,Mail Passenger,Thursday
12136,Freight,SEC_019,12:50:24,13:19:24,Goods,Monday
12462,Freight,SEC_031,22:30:04,22:51:04,Goods,Thursday
12082,Freight,SEC_019,02:22:32,02:45:32,Goods,Monday
12402,Express,SEC_007,09:23:18,09:31:18,Superfast,Thursday
12284,Freight,SEC_040,00:52:25,01:15:25,Goods,Monday
12064,Freight,SEC_022,22:33:17,22:50:17,Goods,Monday
12220,Express,SEC_029,20:09:02,20:19:02,Superfast,Saturday
22165,Express,SEC_026,09:31:08,09:39:08,Superfast,Monday
12208,Express,SEC_025,12:59:42,13:08:42,Rajdhani,Sunday
12394,Freight,SEC_022,01:16:48,01:35:48,Goods,Thursday
22321,Express,SEC_038,07:46:56,07:53:56,Superfast,Saturday
12098,Express,SEC_042,20:33:14,20:39:14,Superfast,Tuesday
22371,Express,SEC_045,19:24:03,19:33:03,Superfast,Thursday
22357,Express,SEC_022,23:11:42,23:18:42,Rajdhani,Sunday
12046,Express,SEC_017,11:37:26,11:46:26,Superfast,Monday
22459,Passenger,SEC_005,19:39:02,19:51:02,Mail Passenger,Thursday
22003,Freight,SEC_022,04:18:10,04:47:10,Goods,Monday
12142,Express,SEC_049,21:33:13,21:41:13,Superfast,Wednesday
22145,Express,SEC_013,10:13:47,10:24:47,Superfast,Sunday
22047,Express,SEC_042,10:01:58,10:08:58,Rajdhani,Thursday
22331,Passenger,SEC_038,02:23:00,02:39:00,Mail Passenger,Wednesday
12230,Passenger,SEC_033,19:50:30,20:05:30,Mail Passenger,Friday
22407,Passenger,SEC_028,19:02:01,19:21:01,Mail Passenger,Tuesday
12156,Express,SEC_038,13:03:57,13:11:57,Superfast,Monday
22427,Passenger,SEC_005,12:01:30,12:12:30,Mail Passenger,Thursday
12254,Passenger,SEC_007,10:41:28,10:52:28,Mail Passenger,Saturday
12002,Express,SEC_010,10:01:19,10:11:19,Superfast,Tuesday
22151,Express,SEC_038,12:39:28,12:50:28,Superfast,Monday
12180,Express,SEC_022,08:01:52,08:12:52,Superfast,Friday
22251,Freight,SEC_011,03:41:29,04:01:29,Goods,Wednesday
12352,Express,SEC_003,07:15:09,07:20:09,Superfast,Sunday
12078,Express,SEC_024,05:02:14,05:09:14,Superfast,Wednesday
22403,Express,SEC_020,09:51:10,09:56:10,Rajdhani,Wednesday
12086,Express,SEC_009,21:39:48,21:46:48,Rajdhani,Thursday
22497,Passenger,SEC_002,12:34:26,12:52:26,Mail Passenger,Sunday
12192,Express,SEC_037,18:04:54,18:10:54,Rajdhani,Friday
12468,Express,SEC_039,10:03:53,10:11:53,Superfast,Friday
12044,Freight,SEC_013,12:38:13,12:54:13,Goods,Saturday
22101,Passenger,SEC_025,10:06:54,10:19:54,Mail Passenger,Saturday
22491,Passenger,SEC_013,16:58:11,17:13:11,Mail Passenger,Thursday
22083,Freight,SEC_021,02:24:45,02:45:45,Goods,Wednesday
22161,Freight,SEC_006,00:37:25,01:06:25,Goods,Tuesday
12280,Passenger,SEC_047,19:10:55,19:20:55,Mail Passenger,Thursday
22099,Express,SEC_036,10:21:20,10:31:20,Rajdhani,Friday
22173,Passenger,SEC_045,17:07:02,17:21:02,Mail Passenger,Wednesday
22351,Passenger,SEC_015,09:27:06,09:43:06,Mail Passenger,Thursday
22239,Passenger,SEC_043,15:11:34,15:25:34,Mail Passenger,Thursday
12210,Express,SEC_026,08:35:38,08:41:38,Rajdhani,Friday
22335,Passenger,SEC_010,09:37:08,09:56:08,Mail Passenger,Saturday
12478,Freight,SEC_017,12:12:24,12:29:24,Goods,Thursday
22421,Express,SEC_040,13:10:17,13:19:17,Superfast,Thursday
12026,Express,SEC_038,21:47:39,21:58:39,Superfast,Wednesday
12314,Express,SEC_036,09:53:26,10:04:26,Superfast,Wednesday
22239,Passenger,SEC_012,05:20:50,05:31:50,Mail Passenger,Friday
22215,Express,SEC_032,20:51:59,21:00:59,Superfast,Friday
22117,Passenger,SEC_047,21:21:05,21:35:05,Mail Passenger,Thursday
22133,Passenger,SEC_003,18:17:26,18:32:26,Mail Passenger,Wednesday
22351,Passenger,SEC_016,07:23:23,07:33:23,Mail Passenger,Sunday
22487,Passenger,SEC_004,01:26:09,01:39:09,Mail Passenger,Saturday
12272,Express,SEC_006,07:58:51,08:06:51,Superfast,Saturday
12104,Express,SEC_049,05:10:28,05:16:28,Superfast,Saturday
22119,Express,SEC_012,19:50:39,20:01:39,Superfast,Thursday
12094,Passenger,SEC_009,03:33:33,03:45:33,Mail Passenger,Friday
12262,Freight,SEC_004,00:48:02,01:12:02,Goods,Tuesday
12354,Express,SEC_049,18:34:11,18:40:11,Superfast,Saturday
22389,Express,SEC_023,08:49:38,08:56:38,Superfast,Monday
12322,Express,SEC_039,19:26:41,19:37:41,Superfast,Thursday
22487,Express,SEC_013,00:28:17,00:37:17,Superfast,Tuesday
12446,Express,SEC_032,05:52:31,06:02:31,Rajdhani,Friday
22113,Passenger,SEC_044,19:56:00,20:14:00,Mail Passenger,Tuesday
12456,Express,SEC_033,14:20:25,14:28:25,Superfast,Sunday
22027,Express,SEC_026,02:40:39,02:46:39,Superfast,Monday
12372,Freight,SEC_011,12:15:14,12:42:14,Goods,Saturday
12282,Express,SEC_012,12:08:35,12:17:35,Rajdhani,Friday
12014,Express,SEC_030,18:09:07,18:17:07,Superfast,Sunday
12154,Freight,SEC_023,13:43:36,14:02:36,Goods,Wednesday
22433,Passenger,SEC_003,19:03:38,19:16:38,Mail Passenger,Friday
12372,Express,SEC_010,17:08:28,17:15:28,Rajdhani,Monday
22283,Passenger,SEC_022,16:12:12,16:29:12,Mail Passenger,Friday
12384,Express,SEC_009,11:28:41,11:35:41,Superfast,Thursday
22097,Freight,SEC_028,22:30:47,22:55:47,Goods,Saturday
12094,Freight,SEC_015,00:12:55,00:40:55,Goods,Saturday
12308,Passenger,SEC_015,17:11:00,17:23:00,Mail Passenger,Thursday
22223,Passenger,SEC_006,20:29:40,20:42:40,Mail Passenger,Wednesday
22113,Passenger,SEC_025,16:25:07,16:36:07,Mail Passenger,Friday
22011,Passenger,SEC_010,23:26:12,23:38:12,Mail Passenger,Sunday
22219,Freight,SEC_031,02:49:12,03:17:12,Goods,Wednesday
12362,Express,SEC_046,13:49:33,13:56:33,Superfast,Saturday
12190,Freight,SEC_045,00:36:51,00:51:51,Goods,Thursday
22273,Freight,SEC_033,04:25:32,04:44:32,Goods,Sunday
12096,Freight,SEC_040,01:25:04,01:53:04,Goods,Friday
22489,Freight,SEC_046,23:19:44,23:47:44,Goods,Friday
12404,Express,SEC_034,09:21:36,09:32:36,Superfast,Friday
22169,Express,SEC_013,18:04:31,18:13:31,Rajdhani,Saturday
22243,Express,SEC_025,10:28:00,10:33:00,Superfast,Sunday
12328,Passenger,SEC_042,02:04:46,02:23:46,Mail Passenger,Wednesday
12072,Passenger,SEC_033,15:46:18,16:00:18,Mail Passenger,Saturday
12286,Express,SEC_018,20:52:18,20:57:18,Rajdhani,Friday
12118,Passenger,SEC_009,11:05:13,11:15:13,Mail Passenger,Friday
22277,Freight,SEC_008,02:07:24,02:28:24,Goods,Tuesday
22249,Express,SEC_019,21:08:34,21:17:34,Superfast,Thursday
12212,Express,SEC_040,22:05:57,22:12:57,Superfast,Tuesday
12318,Express,SEC_028,07:57:34,08:07:34,Rajdhani,Monday
12186,Passenger,SEC_003,18:53:48,19:03:48,Mail Passenger,Sunday
22385,Freight,SEC_046,22:36:23,22:54:23,Goods,Saturday
22115,Express,SEC_020,17:15:14,17:20:14,Superfast,Thursday
12022,Express,SEC_020,08:20:16,08:25:16,Rajdhani,Thursday
22345,Express,SEC_041,04:37:10,04:47:10,Superfast,Monday
22299,Passenger,SEC_019,07:25:04,07:35:04,Mail Passenger,Wednesday
22351,Express,SEC_031,10:01:03,10:06:03,Superfast,Tuesday
12194,Express,SEC_046,20:13:20,20:21:20,Superfast,Thursday
22333,Express,SEC_026,20:37:24,20:48:24,Rajdhani,Thursday
22023,Express,SEC_031,17:17:37,17:23:37,Superfast,Sunday
12488,Freight,SEC_018,04:49:37,05:16:37,Goods,Saturday
22441,Express,SEC_044,19:47:18,19:58:18,Rajdhani,Friday
12162,Express,SEC_004,06:19:18,06:27:18,Superfast,Sunday
22151,Express,SEC_014,07:40:32,07:47:32,Superfast,Wednesday
12080,Express,SEC_049,10:40:49,10:45:49,Superfast,Monday
22483,Freight,SEC_024,14:51:33,15:08:33,Goods,Thursday
22029,Passenger,SEC_009,19:20:53,19:37:53,Mail Passenger,Monday
12412,Passenger,SEC_021,18:02:41,18:15:41,Mail Passenger,Sunday
12066,Freight,SEC_013,13:16:46,13:35:46,Goods,Monday
12484,Express,SEC_026,09:04:53,09:12:53,Rajdhani,Saturday
12132,Freight,SEC_012,23:53:07,00:09:07,Goods,Friday
22219,Freight,SEC_020,23:17:59,23:34:59,Goods,Tuesday
22029,Passenger,SEC_045,21:53:04,22:09:04,Mail Passenger,Thursday
22147,Freight,SEC_005,01:33:36,01:57:36,Goods,Thursday
22471,Passenger,SEC_038,20:52:09,21:09:09,Mail Passenger,Saturday
22295,Passenger,SEC_004,09:08:00,09:19:00,Mail Passenger,Wednesday
12162,Passenger,SEC_023,12:48:08,13:06:08,Mail Passenger,Friday
22445,Passenger,SEC_033,07:21:07,07:37:07,Mail Passenger,Wednesday
22465,Express,SEC_047,03:40:30,03:51:30,Rajdhani,Monday
22205,Passenger,SEC_013,21:28:26,21:38:26,Mail Passenger,Friday
12188,Freight,SEC_003,04:23:23,04:51:23,Goods,Tuesday
22417,Express,SEC_037,00:16:02,00:21:02,Rajdhani,Tuesday
12270,Freight,SEC_044,02:46:22,03:05:22,Goods,Wednesday
12142,Freight,SEC_028,11:55:04,12:11:04,Goods,Thursday
22297,Express,SEC_003,17:22:56,17:29:56,Superfast,Friday
22181,Passenger,SEC_025,07:14:48,07:26:48,Mail Passenger,Saturday
22199,Freight,SEC_020,04:58:10,05:24:10,Goods,Friday
22331,Passenger,SEC_023,20:29:27,20:46:27,Mail Passenger,Wednesday
12178,Freight,SEC_003,00:31:30,00:54:30,Goods,Sunday
22263,Passenger,SEC_016,00:48:29,01:01:29,Mail Passenger,Thursday
22331,Freight,SEC_049,04:05:02,04:29:02,Goods,Tuesday
12454,Passenger,SEC_003,21:09:59,21:28:59,Mail Passenger,Saturday
12450,Express,SEC_045,20:02:33,20:09:33,Superfast,Sunday
22443,Express,SEC_026,08:03:48,08:10:48,Rajdhani,Wednesday
22373,Freight,SEC_029,14:07:28,14:26:28,Goods,Tuesday
12228,Express,SEC_046,21:51:09,22:00:09,Superfast,Wednesday
12220,Express,SEC_011,16:25:57,16:34:57,Superfast,Wednesday
22033,Passenger,SEC_049,08:52:58,09:10:58,Mail Passenger,Tuesday
12392,Freight,SEC_014,00:56:39,01:14:39,Goods,Monday
12466,Passenger,SEC_018,07:45:16,07:57:16,Mail Passenger,Tuesday
12316,Express,SEC_023,18:37:27,18:42:27,Rajdhani,Wednesday
22465,Passenger,SEC_030,21:59:31,22:13:31,Mail Passenger,Tuesday
22255,Express,SEC_016,09:49:10,09:54:10,Superfast,Tuesday
12056,Express,SEC_039,19:03:09,19:10:09,Superfast,Sunday
12442,Express,SEC_002,00:46:26,00:57:26,Superfast,Tuesday
22203,Express,SEC_033,17:42:53,17:50:53,Rajdhani,Saturday
12252,Express,SEC_033,13:58:52,14:06:52,Rajdhani,Friday
12306,Freight,SEC_027,02:43:43,03:06:43,Goods,Thursday
22219,Passenger,SEC_031,09:56:44,10:11:44,Mail Passenger,Saturday
22219,Freight,SEC_037,14:21:28,14:45:28,Goods,Monday
22333,Express,SEC_045,07:23:11,07:28:11,Rajdhani,Saturday
22159,Express,SEC_011,04:39:52,04:46:52,Rajdhani,Wednesday
12216,Passenger,SEC_024,21:28:21,21:42:21,Mail Passenger,Saturday
12074,Freight,SEC_028,01:37:47,02:06:47,Goods,Sunday
22143,Express,SEC_017,03:46:46,03:57:46,Rajdhani,Saturday
22361,Passenger,SEC_048,09:08:09,09:20:09,Mail Passenger,Monday
22257,Express,SEC_026,20:01:44,20:11:44,Superfast,Sunday
22183,Freight,SEC_030,00:18:47,00:33:47,Goods,Saturday
12468,Freight,SEC_010,22:01:44,22:19:44,Goods,Monday
12100,Express,SEC_021,07:10:35,07:18:35,Superfast,Tuesday
12250,Passenger,SEC_031,10:25:31,10:41:31,Mail Passenger,Sunday
22033,Express,SEC_021,17:06:17,17:12:17,Superfast,Saturday
12494,Express,SEC_038,17:20:47,17:29:47,Rajdhani,Wednesday
12420,Freight,SEC_007,04:25:53,04:46:53,Goods,Sunday
12410,Passenger,SEC_008,22:48:07,23:07:07,Mail Passenger,Thursday
12134,Express,SEC_017,17:55:56,18:00:56,Superfast,Sunday
12242,Express,SEC_016,09:48:51,09:55:51,Rajdhani,Friday
12226,Express,SEC_040,14:36:49,14:42:49,Superfast,Friday
12168,Express,SEC_043,10:05:30,10:10:30,Superfast,Monday
22011,Passenger,SEC_024,17:20:12,17:38:12,Mail Passenger,Sunday
12322,Express,SEC_025,18:02:29,18:08:29,Rajdhani,Tuesday
22009,Freight,SEC_015,11:21:55,11:39:55,Goods,Tuesday
22477,Freight,SEC_027,03:31:16,03:57:16,Goods,Thursday
12072,Express,SEC_035,07:48:38,07:54:38,Rajdhani,Saturday
22207,Passenger,SEC_036,10:37:57,10:47:57,Mail Passenger,Saturday
12150,Passenger,SEC_048,19:22:12,19:32:12,Mail Passenger,Friday
12106,Express,SEC_029,13:19:37,13:26:37,Rajdhani,Sunday
12492,Freight,SEC_017,00:26:52,00:43:52,Goods,Friday
22065,Express,SEC_004,19:56:01,20:05:01,Superfast,Tuesday
22401,Passenger,SEC_034,07:25:49,07:37:49,Mail Passenger,Saturday
12258,Passenger,SEC_040,22:57:47,23:07:47,Mail Passenger,Tuesday
12338,Express,SEC_028,13:32:04,13:40:04,Superfast,Thursday
12222,Passenger,SEC_046,07:30:15,07:45:15,Mail Passenger,Friday
22003,Express,SEC_016,17:04:55,17:12:55,Superfast,Wednesday
22257,Freight,SEC_003,13:25:47,13:43:47,Goods,Wednesday
22013,Passenger,SEC_032,16:24:59,16:37:59,Mail Passenger,Tuesday
22243,Express,SEC_006,14:02:02,14:07:02,Superfast,Wednesday
22289,Express,SEC_005,19:06:44,19:13:44,Superfast,Sunday
22287,Express,SEC_035,10:04:41,10:12:41,Rajdhani,Wednesday
12354,Express,SEC_022,21:46:22,21:51:22,Superfast,Thursday
12156,Express,SEC_030,09:26:46,09:32:46,Superfast,Friday
12492,Express,SEC_037,21:48:20,21:54:20,Superfast,Tuesday
22237,Express,SEC_019,22:17:41,22:23:41,Superfast,Tuesday
12346,Passenger,SEC_030,21:41:01,21:57:01,Mail Passenger,Tuesday
22213,Express,SEC_027,23:36:09,23:44:09,Superfast,Monday
12182,Express,SEC_029,09:36:50,09:47:50,Superfast,Thursday
22263,Express,SEC_035,18:46:35,18:53:35,Superfast,Monday
22417,Freight,SEC_019,11:06:10,11:27:10,Goods,Wednesday
12224,Passenger,SEC_025,07:24:17,07:37:17,Mail Passenger,Thursday
22033,Freight,SEC_029,11:08:14,11:29:14,Goods,Tuesday
22325,Passenger,SEC_007,12:45:26,13:04:26,Mail Passenger,Tuesday
12174,Passenger,SEC_011,21:04:31,21:14:31,Mail Passenger,Friday
22355,Express,SEC_005,10:38:11,10:46:11,Superfast,Thursday
12416,Passenger,SEC_010,08:39:52,08:50:52,Mail Passenger,Saturday
12200,Passenger,SEC_022,21:00:45,21:11:45,Mail Passenger,Sunday
22463,Express,SEC_046,13:55:36,14:00:36,Rajdhani,Tuesday
22365,Express,SEC_046,07:34:13,07:44:13,Superfast,Wednesday
12336,Freight,SEC_038,00:57:15,01:18:15,Goods,Thursday
12456,Freight,SEC_028,23:32:39,23:55:39,Goods,Tuesday
22439,Freight,SEC_010,22:46:24,23:01:24,Goods,Saturday
12384,Express,SEC_018,07:43:15,07:50:15,Superfast,Monday
12494,Passenger,SEC_038,12:51:53,13:07:53,Mail Passenger,Wednesday
22387,Passenger,SEC_045,23:39:02,23:56:02,Mail Passenger,Sunday
12426,Freight,SEC_048,12:07:00,12:30:00,Goods,Saturday
12366,Express,SEC_020,10:25:56,10:35:56,Superfast,Thursday
22229,Freight,SEC_024,13:25:00,13:53:00,Goods,Monday
12196,Freight,SEC_025,13:59:44,14:28:44,Goods,Saturday
22403,Express,SEC_003,19:08:26,19:17:26,Rajdhani,Thursday
22477,Passenger,SEC_006,08:56:08,09:08:08,Mail Passenger,Sunday
22291,Express,SEC_003,07:02:53,07:10:53,Superfast,Saturday
12096,Freight,SEC_037,23:26:23,23:53:23,Goods,Sunday
22405,Freight,SEC_011,01:37:31,01:58:31,Goods,Monday
12146,Passenger,SEC_035,20:31:02,20:47:02,Mail Passenger,Sunday
12366,Passenger,SEC_019,23:58:56,00:14:56,Mail Passenger,Friday
22103,Freight,SEC_039,01:10:52,01:30:52,Goods,Wednesday
22429,Passenger,SEC_006,20:31:16,20:50:16,Mail Passenger,Saturday
12242,Express,SEC_016,09:56:01,10:03:01,Superfast,Thursday
22185,Freight,SEC_011,02:38:53,03:03:53,Goods,Friday
22373,Freight,SEC_022,12:38:43,12:54:43,Goods,Sunday
22353,Express,SEC_028,13:08:30,13:15:30,Rajdhani,Friday
22129,Express,SEC_009,10:36:11,10:44:11,Rajdhani,Friday
22033,Freight,SEC_033,22:49:35,23:05:35,Goods,Sunday
12480,Passenger,SEC_048,02:27:40,02:39:40,Mail Passenger,Saturday
22485,Freight,SEC_003,01:23:22,01:41:22,Goods,Friday
12330,Passenger,SEC_005,20:38:45,20:50:45,Mail Passenger,Sunday
22055,Express,SEC_047,08:10:22,08:21:22,Superfast,Sunday
12468,Freight,SEC_032,14:04:36,14:33:36,Goods,Friday
12230,Freight,SEC_046,12:30:25,12:45:25,Goods,Monday
12302,Passenger,SEC_035,17:32:08,17:51:08,Mail Passenger,Friday
22337,Passenger,SEC_036,10:49:20,11:03:20,Mail Passenger,Wednesday
22293,Freight,SEC_008,23:58:04,00:26:04,Goods,Friday
22115,Express,SEC_026,23:46:33,23:51:33,Rajdhani,Wednesday
12482,Express,SEC_018,21:48:24,21:58:24,Superfast,Wednesday
12264,Express,SEC_041,17:21:58,17:32:58,Rajdhani,Sunday
12472,Passenger,SEC_003,19:25:36,19:38:36,Mail Passenger,Tuesday
22067,Express,SEC_001,20:45:37,20:52:37,Superfast,Tuesday
12346,Express,SEC_028,05:38:36,05:48:36,Superfast,Friday
12090,Express,SEC_048,08:25:47,08:31:47,Superfast,Friday
22057,Express,SEC_049,20:39:53,20:46:53,Superfast,Sunday
22439,Freight,SEC_030,02:08:00,02:37:00,Goods,Monday
22059,Freight,SEC_022,14:49:58,15:14:58,Goods,Sunday
12020,Freight,SEC_014,11:05:30,11:22:30,Goods,Saturday
12016,Passenger,SEC_049,10:46:07,11:00:07,Mail Passenger,Tuesday
22183,Freight,SEC_009,14:21:26,14:50:26,Goods,Saturday
22073,Express,SEC_007,03:11:30,03:16:30,Rajdhani,Saturday
12036,Passenger,SEC_025,08:27:16,08:42:16,Mail Passenger,Monday
22273,Express,SEC_020,19:21:30,19:29:30,Rajdhani,Monday
22103,Express,SEC_025,17:39:55,17:46:55,Superfast,Friday
12222,Freight,SEC_045,00:24:38,00:43:38,Goods,Friday
12050,Express,SEC_014,00:47:47,00:58:47,Rajdhani,Sunday
12346,Passenger,SEC_043,18:22:21,18:40:21,Mail Passenger,Sunday
22209,Freight,SEC_011,04:47:54,05:08:54,Goods,Monday
12446,Freight,SEC_016,11:07:55,11:23:55,Goods,Sunday
22403,Freight,SEC_001,12:31:19,12:46:19,Goods,Saturday
12188,Passenger,SEC_034,21:26:16,21:38:16,Mail Passenger,Friday
12166,Freight,SEC_043,13:48:01,14:13:01,Goods,Wednesday
12434,Freight,SEC_044,14:00:19,14:16:19,Goods,Friday
12182,Express,SEC_009,07:11:51,07:16:51,Superfast,Thursday
12448,Freight,SEC_038,23:34:43,00:03:43,Goods,Wednesday
12048,Passenger,SEC_007,08:30:21,08:45:21,Mail Passenger,Monday
22339,Passenger,SEC_031,22:16:19,22:32:19,Mail Passenger,Saturday
22223,Freight,SEC_035,03:38:50,03:56:50,Goods,Wednesday
22417,Express,SEC_008,19:52:58,19:57:58,Superfast,Tuesday
22043,Passenger,SEC_006,10:25:47,10:38:47,Mail Passenger,Wednesday
12462,Express,SEC_004,23:55:56,00:04:56,Superfast,Monday
22499,Passenger,SEC_035,06:47:50,07:03:50,Mail Passenger,Wednesday
12228,Express,SEC_031,09:43:31,09:53:31,Superfast,Saturday
12328,Passenger,SEC_006,15:35:39,15:54:39,Mail Passenger,Saturday
22251,Passenger,SEC_025,17:17:31,17:36:31,Mail Passenger,Monday
22305,Passenger,SEC_039,21:31:49,21:46:49,Mail Passenger,Wednesday
12258,Express,SEC_012,04:44:19,04:50:19,Superfast,Friday
22331,Express,SEC_030,18:17:58,18:26:58,Superfast,Sunday
12230,Freight,SEC_015,04:43:09,05:08:09,Goods,Thursday
12494,Express,SEC_013,00:39:10,00:45:10,Superfast,Sunday
12474,Freight,SEC_020,23:29:44,23:58:44,Goods,Monday
22399,Freight,SEC_018,00:22:24,00:41:24,Goods,Sunday
22045,Passenger,SEC_025,20:33:04,20:51:04,Mail Passenger,Tuesday
22115,Express,SEC_011,19:28:22,19:37:22,Superfast,Saturday
22181,Express,SEC_020,17:37:06,17:42:06,Superfast,Monday
12062,Express,SEC_031,18:42:30,18:52:30,Superfast,Sunday
22453,Freight,SEC_019,03:05:59,03:32:59,Goods,Tuesday
22137,Freight,SEC_033,13:18:12,13:38:12,Goods,Wednesday
22387,Express,SEC_006,09:16:14,09:27:14,Superfast,Friday
12452,Express,SEC_007,11:34:45,11:42:45,Rajdhani,Monday
12144,Express,SEC_043,07:44:17,07:54:17,Rajdhani,Thursday
12362,Freight,SEC_023,22:00:00,22:24:00,Goods,Wednesday
22331,Express,SEC_030,21:58:46,22:03:46,Superfast,Thursday
22319,Freight,SEC_037,23:07:36,23:35:36,Goods,Wednesday
12000,Freight,SEC_008,00:38:08,00:56:08,Goods,Saturday
12274,Passenger,SEC_048,03:04:54,03:23:54,Mail Passenger,Thursday
12266,Express,SEC_021,19:18:29,19:27:29,Superfast,Saturday
12002,Express,SEC_044,08:35:46,08:45:46,Superfast,Monday
22459,Freight,SEC_021,00:36:05,01:03:05,Goods,Friday
22379,Passenger,SEC_020,09:29:53,09:45:53,Mail Passenger,Wednesday
22309,Freight,SEC_030,12:27:15,12:47:15,Goods,Friday
22181,Passenger,SEC_010,07:32:55,07:51:55,Mail Passenger,Saturday
12454,Express,SEC_030,19:19:35,19:26:35,Superfast,Friday
12212,Express,SEC_049,23:51:55,00:02:55,Rajdhani,Wednesday
22037,Passenger,SEC_032,07:20:07,07:36:07,Mail Passenger,Tuesday
22499,Freight,SEC_004,13:52:43,14:09:43,Goods,Sunday
12266,Freight,SEC_035,13:52:53,14:19:53,Goods,Tuesday
