slot_id,section_id,window_start,window_end,passenger_traffic_density,is_blocked
SLOT_022595,SEC_035,2024-03-08 09:15:00,2024-03-08 11:15:00,0.92,True
SLOT_022596,SEC_043,2024-06-24 20:00:00,2024-06-24 23:00:00,0.94,False
SLOT_022597,SEC_049,2024-04-09 00:30:00,2024-04-09 01:00:00,0.55,True
SLOT_022598,SEC_037,2024-03-22 03:00:00,2024-03-22 05:00:00,0.28,False
SLOT_022599,SEC_015,2024-12-16 12:15:00,2024-12-16 13:15:00,0.17,False
SLOT_022600,SEC_032,2024-08-28 03:30:00,2024-08-28 04:00:00,0.19,False
SLOT_022601,SEC_012,2024-04-22 17:30:00,2024-04-22 18:30:00,0.96,False
SLOT_022602,SEC_025,2024-03-16 09:15:00,2024-03-16 12:15:00,0.97,True
SLOT_022603,SEC_022,2024-10-08 16:00:00,2024-10-08 17:30:00,0.69,False
SLOT_022604,SEC_049,2024-08-11 01:15:00,2024-08-11 01:30:00,0.19,False
SLOT_022605,SEC_028,2024-11-08 03:15:00,2024-11-08 04:15:00,0.32,False
SLOT_022606,SEC_047,2024-10-04 10:00:00,2024-10-04 12:00:00,0.74,False
SLOT_022607,SEC_040,2024-05-27 07:15:00,2024-05-27 09:15:00,0.82,True
SLOT_022608,SEC_042,2024-08-26 03:00:00,2024-08-26 04:00:00,0.32,True
SLOT_022609,SEC_009,2024-05-19 16:00:00,2024-05-19 18:00:00,0.45,True
SLOT_022610,SEC_038,2024-02-03 16:15:00,2024-02-03 19:15:00,0.52,True
SLOT_022611,SEC_013,2024-01-12 22:45:00,2024-01-12 23:00:00,0.43,True
SLOT_022612,SEC_029,2024-01-30 23:00:00,2024-01-31 00:30:00,0.55,False
SLOT_022613,SEC_024,2024-12-02 23:15:00,2024-12-03 02:15:00,0.64,False
SLOT_022614,SEC_013,2024-11-04 03:45:00,2024-11-04 04:45:00,0.16,False
SLOT_022615,SEC_049,2024-05-23 11:45:00,2024-05-23 14:45:00,0.45,False
SLOT_022616,SEC_043,2024-11-27 19:15:00,2024-11-27 22:15:00,0.8,True
SLOT_022617,SEC_029,2024-09-26 19:15:00,2024-09-26 19:45:00,0.71,True
SLOT_022618,SEC_001,2024-02-19 01:45:00,2024-02-19 02:15:00,0.27,False
SLOT_022619,SEC_009,2024-03-23 05:15:00,2024-03-23 06:15:00,0.54,False
SLOT_022620,SEC_012,2024-05-17 05:00:00,2024-05-17 06:00:00,0.75,True
SLOT_022621,SEC_048,2024-10-21 14:30:00,2024-10-21 16:30:00,0.49,True
SLOT_022622,SEC_020,2024-08-27 12:30:00,2024-08-27 15:30:00,0.41,True
SLOT_022623,SEC_003,2024-05-23 04:45:00,2024-05-23 06:15:00,0.22,False
SLOT_022624,SEC_029,2024-11-01 10:45:00,2024-11-01 11:00:00,0.52,True
SLOT_022625,SEC_047,2024-04-28 12:30:00,2024-04-28 15:30:00,0.22,False
SLOT_022626,SEC_028,2024-11-28 03:00:00,2024-11-28 04:00:00,0.18,False
SLOT_022627,SEC_022,2024-09-21 04:45:00,2024-09-21 05:45:00,0.3,False
SLOT_022628,SEC_009,2024-09-12 18:00:00,2024-09-12 20:00:00,0.9,True
SLOT_022629,SEC_044,2024-02-02 01:45:00,2024-02-02 03:45:00,0.25,False
SLOT_022630,SEC_006,2024-02-23 01:15:00,2024-02-23 04:15:00,0.21,False
SLOT_022631,SEC_046,2024-12-25 20:30:00,2024-12-25 23:30:00,0.94,True
SLOT_022632,SEC_011,2024-10-08 01:15:00,2024-10-08 01:30:00,0.37,False
SLOT_022633,SEC_007,2024-04-04 02:30:00,2024-04-04 03:00:00,0.18,False
SLOT_022634,SEC_018,2024-11-10 11:30:00,2024-11-10 12:30:00,0.5,True
SLOT_022635,SEC_001,2024-04-22 09:45:00,2024-04-22 12:45:00,0.92,True
SLOT_022636,SEC_001,2024-05-08 05:00:00,2024-05-08 06:00:00,0.55,True
SLOT_022637,SEC_010,2024-04-21 08:00:00,2024-04-21 09:00:00,0.74,True
SLOT_022638,SEC_034,2024-06-29 17:45:00,2024-06-29 20:45:00,0.87,True
SLOT_022639,SEC_040,2024-10-05 02:00:00,2024-10-05 05:00:00,0.1,False
SLOT_022640,SEC_013,2024-03-01 18:45:00,2024-03-01 20:15:00,0.74,True
SLOT_022641,SEC_032,2024-12-20 10:30:00,2024-12-20 12:00:00,0.65,False
SLOT_022642,SEC_018,2024-04-21 02:30:00,2024-04-21 03:30:00,0.44,False
SLOT_022643,SEC_022,2024-12-20 12:30:00,2024-12-20 14:30:00,0.26,False
SLOT_022644,SEC_017,2024-11-14 09:00:00,2024-11-14 12:00:00,0.97,True
SLOT_022645,SEC_044,2024-07-19 00:00:00,2024-07-19 00:30:00,0.75,False
SLOT_022646,SEC_026,2024-02-02 15:45:00,2024-02-02 17:45:00,0.5,True
SLOT_022647,SEC_025,2024-07-29 15:00:00,2024-07-29 16:30:00,0.69,True
SLOT_022648,SEC_043,2024-10-06 14:30:00,2024-10-06 16:30:00,0.7,False
SLOT_022649,SEC_033,2024-12-25 13:00:00,2024-12-25 14:00:00,0.2,False
SLOT_022650,SEC_008,2024-02-05 11:15:00,2024-02-05 12:45:00,0.62,True
SLOT_022651,SEC_010,2024-09-29 07:15:00,2024-09-29 08:45:00,0.9,True
SLOT_022652,SEC_017,2024-04-17 02:00:00,2024-04-17 03:00:00,0.39,False
SLOT_022653,SEC_005,2024-10-01 12:00:00,2024-10-01 12:30:00,0.35,False
SLOT_022654,SEC_034,2024-08-01 00:45:00,2024-08-01 01:00:00,0.68,False
SLOT_022655,SEC_025,2024-11-13 15:00:00,2024-11-13 18:00:00,0.71,True
SLOT_022656,SEC_003,2024-01-02 12:45:00,2024-01-02 14:15:00,0.26,False
SLOT_022657,SEC_020,2024-07-03 21:45:00,2024-07-03 22:45:00,0.42,False
SLOT_022658,SEC_041,2024-09-04 07:30:00,2024-09-04 08:30:00,0.8,False
SLOT_022659,SEC_045,2024-05-18 22:00:00,2024-05-18 23:00:00,0.71,True
SLOT_022660,SEC_048,2024-04-25 02:00:00,2024-04-25 03:00:00,0.35,False
SLOT_022661,SEC_046,2024-04-29 15:00:00,2024-04-29 16:00:00,0.52,True
SLOT_022662,SEC_030,2024-09-30 08:30:00,2024-09-30 11:30:00,0.79,True
SLOT_022663,SEC_046,2024-03-16 06:00:00,2024-03-16 07:00:00,0.71,True
SLOT_022664,SEC_047,2024-12-22 20:15:00,2024-12-22 22:15:00,0.9,True
SLOT_022665,SEC_032,2024-03-17 17:45:00,2024-03-17 18:45:00,0.94,True
SLOT_022666,SEC_021,2024-06-01 01:30:00,2024-06-01 03:30:00,0.41,False
SLOT_022667,SEC_048,2024-12-29 15:45:00,2024-12-29 16:00:00,0.42,True
SLOT_022668,SEC_021,2024-01-11 01:00:00,2024-01-11 03:00:00,0.44,False
SLOT_022669,SEC_009,2024-05-03 00:15:00,2024-05-03 00:45:00,0.45,True
SLOT_022670,SEC_006,2024-11-06 18:15:00,2024-11-06 19:15:00,0.78,False
SLOT_022671,SEC_028,2024-04-25 07:00:00,2024-04-25 08:30:00,0.96,False
SLOT_022672,SEC_002,2024-04-10 08:15:00,2024-04-10 09:45:00,0.93,False
SLOT_022673,SEC_006,2024-01-01 21:45:00,2024-01-01 22:00:00,0.58,True
SLOT_022674,SEC_012,2024-02-24 23:15:00,2024-02-25 00:45:00,0.52,False
SLOT_022675,SEC_026,2024-03-12 17:45:00,2024-03-12 18:00:00,0.89,False
SLOT_022676,SEC_024,2024-11-17 21:00:00,2024-11-17 21:30:00,0.59,True
SLOT_022677,SEC_026,2024-07-18 18:15:00,2024-07-18 19:15:00,0.72,True
SLOT_022678,SEC_025,2024-03-26 23:45:00,2024-03-27 01:15:00,0.56,False
SLOT_022679,SEC_049,2024-10-23 22:15:00,2024-10-23 23:45:00,0.65,True
SLOT_022680,SEC_011,2024-08-09 02:00:00,2024-08-09 03:00:00,0.33,False
SLOT_022681,SEC_024,2024-04-25 18:00:00,2024-04-25 18:15:00,0.79,True
SLOT_022682,SEC_031,2024-04-02 03:15:00,2024-04-02 03:30:00,0.34,False
SLOT_022683,SEC_014,2024-03-21 15:15:00,2024-03-21 16:15:00,0.5,False
SLOT_022684,SEC_009,2024-09-17 08:30:00,2024-09-17 11:30:00,0.87,True
SLOT_022685,SEC_003,2024-09-19 02:45:00,2024-09-19 04:45:00,0.38,True
SLOT_022686,SEC_016,2024-08-25 12:15:00,2024-08-25 13:15:00,0.27,False
SLOT_022687,SEC_013,2024-06-12 10:00:00,2024-06-12 10:30:00,0.73,False
SLOT_022688,SEC_010,2024-07-05 14:00:00,2024-07-05 15:00:00,0.4,False
SLOT_022689,SEC_014,2024-11-24 16:30:00,2024-11-24 17:30:00,0.67,False
SLOT_022690,SEC_035,2024-07-22 19:30:00,2024-07-22 21:00:00,0.7,True
SLOT_022691,SEC_041,2024-08-12 02:30:00,2024-08-12 04:00:00,0.4,False
SLOT_022692,SEC_026,2024-03-24 23:15:00,2024-03-25 00:15:00,0.43,False
SLOT_022693,SEC_004,2024-06-15 18:30:00,2024-06-15 20:00:00,0.7,True
SLOT_022694,SEC_037,2024-01-09 03:30:00,2024-01-09 06:30:00,0.39,False
SLOT_022695,SEC_008,2024-06-17 16:45:00,2024-06-17 17:45:00,0.54,True
SLOT_022696,SEC_003,2024-10-20 00:00:00,2024-10-20 00:15:00,0.62,False
SLOT_022697,SEC_028,2024-09-02 12:45:00,2024-09-02 15:45:00,0.44,False
SLOT_022698,SEC_021,2024-11-21 08:45:00,2024-11-21 10:45:00,0.82,True
SLOT_022699,SEC_016,2024-05-04 23:30:00,2024-05-05 01:00:00,0.42,False
SLOT_022700,SEC_048,2024-10-11 17:15:00,2024-10-11 17:30:00,0.79,True
SLOT_022701,SEC_005,2024-09-24 22:15:00,2024-09-25 01:15:00,0.67,True
SLOT_022702,SEC_003,2024-09-16 16:15:00,2024-09-16 16:45:00,0.71,False
SLOT_022703,SEC_029,2024-10-19 02:30:00,2024-10-19 05:30:00,0.11,False
SLOT_022704,SEC_021,2024-06-21 03:15:00,2024-06-21 03:45:00,0.36,False
SLOT_022705,SEC_040,2024-05-05 13:30:00,2024-05-05 13:45:00,0.15,False
SLOT_022706,SEC_002,2024-08-01 03:00:00,2024-08-01 04:00:00,0.25,False
SLOT_022707,SEC_021,2024-05-20 02:00:00,2024-05-20 03:00:00,0.11,False
SLOT_022708,SEC_008,2024-09-10 06:15:00,2024-09-10 09:15:00,0.58,True
SLOT_022709,SEC_003,2024-11-12 09:30:00,2024-11-12 09:45:00,0.86,True
SLOT_022710,SEC_023,2024-01-10 20:00:00,2024-01-10 20:30:00,0.81,True
SLOT_022711,SEC_037,2024-08-15 17:15:00,2024-08-15 18:45:00,0.84,True
SLOT_022712,SEC_008,2024-06-04 15:00:00,2024-06-04 16:30:00,0.73,False
SLOT_022713,SEC_042,2024-02-08 17:30:00,2024-02-08 20:30:00,0.74,False
SLOT_022714,SEC_026,2024-03-23 07:15:00,2024-03-23 08:15:00,0.92,True
SLOT_022715,SEC_024,2024-10-29 03:45:00,2024-10-29 05:15:00,0.25,False
SLOT_022716,SEC_046,2024-05-13 22:00:00,2024-05-13 22:30:00,0.48,False
SLOT_022717,SEC_017,2024-02-01 18:15:00,2024-02-01 19:15:00,0.72,False
SLOT_022718,SEC_010,2024-10-01 15:00:00,2024-10-01 16:00:00,0.47,False
SLOT_022719,SEC_039,2024-03-27 00:00:00,2024-03-27 01:30:00,0.55,False
SLOT_022720,SEC_006,2024-05-12 05:15:00,2024-05-12 08:15:00,0.71,False
SLOT_022721,SEC_043,2024-03-12 18:15:00,2024-03-12 18:45:00,0.9,True
SLOT_022722,SEC_041,2024-09-27 12:15:00,2024-09-27 14:15:00,0.14,False
SLOT_022723,SEC_048,2024-12-02 01:30:00,2024-12-02 02:00:00,0.16,True
SLOT_022724,SEC_023,2024-12-21 18:15:00,2024-12-21 19:15:00,0.77,True
SLOT_022725,SEC_031,2024-01-28 15:00:00,2024-01-28 15:15:00,0.5,False
SLOT_022726,SEC_044,2024-12-03 02:30:00,2024-12-03 03:00:00,0.18,False
SLOT_022727,SEC_007,2024-08-20 02:15:00,2024-08-20 04:15:00,0.21,False
SLOT_022728,SEC_016,2024-10-29 12:45:00,2024-10-29 14:15:00,0.22,False
SLOT_022729,SEC_024,2024-01-28 01:15:00,2024-01-28 04:15:00,0.16,False
SLOT_022730,SEC_031,2024-11-08 09:30:00,2024-11-08 10:00:00,0.91,False
SLOT_022731,SEC_034,2024-04-29 17:15:00,2024-04-29 18:15:00,0.78,True
SLOT_022732,SEC_046,2024-05-24 08:00:00,2024-05-24 08:15:00,0.78,False
SLOT_022733,SEC_024,2024-11-23 10:45:00,2024-11-23 11:15:00,0.52,False
SLOT_022734,SEC_009,2024-09-24 17:30:00,2024-09-24 17:45:00,0.8,True
SLOT_022735,SEC_010,2024-07-06 19:30:00,2024-07-06 20:00:00,0.93,False
SLOT_022736,SEC_040,2024-09-01 17:00:00,2024-09-01 17:15:00,0.77,True
SLOT_022737,SEC_023,2024-05-10 23:00:00,2024-05-11 01:00:00,0.4,False
SLOT_022738,SEC_031,2024-12-25 10:45:00,2024-12-25 13:45:00,0.52,False
SLOT_022739,SEC_028,2024-01-26 03:45:00,2024-01-26 04:00:00,0.28,True
SLOT_022740,SEC_040,2024-07-29 02:00:00,2024-07-29 03:00:00,0.32,False
SLOT_022741,SEC_011,2024-01-17 08:30:00,2024-01-17 11:30:00,0.87,True
SLOT_022742,SEC_009,2024-06-06 08:15:00,2024-06-06 08:30:00,0.87,False
SLOT_022743,SEC_036,2024-07-05 23:00:00,2024-07-06 01:00:00,0.4,True
SLOT_022744,SEC_022,2024-11-02 21:00:00,2024-11-02 22:30:00,0.74,False
SLOT_022745,SEC_040,2024-12-09 01:00:00,2024-12-09 03:00:00,0.4,True
SLOT_022746,SEC_007,2024-10-01 17:00:00,2024-10-01 18:00:00,0.76,True
SLOT_022747,SEC_014,2024-12-18 23:45:00,2024-12-19 00:00:00,0.58,False
SLOT_022748,SEC_048,2024-02-15 13:30:00,2024-02-15 15:00:00,0.38,False
SLOT_022749,SEC_042,2024-07-11 07:00:00,2024-07-11 10:00:00,0.89,True
SLOT_022750,SEC_004,2024-08-06 04:45:00,2024-08-06 06:15:00,0.13,False
SLOT_022751,SEC_041,2024-01-29 09:30:00,2024-01-29 09:45:00,0.76,True
SLOT_022752,SEC_004,2024-08-04 07:15:00,2024-08-04 07:30:00,0.76,True
SLOT_022753,SEC_006,2024-01-16 02:15:00,2024-01-16 03:15:00,0.23,True
SLOT_022754,SEC_045,2024-08-19 06:15:00,2024-08-19 08:15:00,0.66,False
SLOT_022755,SEC_007,2024-03-22 07:15:00,2024-03-22 07:45:00,0.8,True
SLOT_022756,SEC_015,2024-12-10 15:15:00,2024-12-10 16:15:00,0.53,True
SLOT_022757,SEC_007,2024-04-29 20:30:00,2024-04-29 23:30:00,0.87,True
SLOT_022758,SEC_030,2024-08-08 20:15:00,2024-08-08 23:15:00,0.71,True
SLOT_022759,SEC_003,2024-08-10 11:15:00,2024-08-10 14:15:00,0.46,False
SLOT_022760,SEC_015,2024-11-14 13:45:00,2024-11-14 15:15:00,0.39,False
SLOT_022761,SEC_016,2024-05-03 19:30:00,2024-05-03 22:30:00,0.77,False
SLOT_022762,SEC_032,2024-05-11 00:00:00,2024-05-11 01:00:00,0.49,False
SLOT_022763,SEC_025,2024-09-06 11:30:00,2024-09-06 14:30:00,0.7,False
SLOT_022764,SEC_010,2024-01-22 13:45:00,2024-01-22 14:45:00,0.22,False
SLOT_022765,SEC_023,2024-07-21 21:00:00,2024-07-22 00:00:00,0.49,False
SLOT_022766,SEC_023,2024-05-17 20:30:00,2024-05-17 22:00:00,0.75,True
SLOT_022767,SEC_018,2024-12-23 18:15:00,2024-12-23 21:15:00,0.95,True
SLOT_022768,SEC_027,2024-07-13 14:00:00,2024-07-13 15:00:00,0.69,False
SLOT_022769,SEC_016,2024-10-09 05:30:00,2024-10-09 08:30:00,0.72,True
SLOT_022770,SEC_017,2024-10-31 21:45:00,2024-10-31 23:15:00,0.69,False
SLOT_022771,SEC_039,2024-02-23 09:00:00,2024-02-23 11:00:00,0.83,True
SLOT_022772,SEC_013,2024-08-19 21:45:00,2024-08-20 00:45:00,0.69,False
SLOT_022773,SEC_017,2024-09-05 00:45:00,2024-09-05 01:00:00,0.54,False
SLOT_022774,SEC_007,2024-06-10 01:45:00,2024-06-10 02:45:00,0.36,False
SLOT_022775,SEC_035,2024-03-13 21:15:00,2024-03-13 21:30:00,0.45,True
SLOT_022776,SEC_035,2024-06-18 06:15:00,2024-06-18 06:45:00,0.71,True
SLOT_022777,SEC_034,2024-01-19 12:00:00,2024-01-19 12:15:00,0.44,False
SLOT_022778,SEC_009,2024-12-30 02:30:00,2024-12-30 03:30:00,0.13,False
SLOT_022779,SEC_023,2024-02-02 10:15:00,2024-02-02 11:15:00,0.45,True
SLOT_022780,SEC_015,2024-02-21 03:30:00,2024-02-21 03:45:00,0.35,True
SLOT_022781,SEC_038,2024-02-20 19:15:00,2024-02-20 20:15:00,0.95,False
SLOT_022782,SEC_017,2024-03-16 07:45:00,2024-03-16 08:45:00,0.86,True
SLOT_022783,SEC_021,2024-03-08 13:45:00,2024-03-08 14:00:00,0.43,False
SLOT_022784,SEC_023,2024-08-16 06:30:00,2024-08-16 09:30:00,0.69,False
SLOT_022785,SEC_038,2024-02-10 20:30:00,2024-02-10 21:00:00,0.87,True
SLOT_022786,SEC_035,2024-09-13 07:30:00,2024-09-13 08:00:00,0.76,True
SLOT_022787,SEC_041,2024-05-29 10:30:00,2024-05-29 10:45:00,0.65,True
SLOT_022788,SEC_021,2024-05-24 08:45:00,2024-05-24 09:00:00,0.71,True
SLOT_022789,SEC_041,2024-07-05 06:45:00,2024-07-05 08:45:00,0.71,True
SLOT_022790,SEC_043,2024-01-12 03:45:00,2024-01-12 04:00:00,0.41,True
SLOT_022791,SEC_026,2024-07-02 01:30:00,2024-07-02 01:45:00,0.25,False
SLOT_022792,SEC_034,2024-07-10 16:45:00,2024-07-10 18:15:00,0.69,True
SLOT_022793,SEC_045,2024-10-01 13:00:00,2024-10-01 14:00:00,0.13,False
SLOT_022794,SEC_042,2024-02-22 05:15:00,2024-02-22 07:15:00,0.71,False
SLOT_022795,SEC_014,2024-01-19 08:00:00,2024-01-19 10:00:00,0.82,True
SLOT_022796,SEC_036,2024-01-21 09:30:00,2024-01-21 11:30:00,0.7,True
SLOT_022797,SEC_022,2024-12-16 19:15:00,2024-12-16 19:30:00,0.77,True
SLOT_022798,SEC_008,2024-05-06 22:45:00,2024-05-07 00:15:00,0.55,False
SLOT_022799,SEC_019,2024-03-27 21:45:00,2024-03-28 00:45:00,0.5,True
SLOT_022800,SEC_048,2024-02-19 21:00:00,2024-02-19 23:00:00,0.4,True
SLOT_022801,SEC_047,2024-04-03 23:30:00,2024-04-04 02:30:00,0.42,True
SLOT_022802,SEC_039,2024-06-09 03:15:00,2024-06-09 06:15:00,0.34,False
SLOT_022803,SEC_049,2024-12-21 19:30:00,2024-12-21 22:30:00,0.96,True
SLOT_022804,SEC_029,2024-10-05 08:45:00,2024-10-05 09:45:00,0.84,False
SLOT_022805,SEC_038,2024-11-07 09:45:00,2024-11-07 10:15:00,0.77,False
SLOT_022806,SEC_009,2024-01-18 23:30:00,2024-01-19 01:00:00,0.74,False
SLOT_022807,SEC_015,2024-07-29 21:15:00,2024-07-29 21:45:00,0.41,True
SLOT_022808,SEC_009,2024-07-01 19:00:00,2024-07-01 20:30:00,0.72,True
SLOT_022809,SEC_046,2024-03-12 08:45:00,2024-03-12 11:45:00,0.87,True
SLOT_022810,SEC_031,2024-06-30 04:15:00,2024-06-30 05:15:00,0.26,False
SLOT_022811,SEC_046,2024-08-01 06:15:00,2024-08-01 07:15:00,0.61,True
SLOT_022812,SEC_021,2024-01-01 15:30:00,2024-01-01 17:00:00,0.54,False
SLOT_022813,SEC_020,2024-12-25 02:45:00,2024-12-25 04:15:00,0.28,False
SLOT_022814,SEC_034,2024-09-27 16:00:00,2024-09-27 17:30:00,0.49,False
SLOT_022815,SEC_028,2024-12-04 04:45:00,2024-12-04 05:45:00,0.41,False
SLOT_022816,SEC_019,2024-02-02 03:45:00,2024-02-02 04:00:00,0.28,False
SLOT_022817,SEC_016,2024-01-22 17:30:00,2024-01-22 18:00:00,0.81,True
SLOT_022818,SEC_026,2024-12-07 08:30:00,2024-12-07 08:45:00,0.94,True
SLOT_022819,SEC_004,2024-12-07 00:00:00,2024-12-07 00:15:00,0.53,True
SLOT_022820,SEC_010,2024-08-22 12:30:00,2024-08-22 14:30:00,0.37,False
SLOT_022821,SEC_003,2024-03-14 15:15:00,2024-03-14 15:30:00,0.71,False
SLOT_022822,SEC_008,2024-04-15 17:15:00,2024-04-15 17:30:00,0.93,True
SLOT_022823,SEC_010,2024-10-17 19:45:00,2024-10-17 20:15:00,0.88,True
SLOT_022824,SEC_004,2024-12-04 07:45:00,2024-12-04 09:15:00,0.82,True
SLOT_022825,SEC_003,2024-09-02 02:15:00,2024-09-02 02:30:00,0.29,False
SLOT_022826,SEC_041,2024-05-26 17:45:00,2024-05-26 18:00:00,0.8,True
SLOT_022827,SEC_009,2024-10-27 17:30:00,2024-10-27 20:30:00,0.97,False
SLOT_022828,SEC_028,2024-04-05 14:15:00,2024-04-05 16:15:00,0.43,True
SLOT_022829,SEC_005,2024-02-17 12:15:00,2024-02-17 12:45:00,0.29,False
SLOT_022830,SEC_047,2024-05-20 16:45:00,2024-05-20 18:15:00,0.47,False
SLOT_022831,SEC_012,2024-06-20 04:00:00,2024-06-20 06:00:00,0.12,False
SLOT_022832,SEC_037,2024-08-11 06:15:00,2024-08-11 06:45:00,0.61,False
SLOT_022833,SEC_032,2024-09-08 21:15:00,2024-09-08 22:45:00,0.56,True
SLOT_022834,SEC_038,2024-09-21 10:15:00,2024-09-21 13:15:00,0.65,False
SLOT_022835,SEC_031,2024-03-15 04:45:00,2024-03-15 05:00:00,0.19,False
SLOT_022836,SEC_025,2024-08-30 01:45:00,2024-08-30 02:00:00,0.44,False
SLOT_022837,SEC_038,2024-01-17 09:15:00,2024-01-17 12:15:00,0.95,True
SLOT_022838,SEC_040,2024-12-03 13:30:00,2024-12-03 16:30:00,0.15,False
SLOT_022839,SEC_019,2024-06-10 05:15:00,2024-06-10 07:15:00,0.49,False
SLOT_022840,SEC_047,2024-12-15 02:00:00,2024-12-15 05:00:00,0.44,False
SLOT_022841,SEC_049,2024-11-13 20:00:00,2024-11-13 22:00:00,0.92,False
SLOT_022842,SEC_036,2024-03-13 12:00:00,2024-03-13 13:30:00,0.14,False
SLOT_022843,SEC_046,2024-02-10 09:45:00,2024-02-10 10:00:00,0.81,True
SLOT_022844,SEC_006,2024-11-29 02:15:00,2024-11-29 05:15:00,0.26,False
SLOT_022845,SEC_027,2024-06-28 00:00:00,2024-06-28 00:30:00,0.44,False
SLOT_022846,SEC_032,2024-02-09 08:30:00,2024-02-09 10:30:00,0.86,True
SLOT_022847,SEC_046,2024-08-10 21:15:00,2024-08-10 21:30:00,0.58,False
SLOT_022848,SEC_006,2024-12-16 05:00:00,2024-12-16 06:00:00,0.44,False
SLOT_022849,SEC_040,2024-08-08 04:30:00,2024-08-08 06:00:00,0.37,False
SLOT_022850,SEC_004,2024-04-04 01:45:00,2024-04-04 02:00:00,0.38,True
SLOT_022851,SEC_018,2024-05-03 08:45:00,2024-05-03 09:45:00,0.84,True
SLOT_022852,SEC_034,2024-04-07 14:00:00,2024-04-07 14:15:00,0.6,False
SLOT_022853,SEC_015,2024-07-16 14:00:00,2024-07-16 15:00:00,0.71,True
SLOT_022854,SEC_041,2024-06-03 16:15:00,2024-06-03 16:30:00,0.56,False
SLOT_022855,SEC_046,2024-05-05 10:30:00,2024-05-05 11:00:00,0.56,False
SLOT_022856,SEC_008,2024-03-07 22:45:00,2024-03-08 00:15:00,0.64,False
SLOT_022857,SEC_013,2024-01-11 08:30:00,2024-01-11 09:30:00,0.92,True
SLOT_022858,SEC_004,2024-10-29 18:45:00,2024-10-29 19:00:00,0.83,True
SLOT_022859,SEC_035,2024-10-20 12:00:00,2024-10-20 14:00:00,0.39,False
SLOT_022860,SEC_044,2024-02-15 14:00:00,2024-02-15 15:00:00,0.55,False
SLOT_022861,SEC_030,2024-03-24 02:30:00,2024-03-24 03:00:00,0.42,True
SLOT_022862,SEC_007,2024-06-09 14:30:00,2024-06-09 15:00:00,0.48,True
SLOT_022863,SEC_009,2024-08-06 10:00:00,2024-08-06 10:15:00,0.63,False
SLOT_022864,SEC_002,2024-11-28 10:00:00,2024-11-28 13:00:00,0.43,False
SLOT_022865,SEC_025,2024-09-12 04:45:00,2024-09-12 06:45:00,0.24,False
SLOT_022866,SEC_036,2024-08-20 22:45:00,2024-08-20 23:00:00,0.52,False
SLOT_022867,SEC_008,2024-09-29 19:15:00,2024-09-29 22:15:00,0.72,True
SLOT_022868,SEC_042,2024-08-10 20:45:00,2024-08-10 22:45:00,0.74,True
SLOT_022869,SEC_013,2024-12-06 17:00:00,2024-12-06 19:00:00,0.73,True
SLOT_022870,SEC_026,2024-12-30 16:00:00,2024-12-30 16:15:00,0.74,True
SLOT_022871,SEC_033,2024-06-14 11:30:00,2024-06-14 12:00:00,0.56,False
SLOT_022872,SEC_027,2024-01-09 13:00:00,2024-01-09 14:30:00,0.2,True
SLOT_022873,SEC_024,2024-12-29 15:00:00,2024-12-29 17:00:00,0.56,False
SLOT_022874,SEC_017,2024-04-27 21:00:00,2024-04-27 22:00:00,0.62,False
SLOT_022875,SEC_022,2024-04-08 01:30:00,2024-04-08 03:30:00,0.29,True
SLOT_022876,SEC_012,2024-02-15 02:15:00,2024-02-15 03:45:00,0.25,False
SLOT_022877,SEC_015,2024-10-06 19:15:00,2024-10-06 22:15:00,0.85,True
SLOT_022878,SEC_038,2024-03-08 16:00:00,2024-03-08 16:15:00,0.5,True
SLOT_022879,SEC_044,2024-12-18 19:30:00,2024-12-18 20:00:00,0.9,False
SLOT_022880,SEC_042,2024-03-20 18:30:00,2024-03-20 20:00:00,0.85,True
SLOT_022881,SEC_017,2024-01-27 14:30:00,2024-01-27 16:30:00,0.55,False
SLOT_022882,SEC_016,2024-08-17 05:15:00,2024-08-17 06:45:00,0.68,False
SLOT_022883,SEC_003,2024-03-16 12:00:00,2024-03-16 12:30:00,0.39,False
SLOT_022884,SEC_014,2024-04-09 04:00:00,2024-04-09 07:00:00,0.32,False
SLOT_022885,SEC_029,2024-02-08 07:45:00,2024-02-08 08:00:00,0.88,True
SLOT_022886,SEC_014,2024-08-31 03:45:00,2024-08-31 04:00:00,0.19,True
SLOT_022887,SEC_036,2024-03-21 12:45:00,2024-03-21 13:45:00,0.41,False
SLOT_022888,SEC_003,2024-09-27 06:00:00,2024-09-27 06:15:00,0.5,False
SLOT_022889,SEC_021,2024-04-04 23:45:00,2024-04-05 00:15:00,0.58,False
SLOT_022890,SEC_014,2024-05-27 09:15:00,2024-05-27 12:15:00,0.75,True
SLOT_022891,SEC_025,2024-06-29 06:45:00,2024-06-29 07:45:00,0.42,False
SLOT_022892,SEC_002,2024-07-15 06:45:00,2024-07-15 07:45:00,0.68,False
SLOT_022893,SEC_021,2024-10-30 01:00:00,2024-10-30 02:00:00,0.43,False
SLOT_022894,SEC_039,2024-02-18 08:00:00,2024-02-18 10:00:00,0.86,True
SLOT_022895,SEC_042,2024-03-24 20:45:00,2024-03-24 21:45:00,0.93,True
SLOT_022896,SEC_013,2024-10-02 01:30:00,2024-10-02 02:00:00,0.43,False
SLOT_022897,SEC_022,2024-11-09 11:45:00,2024-11-09 12:00:00,0.6,False
