section_id,forecast_date,expected_rakes,commodity_type,seasonal_factor
SEC_003,2024-02-15,5,Steel,1.16
SEC_006,2024-04-16,4,Coal,1.08
SEC_031,2024-11-01,8,Foodgrain,1.32
SEC_046,2024-06-25,4,Other,0.82
SEC_042,2024-11-12,16,Cement,1.37
SEC_045,2024-04-28,4,Foodgrain,1.36
SEC_008,2024-06-17,5,Coal,0.8
SEC_026,2024-01-27,5,Cement,1.08
SEC_036,2024-10-12,5,Steel,1.2
SEC_031,2024-04-24,6,Cement,1.06
SEC_039,2024-02-03,5,Coal,1.25
SEC_011,2024-03-21,6,Foodgrain,1.46
SEC_023,2024-08-31,4,Foodgrain,0.79
SEC_022,2024-10-25,4,Cement,1.3
SEC_047,2024-12-15,12,Other,1.13
SEC_010,2024-03-27,5,Other,1.01
SEC_016,2024-08-04,10,Steel,0.8
SEC_002,2024-06-16,6,Cement,0.78
SEC_008,2024-09-18,8,Cement,0.97
SEC_049,2024-09-03,9,Other,1.08
SEC_042,2024-01-26,2,Other,1.13
SEC_013,2024-02-24,11,Coal,1.18
SEC_035,2024-08-03,10,Other,0.79
SEC_030,2024-07-13,9,Foodgrain,0.71
SEC_045,2024-11-20,11,Other,1.18
SEC_015,2024-11-06,3,Cement,1.38
SEC_049,2024-01-22,9,Steel,1.07
SEC_019,2024-08-01,9,Steel,0.72
SEC_036,2024-05-28,13,Other,1.02
SEC_020,2024-06-25,8,Coal,0.86
SEC_033,2024-01-24,5,Coal,1.08
SEC_017,2024-11-03,14,Coal,1.37
SEC_042,2024-03-01,12,Foodgrain,1.49
SEC_032,2024-12-12,17,Steel,1.24
SEC_015,2024-12-06,7,Foodgrain,1.12
SEC_048,2024-10-27,5,Other,1.26
SEC_035,2024-02-13,7,Steel,1.09
SEC_022,2024-05-29,14,Coal,1.02
SEC_007,2024-01-09,10,Steel,1.11
SEC_048,2024-08-11,10,Cement,0.76
SEC_037,2024-11-12,17,Cement,1.27
SEC_033,2024-07-11,6,Coal,0.87
SEC_041,2024-01-09,16,Other,1.15
SEC_030,2024-04-21,8,Foodgrain,1.32
SEC_012,2024-03-03,17,Foodgrain,1.41
SEC_012,2024-06-08,8,Steel,0.75
SEC_004,2024-05-16,4,Other,1.05
SEC_004,2024-10-30,9,Coal,1.16
SEC_036,2024-03-21,9,Foodgrain,1.31
SEC_042,2024-04-19,3,Foodgrain,1.38
SEC_009,2024-03-27,19,Foodgrain,1.46
SEC_029,2024-11-21,8,Steel,1.31
SEC_007,2024-04-17,14,Other,1.08
SEC_021,2024-12-28,11,Steel,1.23
SEC_039,2024-08-31,11,Cement,0.76
SEC_040,2024-04-22,8,Cement,1.03
SEC_047,2024-08-05,9,Steel,0.74
SEC_016,2024-02-14,9,Other,1.18
SEC_047,2024-11-26,4,Foodgrain,1.17
SEC_039,2024-12-16,12,Cement,1.16
SEC_017,2024-04-17,11,Cement,1.01
SEC_017,2024-03-03,9,Foodgrain,1.47
SEC_006,2024-06-05,10,Cement,0.89
SEC_046,2024-10-09,8,Foodgrain,1.26
SEC_010,2024-08-17,11,Cement,0.8
SEC_014,2024-01-15,11,Foodgrain,1.1
SEC_021,2024-01-04,16,Other,1.12
SEC_007,2024-03-27,4,Foodgrain,1.3
SEC_040,2024-10-03,8,Other,1.2
SEC_035,2024-04-05,3,Foodgrain,1.35
SEC_008,2024-11-23,4,Foodgrain,1.24
SEC_008,2024-04-18,3,Foodgrain,1.49
SEC_002,2024-11-22,4,Steel,1.18
SEC_047,2024-12-02,15,Cement,1.19
SEC_022,2024-09-23,9,Cement,1.07
SEC_033,2024-03-05,4,Steel,1.09
SEC_008,2024-01-27,11,Other,1.1
SEC_012,2024-03-04,2,Coal,0.97
SEC_027,2024-08-19,8,Coal,0.77
SEC_011,2024-09-10,3,Cement,1.07
SEC_031,2024-12-26,9,Foodgrain,1.16
SEC_046,2024-12-14,16,Cement,1.17
SEC_015,2024-04-22,6,Cement,0.96
SEC_030,2024-05-22,8,Cement,0.96
SEC_045,2024-10-09,7,Steel,1.38
SEC_044,2024-10-09,12,Steel,1.24
SEC_001,2024-04-24,6,Steel,1.04
SEC_006,2024-01-12,14,Cement,1.24
SEC_049,2024-02-05,8,Cement,1.18
SEC_046,2024-10-28,12,Other,1.25
SEC_016,2024-05-07,4,Steel,0.98
SEC_026,2024-09-21,6,Coal,1.05
SEC_029,2024-10-20,15,Other,1.37
SEC_033,2024-11-24,14,Foodgrain,1.39
SEC_037,2024-06-29,2,Steel,0.83
SEC_019,2024-08-21,7,Steel,0.7
SEC_044,2024-03-12,2,Other,1.04
SEC_003,2024-12-10,2,Cement,1.15
SEC_002,2024-11-19,18,Coal,1.3
SEC_047,2024-05-22,11,Steel,1.08
SEC_009,2024-05-14,14,Other,1.02
SEC_049,2024-09-25,8,Cement,1.03
SEC_015,2024-05-31,8,Other,1.0
SEC_018,2024-09-22,5,Coal,0.97
SEC_002,2024-02-03,17,Foodgrain,1.22
SEC_047,2024-04-08,2,Coal,1.1
SEC_018,2024-10-12,10,Foodgrain,1.22
SEC_009,2024-12-02,13,Coal,1.2
SEC_024,2024-01-10,2,Steel,1.13
SEC_008,2024-10-12,9,Steel,1.3
SEC_039,2024-01-26,15,Coal,1.06
SEC_004,2024-11-13,3,Other,1.33
SEC_025,2024-04-02,3,Steel,1.03
SEC_020,2024-05-12,14,Coal,0.99
SEC_002,2024-09-19,6,Other,1.01
SEC_003,2024-11-03,13,Coal,1.32
SEC_026,2024-05-31,12,Coal,1.01
SEC_020,2024-04-25,3,Other,0.96
SEC_007,2024-12-24,9,Foodgrain,1.05
SEC_007,2024-12-18,7,Steel,1.11
SEC_040,2024-07-10,5,Steel,0.7
SEC_036,2024-01-09,11,Foodgrain,1.12
SEC_030,2024-12-20,12,Steel,1.16
SEC_041,2024-08-14,10,Coal,0.77
SEC_004,2024-07-21,9,Other,0.74
SEC_034,2024-02-11,5,Other,1.06
SEC_037,2024-12-29,2,Coal,1.1
SEC_010,2024-09-20,13,Foodgrain,0.97
SEC_027,2024-03-20,16,Foodgrain,1.37
SEC_038,2024-05-13,3,Coal,0.96
SEC_030,2024-05-05,4,Steel,1.01
SEC_013,2024-11-14,14,Cement,1.16
SEC_033,2024-06-23,8,Coal,0.84
SEC_038,2024-11-15,3,Steel,1.33
SEC_001,2024-09-08,13,Steel,1.09
SEC_028,2024-05-14,5,Steel,1.02
SEC_025,2024-05-28,13,Cement,1.03
SEC_018,2024-10-23,5,Foodgrain,1.16
SEC_003,2024-07-01,9,Cement,0.71
SEC_005,2024-09-06,6,Foodgrain,0.98
SEC_037,2024-02-14,7,Cement,1.15
SEC_041,2024-06-05,2,Cement,0.84
SEC_021,2024-07-30,7,Other,0.73
SEC_047,2024-05-05,2,Coal,0.99
SEC_046,2024-11-06,9,Other,1.32
SEC_033,2024-03-17,3,Cement,1.07
SEC_029,2024-11-06,3,Coal,1.31
SEC_048,2024-01-24,5,Coal,1.07
SEC_030,2024-06-05,7,Coal,0.88
SEC_046,2024-07-08,4,Cement,0.83
SEC_048,2024-04-02,17,Foodgrain,1.44
SEC_010,2024-07-16,7,Coal,0.82
SEC_033,2024-11-25,2,Steel,1.22
SEC_036,2024-06-11,8,Foodgrain,0.86
SEC_041,2024-07-16,7,Coal,0.86
SEC_018,2024-12-13,5,Foodgrain,1.21
SEC_043,2024-12-04,17,Coal,1.19
SEC_024,2024-01-06,8,Cement,1.15
SEC_019,2024-09-22,10,Coal,1.03
SEC_008,2024-11-07,16,Cement,1.3
SEC_016,2024-12-10,6,Steel,1.22
SEC_048,2024-10-20,17,Foodgrain,1.38
SEC_036,2024-01-31,17,Steel,1.22
SEC_036,2024-10-04,2,Other,1.24
SEC_044,2024-11-05,11,Cement,1.24
SEC_014,2024-07-11,8,Other,0.81
SEC_033,2024-01-08,5,Cement,1.25
SEC_019,2024-03-10,10,Other,1.04
SEC_042,2024-04-10,3,Steel,1.08
SEC_021,2024-11-11,14,Steel,1.19
SEC_042,2024-02-16,13,Other,1.15
SEC_037,2024-09-29,15,Coal,1.06
SEC_038,2024-03-06,11,Coal,0.95
SEC_046,2024-10-31,3,Cement,1.33
SEC_039,2024-01-05,5,Steel,1.2
SEC_016,2024-03-27,12,Steel,0.99
SEC_026,2024-02-07,15,Steel,1.21
SEC_024,2024-07-21,11,Cement,0.82
SEC_004,2024-10-12,18,Foodgrain,1.3
SEC_030,2024-06-01,4,Coal,0.74
SEC_022,2024-07-14,4,Foodgrain,0.7
SEC_020,2024-08-22,3,Cement,0.73
SEC_006,2024-06-15,8,Coal,0.83
SEC_025,2024-10-02,3,Coal,1.39
SEC_029,2024-04-13,14,Cement,1.09
SEC_006,2024-03-04,7,Other,1.09
SEC_032,2024-03-09,8,Coal,1.02
SEC_009,2024-03-04,14,Cement,1.05
SEC_008,2024-01-14,3,Cement,1.07
SEC_020,2024-01-16,13,Coal,1.18
SEC_020,2024-01-20,6,Steel,1.21
SEC_045,2024-02-27,13,Foodgrain,1.2
SEC_004,2024-08-20,3,Cement,0.83
SEC_018,2024-03-28,19,Foodgrain,1.46
SEC_036,2024-08-01,2,Coal,0.85
SEC_013,2024-01-27,4,Other,1.24
SEC_049,2024-10-19,8,Foodgrain,1.37
SEC_037,2024-05-10,9,Foodgrain,1.09
SEC_047,2024-06-10,4,Foodgrain,0.81
SEC_047,2024-09-04,10,Foodgrain,1.08
SEC_006,2024-12-31,10,Steel,1.13
SEC_023,2024-10-17,15,Steel,1.35
SEC_037,2024-05-26,6,Coal,1.08
SEC_001,2024-05-06,10,Cement,0.99
SEC_023,2024-05-03,9,Steel,1.07
SEC_034,2024-01-31,4,Coal,1.18
SEC_039,2024-05-03,15,Coal,1.06
SEC_021,2024-10-04,16,Other,1.25
SEC_043,2024-04-11,16,Foodgrain,1.45
SEC_034,2024-05-23,9,Cement,1.04
SEC_003,2024-01-26,11,Foodgrain,1.19
SEC_014,2024-04-02,4,Other,1.06
SEC_046,2024-01-26,5,Other,1.07
SEC_001,2024-06-21,10,Cement,0.73
SEC_006,2024-04-18,2,Other,1.1
SEC_017,2024-12-20,6,Steel,1.13
SEC_049,2024-08-03,4,Foodgrain,0.81
SEC_035,2024-05-16,8,Steel,1.06
SEC_008,2024-07-15,3,Other,0.84
SEC_020,2024-12-17,7,Steel,1.2
SEC_047,2024-03-07,9,Cement,1.02
SEC_011,2024-04-02,11,Steel,1.06
SEC_029,2024-07-18,11,Cement,0.82
SEC_023,2024-02-08,4,Coal,1.2
SEC_038,2024-07-09,9,Cement,0.8
SEC_037,2024-02-27,3,Other,1.09
SEC_041,2024-11-12,8,Foodgrain,1.21
SEC_006,2024-10-10,17,Foodgrain,1.3
SEC_023,2024-01-18,12,Foodgrain,1.06
SEC_034,2024-07-15,10,Foodgrain,0.84
SEC_021,2024-03-17,4,Foodgrain,1.4
SEC_033,2024-07-31,10,Foodgrain,0.85
SEC_032,2024-07-18,6,Foodgrain,0.8
SEC_019,2024-12-20,12,Coal,1.05
SEC_005,2024-03-05,4,Foodgrain,1.4
SEC_048,2024-07-03,4,Foodgrain,0.75
SEC_041,2024-12-19,7,Other,1.14
SEC_044,2024-02-12,8,Steel,1.09
SEC_015,2024-04-02,12,Other,1.1
SEC_016,2024-09-19,2,Other,1.08
SEC_016,2024-02-09,12,Cement,1.2
SEC_002,2024-03-17,2,Cement,1.0
SEC_009,2024-12-16,12,Steel,1.17
SEC_016,2024-07-31,3,Coal,0.85
SEC_049,2024-01-21,15,Cement,1.12
SEC_011,2024-11-08,4,Cement,1.32
SEC_025,2024-07-10,6,Other,0.75
SEC_027,2024-06-23,5,Foodgrain,0.79
SEC_018,2024-12-29,13,Other,1.14
SEC_046,2024-04-25,13,Coal,1.05
SEC_005,2024-05-18,4,Coal,1.08
SEC_043,2024-07-29,11,Coal,0.89
SEC_037,2024-03-29,5,Steel,1.0
SEC_015,2024-02-16,11,Coal,1.22
SEC_038,2024-02-20,10,Coal,1.21
SEC_022,2024-04-22,12,Other,1.01
SEC_048,2024-01-30,13,Coal,1.15
SEC_002,2024-07-03,2,Other,0.73
SEC_002,2024-12-29,14,Cement,1.14
SEC_027,2024-04-03,6,Cement,0.99
SEC_046,2024-01-15,11,Coal,1.08
SEC_004,2024-01-15,13,Coal,1.21
SEC_039,2024-03-01,13,Coal,1.02
SEC_046,2024-08-02,11,Steel,0.88
SEC_024,2024-06-21,7,Other,0.73
SEC_043,2024-05-26,11,Foodgrain,0.95
SEC_038,2024-10-03,7,Steel,1.18
SEC_011,2024-05-22,7,Steel,1.05
SEC_042,2024-08-13,6,Steel,0.8
SEC_035,2024-12-30,5,Foodgrain,1.18
SEC_001,2024-03-03,11,Other,1.08
SEC_028,2024-02-10,13,Coal,1.11
SEC_033,2024-03-20,4,Cement,1.09
SEC_040,2024-02-26,9,Coal,1.23
SEC_038,2024-10-30,4,Steel,1.18
SEC_024,2024-11-16,17,Foodgrain,1.24
SEC_015,2024-07-23,2,Coal,0.79
SEC_010,2024-02-17,14,Steel,1.19
SEC_005,2024-11-07,9,Cement,1.29
SEC_032,2024-12-01,12,Cement,1.15
SEC_048,2024-05-29,13,Coal,0.95
SEC_004,2024-09-02,8,Cement,1.04
SEC_035,2024-08-10,6,Foodgrain,0.73
SEC_029,2024-07-12,3,Cement,0.75
SEC_009,2024-05-09,13,Steel,1.03
SEC_011,2024-04-11,4,Other,0.98
SEC_014,2024-04-10,7,Cement,1.01
SEC_034,2024-05-11,12,Cement,0.99
SEC_015,2024-10-05,8,Coal,1.21
SEC_041,2024-10-29,10,Cement,1.24
SEC_019,2024-02-11,15,Steel,1.25
SEC_006,2024-01-22,14,Cement,1.13
SEC_005,2024-06-24,10,Cement,0.72
SEC_020,2024-10-08,5,Other,1.35
SEC_020,2024-07-24,11,Other,0.79
SEC_036,2024-10-29,5,Steel,1.31
SEC_024,2024-09-18,5,Coal,1.05
SEC_009,2024-09-15,6,Foodgrain,0.97
SEC_011,2024-07-16,5,Foodgrain,0.81
SEC_028,2024-01-20,10,Steel,1.14
SEC_017,2024-03-06,18,Foodgrain,1.49
SEC_033,2024-09-28,6,Foodgrain,1.03
SEC_046,2024-04-23,8,Cement,1.05
SEC_018,2024-09-21,11,Steel,1.08
SEC_028,2024-05-04,9,Cement,0.98
SEC_041,2024-01-05,14,Other,1.07
SEC_011,2024-09-04,6,Cement,0.96
SEC_026,2024-11-22,16,Cement,1.23
SEC_015,2024-06-12,6,Steel,0.86
SEC_031,2024-02-18,14,Steel,1.19
SEC_037,2024-05-31,12,Coal,0.98
SEC_007,2024-12-17,8,Foodgrain,1.21
SEC_010,2024-04-26,2,Coal,0.96
SEC_002,2024-01-26,9,Cement,1.08
SEC_001,2024-10-08,12,Other,1.18
SEC_003,2024-03-28,7,Other,1.0
SEC_035,2024-01-14,17,Coal,1.21
SEC_045,2024-09-09,8,Cement,1.06
SEC_021,2024-05-03,7,Foodgrain,1.05
SEC_044,2024-02-20,15,Coal,1.1
SEC_036,2024-01-20,5,Cement,1.21
SEC_040,2024-03-08,4,Other,1.08
SEC_037,2024-02-24,17,Foodgrain,1.22
SEC_010,2024-01-05,13,Other,1.11
SEC_026,2024-05-15,12,Coal,0.97
SEC_026,2024-10-29,16,Other,1.3
SEC_032,2024-05-24,6,Cement,1.02
SEC_040,2024-01-14,7,Cement,1.07
SEC_006,2024-11-18,16,Foodgrain,1.31
SEC_034,2024-08-19,7,Coal,0.89
SEC_041,2024-12-18,12,Foodgrain,1.19
SEC_006,2024-08-01,10,Other,0.73
SEC_021,2024-06-23,4,Foodgrain,0.84
SEC_044,2024-07-06,10,Coal,0.82
SEC_002,2024-01-03,11,Foodgrain,1.17
SEC_008,2024-05-17,4,Coal,1.0
SEC_040,2024-06-10,2,Foodgrain,0.83
SEC_009,2024-04-19,9,Cement,1.08
SEC_035,2024-11-02,16,Coal,1.34
SEC_045,2024-12-16,9,Foodgrain,1.17
SEC_025,2024-06-24,8,Foodgrain,0.83
SEC_024,2024-10-14,13,Cement,1.32
SEC_022,2024-03-22,8,Coal,1.02
SEC_019,2024-12-03,4,Cement,1.24
SEC_019,2024-09-14,10,Cement,0.95
SEC_028,2024-09-25,2,Coal,1.09
SEC_044,2024-08-05,4,Coal,0.8
SEC_049,2024-10-30,15,Cement,1.25
SEC_043,2024-07-14,4,Other,0.79
SEC_006,2024-12-18,13,Other,1.15
SEC_016,2024-08-30,4,Cement,0.88
SEC_038,2024-06-15,8,Other,0.81
SEC_027,2024-03-17,2,Cement,1.07
SEC_017,2024-11-27,11,Coal,1.22
SEC_016,2024-01-21,4,Foodgrain,1.07
SEC_006,2024-01-16,7,Steel,1.18
SEC_017,2024-01-12,16,Steel,1.25
SEC_021,2024-02-09,13,Coal,1.17
SEC_021,2024-03-31,11,Coal,0.98
SEC_027,2024-06-28,9,Cement,0.8
SEC_014,2024-04-11,11,Coal,1.06
SEC_011,2024-06-15,5,Cement,0.8
SEC_044,2024-06-12,11,Steel,0.81
SEC_020,2024-06-09,5,Foodgrain,0.82
SEC_013,2024-01-22,10,Steel,1.11
SEC_032,2024-07-15,1,Steel,0.74
SEC_027,2024-04-19,7,Foodgrain,1.4
SEC_029,2024-07-16,2,Cement,0.78
SEC_011,2024-01-23,13,Foodgrain,1.19
SEC_036,2024-11-14,10,Cement,1.29
SEC_010,2024-09-21,6,Other,1.06
SEC_041,2024-05-06,3,Foodgrain,0.99
SEC_021,2024-05-11,11,Other,1.01
SEC_021,2024-04-25,5,Coal,1.02
SEC_020,2024-12-28,16,Foodgrain,1.23
SEC_021,2024-09-13,3,Foodgrain,0.99
SEC_033,2024-06-17,3,Coal,0.87
SEC_025,2024-08-25,8,Other,0.89
SEC_007,2024-01-24,8,Cement,1.08
SEC_028,2024-10-30,15,Foodgrain,1.36
SEC_014,2024-08-06,9,Cement,0.89
SEC_006,2024-04-23,4,Cement,1.03
SEC_042,2024-09-10,2,Cement,1.01
SEC_016,2024-01-03,10,Steel,1.07
SEC_030,2024-06-28,3,Foodgrain,0.79
SEC_009,2024-12-11,2,Steel,1.11
SEC_017,2024-10-05,7,Other,1.36
SEC_019,2024-01-17,10,Coal,1.22
SEC_007,2024-08-03,4,Other,0.71
SEC_048,2024-09-05,11,Steel,0.96
SEC_016,2024-07-11,3,Cement,0.73
SEC_029,2024-04-27,11,Coal,0.95
SEC_028,2024-09-05,12,Other,1.01
SEC_022,2024-06-04,10,Foodgrain,0.73
SEC_029,2024-12-13,15,Other,1.24
SEC_028,2024-11-02,5,Steel,1.22
SEC_004,2024-11-28,12,Other,1.31
SEC_033,2024-06-02,2,Other,0.84
SEC_006,2024-09-04,7,Coal,1.09
SEC_022,2024-02-22,7,Steel,1.17
SEC_018,2024-10-02,4,Foodgrain,1.24
SEC_022,2024-10-03,13,Steel,1.28
SEC_004,2024-10-10,8,Other,1.28
SEC_035,2024-01-08,2,Coal,1.18
SEC_021,2024-06-15,6,Steel,0.8
SEC_003,2024-04-10,6,Steel,1.02
SEC_001,2024-11-30,17,Foodgrain,1.23
SEC_027,2024-07-15,4,Cement,0.72
SEC_033,2024-08-11,9,Coal,0.74
SEC_027,2024-06-09,2,Cement,0.7
SEC_036,2024-02-11,16,Foodgrain,1.2
SEC_038,2024-08-15,2,Cement,0.78
SEC_043,2024-08-11,5,Coal,0.83
SEC_049,2024-05-19,11,Other,0.96
SEC_044,2024-08-18,8,Foodgrain,0.88
SEC_039,2024-05-22,3,Steel,1.03
SEC_022,2024-08-29,12,Cement,0.86
SEC_025,2024-05-07,8,Foodgrain,1.1
SEC_031,2024-10-10,19,Steel,1.33
SEC_009,2024-11-20,7,Coal,1.17
SEC_034,2024-06-26,7,Foodgrain,0.87
SEC_029,2024-01-07,15,Steel,1.18
SEC_026,2024-09-06,8,Cement,1.0
SEC_041,2024-12-09,9,Steel,1.05
SEC_034,2024-09-16,14,Coal,1.01
SEC_046,2024-05-11,14,Cement,0.98
SEC_048,2024-07-25,2,Other,0.84
SEC_041,2024-05-13,3,Other,1.06
SEC_015,2024-10-10,16,Foodgrain,1.26
SEC_010,2024-09-22,6,Steel,1.03
SEC_015,2024-08-16,11,Steel,0.86
SEC_035,2024-05-22,12,Steel,1.0
SEC_043,2024-03-04,11,Coal,1.04
SEC_044,2024-08-13,5,Other,0.79
SEC_034,2024-05-03,5,Steel,1.05
SEC_034,2024-11-26,6,Cement,1.23
SEC_047,2024-01-24,14,Steel,1.08
SEC_034,2024-11-05,12,Cement,1.36
SEC_007,2024-10-12,15,Other,1.38
SEC_025,2024-07-07,12,Foodgrain,0.86
SEC_018,2024-12-29,16,Other,1.14
SEC_032,2024-09-19,12,Steel,0.99
SEC_032,2024-01-16,12,Steel,1.15
SEC_015,2024-05-23,14,Cement,1.04
SEC_015,2024-11-03,5,Coal,1.3
SEC_005,2024-10-11,14,Coal,1.35
SEC_015,2024-02-28,10,Steel,1.07
SEC_041,2024-03-03,9,Foodgrain,1.49
SEC_033,2024-12-04,4,Foodgrain,1.24
SEC_047,2024-01-17,10,Coal,1.11
SEC_046,2024-12-13,16,Foodgrain,1.22
SEC_042,2024-07-16,10,Cement,0.76
SEC_009,2024-10-22,3,Steel,1.33
SEC_017,2024-03-19,19,Foodgrain,1.39
SEC_003,2024-05-05,9,Steel,0.96
SEC_005,2024-09-23,13,Coal,1.05
SEC_012,2024-02-29,5,Cement,1.2
SEC_014,2024-02-07,11,Foodgrain,1.13
SEC_001,2024-08-10,2,Other,0.89
SEC_042,2024-01-04,12,Coal,1.16
SEC_026,2024-12-09,14,Coal,1.16
SEC_033,2024-09-04,11,Cement,1.04
SEC_033,2024-09-18,8,Other,0.96
SEC_048,2024-07-02,4,Other,0.8
SEC_008,2024-08-16,5,Other,0.73
SEC_017,2024-12-14,16,Steel,1.21
SEC_016,2024-01-02,5,Cement,1.2
SEC_028,2024-03-31,8,Coal,0.99
SEC_026,2024-09-12,10,Foodgrain,1.08
SEC_039,2024-02-15,7,Other,1.16
SEC_028,2024-03-30,6,Cement,0.99
SEC_012,2024-01-09,17,Other,1.19
SEC_028,2024-01-21,7,Other,1.24
SEC_048,2024-06-11,10,Cement,0.74
SEC_029,2024-08-29,7,Cement,0.85
SEC_030,2024-02-06,9,Steel,1.18
SEC_009,2024-12-25,10,Foodgrain,1.14
SEC_001,2024-10-10,3,Coal,1.32
SEC_011,2024-08-30,8,Foodgrain,0.8
SEC_002,2024-01-27,4,Other,1.18
SEC_023,2024-07-08,9,Coal,0.73
SEC_044,2024-12-02,14,Foodgrain,1.05
SEC_022,2024-03-28,14,Other,1.01
SEC_032,2024-07-16,5,Steel,0.88
SEC_042,2024-07-25,8,Foodgrain,0.85
SEC_038,2024-09-11,5,Cement,1.0
SEC_032,2024-12-02,2,Cement,1.18
SEC_039,2024-02-17,16,Cement,1.13
SEC_014,2024-01-24,10,Coal,1.22
SEC_021,2024-02-02,13,Coal,1.19
SEC_020,2024-04-07,4,Cement,0.99
SEC_040,2024-05-09,2,Other,1.02
SEC_021,2024-11-17,8,Steel,1.3
SEC_046,2024-07-09,6,Foodgrain,0.78
SEC_010,2024-09-29,7,Coal,0.99
SEC_009,2024-07-29,9,Coal,0.73
SEC_036,2024-12-14,14,Foodgrain,1.05
SEC_038,2024-04-30,3,Coal,1.02
SEC_034,2024-09-01,13,Foodgrain,1.03
SEC_016,2024-04-09,16,Foodgrain,1.41
SEC_001,2024-03-26,6,Coal,1.05
SEC_016,2024-12-25,3,Foodgrain,1.14
SEC_023,2024-01-09,14,Foodgrain,1.19
SEC_021,2024-04-09,6,Coal,0.99
SEC_046,2024-05-21,6,Steel,0.99
SEC_043,2024-02-20,6,Foodgrain,1.05
SEC_038,2024-10-09,7,Other,1.38
SEC_002,2024-05-11,4,Foodgrain,1.08
SEC_007,2024-06-16,3,Cement,0.71
SEC_022,2024-04-21,7,Foodgrain,1.41
SEC_031,2024-11-22,13,Other,1.19
SEC_034,2024-06-03,11,Other,0.81
SEC_015,2024-10-15,12,Foodgrain,1.35
SEC_006,2024-08-16,4,Steel,0.74
SEC_017,2024-12-15,9,Foodgrain,1.22
SEC_039,2024-08-08,3,Other,0.78
SEC_049,2024-12-26,4,Foodgrain,1.2
SEC_047,2024-09-12,5,Steel,1.05
SEC_030,2024-01-22,7,Cement,1.24
SEC_005,2024-02-27,9,Coal,1.1
SEC_048,2024-10-16,6,Steel,1.39
SEC_008,2024-01-17,15,Coal,1.17
SEC_014,2024-03-10,6,Other,1.06
SEC_048,2024-10-16,14,Other,1.26
SEC_025,2024-05-09,3,Other,0.99
SEC_010,2024-03-20,2,Coal,0.96
SEC_025,2024-03-13,12,Other,0.96
SEC_004,2024-04-25,5,Steel,0.97
SEC_016,2024-11-02,7,Other,1.16
SEC_047,2024-06-15,7,Steel,0.77
SEC_015,2024-12-15,16,Steel,1.25
SEC_044,2024-09-19,11,Cement,1.09
SEC_027,2024-04-08,12,Cement,0.96
SEC_033,2024-02-29,6,Steel,1.21
SEC_035,2024-12-11,8,Other,1.17
SEC_028,2024-11-26,8,Coal,1.36
SEC_002,2024-02-14,13,Other,1.15
SEC_046,2024-04-27,18,Foodgrain,1.41
SEC_024,2024-09-28,15,Foodgrain,1.04
SEC_033,2024-12-25,6,Other,1.07
SEC_028,2024-11-26,15,Coal,1.15
SEC_033,2024-04-14,5,Other,1.08
SEC_018,2024-11-24,9,Steel,1.23
SEC_042,2024-09-22,13,Other,1.1
SEC_011,2024-06-18,2,Cement,0.79
SEC_033,2024-05-17,8,Steel,1.08
SEC_029,2024-10-24,5,Coal,1.29
SEC_025,2024-11-02,16,Coal,1.33
SEC_002,2024-11-30,17,Coal,1.24
SEC_020,2024-06-18,7,Coal,0.71
SEC_003,2024-04-07,14,Cement,1.03
SEC_025,2024-11-14,4,Other,1.29
SEC_034,2024-04-20,2,Cement,1.07
SEC_026,2024-10-02,5,Cement,1.25
SEC_038,2024-07-05,6,Other,0.81
SEC_018,2024-08-02,3,Cement,0.71
SEC_016,2024-03-17,13,Coal,0.95
SEC_022,2024-04-01,7,Foodgrain,1.36
SEC_012,2024-08-26,9,Cement,0.79
SEC_040,2024-04-05,18,Foodgrain,1.38
SEC_040,2024-09-01,12,Steel,0.96
SEC_021,2024-12-28,7,Foodgrain,1.11
SEC_039,2024-01-31,6,Cement,1.16
SEC_002,2024-12-04,10,Steel,1.05
SEC_008,2024-03-03,9,Steel,1.03
SEC_014,2024-02-20,6,Foodgrain,1.2
SEC_020,2024-11-01,16,Foodgrain,1.23
SEC_012,2024-03-15,13,Steel,1.01
SEC_026,2024-08-24,7,Steel,0.77
SEC_039,2024-02-09,3,Coal,1.08
SEC_023,2024-02-01,15,Cement,1.18
SEC_023,2024-03-14,9,Steel,1.03
SEC_003,2024-07-09,4,Other,0.73
SEC_014,2024-04-16,3,Other,1.02
SEC_040,2024-03-22,10,Cement,1.09
SEC_040,2024-11-02,10,Other,1.38
SEC_006,2024-03-04,8,Other,1.1
SEC_001,2024-02-04,4,Cement,1.23
SEC_041,2024-02-10,17,Steel,1.19
SEC_009,2024-11-18,4,Other,1.33
SEC_029,2024-06-23,8,Steel,0.8
SEC_041,2024-12-21,3,Coal,1.1
SEC_039,2024-10-22,3,Foodgrain,1.33
SEC_027,2024-04-13,7,Coal,1.09
SEC_019,2024-10-16,12,Coal,1.36
SEC_038,2024-06-15,7,Coal,0.83
SEC_035,2024-07-23,2,Other,0.88
SEC_042,2024-07-12,5,Coal,0.86
SEC_026,2024-10-04,3,Steel,1.26
SEC_047,2024-03-16,12,Cement,0.96
SEC_038,2024-01-22,2,Other,1.19
SEC_004,2024-09-24,12,Coal,1.04
SEC_015,2024-12-15,9,Other,1.11
SEC_040,2024-07-31,3,Other,0.85
SEC_006,2024-02-13,3,Other,1.08
SEC_035,2024-02-11,14,Cement,1.15
