task_id,section_id,start_km,end_km,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status
TMS_TASK_010884,SEC_040,164.265,164.747,Deep Screening Overdue,B,2024-11-05,2024-11-20,0,In-Progress
TMS_TASK_010885,SEC_008,38.89,39.402,Track Parameter Deviation,B,2024-11-30,2024-12-16,4,Open
TMS_TASK_010886,SEC_041,165.626,165.73,Track Parameter Deviation,C,2024-02-18,2024-03-07,3,Deferred
TMS_TASK_010887,SEC_001,6.465,7.044,Rail Fracture Risk,C,2024-07-09,2024-08-06,4,In-Progress
TMS_TASK_010888,SEC_037,155.302,155.955,Track Parameter Deviation,B,2024-10-02,2024-10-11,2,Deferred
TMS_TASK_010889,SEC_014,65.932,66.779,Deep Screening Overdue,C,2024-11-10,2024-12-02,0,Open
TMS_TASK_010890,SEC_048,193.436,193.556,Weld Failure,B,2024-11-24,2024-12-05,1,Deferred
TMS_TASK_010891,SEC_024,94.122,94.731,Track Parameter Deviation,B,2024-04-17,2024-05-07,0,Completed
TMS_TASK_010892,SEC_014,65.631,67.117,Track Parameter Deviation,B,2024-04-20,2024-04-27,3,Deferred
TMS_TASK_010893,SEC_012,59.551,60.86,Ballast Issue,B,2024-05-08,2024-05-21,0,Completed
TMS_TASK_010894,SEC_041,165.287,165.745,Rail Fracture Risk,C,2024-11-03,2024-12-16,0,Open
TMS_TASK_010895,SEC_020,88.122,88.571,Rail Fracture Risk,A,2024-11-01,2024-11-06,0,Open
TMS_TASK_010896,SEC_018,86.353,87.317,Weld Failure,A,2024-04-09,2024-04-13,0,In-Progress
TMS_TASK_010897,SEC_037,155.886,156.053,Rail Fracture Risk,A,2024-09-04,2024-09-10,4,Deferred
TMS_TASK_010898,SEC_027,127.435,128.184,Ballast Issue,B,2024-05-14,2024-05-28,0,Open
TMS_TASK_010899,SEC_033,150.024,150.227,Weld Failure,A,2024-06-05,2024-06-06,0,Completed
TMS_TASK_010900,SEC_022,92.268,92.754,Weld Failure,A,2024-11-11,2024-11-17,0,Open
TMS_TASK_010901,SEC_004,25.164,25.31,Weld Failure,B,2024-09-18,2024-09-28,0,Completed
TMS_TASK_010902,SEC_001,8.511,8.562,Ballast Issue,A,2024-08-26,2024-09-01,0,In-Progress
TMS_TASK_010903,SEC_002,12.645,13.395,Deep Screening Overdue,B,2024-02-05,2024-02-21,2,Deferred
TMS_TASK_010904,SEC_029,135.98,136.043,Track Parameter Deviation,B,2024-07-17,2024-08-01,0,Open
TMS_TASK_010905,SEC_026,111.765,112.602,Deep Screening Overdue,C,2024-03-11,2024-03-28,0,Open
TMS_TASK_010906,SEC_037,155.334,156.094,Rail Fracture Risk,B,2024-01-25,2024-02-10,0,Open
TMS_TASK_010907,SEC_044,171.441,171.758,Deep Screening Overdue,C,2024-10-02,2024-10-21,2,Deferred
TMS_TASK_010908,SEC_009,43.316,44.116,Weld Failure,A,2024-12-16,2024-12-21,4,Deferred
TMS_TASK_010909,SEC_047,192.786,193.102,Weld Failure,A,2024-02-09,2024-02-15,0,Deferred
TMS_TASK_010910,SEC_046,187.584,188.859,Rail Fracture Risk,B,2024-01-03,2024-01-13,0,Completed
TMS_TASK_010911,SEC_031,139.11,139.396,Rail Fracture Risk,A,2024-03-03,2024-03-09,0,In-Progress
TMS_TASK_010912,SEC_026,121.235,122.342,Deep Screening Overdue,B,2024-07-02,2024-07-14,0,Open
TMS_TASK_010913,SEC_009,40.31,41.168,Ballast Issue,C,2024-05-26,2024-07-05,0,Open
TMS_TASK_010914,SEC_009,40.455,41.294,Ballast Issue,A,2024-10-07,2024-10-10,0,Deferred
TMS_TASK_010915,SEC_001,5.138,5.311,Weld Failure,A,2024-06-19,2024-06-21,0,Open
TMS_TASK_010916,SEC_032,145.98,146.91,Deep Screening Overdue,B,2024-06-15,2024-07-03,0,Completed
TMS_TASK_010917,SEC_022,92.868,93.215,Rail Fracture Risk,A,2024-05-24,2024-05-30,0,Completed
TMS_TASK_010918,SEC_010,45.949,45.981,Deep Screening Overdue,C,2024-01-21,2024-02-27,0,Open
TMS_TASK_010919,SEC_007,36.893,37.185,Track Parameter Deviation,A,2024-03-11,2024-03-18,0,Completed
TMS_TASK_010920,SEC_004,20.704,21.707,Ballast Issue,B,2024-10-02,2024-10-22,0,Completed
TMS_TASK_010921,SEC_032,142.754,143.531,Rail Fracture Risk,A,2024-05-16,2024-05-18,0,Completed
TMS_TASK_010922,SEC_034,151.399,151.701,Deep Screening Overdue,B,2024-12-06,2024-12-20,0,Completed
TMS_TASK_010923,SEC_031,139.189,139.476,Track Parameter Deviation,C,2024-10-02,2024-10-21,3,Deferred
TMS_TASK_010924,SEC_006,27.808,28.549,Track Parameter Deviation,B,2024-11-28,2024-12-08,0,Completed
TMS_TASK_010925,SEC_003,16.072,17.243,Track Parameter Deviation,B,2024-02-08,2024-02-27,0,In-Progress
TMS_TASK_010926,SEC_006,26.903,27.76,Deep Screening Overdue,B,2024-09-21,2024-10-11,2,Deferred
TMS_TASK_010927,SEC_037,155.409,155.583,Track Parameter Deviation,A,2024-04-22,2024-04-25,0,Open
TMS_TASK_010928,SEC_037,155.486,156.171,Track Parameter Deviation,B,2024-06-03,2024-06-10,0,Completed
TMS_TASK_010929,SEC_015,72.656,73.938,Track Parameter Deviation,C,2024-06-09,2024-06-30,0,In-Progress
TMS_TASK_010930,SEC_003,13.795,14.765,Rail Fracture Risk,B,2024-04-21,2024-05-06,0,Open
TMS_TASK_010931,SEC_016,74.384,74.417,Deep Screening Overdue,A,2024-06-27,2024-06-29,0,Completed
TMS_TASK_010932,SEC_040,164.173,164.655,Deep Screening Overdue,C,2024-04-08,2024-04-26,0,Deferred
TMS_TASK_010933,SEC_008,38.752,38.871,Track Parameter Deviation,C,2024-03-02,2024-04-13,3,Open
TMS_TASK_010934,SEC_040,164.324,164.806,Deep Screening Overdue,C,2024-10-16,2024-11-08,0,Open
TMS_TASK_010935,SEC_023,93.646,93.926,Weld Failure,B,2024-09-05,2024-09-21,0,Open
TMS_TASK_010936,SEC_007,35.16,36.358,Weld Failure,C,2024-01-03,2024-02-09,4,Open
TMS_TASK_010937,SEC_046,187.096,187.917,Ballast Issue,B,2024-05-14,2024-05-28,4,Deferred
TMS_TASK_010938,SEC_026,116.91,118.133,Ballast Issue,B,2024-08-07,2024-08-15,4,Deferred
TMS_TASK_010939,SEC_033,150.266,151.099,Ballast Issue,C,2024-12-07,2025-01-04,0,Completed
TMS_TASK_010940,SEC_005,26.442,26.621,Rail Fracture Risk,A,2024-01-31,2024-02-04,0,Open
TMS_TASK_010941,SEC_019,87.615,87.782,Track Parameter Deviation,B,2024-12-21,2025-01-06,1,Deferred
TMS_TASK_010942,SEC_031,139.156,139.443,Deep Screening Overdue,B,2024-08-24,2024-09-11,0,Completed
TMS_TASK_010943,SEC_032,143.704,144.967,Rail Fracture Risk,A,2024-06-09,2024-06-12,0,Open
TMS_TASK_010944,SEC_004,25.428,26.264,Ballast Issue,C,2024-01-04,2024-02-07,0,Open
TMS_TASK_010945,SEC_030,136.885,137.612,Deep Screening Overdue,B,2024-12-30,2025-01-16,0,Completed
TMS_TASK_010946,SEC_047,192.725,193.041,Weld Failure,B,2024-01-18,2024-01-28,0,Open
TMS_TASK_010947,SEC_039,162.865,163.603,Track Parameter Deviation,B,2024-01-05,2024-01-25,0,In-Progress
TMS_TASK_010948,SEC_011,50.576,51.695,Ballast Issue,C,2024-10-15,2024-11-23,3,Deferred
TMS_TASK_010949,SEC_045,178.3,178.614,Ballast Issue,B,2024-07-05,2024-07-17,3,In-Progress
TMS_TASK_010950,SEC_034,151.396,151.699,Ballast Issue,C,2024-06-21,2024-07-29,0,Completed
TMS_TASK_010951,SEC_003,19.415,19.633,Ballast Issue,B,2024-05-23,2024-05-30,0,Completed
TMS_TASK_010952,SEC_007,34.495,35.465,Deep Screening Overdue,C,2024-09-11,2024-10-02,0,Open
TMS_TASK_010953,SEC_046,186.552,187.832,Ballast Issue,B,2024-08-14,2024-08-23,0,Open
TMS_TASK_010954,SEC_011,48.112,48.242,Ballast Issue,C,2024-07-29,2024-08-28,0,Open
TMS_TASK_010955,SEC_005,26.47,26.649,Rail Fracture Risk,A,2024-01-04,2024-01-09,0,Open
TMS_TASK_010956,SEC_023,93.624,93.904,Deep Screening Overdue,B,2024-10-17,2024-10-28,4,Deferred
TMS_TASK_010957,SEC_026,117.658,118.405,Weld Failure,A,2024-02-03,2024-02-08,0,Completed
TMS_TASK_010958,SEC_029,134.372,135.683,Track Parameter Deviation,C,2024-12-20,2025-01-22,4,Deferred
TMS_TASK_010959,SEC_033,149.51,150.501,Rail Fracture Risk,A,2024-11-08,2024-11-15,1,Open
TMS_TASK_010960,SEC_049,199.542,199.991,Deep Screening Overdue,B,2024-03-01,2024-03-20,2,Deferred
TMS_TASK_010961,SEC_038,157.784,157.893,Ballast Issue,B,2024-05-27,2024-06-10,0,Completed
TMS_TASK_010962,SEC_002,13.016,13.565,Track Parameter Deviation,C,2024-06-16,2024-07-02,3,Deferred
TMS_TASK_010963,SEC_005,26.433,26.612,Deep Screening Overdue,B,2024-02-19,2024-03-03,3,In-Progress
TMS_TASK_010964,SEC_001,0.808,1.322,Weld Failure,B,2024-06-20,2024-07-09,0,Completed
TMS_TASK_010965,SEC_020,88.024,88.121,Deep Screening Overdue,B,2024-03-01,2024-03-20,0,Completed
TMS_TASK_010966,SEC_018,80.353,81.07,Rail Fracture Risk,A,2024-04-14,2024-04-15,0,Open
TMS_TASK_010967,SEC_046,186.331,187.809,Ballast Issue,B,2024-10-06,2024-10-20,1,Deferred
TMS_TASK_010968,SEC_018,85.035,86.295,Weld Failure,A,2024-07-12,2024-07-15,0,In-Progress
TMS_TASK_010969,SEC_002,10.49,10.852,Track Parameter Deviation,C,2024-03-02,2024-04-02,4,Deferred
TMS_TASK_010970,SEC_044,176.537,177.62,Ballast Issue,B,2024-02-23,2024-03-14,0,Completed
TMS_TASK_010971,SEC_013,63.543,64.362,Rail Fracture Risk,A,2024-03-06,2024-03-12,0,Completed
TMS_TASK_010972,SEC_045,183.024,183.118,Ballast Issue,B,2024-12-09,2024-12-21,3,Deferred
TMS_TASK_010973,SEC_038,157.294,157.715,Deep Screening Overdue,B,2024-04-03,2024-04-16,0,In-Progress
TMS_TASK_010974,SEC_044,175.354,175.712,Ballast Issue,C,2024-03-12,2024-03-30,0,In-Progress
TMS_TASK_010975,SEC_041,165.241,165.699,Track Parameter Deviation,B,2024-06-16,2024-06-27,0,Completed
TMS_TASK_010976,SEC_008,39.092,39.275,Weld Failure,B,2024-09-19,2024-10-03,2,Deferred
TMS_TASK_010977,SEC_031,139.323,139.61,Track Parameter Deviation,A,2024-06-06,2024-06-13,0,Open
TMS_TASK_010978,SEC_021,89.445,89.74,Track Parameter Deviation,C,2024-03-07,2024-03-24,0,Open
TMS_TASK_010979,SEC_031,139.308,139.594,Ballast Issue,C,2024-05-18,2024-07-01,1,Deferred
TMS_TASK_010980,SEC_037,155.826,156.587,Track Parameter Deviation,C,2024-04-13,2024-05-03,2,Deferred
TMS_TASK_010981,SEC_025,98.026,98.239,Track Parameter Deviation,A,2024-02-28,2024-03-06,0,Completed
TMS_TASK_010982,SEC_016,74.378,74.411,Rail Fracture Risk,A,2024-10-30,2024-11-06,0,Open
TMS_TASK_010983,SEC_045,183.386,183.583,Weld Failure,C,2024-11-16,2024-12-23,4,Deferred
TMS_TASK_010984,SEC_033,150.441,150.939,Track Parameter Deviation,C,2024-11-02,2024-12-14,1,In-Progress
TMS_TASK_010985,SEC_044,175.063,175.203,Weld Failure,A,2024-10-16,2024-10-20,0,Completed
TMS_TASK_010986,SEC_012,60.022,61.499,Weld Failure,B,2024-01-20,2024-02-05,0,Open
TMS_TASK_010987,SEC_042,165.791,165.832,Rail Fracture Risk,B,2024-01-19,2024-02-02,2,Deferred
TMS_TASK_010988,SEC_016,74.375,74.409,Ballast Issue,C,2024-04-28,2024-06-03,0,Open
TMS_TASK_010989,SEC_023,93.574,93.855,Ballast Issue,B,2024-02-19,2024-03-01,0,In-Progress
TMS_TASK_010990,SEC_043,166.34,166.832,Weld Failure,B,2024-07-07,2024-07-16,1,Deferred
TMS_TASK_010991,SEC_018,82.628,83.631,Rail Fracture Risk,B,2024-09-07,2024-09-21,0,Completed
TMS_TASK_010992,SEC_013,64.978,65.402,Ballast Issue,B,2024-10-18,2024-10-29,2,Deferred
TMS_TASK_010993,SEC_045,182.366,183.238,Ballast Issue,C,2024-02-12,2024-03-09,0,Open
TMS_TASK_010994,SEC_048,193.274,193.761,Ballast Issue,B,2024-02-14,2024-02-29,0,In-Progress
TMS_TASK_010995,SEC_016,74.37,74.404,Track Parameter Deviation,A,2024-08-21,2024-08-25,0,Open
TMS_TASK_010996,SEC_016,74.368,74.402,Deep Screening Overdue,C,2024-05-25,2024-07-09,0,In-Progress
TMS_TASK_010997,SEC_012,61.479,62.647,Deep Screening Overdue,B,2024-11-10,2024-11-19,0,Completed
TMS_TASK_010998,SEC_002,12.595,13.123,Weld Failure,A,2024-11-13,2024-11-20,0,Completed
TMS_TASK_010999,SEC_028,130.58,130.8,Track Parameter Deviation,C,2024-11-19,2024-12-28,0,In-Progress
TMS_TASK_011000,SEC_013,63.626,64.958,Weld Failure,B,2024-10-01,2024-10-17,0,Open
TMS_TASK_011001,SEC_042,165.802,165.844,Deep Screening Overdue,C,2024-01-01,2024-02-11,0,In-Progress
TMS_TASK_011002,SEC_009,41.258,42.351,Ballast Issue,B,2024-01-26,2024-02-08,4,Deferred
TMS_TASK_011003,SEC_032,146.395,146.794,Rail Fracture Risk,A,2024-08-29,2024-08-30,0,Completed
TMS_TASK_011004,SEC_025,98.289,98.697,Rail Fracture Risk,A,2024-07-25,2024-07-31,0,Completed
TMS_TASK_011005,SEC_030,137.476,138.532,Weld Failure,A,2024-09-21,2024-09-23,0,Completed
TMS_TASK_011006,SEC_006,29.407,29.459,Rail Fracture Risk,A,2024-09-18,2024-09-20,0,Completed
TMS_TASK_011007,SEC_023,93.792,93.934,Rail Fracture Risk,A,2024-05-18,2024-05-19,3,Deferred
TMS_TASK_011008,SEC_031,139.289,139.576,Ballast Issue,C,2024-09-20,2024-10-26,4,Deferred
TMS_TASK_011009,SEC_017,74.822,75.945,Track Parameter Deviation,A,2024-05-31,2024-06-05,0,In-Progress
TMS_TASK_011010,SEC_043,168.081,168.285,Deep Screening Overdue,C,2024-08-06,2024-09-12,0,Open
TMS_TASK_011011,SEC_026,124.905,125.97,Track Parameter Deviation,C,2024-03-07,2024-04-12,3,Deferred
TMS_TASK_011012,SEC_018,86.244,86.698,Deep Screening Overdue,B,2024-05-18,2024-06-01,2,Deferred
TMS_TASK_011013,SEC_002,10.817,10.978,Deep Screening Overdue,C,2024-03-13,2024-04-04,3,Deferred
TMS_TASK_011014,SEC_009,41.57,42.216,Rail Fracture Risk,A,2024-11-18,2024-11-24,0,Completed
TMS_TASK_011015,SEC_024,94.238,94.847,Rail Fracture Risk,A,2024-11-21,2024-11-27,0,Open
TMS_TASK_011016,SEC_020,88.295,88.744,Track Parameter Deviation,B,2024-06-07,2024-06-15,0,Completed
TMS_TASK_011017,SEC_043,167.54,168.324,Weld Failure,B,2024-06-25,2024-07-15,0,Deferred
TMS_TASK_011018,SEC_039,162.903,162.956,Ballast Issue,B,2024-05-12,2024-05-23,0,Open
TMS_TASK_011019,SEC_008,38.637,39.148,Weld Failure,B,2024-12-09,2024-12-24,0,Open
TMS_TASK_011020,SEC_029,134.909,136.219,Weld Failure,A,2024-06-18,2024-06-24,0,Open
TMS_TASK_011021,SEC_023,93.59,93.87,Track Parameter Deviation,A,2024-10-30,2024-11-03,0,In-Progress
TMS_TASK_011022,SEC_005,26.54,26.719,Rail Fracture Risk,A,2024-11-07,2024-11-11,0,Completed
TMS_TASK_011023,SEC_033,148.501,149.456,Ballast Issue,B,2024-07-20,2024-08-10,0,Completed
TMS_TASK_011024,SEC_027,126.448,127.6,Rail Fracture Risk,B,2024-06-18,2024-06-27,0,In-Progress
TMS_TASK_011025,SEC_005,26.478,26.657,Ballast Issue,C,2024-11-01,2024-11-18,2,In-Progress
TMS_TASK_011026,SEC_023,93.444,93.725,Deep Screening Overdue,B,2024-09-10,2024-09-28,0,In-Progress
TMS_TASK_011027,SEC_036,154.452,154.891,Ballast Issue,C,2024-01-27,2024-02-28,0,Open
TMS_TASK_011028,SEC_017,74.562,76.028,Weld Failure,A,2024-09-26,2024-09-28,0,Completed
TMS_TASK_011029,SEC_018,81.935,83.245,Ballast Issue,C,2024-08-14,2024-09-23,0,Completed
TMS_TASK_011030,SEC_006,28.041,28.396,Ballast Issue,B,2024-09-09,2024-09-25,0,Open
TMS_TASK_011031,SEC_011,52.51,52.573,Track Parameter Deviation,A,2024-03-04,2024-03-05,4,Deferred
TMS_TASK_011032,SEC_049,197.51,198.899,Weld Failure,B,2024-09-15,2024-09-27,0,Completed
TMS_TASK_011033,SEC_031,139.18,139.467,Rail Fracture Risk,B,2024-06-25,2024-07-02,0,Completed
TMS_TASK_011034,SEC_009,40.283,40.763,Rail Fracture Risk,A,2024-05-13,2024-05-14,0,In-Progress
TMS_TASK_011035,SEC_024,94.644,94.924,Track Parameter Deviation,B,2024-09-07,2024-09-28,0,Completed
TMS_TASK_011036,SEC_010,45.937,45.97,Ballast Issue,C,2024-01-06,2024-02-18,1,In-Progress
TMS_TASK_011037,SEC_022,92.206,92.637,Track Parameter Deviation,B,2024-09-15,2024-09-28,0,Deferred
TMS_TASK_011038,SEC_008,38.696,38.884,Ballast Issue,C,2024-10-06,2024-11-03,0,Completed
TMS_TASK_011039,SEC_031,139.33,139.616,Deep Screening Overdue,A,2024-06-26,2024-06-30,0,Deferred
TMS_TASK_011040,SEC_028,128.807,130.044,Deep Screening Overdue,B,2024-08-02,2024-08-17,0,In-Progress
TMS_TASK_011041,SEC_032,146.306,147.162,Deep Screening Overdue,B,2024-02-01,2024-02-14,0,Completed
TMS_TASK_011042,SEC_022,91.284,92.124,Ballast Issue,B,2024-11-27,2024-12-04,4,Deferred
TMS_TASK_011043,SEC_015,72.526,73.87,Ballast Issue,C,2024-04-04,2024-04-22,3,Deferred
TMS_TASK_011044,SEC_013,63.178,63.966,Rail Fracture Risk,A,2024-09-09,2024-09-14,0,Completed
TMS_TASK_011045,SEC_011,48.784,49.092,Track Parameter Deviation,A,2024-10-17,2024-10-19,0,In-Progress
TMS_TASK_011046,SEC_022,91.453,92.354,Track Parameter Deviation,A,2024-01-20,2024-01-24,0,Open
TMS_TASK_011047,SEC_023,93.466,93.747,Ballast Issue,B,2024-08-19,2024-09-08,0,Open
TMS_TASK_011048,SEC_034,151.286,151.588,Weld Failure,B,2024-09-16,2024-10-04,0,Open
TMS_TASK_011049,SEC_003,14.936,16.229,Ballast Issue,C,2024-05-21,2024-06-26,0,Completed
TMS_TASK_011050,SEC_014,70.705,71.158,Track Parameter Deviation,A,2024-04-09,2024-04-15,3,Deferred
TMS_TASK_011051,SEC_042,165.807,165.849,Ballast Issue,C,2024-05-06,2024-06-14,4,Deferred
TMS_TASK_011052,SEC_045,180.731,182.127,Deep Screening Overdue,B,2024-12-23,2025-01-04,0,Completed
TMS_TASK_011053,SEC_046,186.424,187.316,Weld Failure,C,2024-05-24,2024-06-24,0,In-Progress
TMS_TASK_011054,SEC_016,74.383,74.417,Ballast Issue,C,2024-07-06,2024-08-10,3,Open
TMS_TASK_011055,SEC_007,36.951,37.677,Rail Fracture Risk,A,2024-10-07,2024-10-14,0,In-Progress
TMS_TASK_011056,SEC_010,45.955,45.988,Rail Fracture Risk,A,2024-06-22,2024-06-27,0,Completed
TMS_TASK_011057,SEC_007,36.248,37.687,Track Parameter Deviation,C,2024-02-06,2024-03-15,3,Open
TMS_TASK_011058,SEC_047,192.856,193.033,Weld Failure,A,2024-06-13,2024-06-16,0,Open
TMS_TASK_011059,SEC_044,171.454,171.612,Rail Fracture Risk,A,2024-04-24,2024-04-26,0,Completed
TMS_TASK_011060,SEC_040,164.022,164.184,Ballast Issue,C,2024-03-20,2024-04-27,3,Deferred
TMS_TASK_011061,SEC_036,154.57,155.009,Rail Fracture Risk,A,2024-11-30,2024-12-07,0,Completed
TMS_TASK_011062,SEC_017,74.438,74.724,Track Parameter Deviation,B,2024-05-31,2024-06-18,0,Completed
TMS_TASK_011063,SEC_024,94.231,94.84,Weld Failure,B,2024-04-26,2024-05-15,0,Open
TMS_TASK_011064,SEC_042,165.81,165.852,Weld Failure,A,2024-06-04,2024-06-09,0,Deferred
TMS_TASK_011065,SEC_040,164.043,164.525,Weld Failure,B,2024-01-30,2024-02-06,0,In-Progress
TMS_TASK_011066,SEC_026,122.937,123.814,Weld Failure,B,2024-11-26,2024-12-16,0,Completed
TMS_TASK_011067,SEC_042,165.788,165.829,Deep Screening Overdue,A,2024-05-21,2024-05-25,0,Open
TMS_TASK_011068,SEC_017,76.348,76.908,Weld Failure,A,2024-01-10,2024-01-15,0,Open
TMS_TASK_011069,SEC_021,89.502,89.823,Deep Screening Overdue,C,2024-09-28,2024-10-18,0,In-Progress
TMS_TASK_011070,SEC_042,165.815,165.856,Track Parameter Deviation,B,2024-08-26,2024-09-07,0,Completed
TMS_TASK_011071,SEC_019,87.676,87.847,Deep Screening Overdue,B,2024-06-18,2024-07-01,0,In-Progress
TMS_TASK_011072,SEC_037,156.482,156.572,Track Parameter Deviation,B,2024-05-08,2024-05-27,4,Deferred
TMS_TASK_011073,SEC_023,93.599,93.879,Weld Failure,B,2024-08-15,2024-08-26,0,Open
TMS_TASK_011074,SEC_015,71.291,72.523,Track Parameter Deviation,C,2024-06-02,2024-07-02,0,Open
TMS_TASK_011075,SEC_011,47.856,48.138,Deep Screening Overdue,C,2024-02-09,2024-03-19,1,Deferred
TMS_TASK_011076,SEC_030,136.467,136.745,Track Parameter Deviation,B,2024-12-10,2024-12-31,0,Completed
TMS_TASK_011077,SEC_024,94.184,94.793,Ballast Issue,B,2024-01-02,2024-01-12,4,Deferred
TMS_TASK_011078,SEC_019,87.678,87.849,Track Parameter Deviation,B,2024-05-25,2024-06-06,0,In-Progress
TMS_TASK_011079,SEC_037,155.313,155.895,Weld Failure,A,2024-06-04,2024-06-11,0,Completed
TMS_TASK_011080,SEC_001,7.015,8.411,Rail Fracture Risk,A,2024-12-02,2024-12-05,0,Completed
TMS_TASK_011081,SEC_005,26.455,26.634,Weld Failure,B,2024-10-16,2024-10-26,0,Deferred
TMS_TASK_011082,SEC_048,193.572,193.77,Rail Fracture Risk,B,2024-11-02,2024-11-19,0,Open
TMS_TASK_011083,SEC_033,149.465,150.114,Rail Fracture Risk,A,2024-12-29,2024-12-31,0,Completed
TMS_TASK_011084,SEC_027,127.016,127.653,Weld Failure,A,2024-06-11,2024-06-14,0,Completed
TMS_TASK_011085,SEC_001,0.744,1.62,Weld Failure,B,2024-06-18,2024-07-04,2,Deferred
TMS_TASK_011086,SEC_030,137.379,137.733,Ballast Issue,C,2024-12-08,2025-01-01,4,Deferred
TMS_TASK_011087,SEC_022,91.938,93.297,Deep Screening Overdue,A,2024-06-30,2024-07-06,0,Deferred
TMS_TASK_011088,SEC_030,137.368,138.241,Deep Screening Overdue,C,2024-07-09,2024-07-25,0,Completed
TMS_TASK_011089,SEC_003,15.146,15.968,Track Parameter Deviation,B,2024-05-26,2024-06-09,0,Open
TMS_TASK_011090,SEC_027,127.041,127.752,Rail Fracture Risk,A,2024-11-16,2024-11-17,0,In-Progress
TMS_TASK_011091,SEC_029,134.076,135.382,Ballast Issue,C,2024-12-09,2024-12-26,0,Open
TMS_TASK_011092,SEC_015,71.612,71.965,Track Parameter Deviation,B,2024-06-17,2024-06-25,0,Completed
TMS_TASK_011093,SEC_003,16.417,16.927,Track Parameter Deviation,B,2024-06-20,2024-07-05,3,Deferred
TMS_TASK_011094,SEC_048,193.293,193.781,Deep Screening Overdue,B,2024-12-02,2024-12-20,3,In-Progress
TMS_TASK_011095,SEC_035,152.361,152.482,Rail Fracture Risk,A,2024-03-27,2024-03-29,0,Completed
TMS_TASK_011096,SEC_031,139.352,139.639,Track Parameter Deviation,B,2024-11-29,2024-12-06,4,Deferred
TMS_TASK_011097,SEC_038,158.742,159.773,Deep Screening Overdue,C,2024-12-28,2025-01-22,2,In-Progress
TMS_TASK_011098,SEC_033,150.093,151.039,Deep Screening Overdue,B,2024-04-06,2024-04-13,0,In-Progress
TMS_TASK_011099,SEC_007,35.661,36.562,Track Parameter Deviation,A,2024-08-08,2024-08-13,0,Deferred
TMS_TASK_011100,SEC_023,93.567,93.848,Ballast Issue,C,2024-07-17,2024-08-26,0,In-Progress
TMS_TASK_011101,SEC_044,177.119,177.513,Ballast Issue,B,2024-08-17,2024-08-24,3,Deferred
TMS_TASK_011102,SEC_015,73.059,73.908,Rail Fracture Risk,B,2024-12-30,2025-01-06,0,Open
TMS_TASK_011103,SEC_048,193.666,194.154,Rail Fracture Risk,B,2024-07-16,2024-07-28,0,Completed
TMS_TASK_011104,SEC_004,23.151,24.343,Track Parameter Deviation,B,2024-07-09,2024-07-25,0,Open
TMS_TASK_011105,SEC_017,76.173,77.334,Ballast Issue,B,2024-04-16,2024-05-03,4,In-Progress
TMS_TASK_011106,SEC_018,82.467,83.757,Track Parameter Deviation,A,2024-07-24,2024-07-26,0,Completed
TMS_TASK_011107,SEC_031,139.357,139.643,Weld Failure,B,2024-09-29,2024-10-11,2,Deferred
TMS_TASK_011108,SEC_009,39.586,40.465,Track Parameter Deviation,A,2024-01-04,2024-01-11,0,In-Progress
TMS_TASK_011109,SEC_012,61.704,61.77,Ballast Issue,C,2024-09-03,2024-09-18,2,In-Progress
TMS_TASK_011110,SEC_033,150.184,150.301,Rail Fracture Risk,A,2024-06-14,2024-06-18,0,Completed
TMS_TASK_011111,SEC_014,67.947,69.289,Track Parameter Deviation,B,2024-11-06,2024-11-16,0,Open
TMS_TASK_011112,SEC_044,176.99,177.378,Deep Screening Overdue,B,2024-02-02,2024-02-13,0,Completed
TMS_TASK_011113,SEC_043,166.648,167.431,Weld Failure,A,2024-02-18,2024-02-21,0,Open
TMS_TASK_011114,SEC_015,73.119,73.767,Rail Fracture Risk,A,2024-10-23,2024-10-30,1,In-Progress
TMS_TASK_011115,SEC_028,130.872,131.756,Deep Screening Overdue,C,2024-08-01,2024-08-21,3,Deferred
TMS_TASK_011116,SEC_017,75.759,75.869,Deep Screening Overdue,B,2024-12-24,2025-01-06,0,Deferred
TMS_TASK_011117,SEC_017,74.803,75.849,Deep Screening Overdue,B,2024-01-09,2024-01-19,0,Open
TMS_TASK_011118,SEC_033,148.498,149.817,Deep Screening Overdue,C,2024-02-02,2024-03-16,2,In-Progress
TMS_TASK_011119,SEC_015,71.292,71.723,Deep Screening Overdue,B,2024-03-05,2024-03-18,4,Deferred
TMS_TASK_011120,SEC_008,38.702,39.123,Weld Failure,B,2024-06-23,2024-07-07,0,Open
TMS_TASK_011121,SEC_013,64.505,65.251,Rail Fracture Risk,A,2024-03-02,2024-03-03,0,In-Progress
TMS_TASK_011122,SEC_046,186.031,186.517,Ballast Issue,B,2024-04-03,2024-04-24,1,In-Progress
TMS_TASK_011123,SEC_013,63.046,63.392,Weld Failure,A,2024-09-24,2024-09-25,1,In-Progress
TMS_TASK_011124,SEC_018,80.563,80.828,Ballast Issue,C,2024-10-15,2024-11-26,0,Completed
TMS_TASK_011125,SEC_031,139.101,139.388,Track Parameter Deviation,A,2024-04-21,2024-04-28,0,Completed
TMS_TASK_011126,SEC_005,26.38,26.559,Track Parameter Deviation,A,2024-08-06,2024-08-11,0,Completed
TMS_TASK_011127,SEC_014,66.727,67.846,Rail Fracture Risk,A,2024-02-24,2024-02-28,0,Completed
