station_code,field,severity,description,raw_value,detected_at
CDP,station_code,MEDIUM,OGD station code 'CDP' not found in OSM dataset.,CDP,2026-09-06T11:41:48.553150
TKNR,station_code,MEDIUM,OGD station code 'TKNR' not found in OSM dataset.,TKNR,2026-09-06T11:41:48.553150
GBG,station_code,MEDIUM,OGD station code 'GBG' not found in OSM dataset.,GBG,2026-09-06T11:41:48.553150
MSL,station_code,MEDIUM,OGD station code 'MSL' not found in OSM dataset.,MSL,2026-09-06T11:41:48.553150
BNAA,station_code,MEDIUM,OGD station code 'BNAA' not found in OSM dataset.,BNAA,2026-09-06T11:41:48.553150
SNHT,station_code,MEDIUM,OGD station code 'SNHT' not found in OSM dataset.,SNHT,2026-09-06T11:41:48.553150
CHT,station_code,MEDIUM,OGD station code 'CHT' not found in OSM dataset.,CHT,2026-09-06T11:41:48.553150
KLKR,station_code,MEDIUM,OGD station code 'KLKR' not found in OSM dataset.,KLKR,2026-09-06T11:41:48.553150
BDYP,station_code,MEDIUM,OGD station code 'BDYP' not found in OSM dataset.,BDYP,2026-09-06T11:41:48.553150
SPR,station_code,MEDIUM,OGD station code 'SPR' not found in OSM dataset.,SPR,2026-09-06T11:41:48.553150
NRPR,station_code,MEDIUM,OGD station code 'NRPR' not found in OSM dataset.,NRPR,2026-09-06T11:41:48.553150
GIA,station_code,MEDIUM,OGD station code 'GIA' not found in OSM dataset.,GIA,2026-09-06T11:41:48.553150
BGJT,station_code,MEDIUM,OGD station code 'BGJT' not found in OSM dataset.,BGJT,2026-09-06T11:41:48.553150
JDP,station_code,MEDIUM,OGD station code 'JDP' not found in OSM dataset.,JDP,2026-09-06T11:41:48.553150
DHK,station_code,MEDIUM,OGD station code 'DHK' not found in OSM dataset.,DHK,2026-09-06T11:41:48.553150
PLF,station_code,MEDIUM,OGD station code 'PLF' not found in OSM dataset.,PLF,2026-09-06T11:41:48.553150
GQD,station_code,MEDIUM,OGD station code 'GQD' not found in OSM dataset.,GQD,2026-09-06T11:41:48.553150
GOF,station_code,MEDIUM,OGD station code 'GOF' not found in OSM dataset.,GOF,2026-09-06T11:41:48.553150
SBGR,station_code,MEDIUM,OGD station code 'SBGR' not found in OSM dataset.,SBGR,2026-09-06T11:41:48.558271
MAK,station_code,MEDIUM,OGD station code 'MAK' not found in OSM dataset.,MAK,2026-09-06T11:41:48.558271
BRP,station_code,MEDIUM,OGD station code 'BRP' not found in OSM dataset.,BRP,2026-09-06T11:41:48.558271
LKPR,station_code,MEDIUM,OGD station code 'LKPR' not found in OSM dataset.,LKPR,2026-09-06T11:41:48.558271
MDBP,station_code,MEDIUM,OGD station code 'MDBP' not found in OSM dataset.,MDBP,2026-09-06T11:41:48.559391
MPRD,station_name,LOW,Name matched by fuzzy substring (OGD='Mathurapur R' ~ OSM='Mathur'); verify manually.,,2026-09-06T11:41:48.559391
JNM,station_code,MEDIUM,OGD station code 'JNM' not found in OSM dataset.,JNM,2026-09-06T11:41:48.559391
BARU,station_code,MEDIUM,OGD station code 'BARU' not found in OSM dataset.,BARU,2026-09-06T11:41:48.559391
DBT,station_code,MEDIUM,OGD station code 'DBT' not found in OSM dataset.,DBT,2026-09-06T11:41:48.559391
HGA,station_code,MEDIUM,OGD station code 'HGA' not found in OSM dataset.,HGA,2026-09-06T11:41:48.559391
GCN,station_code,MEDIUM,OGD station code 'GCN' not found in OSM dataset.,GCN,2026-09-06T11:41:48.559391
SJPR,station_code,MEDIUM,OGD station code 'SJPR' not found in OSM dataset.,SJPR,2026-09-06T11:41:48.559391
DPDP,station_code,MEDIUM,OGD station code 'DPDP' not found in OSM dataset.,DPDP,2026-09-06T11:41:48.559391
KRXM,station_code,MEDIUM,OGD station code 'KRXM' not found in OSM dataset.,KRXM,2026-09-06T11:41:48.559391
SSRD,station_code,MEDIUM,OGD station code 'SSRD' not found in OSM dataset.,SSRD,2026-09-06T11:41:48.559391
BGB,station_code,MEDIUM,OGD station code 'BGB' not found in OSM dataset.,BGB,2026-09-06T11:41:48.559391
NAI,station_code,MEDIUM,OGD station code 'NAI' not found in OSM dataset.,NAI,2026-09-06T11:41:48.559391
AKRA,station_code,MEDIUM,OGD station code 'AKRA' not found in OSM dataset.,AKRA,2026-09-06T11:41:48.559391
SSP,station_code,MEDIUM,OGD station code 'SSP' not found in OSM dataset.,SSP,2026-09-06T11:41:48.559391
BRJ,station_code,MEDIUM,OGD station code 'BRJ' not found in OSM dataset.,BRJ,2026-09-06T11:41:48.559391
GFAE,station_code,MEDIUM,OGD station code 'GFAE' not found in OSM dataset.,GFAE,2026-09-06T11:41:48.559391
HYG,station_code,MEDIUM,OGD station code 'HYG' not found in OSM dataset.,HYG,2026-09-06T11:41:48.559391
KLNT,station_code,MEDIUM,OGD station code 'KLNT' not found in OSM dataset.,KLNT,2026-09-06T11:41:48.559391
VSPR,station_code,MEDIUM,OGD station code 'VSPR' not found in OSM dataset.,VSPR,2026-09-06T11:41:48.559391
BFZ,station_code,MEDIUM,OGD station code 'BFZ' not found in OSM dataset.,BFZ,2026-09-06T11:41:48.559391
MTFA,station_code,MEDIUM,OGD station code 'MTFA' not found in OSM dataset.,MTFA,2026-09-06T11:41:48.559391
LKX,station_code,MEDIUM,OGD station code 'LKX' not found in OSM dataset.,LKX,2026-09-06T11:41:48.559391
BQY,station_code,MEDIUM,OGD station code 'BQY' not found in OSM dataset.,BQY,2026-09-06T11:41:48.559391
PTAE,station_code,MEDIUM,OGD station code 'PTAE' not found in OSM dataset.,PTAE,2026-09-06T11:41:48.559391
AGAE,station_code,MEDIUM,OGD station code 'AGAE' not found in OSM dataset.,AGAE,2026-09-06T11:41:48.559391
DHAE,station_code,MEDIUM,OGD station code 'DHAE' not found in OSM dataset.,DHAE,2026-09-06T11:41:48.559391
SHBA,station_code,MEDIUM,OGD station code 'SHBA' not found in OSM dataset.,SHBA,2026-09-06T11:41:48.559391
ADST,station_code,MEDIUM,OGD station code 'ADST' not found in OSM dataset.,ADST,2026-09-06T11:41:48.559391
MUG,station_code,MEDIUM,OGD station code 'MUG' not found in OSM dataset.,MUG,2026-09-06T11:41:48.559391
TLO,station_code,MEDIUM,OGD station code 'TLO' not found in OSM dataset.,TLO,2026-09-06T11:41:48.559391
KHN,station_code,MEDIUM,OGD station code 'KHN' not found in OSM dataset.,KHN,2026-09-06T11:41:48.559391
PDA,station_code,MEDIUM,OGD station code 'PDA' not found in OSM dataset.,PDA,2026-09-06T11:41:48.559391
SLG,station_code,MEDIUM,OGD station code 'SLG' not found in OSM dataset.,SLG,2026-09-06T11:41:48.559391
BCGM,station_code,MEDIUM,OGD station code 'BCGM' not found in OSM dataset.,BCGM,2026-09-06T11:41:48.559391
BOI,station_code,MEDIUM,OGD station code 'BOI' not found in OSM dataset.,BOI,2026-09-06T11:41:48.559391
DBP,station_code,MEDIUM,OGD station code 'DBP' not found in OSM dataset.,DBP,2026-09-06T11:41:48.559391
BGF,station_code,MEDIUM,OGD station code 'BGF' not found in OSM dataset.,BGF,2026-09-06T11:41:48.559391
MYM,station_code,MEDIUM,OGD station code 'MYM' not found in OSM dataset.,MYM,2026-09-06T11:41:48.559391
NMF,station_code,MEDIUM,OGD station code 'NMF' not found in OSM dataset.,NMF,2026-09-06T11:41:48.559391
RSLR,station_code,MEDIUM,OGD station code 'RSLR' not found in OSM dataset.,RSLR,2026-09-06T11:41:48.563215
PLAE,station_code,MEDIUM,OGD station code 'PLAE' not found in OSM dataset.,PLAE,2026-09-06T11:41:48.563215
SKG,station_code,MEDIUM,OGD station code 'SKG' not found in OSM dataset.,SKG,2026-09-06T11:41:48.563215
GRP,station_code,MEDIUM,OGD station code 'GRP' not found in OSM dataset.,GRP,2026-09-06T11:41:48.563215
KGK,station_code,MEDIUM,OGD station code 'KGK' not found in OSM dataset.,KGK,2026-09-06T11:41:48.563215
HBE,station_code,MEDIUM,OGD station code 'HBE' not found in OSM dataset.,HBE,2026-09-06T11:41:48.563215
FLU,station_code,MEDIUM,OGD station code 'FLU' not found in OSM dataset.,FLU,2026-09-06T11:41:48.563215
BTKB,station_code,MEDIUM,OGD station code 'BTKB' not found in OSM dataset.,BTKB,2026-09-06T11:41:48.563215
STB,station_code,MEDIUM,OGD station code 'STB' not found in OSM dataset.,STB,2026-09-06T11:41:48.563215
JKL,station_code,MEDIUM,OGD station code 'JKL' not found in OSM dataset.,JKL,2026-09-06T11:41:48.563215
BPD,station_code,MEDIUM,OGD station code 'BPD' not found in OSM dataset.,BPD,2026-09-06T11:41:48.563215
DHU,station_code,MEDIUM,OGD station code 'DHU' not found in OSM dataset.,DHU,2026-09-06T11:41:48.563215
MGM,station_code,MEDIUM,OGD station code 'MGM' not found in OSM dataset.,MGM,2026-09-06T11:41:48.563215
SVH,station_code,MEDIUM,OGD station code 'SVH' not found in OSM dataset.,SVH,2026-09-06T11:41:48.563215
PCX,station_code,MEDIUM,OGD station code 'PCX' not found in OSM dataset.,PCX,2026-09-06T11:41:48.563215
BFT,station_code,MEDIUM,OGD station code 'BFT' not found in OSM dataset.,BFT,2026-09-06T11:41:48.563215
SGV,station_code,MEDIUM,OGD station code 'SGV' not found in OSM dataset.,SGV,2026-09-06T11:41:48.563215
KRP,station_code,MEDIUM,OGD station code 'KRP' not found in OSM dataset.,KRP,2026-09-06T11:41:48.563215
SRJN,station_code,MEDIUM,OGD station code 'SRJN' not found in OSM dataset.,SRJN,2026-09-06T11:41:48.563215
NBPH,station_code,MEDIUM,OGD station code 'NBPH' not found in OSM dataset.,NBPH,2026-09-06T11:41:48.563215
SBNM,station_code,MEDIUM,OGD station code 'SBNM' not found in OSM dataset.,SBNM,2026-09-06T11:41:48.563215
PRTL,station_code,MEDIUM,OGD station code 'PRTL' not found in OSM dataset.,PRTL,2026-09-06T11:41:48.563215
BARN,station_code,MEDIUM,OGD station code 'BARN' not found in OSM dataset.,BARN,2026-09-06T11:41:48.563215
BLYG,station_code,MEDIUM,OGD station code 'BLYG' not found in OSM dataset.,BLYG,2026-09-06T11:41:48.563215
BLYH,station_code,MEDIUM,OGD station code 'BLYH' not found in OSM dataset.,BLYH,2026-09-06T11:41:48.563215
RCD,station_code,MEDIUM,OGD station code 'RCD' not found in OSM dataset.,RCD,2026-09-06T11:41:48.563215
DKAE,station_code,MEDIUM,OGD station code 'DKAE' not found in OSM dataset.,DKAE,2026-09-06T11:41:48.563215
GBRA,station_code,MEDIUM,OGD station code 'GBRA' not found in OSM dataset.,GBRA,2026-09-06T11:41:48.563215
JOX,station_code,MEDIUM,OGD station code 'JOX' not found in OSM dataset.,JOX,2026-09-06T11:41:48.563215
BPAE,station_code,MEDIUM,OGD station code 'BPAE' not found in OSM dataset.,BPAE,2026-09-06T11:41:48.563215
BRPA,station_code,MEDIUM,OGD station code 'BRPA' not found in OSM dataset.,BRPA,2026-09-06T11:41:48.563215
CG,station_code,MEDIUM,OGD station code 'CG' not found in OSM dataset.,CG,2026-09-06T11:41:48.563215
TLX,station_code,MEDIUM,OGD station code 'TLX' not found in OSM dataset.,TLX,2026-09-06T11:41:48.563215
BTPG,station_code,MEDIUM,OGD station code 'BTPG' not found in OSM dataset.,BTPG,2026-09-06T11:41:48.563215
NBRN,station_code,MEDIUM,OGD station code 'NBRN' not found in OSM dataset.,NBRN,2026-09-06T11:41:48.563215
GGP,station_code,MEDIUM,OGD station code 'GGP' not found in OSM dataset.,GGP,2026-09-06T11:41:48.563215
MAJ,station_code,MEDIUM,OGD station code 'MAJ' not found in OSM dataset.,MAJ,2026-09-06T11:41:48.563215
AKIP,station_code,MEDIUM,OGD station code 'AKIP' not found in OSM dataset.,AKIP,2026-09-06T11:41:48.563215
GN,station_code,MEDIUM,OGD station code 'GN' not found in OSM dataset.,GN,2026-09-06T11:41:48.563215
STBB,station_code,MEDIUM,OGD station code 'STBB' not found in OSM dataset.,STBB,2026-09-06T11:41:48.563215
CPHT,station_code,MEDIUM,OGD station code 'CPHT' not found in OSM dataset.,CPHT,2026-09-06T11:41:48.563215
URP,station_code,MEDIUM,OGD station code 'URP' not found in OSM dataset.,URP,2026-09-06T11:41:48.563215
KLW,station_code,MEDIUM,OGD station code 'KLW' not found in OSM dataset.,KLW,2026-09-06T11:41:48.563215
KNJI,station_code,MEDIUM,OGD station code 'KNJI' not found in OSM dataset.,KNJI,2026-09-06T11:41:48.563215
NCP,station_code,MEDIUM,OGD station code 'NCP' not found in OSM dataset.,NCP,2026-09-06T11:41:48.563215
KHGR,station_code,MEDIUM,OGD station code 'KHGR' not found in OSM dataset.,KHGR,2026-09-06T11:41:48.563215
KWDP,station_code,MEDIUM,OGD station code 'KWDP' not found in OSM dataset.,KWDP,2026-09-06T11:41:48.563215
NMKA,station_code,MEDIUM,OGD station code 'NMKA' not found in OSM dataset.,NMKA,2026-09-06T11:41:48.563215
DH,station_code,MEDIUM,OGD station code 'DH' not found in OSM dataset.,DH,2026-09-06T11:41:48.563215
BSD,station_code,MEDIUM,OGD station code 'BSD' not found in OSM dataset.,BSD,2026-09-06T11:41:48.563215
NTA,station_code,MEDIUM,OGD station code 'NTA' not found in OSM dataset.,NTA,2026-09-06T11:41:48.563215
D,station_code,MEDIUM,OGD station code 'D' not found in OSM dataset.,D,2026-09-06T11:41:48.563215
MGT,station_code,MEDIUM,OGD station code 'MGT' not found in OSM dataset.,MGT,2026-09-06T11:41:48.563215
HT,station_code,MEDIUM,OGD station code 'HT' not found in OSM dataset.,HT,2026-09-06T11:41:48.563215
DKDP,station_code,MEDIUM,OGD station code 'DKDP' not found in OSM dataset.,DKDP,2026-09-06T11:41:48.563215
KYP,station_code,MEDIUM,OGD station code 'KYP' not found in OSM dataset.,KYP,2026-09-06T11:41:48.563215
DMU,station_code,MEDIUM,OGD station code 'DMU' not found in OSM dataset.,DMU,2026-09-06T11:41:48.563215
UTN,station_code,MEDIUM,OGD station code 'UTN' not found in OSM dataset.,UTN,2026-09-06T11:41:48.563215
GURN,station_code,MEDIUM,OGD station code 'GURN' not found in OSM dataset.,GURN,2026-09-06T11:41:48.563215
SNU,station_code,MEDIUM,OGD station code 'SNU' not found in OSM dataset.,SNU,2026-09-06T11:41:48.563215
BHPA,station_code,MEDIUM,OGD station code 'BHPA' not found in OSM dataset.,BHPA,2026-09-06T11:41:48.563215
KMRA,station_code,MEDIUM,OGD station code 'KMRA' not found in OSM dataset.,KMRA,2026-09-06T11:41:48.563215
KSHT,station_code,MEDIUM,OGD station code 'KSHT' not found in OSM dataset.,KSHT,2026-09-06T11:41:48.563215
CMDG,station_code,MEDIUM,OGD station code 'CMDG' not found in OSM dataset.,CMDG,2026-09-06T11:41:48.563215
KJRA,station_code,MEDIUM,OGD station code 'KJRA' not found in OSM dataset.,KJRA,2026-09-06T11:41:48.563215
KJRM,station_code,MEDIUM,OGD station code 'KJRM' not found in OSM dataset.,KJRM,2026-09-06T11:41:48.563215
ARNB,station_code,MEDIUM,OGD station code 'ARNB' not found in OSM dataset.,ARNB,2026-09-06T11:41:48.563215
BTRH,station_code,MEDIUM,OGD station code 'BTRH' not found in OSM dataset.,BTRH,2026-09-06T11:41:48.563215
BGNA,station_code,MEDIUM,OGD station code 'BGNA' not found in OSM dataset.,BGNA,2026-09-06T11:41:48.563215
SOF,station_code,MEDIUM,OGD station code 'SOF' not found in OSM dataset.,SOF,2026-09-06T11:41:48.563215
NGX,station_code,MEDIUM,OGD station code 'NGX' not found in OSM dataset.,NGX,2026-09-06T11:41:48.563215
KCY,station_code,MEDIUM,OGD station code 'KCY' not found in OSM dataset.,KCY,2026-09-06T11:41:48.563215
BCF,station_code,MEDIUM,OGD station code 'BCF' not found in OSM dataset.,BCF,2026-09-06T11:41:48.563215
SIZ,station_code,MEDIUM,OGD station code 'SIZ' not found in OSM dataset.,SIZ,2026-09-06T11:41:48.563215
SPS,station_code,MEDIUM,OGD station code 'SPS' not found in OSM dataset.,SPS,2026-09-06T11:41:48.563215
LLH,station_code,MEDIUM,OGD station code 'LLH' not found in OSM dataset.,LLH,2026-09-06T11:41:48.563215
BEQ,station_code,MEDIUM,OGD station code 'BEQ' not found in OSM dataset.,BEQ,2026-09-06T11:41:48.563215
BZL,station_code,MEDIUM,OGD station code 'BZL' not found in OSM dataset.,BZL,2026-09-06T11:41:48.563215
MBE,station_code,MEDIUM,OGD station code 'MBE' not found in OSM dataset.,MBE,2026-09-06T11:41:48.563215
BLAE,station_code,MEDIUM,OGD station code 'BLAE' not found in OSM dataset.,BLAE,2026-09-06T11:41:48.563215
MDSE,station_code,MEDIUM,OGD station code 'MDSE' not found in OSM dataset.,MDSE,2026-09-06T11:41:48.563215
CDAE,station_code,MEDIUM,OGD station code 'CDAE' not found in OSM dataset.,CDAE,2026-09-06T11:41:48.563215
PBZ,station_code,MEDIUM,OGD station code 'PBZ' not found in OSM dataset.,PBZ,2026-09-06T11:41:48.563215
BMAE,station_code,MEDIUM,OGD station code 'BMAE' not found in OSM dataset.,BMAE,2026-09-06T11:41:48.563215
HIH,station_code,MEDIUM,OGD station code 'HIH' not found in OSM dataset.,HIH,2026-09-06T11:41:48.563215
GRAE,station_code,MEDIUM,OGD station code 'GRAE' not found in OSM dataset.,GRAE,2026-09-06T11:41:48.563215
JPQ,station_code,MEDIUM,OGD station code 'JPQ' not found in OSM dataset.,JPQ,2026-09-06T11:41:48.563215
JRAE,station_code,MEDIUM,OGD station code 'JRAE' not found in OSM dataset.,JRAE,2026-09-06T11:41:48.563215
NBAE,station_code,MEDIUM,OGD station code 'NBAE' not found in OSM dataset.,NBAE,2026-09-06T11:41:48.563215
MSAE,station_code,MEDIUM,OGD station code 'MSAE' not found in OSM dataset.,MSAE,2026-09-06T11:41:48.563215
SHBC,station_code,MEDIUM,OGD station code 'SHBC' not found in OSM dataset.,SHBC,2026-09-06T11:41:48.563215
DNHL,station_code,MEDIUM,OGD station code 'DNHL' not found in OSM dataset.,DNHL,2026-09-06T11:41:48.563215
CHC,station_code,MEDIUM,OGD station code 'CHC' not found in OSM dataset.,CHC,2026-09-06T11:41:48.563215
PRAE,station_code,MEDIUM,OGD station code 'PRAE' not found in OSM dataset.,PRAE,2026-09-06T11:41:48.563215
CRAE,station_code,MEDIUM,OGD station code 'CRAE' not found in OSM dataset.,CRAE,2026-09-06T11:41:48.563215
BLY,station_code,MEDIUM,OGD station code 'BLY' not found in OSM dataset.,BLY,2026-09-06T11:41:48.563215
UPA,station_code,MEDIUM,OGD station code 'UPA' not found in OSM dataset.,UPA,2026-09-06T11:41:48.563215
HMZ,station_code,MEDIUM,OGD station code 'HMZ' not found in OSM dataset.,HMZ,2026-09-06T11:41:48.563215
KOG,station_code,MEDIUM,OGD station code 'KOG' not found in OSM dataset.,KOG,2026-09-06T11:41:48.563215
RIS,station_code,MEDIUM,OGD station code 'RIS' not found in OSM dataset.,RIS,2026-09-06T11:41:48.563215
BRMH,station_code,MEDIUM,OGD station code 'BRMH' not found in OSM dataset.,BRMH,2026-09-06T11:41:48.563215
BBAE,station_code,MEDIUM,OGD station code 'BBAE' not found in OSM dataset.,BBAE,2026-09-06T11:41:48.563215
BHR,station_code,MEDIUM,OGD station code 'BHR' not found in OSM dataset.,BHR,2026-09-06T11:41:48.563215
MUU,station_code,MEDIUM,OGD station code 'MUU' not found in OSM dataset.,MUU,2026-09-06T11:41:48.563215
HGY,station_code,MEDIUM,OGD station code 'HGY' not found in OSM dataset.,HGY,2026-09-06T11:41:48.563215
DEA,station_code,MEDIUM,OGD station code 'DEA' not found in OSM dataset.,DEA,2026-09-06T11:41:48.563215
NSF,station_code,MEDIUM,OGD station code 'NSF' not found in OSM dataset.,NSF,2026-09-06T11:41:48.563215
SIU,station_code,MEDIUM,OGD station code 'SIU' not found in OSM dataset.,SIU,2026-09-06T11:41:48.563215
KQLS,station_code,MEDIUM,OGD station code 'KQLS' not found in OSM dataset.,KQLS,2026-09-06T11:41:48.563215
NKL,station_code,MEDIUM,OGD station code 'NKL' not found in OSM dataset.,NKL,2026-09-06T11:41:48.563215
MLYA,station_code,MEDIUM,OGD station code 'MLYA' not found in OSM dataset.,MLYA,2026-09-06T11:41:48.563215
HPL,station_code,MEDIUM,OGD station code 'HPL' not found in OSM dataset.,HPL,2026-09-06T11:41:48.563215
KKAE,station_code,MEDIUM,OGD station code 'KKAE' not found in OSM dataset.,KKAE,2026-09-06T11:41:48.563215
BAHW,station_code,MEDIUM,OGD station code 'BAHW' not found in OSM dataset.,BAHW,2026-09-06T11:41:48.573266
LOK,station_code,MEDIUM,OGD station code 'LOK' not found in OSM dataset.,LOK,2026-09-06T11:41:48.573266
TAK,station_code,MEDIUM,OGD station code 'TAK' not found in OSM dataset.,TAK,2026-09-06T11:41:48.573266
MAYP,station_code,MEDIUM,OGD station code 'MAYP' not found in OSM dataset.,MAYP,2026-09-06T11:41:48.573266
AMBG,station_code,MEDIUM,OGD station code 'AMBG' not found in OSM dataset.,AMBG,2026-09-06T11:41:48.573266
TLPH,station_code,MEDIUM,OGD station code 'TLPH' not found in OSM dataset.,TLPH,2026-09-06T11:41:48.573266
TKPH,station_code,MEDIUM,OGD station code 'TKPH' not found in OSM dataset.,TKPH,2026-09-06T11:41:48.573266
PDPK,station_code,MEDIUM,OGD station code 'PDPK' not found in OSM dataset.,PDPK,2026-09-06T11:41:48.573266
TPKR,station_code,MEDIUM,OGD station code 'TPKR' not found in OSM dataset.,TPKR,2026-09-06T11:41:48.573266
DSNR,station_code,MEDIUM,OGD station code 'DSNR' not found in OSM dataset.,DSNR,2026-09-06T11:41:48.574501
RMJ,station_code,MEDIUM,OGD station code 'RMJ' not found in OSM dataset.,RMJ,2026-09-06T11:41:48.574501
MRGM,station_code,MEDIUM,OGD station code 'MRGM' not found in OSM dataset.,MRGM,2026-09-06T11:41:48.574501
SEL,station_code,MEDIUM,OGD station code 'SEL' not found in OSM dataset.,SEL,2026-09-06T11:41:48.574501
ABB,station_code,MEDIUM,OGD station code 'ABB' not found in OSM dataset.,ABB,2026-09-06T11:41:48.575017
NALR,station_code,MEDIUM,OGD station code 'NALR' not found in OSM dataset.,NALR,2026-09-06T11:41:48.575017
BVA,station_code,MEDIUM,OGD station code 'BVA' not found in OSM dataset.,BVA,2026-09-06T11:41:48.575017
CGA,station_code,MEDIUM,OGD station code 'CGA' not found in OSM dataset.,CGA,2026-09-06T11:41:48.575017
FLR,station_code,MEDIUM,OGD station code 'FLR' not found in OSM dataset.,FLR,2026-09-06T11:41:48.575017
BSBP,station_code,MEDIUM,OGD station code 'BSBP' not found in OSM dataset.,BSBP,2026-09-06T11:41:48.575017
KGY,station_code,MEDIUM,OGD station code 'KGY' not found in OSM dataset.,KGY,2026-09-06T11:41:48.575960
GGTA,station_code,MEDIUM,OGD station code 'GGTA' not found in OSM dataset.,GGTA,2026-09-06T11:41:48.575960
DTE,station_code,MEDIUM,OGD station code 'DTE' not found in OSM dataset.,DTE,2026-09-06T11:41:48.575960
KIG,station_code,MEDIUM,OGD station code 'KIG' not found in OSM dataset.,KIG,2026-09-06T11:41:48.575960
NDGJ,station_code,MEDIUM,OGD station code 'NDGJ' not found in OSM dataset.,NDGJ,2026-09-06T11:41:48.575960
BOP,station_code,MEDIUM,OGD station code 'BOP' not found in OSM dataset.,BOP,2026-09-06T11:41:48.575960
NPMR,station_code,MEDIUM,OGD station code 'NPMR' not found in OSM dataset.,NPMR,2026-09-06T11:41:48.575960
RGX,station_code,MEDIUM,OGD station code 'RGX' not found in OSM dataset.,RGX,2026-09-06T11:41:48.575960
RGA,station_code,MEDIUM,OGD station code 'RGA' not found in OSM dataset.,RGA,2026-09-06T11:41:48.575960
SMTG,station_code,MEDIUM,OGD station code 'SMTG' not found in OSM dataset.,SMTG,2026-09-06T11:41:48.575960
KSBP,station_code,MEDIUM,OGD station code 'KSBP' not found in OSM dataset.,KSBP,2026-09-06T11:41:48.575960
SSPH,station_code,MEDIUM,OGD station code 'SSPH' not found in OSM dataset.,SSPH,2026-09-06T11:41:48.575960
MSDL,station_code,MEDIUM,OGD station code 'MSDL' not found in OSM dataset.,MSDL,2026-09-06T11:41:48.575960
BRDB,station_code,MEDIUM,OGD station code 'BRDB' not found in OSM dataset.,BRDB,2026-09-06T11:41:48.575960
BYSA,station_code,MEDIUM,OGD station code 'BYSA' not found in OSM dataset.,BYSA,2026-09-06T11:41:48.575960
DZK,station_code,MEDIUM,OGD station code 'DZK' not found in OSM dataset.,DZK,2026-09-06T11:41:48.575960
BAAR,station_code,MEDIUM,OGD station code 'BAAR' not found in OSM dataset.,BAAR,2026-09-06T11:41:48.575960
KHAI,station_code,MEDIUM,OGD station code 'KHAI' not found in OSM dataset.,KHAI,2026-09-06T11:41:48.575960
HAUR,station_code,MEDIUM,OGD station code 'HAUR' not found in OSM dataset.,HAUR,2026-09-06T11:41:48.575960
RDU,station_code,MEDIUM,OGD station code 'RDU' not found in OSM dataset.,RDU,2026-09-06T11:41:48.575960
DUAN,station_code,MEDIUM,OGD station code 'DUAN' not found in OSM dataset.,DUAN,2026-09-06T11:41:48.575960
BCK,station_code,MEDIUM,OGD station code 'BCK' not found in OSM dataset.,BCK,2026-09-06T11:41:48.575960
SMCK,station_code,MEDIUM,OGD station code 'SMCK' not found in OSM dataset.,SMCK,2026-09-06T11:41:48.575960
MPD,station_code,MEDIUM,OGD station code 'MPD' not found in OSM dataset.,MPD,2026-09-06T11:41:48.575960
JPR,station_code,MEDIUM,OGD station code 'JPR' not found in OSM dataset.,JPR,2026-09-06T11:41:48.575960
AMZ,station_code,MEDIUM,OGD station code 'AMZ' not found in OSM dataset.,AMZ,2026-09-06T11:41:48.575960
HDC,station_code,MEDIUM,OGD station code 'HDC' not found in OSM dataset.,HDC,2026-09-06T11:41:48.575960
JLI,station_code,MEDIUM,OGD station code 'JLI' not found in OSM dataset.,JLI,2026-09-06T11:41:48.575960
MJH,station_code,MEDIUM,OGD station code 'MJH' not found in OSM dataset.,MJH,2026-09-06T11:41:48.575960
MHLN,station_code,MEDIUM,OGD station code 'MHLN' not found in OSM dataset.,MHLN,2026-09-06T11:41:48.575960
MNH,station_code,MEDIUM,OGD station code 'MNH' not found in OSM dataset.,MNH,2026-09-06T11:41:48.575960
PTHL,station_code,MEDIUM,OGD station code 'PTHL' not found in OSM dataset.,PTHL,2026-09-06T11:41:48.575960
BAC,station_code,MEDIUM,OGD station code 'BAC' not found in OSM dataset.,BAC,2026-09-06T11:41:48.575960
DKB,station_code,MEDIUM,OGD station code 'DKB' not found in OSM dataset.,DKB,2026-09-06T11:41:48.575960
DJR,station_code,MEDIUM,OGD station code 'DJR' not found in OSM dataset.,DJR,2026-09-06T11:41:48.575960
DMJR,station_code,MEDIUM,OGD station code 'DMJR' not found in OSM dataset.,DMJR,2026-09-06T11:41:48.575960
MDC,station_code,MEDIUM,OGD station code 'MDC' not found in OSM dataset.,MDC,2026-09-06T11:41:48.575960
JLBR,station_code,MEDIUM,OGD station code 'JLBR' not found in OSM dataset.,JLBR,2026-09-06T11:41:48.575960
DNI,station_code,MEDIUM,OGD station code 'DNI' not found in OSM dataset.,DNI,2026-09-06T11:41:48.575960
KONA,station_code,MEDIUM,OGD station code 'KONA' not found in OSM dataset.,KONA,2026-09-06T11:41:48.575960
BKNM,station_code,MEDIUM,OGD station code 'BKNM' not found in OSM dataset.,BKNM,2026-09-06T11:41:48.575960
PWU,station_code,MEDIUM,OGD station code 'PWU' not found in OSM dataset.,PWU,2026-09-06T11:41:48.575960
RDY,station_code,MEDIUM,OGD station code 'RDY' not found in OSM dataset.,RDY,2026-09-06T11:41:48.575960
VB,station_code,MEDIUM,OGD station code 'VB' not found in OSM dataset.,VB,2026-09-06T11:41:48.575960
NTT,station_code,MEDIUM,OGD station code 'NTT' not found in OSM dataset.,NTT,2026-09-06T11:41:48.575960
