train_number,train_name,from_station_code,from_station_name,to_station_code,to_station_name,depart_from,arrive_at,from_seq,to_seq,from_distance_km,to_distance_km,section_distance_km,source
12664.0,Tpj-Hwh Exp,MS,Chennai Egmo,NLR,Nellore,22:30:00,01:42:00,9.0,10.0,335.0,516.0,181.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,NLR,Nellore,OGL,Ongole,01:43:00,03:09:00,10.0,11.0,516.0,632.0,116.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,OGL,Ongole,BZA,Vijaywada Jn,03:10:00,05:30:00,11.0,12.0,632.0,770.0,138.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,BZA,Vijaywada Jn,EE,Eluru,05:40:00,06:26:00,12.0,13.0,770.0,830.0,60.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,EE,Eluru,RJY,Rajahmundry,06:27:00,07:51:00,13.0,14.0,830.0,920.0,90.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,RJY,Rajahmundry,VSKP,Visakhapatna,07:53:00,11:40:00,14.0,15.0,920.0,1120.0,200.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,VSKP,Visakhapatna,VZM,Vizianagaram,12:00:00,12:55:00,15.0,16.0,1120.0,1181.0,61.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,VZM,Vizianagaram,BAM,Berhampur,12:57:00,15:51:00,16.0,17.0,1181.0,1397.0,216.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,BAM,Berhampur,KUR,Khurda Road,15:53:00,18:10:00,17.0,18.0,1397.0,1544.0,147.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,KUR,Khurda Road,BBS,Bhubaneswar,18:30:00,18:50:00,18.0,19.0,1544.0,1563.0,19.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,BBS,Bhubaneswar,CTC,Cuttack Jn.,18:55:00,19:25:00,19.0,20.0,1563.0,1590.0,27.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,CTC,Cuttack Jn.,BHC,Bhadrakh,19:30:00,22:00:00,20.0,21.0,1590.0,1706.0,116.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,BHC,Bhadrakh,BLS,Balasore,22:02:00,22:46:00,21.0,22.0,1706.0,1768.0,62.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,BLS,Balasore,KGP,Kharagpur,22:48:00,00:30:00,22.0,23.0,1768.0,1889.0,121.0,derived_from_OGD_timetable
12664.0,Tpj-Hwh Exp,KGP,Kharagpur,HWH,Howrah Jn.,01:00:00,03:10:00,23.0,24.0,1889.0,2004.0,115.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,HWH,Howrah Jn.,KGP,Kharagpur,16:10:00,17:55:00,1.0,2.0,0.0,116.0,116.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,KGP,Kharagpur,BLS,Balasore,18:00:00,19:24:00,2.0,3.0,116.0,237.0,121.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,BLS,Balasore,CTC,Cuttack Jn.,19:26:00,21:50:00,3.0,4.0,237.0,415.0,178.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,CTC,Cuttack Jn.,BBS,Bhubaneswar,21:55:00,22:30:00,4.0,5.0,415.0,442.0,27.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,BBS,Bhubaneswar,KUR,Khurda Road,22:35:00,23:10:00,5.0,6.0,442.0,460.0,18.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,KUR,Khurda Road,BAM,Berhampur,23:25:00,01:20:00,6.0,7.0,460.0,607.0,147.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,BAM,Berhampur,VSKP,Visakhapatna,01:25:00,05:35:00,7.0,8.0,607.0,884.0,277.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,VSKP,Visakhapatna,RJY,Rajahmundry,05:55:00,08:50:00,8.0,9.0,884.0,1085.0,201.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,RJY,Rajahmundry,EE,Eluru,08:52:00,09:59:00,9.0,10.0,1085.0,1175.0,90.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,EE,Eluru,BZA,Vijaywada Jn,10:00:00,11:40:00,10.0,11.0,1175.0,1234.0,59.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,BZA,Vijaywada Jn,OGL,Ongole,11:55:00,14:08:00,11.0,12.0,1234.0,1373.0,139.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,OGL,Ongole,NLR,Nellore,14:09:00,15:59:00,12.0,13.0,1373.0,1489.0,116.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,NLR,Nellore,MS,Chennai Egmo,16:00:00,19:55:00,13.0,14.0,1489.0,1669.0,180.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,MS,Chennai Egmo,TBM,Tambaram,20:20:00,20:48:00,14.0,15.0,1669.0,1694.0,25.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,TBM,Tambaram,CGL,Chengalpattu,20:50:00,21:18:00,15.0,16.0,1694.0,1724.0,30.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,CGL,Chengalpattu,MLMR,Melmaruvathu,21:20:00,21:48:00,16.0,17.0,1724.0,1760.0,36.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,MLMR,Melmaruvathu,VM,Villupuram J,21:50:00,22:50:00,17.0,18.0,1760.0,1827.0,67.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,VM,Villupuram J,VRI,Vridha Chala,22:55:00,23:40:00,18.0,19.0,1827.0,1882.0,55.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,VRI,Vridha Chala,ALU,Ariyalur,23:42:00,00:29:00,19.0,20.0,1882.0,1935.0,53.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,ALU,Ariyalur,SRGM,Srirangam,00:30:00,01:28:00,20.0,21.0,1935.0,1993.0,58.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,SRGM,Srirangam,TPJ,Tiruchirappa,01:30:00,01:50:00,21.0,22.0,1993.0,2005.0,12.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,TPJ,Tiruchirappa,DG,Dindigul Jn,01:55:00,03:13:00,22.0,23.0,2005.0,2099.0,94.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,DG,Dindigul Jn,KQN,Kodaikkanal,03:15:00,03:34:00,23.0,24.0,2099.0,2121.0,22.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,KQN,Kodaikkanal,MDU,Madurai Jn,03:35:00,04:20:00,24.0,25.0,2121.0,2161.0,40.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,MDU,Madurai Jn,VPT,Virudunagar,04:25:00,05:14:00,25.0,26.0,2161.0,2204.0,43.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,VPT,Virudunagar,SRT,Satur,05:15:00,05:34:00,26.0,27.0,2204.0,2231.0,27.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,SRT,Satur,CVP,Kovilpatti,05:35:00,05:59:00,27.0,28.0,2231.0,2253.0,22.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,CVP,Kovilpatti,MEJ,Vanchi Maniy,06:00:00,06:34:00,28.0,29.0,2253.0,2289.0,36.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,MEJ,Vanchi Maniy,TEN,Tirunelveli,06:35:00,08:20:00,29.0,30.0,2289.0,2318.0,29.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,TEN,Tirunelveli,NCJ,Nagercoil Jn,08:25:00,09:55:00,30.0,31.0,2318.0,2391.0,73.0,derived_from_OGD_timetable
12665.0,Hwh-Cape Exp,NCJ,Nagercoil Jn,CAPE,Kanniyakumar,10:00:00,10:25:00,31.0,32.0,2391.0,2407.0,16.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,CAPE,Kanniyakumar,NCJ,Nagercoil Jn,07:50:00,08:05:00,1.0,2.0,0.0,15.0,15.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,NCJ,Nagercoil Jn,TEN,Tirunelveli,08:10:00,09:35:00,2.0,3.0,15.0,88.0,73.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,TEN,Tirunelveli,MEJ,Vanchi Maniy,09:40:00,10:13:00,3.0,4.0,88.0,117.0,29.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,MEJ,Vanchi Maniy,CVP,Kovilpatti,10:15:00,10:39:00,4.0,5.0,117.0,153.0,36.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,CVP,Kovilpatti,SRT,Satur,10:40:00,10:59:00,5.0,6.0,153.0,175.0,22.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,SRT,Satur,VPT,Virudunagar,11:00:00,11:33:00,6.0,7.0,175.0,202.0,27.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,VPT,Virudunagar,MDU,Madurai Jn,11:35:00,12:45:00,7.0,8.0,202.0,245.0,43.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,MDU,Madurai Jn,KQN,Kodaikkanal,12:50:00,13:20:00,8.0,9.0,245.0,285.0,40.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,KQN,Kodaikkanal,DG,Dindigul Jn,13:22:00,13:49:00,9.0,10.0,285.0,307.0,22.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,DG,Dindigul Jn,TPJ,Tiruchirappa,13:50:00,15:40:00,10.0,11.0,307.0,402.0,95.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,TPJ,Tiruchirappa,SRGM,Srirangam,16:20:00,16:35:00,11.0,12.0,402.0,413.0,11.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,SRGM,Srirangam,ALU,Ariyalur,16:37:00,17:19:00,12.0,13.0,413.0,471.0,58.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,ALU,Ariyalur,VRI,Vridha Chala,17:20:00,17:50:00,13.0,14.0,471.0,524.0,53.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,VRI,Vridha Chala,VM,Villupuram J,17:52:00,19:10:00,14.0,15.0,524.0,579.0,55.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,VM,Villupuram J,MLMR,Melmaruvathu,19:15:00,20:13:00,15.0,16.0,579.0,646.0,67.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,MLMR,Melmaruvathu,CGL,Chengalpattu,20:15:00,20:53:00,16.0,17.0,646.0,682.0,36.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,CGL,Chengalpattu,TBM,Tambaram,20:55:00,21:23:00,17.0,18.0,682.0,713.0,31.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,TBM,Tambaram,MS,Chennai Egmo,21:25:00,22:05:00,18.0,19.0,713.0,737.0,24.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,MS,Chennai Egmo,NLR,Nellore,22:30:00,01:42:00,19.0,20.0,737.0,918.0,181.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,NLR,Nellore,OGL,Ongole,01:43:00,03:09:00,20.0,21.0,918.0,1034.0,116.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,OGL,Ongole,BZA,Vijaywada Jn,03:10:00,05:30:00,21.0,22.0,1034.0,1172.0,138.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,BZA,Vijaywada Jn,EE,Eluru,05:40:00,06:26:00,22.0,23.0,1172.0,1232.0,60.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,EE,Eluru,RJY,Rajahmundry,06:27:00,07:51:00,23.0,24.0,1232.0,1322.0,90.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,RJY,Rajahmundry,VSKP,Visakhapatna,07:53:00,11:40:00,24.0,25.0,1322.0,1523.0,201.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,VSKP,Visakhapatna,BAM,Berhampur,12:00:00,15:51:00,25.0,26.0,1523.0,1799.0,276.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,BAM,Berhampur,KUR,Khurda Road,15:53:00,18:10:00,26.0,27.0,1799.0,1946.0,147.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,KUR,Khurda Road,BBS,Bhubaneswar,18:30:00,18:50:00,27.0,28.0,1946.0,1965.0,19.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,BBS,Bhubaneswar,CTC,Cuttack Jn.,18:55:00,19:25:00,28.0,29.0,1965.0,1992.0,27.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,CTC,Cuttack Jn.,BLS,Balasore,19:30:00,22:46:00,29.0,30.0,1992.0,2170.0,178.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,BLS,Balasore,KGP,Kharagpur,22:48:00,00:30:00,30.0,31.0,2170.0,2291.0,121.0,derived_from_OGD_timetable
12666.0,Cape Hwh Exp,KGP,Kharagpur,HWH,Howrah Jn.,01:00:00,03:10:00,31.0,32.0,2291.0,2406.0,115.0,derived_from_OGD_timetable
12667.0,Ms-Ncj Exp.,MS,Chennai Egmo,CGL,Chengalpattu,18:55:00,19:48:00,1.0,2.0,0.0,55.0,55.0,derived_from_OGD_timetable
12667.0,Ms-Ncj Exp.,CGL,Chengalpattu,VM,Villupuram J,19:50:00,21:10:00,2.0,3.0,55.0,158.0,103.0,derived_from_OGD_timetable
12667.0,Ms-Ncj Exp.,VM,Villupuram J,VRI,Vridha Chala,21:15:00,21:53:00,3.0,4.0,158.0,212.0,54.0,derived_from_OGD_timetable
12667.0,Ms-Ncj Exp.,VRI,Vridha Chala,TPJ,Tiruchirappa,21:55:00,23:55:00,4.0,5.0,212.0,335.0,123.0,derived_from_OGD_timetable
12667.0,Ms-Ncj Exp.,TPJ,Tiruchirappa,DG,Dindigul Jn,00:05:00,01:25:00,5.0,6.0,335.0,429.0,94.0,derived_from_OGD_timetable
12667.0,Ms-Ncj Exp.,DG,Dindigul Jn,MDU,Madurai Jn,01:30:00,02:35:00,6.0,7.0,429.0,492.0,63.0,derived_from_OGD_timetable
12667.0,Ms-Ncj Exp.,MDU,Madurai Jn,VPT,Virudunagar,02:40:00,03:19:00,7.0,8.0,492.0,535.0,43.0,derived_from_OGD_timetable
12667.0,Ms-Ncj Exp.,VPT,Virudunagar,SRT,Satur,03:20:00,03:39:00,8.0,9.0,535.0,562.0,27.0,derived_from_OGD_timetable
12667.0,Ms-Ncj Exp.,SRT,Satur,TEN,Tirunelveli,03:40:00,06:00:00,9.0,10.0,562.0,649.0,87.0,derived_from_OGD_timetable
12667.0,Ms-Ncj Exp.,TEN,Tirunelveli,NCJ,Nagercoil Jn,06:05:00,08:10:00,10.0,11.0,649.0,722.0,73.0,derived_from_OGD_timetable
12668.0,Ncj-Ms Exp.,NCJ,Nagercoil Jn,TEN,Tirunelveli,17:05:00,18:15:00,1.0,2.0,0.0,73.0,73.0,derived_from_OGD_timetable
12668.0,Ncj-Ms Exp.,TEN,Tirunelveli,SRT,Satur,18:20:00,19:44:00,2.0,3.0,73.0,159.0,86.0,derived_from_OGD_timetable
12668.0,Ncj-Ms Exp.,SRT,Satur,VPT,Virudunagar,19:45:00,20:16:00,3.0,4.0,159.0,186.0,27.0,derived_from_OGD_timetable
12668.0,Ncj-Ms Exp.,VPT,Virudunagar,MDU,Madurai Jn,20:17:00,21:10:00,4.0,5.0,186.0,229.0,43.0,derived_from_OGD_timetable
12668.0,Ncj-Ms Exp.,MDU,Madurai Jn,DG,Dindigul Jn,21:15:00,22:10:00,5.0,6.0,229.0,292.0,63.0,derived_from_OGD_timetable
12668.0,Ncj-Ms Exp.,DG,Dindigul Jn,TPJ,Tiruchirappa,22:12:00,23:40:00,6.0,7.0,292.0,386.0,94.0,derived_from_OGD_timetable
12668.0,Ncj-Ms Exp.,TPJ,Tiruchirappa,VRI,Vridha Chala,23:50:00,01:33:00,7.0,8.0,386.0,509.0,123.0,derived_from_OGD_timetable
12668.0,Ncj-Ms Exp.,VRI,Vridha Chala,VM,Villupuram J,01:35:00,02:30:00,8.0,9.0,509.0,564.0,55.0,derived_from_OGD_timetable
12668.0,Ncj-Ms Exp.,VM,Villupuram J,CGL,Chengalpattu,02:35:00,04:13:00,9.0,10.0,564.0,666.0,102.0,derived_from_OGD_timetable
12668.0,Ncj-Ms Exp.,CGL,Chengalpattu,MS,Chennai Egmo,04:15:00,05:30:00,10.0,11.0,666.0,722.0,56.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,MDU,Madurai Jn,DG,Dindigul Jn,23:35:00,00:30:00,1.0,2.0,0.0,62.0,62.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,DG,Dindigul Jn,KRR,Karur Jn.,00:35:00,01:42:00,2.0,3.0,62.0,136.0,74.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,KRR,Karur Jn.,ED,Erode Jn.,01:45:00,02:55:00,3.0,4.0,136.0,201.0,65.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,ED,Erode Jn.,SA,Salem Jn.,03:05:00,03:55:00,4.0,5.0,201.0,260.0,59.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,SA,Salem Jn.,JTJ,Jolarpettai,04:00:00,05:48:00,5.0,6.0,260.0,381.0,121.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,JTJ,Jolarpettai,VN,Vaniyambadi,05:50:00,06:08:00,6.0,7.0,381.0,397.0,16.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,VN,Vaniyambadi,AB,Ambur,06:10:00,06:23:00,7.0,8.0,397.0,413.0,16.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,AB,Ambur,KPD,Katpadi Jn,06:25:00,07:03:00,8.0,9.0,413.0,465.0,52.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,KPD,Katpadi Jn,AJJ,Arakkonam Jn,07:05:00,07:53:00,9.0,10.0,465.0,526.0,61.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,AJJ,Arakkonam Jn,MAS,Chennai Cent,07:55:00,09:20:00,10.0,11.0,526.0,594.0,68.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,MAS,Chennai Cent,NYP,Nayudupeta,09:45:00,11:13:00,11.0,12.0,594.0,704.0,110.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,NYP,Nayudupeta,BZA,Vijaywada Jn,11:15:00,16:40:00,12.0,13.0,704.0,1024.0,320.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,BZA,Vijaywada Jn,WL,Warangal,16:55:00,20:20:00,13.0,14.0,1024.0,1231.0,207.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,WL,Warangal,RDM,Ramgundam,20:25:00,21:49:00,14.0,15.0,1231.0,1333.0,102.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,RDM,Ramgundam,BPQ,Balharshah,21:50:00,00:30:00,15.0,16.0,1333.0,1475.0,142.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,BPQ,Balharshah,SEGM,Sewagram,00:40:00,02:35:00,16.0,17.0,1475.0,1611.0,136.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,SEGM,Sewagram,NGP,Nagpur Jn.(C,02:36:00,03:40:00,17.0,18.0,1611.0,1687.0,76.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,NGP,Nagpur Jn.(C,BPL,Bhopal,03:50:00,09:40:00,18.0,19.0,1687.0,2076.0,389.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,BPL,Bhopal,JHS,Jhansi Jn,09:50:00,14:00:00,19.0,20.0,2076.0,2365.0,289.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,JHS,Jhansi Jn,GWL,Gwalior Jn,14:12:00,15:30:00,20.0,21.0,2365.0,2462.0,97.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,GWL,Gwalior Jn,AGC,Agra Cantt,15:35:00,17:25:00,21.0,22.0,2462.0,2569.0,107.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,AGC,Agra Cantt,NZM,Hazrat Nizam,17:30:00,20:40:00,22.0,23.0,2569.0,2751.0,182.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,NZM,Hazrat Nizam,GZB,Ghaziabad Jn,21:10:00,22:08:00,23.0,24.0,2751.0,2778.0,27.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,GZB,Ghaziabad Jn,MTC,Meerut City,22:10:00,22:50:00,24.0,25.0,2778.0,2826.0,48.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,MTC,Meerut City,MOZ,Muzaffarnaga,22:53:00,23:30:00,25.0,26.0,2826.0,2881.0,55.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,MOZ,Muzaffarnaga,SRE,Saharanpur J,23:32:00,01:10:00,26.0,27.0,2881.0,2939.0,58.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,SRE,Saharanpur J,RK,Roorkee,01:30:00,02:00:00,27.0,28.0,2939.0,2974.0,35.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,RK,Roorkee,HW,Haridwar Jn,02:02:00,03:05:00,28.0,29.0,2974.0,3015.0,41.0,derived_from_OGD_timetable
12687.0,Mdu-Ddn/Cdg,HW,Haridwar Jn,DDN,Dehra Dun,03:15:00,04:45:00,29.0,30.0,3015.0,3067.0,52.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,DDN,Dehra Dun,HW,Haridwar Jn,06:45:00,08:25:00,1.0,2.0,0.0,51.0,51.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,HW,Haridwar Jn,RK,Roorkee,08:35:00,09:22:00,2.0,3.0,51.0,92.0,41.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,RK,Roorkee,SRE,Saharanpur J,09:27:00,10:20:00,3.0,4.0,92.0,127.0,35.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,SRE,Saharanpur J,MOZ,Muzaffarnaga,10:50:00,11:33:00,4.0,5.0,127.0,185.0,58.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,MOZ,Muzaffarnaga,MTC,Meerut City,11:35:00,12:15:00,5.0,6.0,185.0,241.0,56.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,MTC,Meerut City,GZB,Ghaziabad Jn,12:17:00,13:19:00,6.0,7.0,241.0,288.0,47.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,GZB,Ghaziabad Jn,NZM,Hazrat Nizam,13:21:00,14:05:00,7.0,8.0,288.0,316.0,28.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,NZM,Hazrat Nizam,FDB,Faridabad,14:30:00,14:56:00,8.0,9.0,316.0,333.0,17.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,FDB,Faridabad,AGC,Agra Cantt,14:58:00,18:12:00,9.0,10.0,333.0,500.0,167.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,AGC,Agra Cantt,GWL,Gwalior Jn,18:17:00,20:12:00,10.0,11.0,500.0,607.0,107.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,GWL,Gwalior Jn,JHS,Jhansi Jn,20:15:00,21:35:00,11.0,12.0,607.0,704.0,97.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,JHS,Jhansi Jn,BPL,Bhopal,21:45:00,01:40:00,12.0,13.0,704.0,993.0,289.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,BPL,Bhopal,NGP,Nagpur Jn.(C,01:50:00,08:25:00,13.0,14.0,993.0,1382.0,389.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,NGP,Nagpur Jn.(C,SEGM,Sewagram,08:40:00,09:39:00,14.0,15.0,1382.0,1458.0,76.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,SEGM,Sewagram,BPQ,Balharshah,09:41:00,11:50:00,15.0,16.0,1458.0,1593.0,135.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,BPQ,Balharshah,RDM,Ramgundam,12:10:00,13:50:00,16.0,17.0,1593.0,1735.0,142.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,RDM,Ramgundam,WL,Warangal,13:52:00,15:33:00,17.0,18.0,1735.0,1835.0,100.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,WL,Warangal,BZA,Vijaywada Jn,15:38:00,19:05:00,18.0,19.0,1835.0,2041.0,206.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,BZA,Vijaywada Jn,NYP,Nayudupeta,19:20:00,00:03:00,19.0,20.0,2041.0,2362.0,321.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,NYP,Nayudupeta,MAS,Chennai Cent,00:05:00,02:10:00,20.0,21.0,2362.0,2471.0,109.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,MAS,Chennai Cent,AJJ,Arakkonam Jn,02:35:00,03:28:00,21.0,22.0,2471.0,2540.0,69.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,AJJ,Arakkonam Jn,KPD,Katpadi Jn,03:30:00,04:18:00,22.0,23.0,2540.0,2600.0,60.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,KPD,Katpadi Jn,AB,Ambur,04:20:00,05:03:00,23.0,24.0,2600.0,2653.0,53.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,AB,Ambur,VN,Vaniyambadi,05:05:00,05:18:00,24.0,25.0,2653.0,2669.0,16.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,VN,Vaniyambadi,JTJ,Jolarpettai,05:20:00,05:58:00,25.0,26.0,2669.0,2684.0,15.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,JTJ,Jolarpettai,SA,Salem Jn.,06:00:00,07:25:00,26.0,27.0,2684.0,2803.0,119.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,SA,Salem Jn.,ED,Erode Jn.,07:30:00,08:40:00,27.0,28.0,2803.0,2862.0,59.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,ED,Erode Jn.,KRR,Karur Jn.,08:50:00,09:47:00,28.0,29.0,2862.0,2928.0,66.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,KRR,Karur Jn.,DG,Dindigul Jn,09:50:00,11:10:00,29.0,30.0,2928.0,3002.0,74.0,derived_from_OGD_timetable
12688.0,Ddn/Cdg-Mas,DG,Dindigul Jn,MDU,Madurai Jn,11:15:00,12:45:00,30.0,31.0,3002.0,3064.0,62.0,derived_from_OGD_timetable
12689.0,Mas-Ncj Exp.,MAS,Chennai Cent,AJJ,Arakkonam Jn,18:20:00,19:08:00,1.0,2.0,0.0,68.0,68.0,derived_from_OGD_timetable
12689.0,Mas-Ncj Exp.,AJJ,Arakkonam Jn,KPD,Katpadi Jn,19:10:00,19:58:00,2.0,3.0,68.0,128.0,60.0,derived_from_OGD_timetable
12689.0,Mas-Ncj Exp.,KPD,Katpadi Jn,JTJ,Jolarpettai,20:00:00,21:28:00,3.0,4.0,128.0,212.0,84.0,derived_from_OGD_timetable
