train_number,train_name,station_code,station_name,arrival_time,departure_time,day,sequence,distance_km,source_station_code,source_station_name,destination_station_code,destination_station_name,source,source_url
15119.0,Rmm-Muv Expr,MUV,Manduadih,04:45:00,00:00:00,,37.0,2790.0,RMM,Rameswaram,MUV,Manduadih,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,MUV,Manduadih,21:00:00,21:00:00,,1.0,0.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,GYN,Gyanpur Road,21:48:00,21:50:00,,2.0,56.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,ALD,Allahabad Jn,00:05:00,00:55:00,,3.0,120.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,STA,Satna,03:45:00,03:55:00,,4.0,303.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,KTE,Katni,05:00:00,05:05:00,,5.0,401.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,JBP,Jabalpur,06:25:00,06:35:00,,6.0,492.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,ET,Itarsi,10:35:00,10:45:00,,7.0,737.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,NGP,Nagpur Jn.(C,15:10:00,15:20:00,,8.0,1034.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,SEGM,Sewagram,16:19:00,16:21:00,,9.0,1111.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,CD,Chandrapur (,17:57:00,18:00:00,,10.0,1232.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,BPQ,Balharshah,19:00:00,19:10:00,,11.0,1246.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,SKZR,Sirpurkaghaz,19:59:00,20:00:00,,12.0,1315.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,RDM,Ramgundam,20:49:00,20:50:00,,13.0,1387.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,WL,Warangal,23:10:00,23:12:00,,14.0,1488.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,BZA,Vijaywada Jn,02:50:00,03:00:00,,15.0,1694.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,TEL,Tenali Jn.,03:26:00,03:28:00,,16.0,1725.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,OGL,Ongole,04:51:00,04:53:00,,17.0,1832.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,NLR,Nellore,06:27:00,06:29:00,,18.0,1948.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,GDR,Gudur Jn.,07:53:00,07:55:00,,19.0,1987.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,MS,Chennai Egmo,10:35:00,10:50:00,,20.0,2128.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,CGL,Chengalpattu,11:43:00,11:45:00,,21.0,2184.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,VM,Villupuram J,13:10:00,13:15:00,,22.0,2287.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,CUPJ,Cuddalore Po,14:04:00,14:05:00,,23.0,2333.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,CDM,Chidambaram,14:33:00,14:35:00,,24.0,2372.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,SY,Sirkazhi,14:54:00,14:55:00,,25.0,2389.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,MV,Mayiladutura,15:18:00,15:20:00,,26.0,2409.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,KMU,Kumbakonam,16:03:00,16:05:00,,27.0,2440.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,TJ,Thanjavur Jn,16:38:00,16:40:00,,28.0,2479.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,TPJ,Tiruchirappa,17:50:00,18:00:00,,29.0,2529.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,PDKT,Pudukkottai,18:54:00,18:55:00,,30.0,2581.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,KKDI,Karaikkudi,20:29:00,20:30:00,,31.0,2618.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,DKO,Devakottai R,20:36:00,20:37:00,,32.0,2623.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,SVGA,Sivaganga,21:24:00,21:25:00,,33.0,2659.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,MNM,Manamadurai,21:38:00,21:40:00,,34.0,2679.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,PMK,Paramakkudi,22:09:00,22:10:00,,35.0,2703.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,RMD,Ramanathapur,22:34:00,22:35:00,,36.0,2739.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
15120.0,Muv-Rmm Expr,RMM,Rameswaram,00:35:00,00:35:00,,37.0,2785.0,MUV,Manduadih,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,MS,Chennai Egmo,19:15:00,19:15:00,,1.0,0.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,TBM,Tambaram,19:43:00,19:45:00,,2.0,24.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,CGL,Chengalpattu,20:13:00,20:15:00,,3.0,55.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,MLMR,Melmaruvathu,20:38:00,20:40:00,,4.0,91.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,VM,Villupuram J,21:45:00,21:55:00,,5.0,158.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,CUPJ,Cuddalore Po,22:34:00,22:35:00,,6.0,204.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,CDM,Chidambaram,23:14:00,23:15:00,,7.0,243.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,SY,Sirkazhi,23:26:00,23:27:00,,8.0,260.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,MV,Mayiladutura,00:28:00,00:30:00,,9.0,280.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,KMU,Kumbakonam,01:00:00,01:02:00,,10.0,311.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,TJ,Thanjavur Jn,01:53:00,01:55:00,,11.0,350.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,TPJ,Tiruchirappa,03:15:00,03:20:00,,12.0,400.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,PDKT,Pudukkottai,04:01:00,04:02:00,,13.0,453.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,CTND,Chettinad,04:23:00,04:24:00,,14.0,477.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,KKDI,Karaikkudi,04:39:00,04:40:00,,15.0,489.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,DKO,Devakottai R,04:46:00,04:47:00,,16.0,494.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,KAL,Kallal,04:54:00,04:55:00,,17.0,507.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,SVGA,Sivaganga,05:09:00,05:10:00,,18.0,530.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,MNM,Manamadurai,05:30:00,05:35:00,,19.0,550.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,PMK,Paramakkudi,05:59:00,06:00:00,,20.0,574.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,RMD,Ramanathapur,06:29:00,06:30:00,,21.0,610.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,MMM,Mandapam,07:08:00,07:10:00,,22.0,647.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,PBM,Pamban,07:23:00,07:24:00,,23.0,653.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16101.0,Ms-Rmm Exp,RMM,Rameswaram,08:25:00,08:25:00,,24.0,664.0,MS,Chennai Egmore,RMM,Rameswaram,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,RMM,Rameswaram,17:00:00,17:00:00,,1.0,0.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,PBM,Pamban,17:13:00,17:14:00,,2.0,11.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,MMM,Mandapam,17:29:00,17:30:00,,3.0,17.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,RMD,Ramanathapur,17:59:00,18:00:00,,4.0,53.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,PMK,Paramakkudi,18:29:00,18:30:00,,5.0,89.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,MNM,Manamadurai,19:03:00,19:05:00,,6.0,113.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,SVGA,Sivaganga,19:29:00,19:30:00,,7.0,134.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,KAL,Kallal,19:54:00,19:55:00,,8.0,156.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,DKO,Devakottai R,20:09:00,20:10:00,,9.0,169.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,KKDI,Karaikkudi,20:34:00,20:35:00,,10.0,174.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,CTND,Chettinad,20:50:00,20:51:00,,11.0,186.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,PDKT,Pudukkottai,21:14:00,21:15:00,,12.0,211.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,TPJ,Tiruchirappa,22:25:00,22:30:00,,13.0,264.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,TJ,Thanjavur Jn,23:18:00,23:20:00,,14.0,313.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,KMU,Kumbakonam,23:48:00,23:50:00,,15.0,353.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,MV,Mayiladutura,00:43:00,00:45:00,,16.0,384.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,SY,Sirkazhi,01:09:00,01:10:00,,17.0,404.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,CDM,Chidambaram,01:29:00,01:30:00,,18.0,421.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,CUPJ,Cuddalore Po,02:14:00,02:15:00,,19.0,459.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,VM,Villupuram J,03:15:00,03:25:00,,20.0,506.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,MLMR,Melmaruvathu,04:28:00,04:30:00,,21.0,573.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,CGL,Chengalpattu,05:03:00,05:05:00,,22.0,609.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,TBM,Tambaram,05:33:00,05:35:00,,23.0,639.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,MBM,Mambalam,05:54:00,05:55:00,,24.0,657.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16102.0,Rmm Ms Exp,MS,Chennai Egmo,06:35:00,06:35:00,,25.0,664.0,RMM,Rameswaram,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,MS,Chennai Egmo,16:05:00,16:05:00,,1.0,0.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,TBM,Tambaram,16:33:00,16:35:00,,2.0,24.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,CGL,Chengalpattu,17:03:00,17:05:00,,3.0,55.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,MLMR,Melmaruvathu,17:28:00,17:30:00,,4.0,91.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,TMV,Tindivanam,17:53:00,17:55:00,,5.0,121.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,VM,Villupuram J,18:40:00,18:50:00,,6.0,158.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,TDPR,Tiruppadirip,19:25:00,19:27:00,,7.0,200.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,CDM,Chidambaram,20:08:00,20:10:00,,8.0,243.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,SY,Sirkazhi,20:24:00,20:25:00,,9.0,260.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,MV,Mayiladutura,20:58:00,21:00:00,,10.0,280.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,KMU,Kumbakonam,21:28:00,21:30:00,,11.0,311.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,PML,Papanasam,21:44:00,21:45:00,,12.0,325.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,TJ,Thanjavur Jn,22:08:00,22:10:00,,13.0,350.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,TPJ,Tiruchirappa,23:30:00,23:35:00,,14.0,400.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,DG,Dindigul Jn,01:00:00,01:05:00,,15.0,494.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,KQN,Kodaikkanal,01:24:00,01:25:00,,16.0,516.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,MDU,Madurai Jn,02:05:00,02:10:00,,17.0,556.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,VPT,Virudunagar,02:49:00,02:50:00,,18.0,600.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,SRT,Satur,03:14:00,03:15:00,,19.0,627.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,CVP,Kovilpatti,03:34:00,03:35:00,,20.0,649.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,MEJ,Vanchi Maniy,04:29:00,04:30:00,,21.0,685.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,TEN,Tirunelveli,06:05:00,06:20:00,,22.0,713.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,SDNR,Seydunganall,06:37:00,06:38:00,,23.0,729.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,SVV,Srivaikuntam,06:51:00,06:52:00,,24.0,742.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,NZT,Nazareth,07:06:00,07:07:00,,25.0,752.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,KZB,Kurumbur,07:16:00,07:17:00,,26.0,760.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,ANY,Arumuganeri,07:22:00,07:23:00,,27.0,765.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,KZY,Kayalpattina,07:29:00,07:30:00,,28.0,767.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16105.0,Ms - Tcn Exp,TCN,Tiruchendur,08:20:00,08:20:00,,29.0,775.0,MS,Chennai Egmore,TCN,Tiruchendur,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,TCN,Tiruchendur,19:00:00,19:00:00,,1.0,0.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,KZY,Kayalpattina,19:09:00,19:10:00,,2.0,7.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,ANY,Arumuganeri,19:14:00,19:15:00,,3.0,9.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,KZB,Kurumbur,19:21:00,19:22:00,,4.0,15.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,NZT,Nazareth,19:29:00,19:30:00,,5.0,22.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,SVV,Srivaikuntam,19:42:00,19:43:00,,6.0,33.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,SDNR,Seydunganall,19:54:00,19:55:00,,7.0,45.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,TEN,Tirunelveli,20:25:00,20:30:00,,8.0,61.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,MEJ,Vanchi Maniy,20:59:00,21:00:00,,9.0,90.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,CVP,Kovilpatti,21:29:00,21:30:00,,10.0,126.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,SRT,Satur,21:49:00,21:50:00,,11.0,147.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,VPT,Virudunagar,22:18:00,22:20:00,,12.0,174.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,MDU,Madurai Jn,23:40:00,23:45:00,,13.0,217.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,KQN,Kodaikkanal,00:20:00,00:22:00,,14.0,258.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,DG,Dindigul Jn,01:08:00,01:10:00,,15.0,280.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,TPJ,Tiruchirappa,03:20:00,03:25:00,,16.0,374.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,TJ,Thanjavur Jn,04:13:00,04:15:00,,17.0,424.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,PML,Papanasam,04:37:00,04:38:00,,18.0,449.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,KMU,Kumbakonam,04:58:00,05:00:00,,19.0,463.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,MV,Mayiladutura,05:53:00,05:55:00,,20.0,494.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
16106.0,Tcn - Ms Exp,SY,Sirkazhi,06:14:00,06:15:00,,21.0,514.0,TCN,Tiruchendur,MS,Chennai Egmore,OGD_Train_details_22122017,https://data.gov.in/resource/train-details
