task_id,severity_class,overdue_days,traffic_density_class,deferred_count,actual_priority_rank
TMS_TASK_017522,C,21,Critical Peak,5,70.88
TMS_TASK_007408,C,3,Critical Peak,5,49.57
TMS_TASK_024081,A,5,Critical Peak,3,76.56
TDMS_TASK_003050,B,8,High,4,60.19
SMMS_TASK_023233,C,19,Low,4,51.76
SMMS_TASK_024842,A,25,Critical Peak,0,86.06
TMS_TASK_002160,C,22,Low,1,39.8
TDMS_TASK_008417,B,26,Medium,3,64.55
TDMS_TASK_005995,B,22,Medium,4,73.09
TDMS_TASK_013944,C,28,Low,5,69.52
TMS_TASK_027387,A,27,High,0,80.84
TDMS_TASK_000952,A,5,Low,2,63.18
TDMS_TASK_023077,B,8,Low,1,40.52
SMMS_TASK_017420,C,39,High,3,68.21
SMMS_TASK_022331,A,3,Critical Peak,4,82.46
TMS_TASK_011647,C,31,Low,5,66.43
SMMS_TASK_020186,B,33,High,4,87.41
TMS_TASK_020305,A,37,High,2,96.43
TMS_TASK_007114,A,36,Medium,1,86.78
TMS_TASK_009605,A,39,Low,1,90.04
TDMS_TASK_011386,B,13,Critical Peak,4,75.6
TDMS_TASK_002736,B,37,High,5,90.06
SMMS_TASK_005012,B,25,Critical Peak,4,79.07
SMMS_TASK_007220,B,40,High,0,74.1
TDMS_TASK_019659,A,23,High,4,95.7
SMMS_TASK_008581,B,18,High,5,78.51
TMS_TASK_006118,B,19,Critical Peak,4,78.2
TMS_TASK_022498,B,4,High,0,39.28
SMMS_TASK_011199,C,33,Medium,2,54.32
TDMS_TASK_000506,B,44,Medium,2,73.94
SMMS_TASK_005498,B,42,Critical Peak,4,86.49
SMMS_TASK_019925,B,8,Critical Peak,3,64.95
SMMS_TASK_001905,B,20,Medium,3,65.72
TMS_TASK_011542,A,43,Critical Peak,4,100.0
TMS_TASK_013445,A,32,Critical Peak,5,100.0
SMMS_TASK_002319,C,19,High,3,51.55
TDMS_TASK_014325,C,23,Critical Peak,5,74.06
SMMS_TASK_009084,A,31,Medium,3,94.93
SMMS_TASK_004186,B,42,High,0,65.27
TMS_TASK_002934,B,11,Critical Peak,2,62.02
SMMS_TASK_024484,B,42,Medium,2,75.44
TDMS_TASK_021987,A,18,Low,1,80.11
TDMS_TASK_015382,B,19,Low,2,60.59
SMMS_TASK_003504,C,9,Low,4,45.78
SMMS_TASK_016551,B,22,Low,2,65.86
TMS_TASK_008413,B,20,High,3,74.97
SMMS_TASK_020336,A,13,High,1,75.47
SMMS_TASK_005140,B,17,Critical Peak,0,54.56
TDMS_TASK_015416,B,3,Critical Peak,1,51.66
SMMS_TASK_012809,B,0,Medium,2,40.33
TDMS_TASK_020922,A,40,High,5,100.0
TMS_TASK_026955,A,25,Medium,3,89.33
SMMS_TASK_020656,A,5,Medium,1,57.49
TDMS_TASK_016498,B,40,Low,4,79.41
TMS_TASK_019826,A,44,Medium,5,100.0
TMS_TASK_014556,A,23,Medium,2,85.1
TMS_TASK_013062,B,35,Medium,0,63.79
SMMS_TASK_013023,B,37,Critical Peak,3,84.54
TMS_TASK_028868,A,17,Medium,1,68.7
TMS_TASK_016242,C,1,Critical Peak,5,51.77
SMMS_TASK_018056,B,30,Low,2,71.33
TMS_TASK_007932,B,3,High,1,37.08
TMS_TASK_006214,A,38,Low,2,91.2
SMMS_TASK_000342,A,0,Medium,5,70.5
TMS_TASK_001258,B,16,Medium,5,75.35
TMS_TASK_023008,B,0,Low,1,30.05
SMMS_TASK_003736,A,36,Critical Peak,3,100.0
SMMS_TASK_013030,C,17,High,3,52.42
TDMS_TASK_019713,B,9,High,3,58.62
TMS_TASK_029668,A,4,Medium,5,78.72
SMMS_TASK_003344,C,38,High,0,50.2
SMMS_TASK_001320,B,21,High,2,70.94
TDMS_TASK_024336,B,41,Low,0,66.04
TMS_TASK_001489,B,39,Critical Peak,0,76.16
SMMS_TASK_014917,C,36,High,4,73.64
TDMS_TASK_021165,A,41,Low,5,100.0
TMS_TASK_010620,A,21,High,2,87.25
SMMS_TASK_016266,B,1,High,4,53.52
SMMS_TASK_017079,B,38,Critical Peak,1,80.02
TDMS_TASK_016204,C,32,Low,3,55.93
TMS_TASK_011969,A,12,Critical Peak,0,68.26
SMMS_TASK_017025,B,38,Medium,5,87.39
SMMS_TASK_011783,B,37,Low,0,66.86
TMS_TASK_023806,B,5,Medium,4,51.69
TMS_TASK_013902,A,25,High,1,84.07
TDMS_TASK_008617,B,37,Medium,4,79.4
TDMS_TASK_021266,B,20,Low,0,56.12
TMS_TASK_019904,B,14,High,2,60.23
TMS_TASK_027041,C,9,High,0,29.78
TDMS_TASK_007384,C,38,High,0,51.4
TDMS_TASK_023691,A,12,High,0,72.57
TDMS_TASK_000176,B,32,Medium,2,73.59
TDMS_TASK_007763,A,9,Medium,3,77.55
SMMS_TASK_004410,B,13,Medium,5,68.96
TDMS_TASK_011411,A,26,Low,5,100.0
SMMS_TASK_017292,A,21,High,4,92.11
TDMS_TASK_013178,B,43,High,1,70.43
SMMS_TASK_005050,B,42,Critical Peak,4,88.7
SMMS_TASK_016624,B,23,Medium,4,69.07
SMMS_TASK_010401,A,23,Low,5,100.0
SMMS_TASK_008257,C,39,Critical Peak,5,79.8
SMMS_TASK_003701,B,5,Critical Peak,1,47.81
TMS_TASK_016720,C,32,Medium,0,53.42
TMS_TASK_012735,B,33,Critical Peak,1,78.58
SMMS_TASK_001591,B,4,High,0,40.39
TDMS_TASK_020978,B,31,Medium,3,76.07
TDMS_TASK_023855,A,16,Low,4,86.82
SMMS_TASK_015818,B,42,Medium,0,60.97
TDMS_TASK_003513,B,22,Medium,0,53.36
TMS_TASK_000893,B,10,High,1,47.88
TDMS_TASK_007164,B,38,High,4,86.83
SMMS_TASK_006588,B,31,Low,0,66.72
TMS_TASK_023924,B,10,High,4,62.54
SMMS_TASK_021730,B,9,Medium,5,61.4
TMS_TASK_026973,B,29,Critical Peak,4,90.45
TMS_TASK_006623,A,26,Medium,0,77.08
TDMS_TASK_006937,B,16,Medium,2,56.36
TMS_TASK_004586,B,26,Medium,3,71.39
TMS_TASK_022745,C,4,Critical Peak,2,43.8
SMMS_TASK_000847,B,33,High,0,68.35
TDMS_TASK_007042,B,15,Critical Peak,2,63.61
SMMS_TASK_008296,C,37,High,3,69.74
TMS_TASK_018531,A,18,Critical Peak,2,88.65
TDMS_TASK_010470,C,3,High,2,29.2
TDMS_TASK_007659,C,18,Low,1,36.79
SMMS_TASK_010601,B,0,Low,3,40.89
TDMS_TASK_019280,B,41,High,5,92.89
TMS_TASK_020002,B,36,Low,5,83.97
TMS_TASK_002140,B,14,Low,3,63.33
SMMS_TASK_005319,B,25,Medium,4,68.54
TDMS_TASK_013725,A,26,Critical Peak,2,95.89
TMS_TASK_029318,B,5,High,0,40.71
TDMS_TASK_019887,A,17,Medium,0,72.33
TMS_TASK_020745,B,6,Critical Peak,0,41.76
TMS_TASK_010477,C,34,Medium,5,68.32
SMMS_TASK_001695,B,19,Critical Peak,5,81.84
TMS_TASK_013236,B,43,Critical Peak,3,86.84
TMS_TASK_004390,C,21,Critical Peak,3,66.18
TMS_TASK_007713,B,29,Medium,0,60.02
TDMS_TASK_018097,A,39,Critical Peak,4,100.0
TMS_TASK_008396,B,16,Low,2,55.64
TDMS_TASK_023069,C,18,Low,0,34.47
SMMS_TASK_002817,C,11,Medium,3,40.48
TMS_TASK_018677,C,42,Critical Peak,4,76.21
TDMS_TASK_002923,B,18,Critical Peak,5,86.83
TMS_TASK_010963,C,29,Critical Peak,4,74.33
SMMS_TASK_017461,A,24,Medium,3,87.69
SMMS_TASK_021111,B,38,High,3,79.13
TMS_TASK_003572,B,25,Low,1,60.63
TDMS_TASK_001137,A,3,High,3,68.06
TDMS_TASK_009531,B,38,High,1,68.9
TDMS_TASK_001481,C,4,Critical Peak,4,49.2
SMMS_TASK_016778,B,26,Low,4,77.15
SMMS_TASK_022283,B,34,High,3,83.58
SMMS_TASK_006058,C,12,Low,4,46.18
TMS_TASK_019588,B,31,High,0,73.25
SMMS_TASK_018121,C,36,Low,5,67.21
SMMS_TASK_000192,A,18,Medium,1,74.81
TMS_TASK_022364,B,21,Medium,3,66.84
TDMS_TASK_004636,A,0,Low,0,50.37
TMS_TASK_029280,C,37,Medium,3,62.55
SMMS_TASK_015975,B,36,Critical Peak,1,76.88
TMS_TASK_018781,A,3,High,5,77.24
TMS_TASK_015277,C,20,High,3,56.32
TDMS_TASK_010536,B,6,Critical Peak,5,73.62
SMMS_TASK_010573,C,42,Critical Peak,3,71.19
SMMS_TASK_002804,B,35,Low,5,87.07
TMS_TASK_014565,B,42,Critical Peak,5,91.17
TMS_TASK_016200,B,43,Low,0,63.89
TMS_TASK_007448,C,24,Medium,5,67.11
SMMS_TASK_009402,B,34,Critical Peak,3,88.38
TDMS_TASK_014312,B,13,Medium,3,61.07
TMS_TASK_005947,C,38,Low,0,49.11
TDMS_TASK_005455,A,4,High,2,68.01
TDMS_TASK_006326,A,35,Low,2,90.7
SMMS_TASK_011322,B,35,High,1,75.37
TMS_TASK_022111,A,15,Medium,2,76.99
TDMS_TASK_006968,C,42,Medium,5,72.37
SMMS_TASK_006332,B,32,Low,1,69.34
TMS_TASK_021713,A,10,Critical Peak,3,87.07
TMS_TASK_004884,A,14,Critical Peak,4,92.35
TMS_TASK_015176,C,24,Medium,0,43.84
TMS_TASK_017974,B,17,Medium,2,61.91
TDMS_TASK_009042,A,25,High,4,100.0
SMMS_TASK_009481,A,16,Medium,3,77.15
SMMS_TASK_001644,A,36,High,2,99.61
SMMS_TASK_019867,A,21,Low,0,72.11
SMMS_TASK_023866,B,14,High,2,59.21
SMMS_TASK_002239,C,35,Critical Peak,5,78.77
SMMS_TASK_019386,A,15,Critical Peak,0,74.05
SMMS_TASK_012509,B,26,Critical Peak,4,88.45
TMS_TASK_003789,B,13,Critical Peak,1,56.72
TDMS_TASK_014246,A,0,Low,0,52.64
TMS_TASK_011011,B,21,Low,5,74.25
TDMS_TASK_017063,A,12,High,0,71.68
TDMS_TASK_023281,B,16,High,0,60.5
TDMS_TASK_007687,B,21,Critical Peak,4,76.27
SMMS_TASK_009185,C,29,Critical Peak,4,77.5
TMS_TASK_003659,C,12,Low,5,51.56
SMMS_TASK_023609,B,33,Low,0,59.45
TMS_TASK_023706,B,36,Medium,0,66.63
TMS_TASK_024343,B,26,Low,3,76.09
TMS_TASK_012421,B,24,Low,5,82.71
TDMS_TASK_008874,A,40,Critical Peak,1,96.64
SMMS_TASK_022022,A,29,High,1,88.68
TMS_TASK_029084,C,23,High,4,62.91
TDMS_TASK_001539,A,26,Medium,5,100.0
TMS_TASK_020194,A,16,High,1,79.76
SMMS_TASK_024957,A,35,Medium,5,100.0
TMS_TASK_015675,C,36,Low,0,46.29
TDMS_TASK_007095,C,15,Critical Peak,5,64.07
TDMS_TASK_001507,C,17,Medium,0,31.78
TMS_TASK_020645,B,26,Critical Peak,4,84.94
SMMS_TASK_008126,A,41,Low,4,100.0
TMS_TASK_009692,B,3,Critical Peak,1,48.58
SMMS_TASK_019941,B,14,Low,4,65.38
SMMS_TASK_006790,B,43,Critical Peak,5,100.0
SMMS_TASK_002778,B,10,High,0,45.79
TMS_TASK_023243,B,38,High,1,72.05
TDMS_TASK_009933,C,17,Critical Peak,3,50.27
TDMS_TASK_016474,C,3,Low,3,32.15
TMS_TASK_001314,B,20,High,0,57.51
TDMS_TASK_007635,B,12,High,0,52.73
SMMS_TASK_024112,B,24,High,5,76.29
SMMS_TASK_022379,A,13,Medium,0,63.81
TMS_TASK_000469,B,4,High,2,49.13
TMS_TASK_000794,B,27,Low,2,71.69
TMS_TASK_018705,C,27,Critical Peak,3,67.3
TDMS_TASK_013856,B,0,Low,1,38.59
TDMS_TASK_000234,C,14,Low,5,50.87
TDMS_TASK_010282,B,28,High,4,86.8
TDMS_TASK_017632,A,12,Low,4,85.18
SMMS_TASK_013533,C,16,High,1,42.5
SMMS_TASK_021305,C,41,High,2,57.82
TDMS_TASK_017803,B,40,Medium,0,66.81
TDMS_TASK_002274,B,25,Medium,0,54.94
TDMS_TASK_005861,C,23,Medium,1,40.4
TDMS_TASK_019507,C,2,Critical Peak,0,26.33
SMMS_TASK_011391,A,0,Medium,1,52.5
SMMS_TASK_005101,C,13,High,1,40.64
TMS_TASK_002801,A,10,Medium,0,62.39
TDMS_TASK_015592,B,5,Low,5,56.01
TMS_TASK_022146,B,27,Medium,0,56.03
TDMS_TASK_004668,B,20,Medium,0,50.64
SMMS_TASK_013324,B,9,Critical Peak,3,70.82
TMS_TASK_007937,C,33,Low,0,50.23
TMS_TASK_014318,B,24,High,4,74.45
SMMS_TASK_000192,A,17,Critical Peak,3,96.67
TMS_TASK_011235,A,30,High,4,100.0
SMMS_TASK_017172,C,12,Critical Peak,1,38.08
TMS_TASK_029174,A,12,Medium,4,84.85
TDMS_TASK_013664,B,12,Medium,5,65.51
TMS_TASK_014490,B,44,Low,4,83.43
SMMS_TASK_006754,A,2,Critical Peak,5,87.4
TDMS_TASK_018360,C,0,Low,4,30.32
TMS_TASK_001026,B,3,Critical Peak,1,51.15
SMMS_TASK_000089,C,1,Critical Peak,4,41.94
TMS_TASK_014020,C,43,High,1,58.7
TDMS_TASK_005852,A,2,Low,5,71.53
SMMS_TASK_009120,C,35,Medium,0,48.22
SMMS_TASK_003895,C,35,Critical Peak,0,56.45
SMMS_TASK_013526,A,1,Medium,5,74.32
SMMS_TASK_014452,B,44,Critical Peak,2,73.21
TDMS_TASK_006581,A,8,High,4,87.19
TDMS_TASK_009830,B,20,Low,1,58.63
TMS_TASK_007360,A,35,Medium,2,96.13
SMMS_TASK_023072,B,25,High,2,72.9
TDMS_TASK_013917,B,39,Medium,0,63.18
TMS_TASK_008941,B,7,Low,2,46.13
TDMS_TASK_018286,A,32,Critical Peak,5,100.0
TDMS_TASK_012685,B,6,Medium,2,45.75
SMMS_TASK_000693,B,6,High,0,44.22
SMMS_TASK_009671,A,7,Critical Peak,1,72.28
TDMS_TASK_022622,B,18,Medium,4,69.39
SMMS_TASK_023184,B,44,Critical Peak,4,92.19
TMS_TASK_026461,C,6,High,1,24.82
TDMS_TASK_005649,A,35,High,3,100.0
TDMS_TASK_024953,B,19,Low,1,58.32
TDMS_TASK_005744,C,2,High,0,17.61
TMS_TASK_015927,B,43,Critical Peak,2,84.54
SMMS_TASK_007995,A,42,High,3,100.0
TDMS_TASK_009960,B,44,High,4,87.11
SMMS_TASK_016643,B,17,Critical Peak,5,80.73
SMMS_TASK_022200,B,38,Low,0,60.53
TDMS_TASK_018340,B,23,High,4,79.93
TMS_TASK_017905,A,27,Low,3,93.78
SMMS_TASK_024389,B,24,Critical Peak,1,73.92
SMMS_TASK_004200,C,12,Medium,2,33.56
TDMS_TASK_023085,A,8,Low,2,69.25
SMMS_TASK_022114,A,5,Low,2,63.59
TDMS_TASK_021096,A,35,Critical Peak,3,100.0
SMMS_TASK_004945,B,43,Low,4,79.24
TMS_TASK_000355,B,5,Medium,2,37.2
TDMS_TASK_014793,B,14,Low,5,69.55
SMMS_TASK_005959,A,36,Critical Peak,4,100.0
TDMS_TASK_005018,A,7,Critical Peak,5,91.64
TMS_TASK_003438,A,0,High,4,69.78
TDMS_TASK_007459,B,15,High,4,67.62
TMS_TASK_017438,B,7,Medium,5,65.22
SMMS_TASK_015822,A,20,Critical Peak,1,87.68
SMMS_TASK_018872,B,15,Medium,2,55.58
SMMS_TASK_020651,C,30,Critical Peak,0,56.04
TDMS_TASK_015514,A,18,Medium,4,87.64
TDMS_TASK_005781,C,11,Low,0,29.0
TMS_TASK_021013,A,41,High,0,84.43
TDMS_TASK_002536,A,32,Critical Peak,1,96.37
SMMS_TASK_005370,B,32,Low,0,61.41
TMS_TASK_001527,A,25,High,5,100.0
SMMS_TASK_015303,B,11,High,3,58.04
TMS_TASK_027002,B,26,Critical Peak,5,95.45
TMS_TASK_008419,C,25,Medium,2,52.5
SMMS_TASK_000880,A,32,High,3,100.0
TMS_TASK_000006,A,14,Low,3,78.54
TDMS_TASK_008720,A,40,Medium,4,100.0
TDMS_TASK_008215,C,2,Low,1,27.62
SMMS_TASK_001668,B,0,Low,0,24.4
TDMS_TASK_000292,B,31,Critical Peak,4,87.04
SMMS_TASK_022598,A,37,Critical Peak,4,100.0
TMS_TASK_018239,A,34,Low,0,77.57
TDMS_TASK_006768,C,29,Critical Peak,1,64.14
TMS_TASK_000149,A,6,High,2,68.52
TMS_TASK_029066,A,16,Medium,3,84.83
SMMS_TASK_008609,A,42,Critical Peak,5,100.0
TMS_TASK_024373,B,26,Critical Peak,1,69.44
TDMS_TASK_009443,B,23,Medium,2,65.27
TMS_TASK_010653,B,6,High,0,43.6
SMMS_TASK_013675,B,15,Critical Peak,3,68.03
TDMS_TASK_000909,B,8,Critical Peak,1,54.83
TMS_TASK_024449,C,28,High,1,56.99
TMS_TASK_027376,A,22,Medium,0,73.54
SMMS_TASK_024297,B,7,Critical Peak,1,51.81
TMS_TASK_026705,B,29,High,4,87.01
TDMS_TASK_018327,A,26,Low,2,86.83
TDMS_TASK_001088,B,37,Medium,5,86.72
TMS_TASK_022288,B,14,High,3,55.87
SMMS_TASK_006708,B,13,High,3,64.41
TMS_TASK_018524,A,28,Medium,0,76.14
SMMS_TASK_011309,A,1,High,3,68.47
TMS_TASK_005059,B,23,Low,4,70.23
TMS_TASK_014224,C,24,Medium,3,58.41
TDMS_TASK_017153,A,13,Critical Peak,2,86.11
TMS_TASK_001156,B,8,Critical Peak,1,48.15
TMS_TASK_007214,C,7,Low,5,44.93
TMS_TASK_022027,C,10,High,0,39.29
TMS_TASK_025290,C,9,Medium,4,38.54
TMS_TASK_002375,B,41,Low,2,74.06
TDMS_TASK_001015,B,42,Critical Peak,5,95.48
TMS_TASK_024664,B,22,High,2,66.43
TDMS_TASK_013954,B,12,Low,4,60.57
SMMS_TASK_018694,B,17,Critical Peak,2,66.69
SMMS_TASK_009059,B,12,Medium,3,60.93
SMMS_TASK_024169,B,15,Critical Peak,0,57.32
TDMS_TASK_010971,B,33,Low,3,77.82
TDMS_TASK_006550,B,10,Critical Peak,1,57.58
SMMS_TASK_010590,B,26,Low,4,74.32
TDMS_TASK_010918,B,42,Critical Peak,0,71.61
TDMS_TASK_019124,B,30,High,1,73.29
SMMS_TASK_012959,C,21,Critical Peak,5,72.2
TDMS_TASK_011623,B,17,Low,0,45.13
TDMS_TASK_007721,B,18,Medium,4,72.59
TMS_TASK_015679,B,28,Low,0,61.33
SMMS_TASK_024671,B,28,Medium,2,66.7
TMS_TASK_020867,B,24,Medium,2,61.49
SMMS_TASK_004382,B,35,Medium,3,78.87
TMS_TASK_012323,B,23,Low,1,58.94
TMS_TASK_027501,B,27,High,2,73.04
TMS_TASK_009745,A,25,High,0,85.5
SMMS_TASK_021087,C,3,Critical Peak,0,26.25
TDMS_TASK_018319,A,14,Medium,5,87.77
SMMS_TASK_002164,C,38,Low,1,45.75
TMS_TASK_004392,A,14,Medium,1,66.14
SMMS_TASK_005595,B,39,High,2,78.94
SMMS_TASK_024241,B,38,Medium,5,82.08
TMS_TASK_027784,B,28,Critical Peak,3,89.06
TDMS_TASK_006238,B,42,Low,3,74.07
TMS_TASK_004224,C,25,Medium,0,39.8
TMS_TASK_006829,B,10,Low,5,67.91
TDMS_TASK_011531,C,30,Critical Peak,1,61.32
TMS_TASK_011569,B,35,Low,3,77.5
TDMS_TASK_019015,C,13,Critical Peak,5,62.72
SMMS_TASK_014049,B,34,High,3,81.46
TDMS_TASK_008192,C,5,Low,2,32.9
SMMS_TASK_020200,A,17,Low,0,70.33
SMMS_TASK_009963,C,18,Critical Peak,2,55.24
TMS_TASK_000203,A,18,Low,2,78.92
TMS_TASK_028902,B,23,Low,1,63.73
SMMS_TASK_012009,C,36,Medium,1,48.31
SMMS_TASK_005946,B,27,Critical Peak,5,91.2
TMS_TASK_007209,A,2,Low,1,60.08
SMMS_TASK_016641,B,35,High,1,67.4
TDMS_TASK_020899,B,12,Low,5,70.61
TDMS_TASK_011707,B,11,Low,5,58.3
TMS_TASK_008025,B,38,Low,1,67.59
TMS_TASK_012836,C,29,Critical Peak,0,55.52
TDMS_TASK_009839,B,23,High,1,67.39
SMMS_TASK_016223,C,25,Critical Peak,3,65.24
TDMS_TASK_011268,C,16,Critical Peak,1,37.91
SMMS_TASK_024771,C,15,Critical Peak,2,53.13
TDMS_TASK_014196,B,39,Critical Peak,0,75.59
TDMS_TASK_018010,B,40,High,5,91.26
TDMS_TASK_014885,B,34,Low,3,75.76
TMS_TASK_010344,B,8,Medium,2,50.13
SMMS_TASK_019634,B,2,High,5,59.04
TDMS_TASK_011148,B,7,Low,0,40.22
SMMS_TASK_004903,C,29,High,1,57.89
TDMS_TASK_004255,B,31,High,4,88.9
TDMS_TASK_017595,B,44,Low,5,88.68
TMS_TASK_011274,B,23,High,5,79.7
TDMS_TASK_007610,B,40,Critical Peak,4,91.88
SMMS_TASK_001487,B,5,High,4,59.05
SMMS_TASK_019417,B,21,Medium,3,66.13
TMS_TASK_021360,C,19,Medium,4,58.0
SMMS_TASK_001429,A,34,High,2,96.15
TMS_TASK_007314,B,36,High,2,74.46
TDMS_TASK_021442,A,8,Critical Peak,4,84.4
TMS_TASK_029288,C,26,Critical Peak,2,64.55
TMS_TASK_013943,B,15,Low,3,61.13
TDMS_TASK_008231,A,10,High,4,82.93
TDMS_TASK_016649,B,0,Low,0,32.43
SMMS_TASK_010495,B,3,Critical Peak,4,61.14
SMMS_TASK_012763,C,4,Low,1,27.79
TDMS_TASK_003876,A,28,Critical Peak,2,96.51
SMMS_TASK_011851,B,38,Medium,2,73.63
TMS_TASK_011814,C,35,Critical Peak,4,71.02
TMS_TASK_017467,C,10,Low,3,27.67
SMMS_TASK_008401,A,36,Critical Peak,3,100.0
TMS_TASK_026002,B,6,Low,2,45.33
TDMS_TASK_022218,A,39,Critical Peak,2,100.0
SMMS_TASK_001967,A,27,Low,0,79.37
SMMS_TASK_004645,C,35,Medium,2,56.7
TDMS_TASK_014200,B,15,Critical Peak,1,58.64
TDMS_TASK_001470,C,35,Critical Peak,3,71.26
SMMS_TASK_014674,B,8,Medium,5,60.99
TMS_TASK_029947,C,26,High,0,51.49
SMMS_TASK_014010,B,4,Critical Peak,4,62.14
TMS_TASK_000017,B,42,High,5,100.0
SMMS_TASK_013503,B,44,Critical Peak,3,82.85
SMMS_TASK_014448,A,14,High,3,80.86
TMS_TASK_002247,B,41,Critical Peak,4,84.48
SMMS_TASK_018746,C,37,Low,3,61.25
TDMS_TASK_017859,C,6,Medium,2,31.89
SMMS_TASK_012431,C,36,Low,5,71.73
TDMS_TASK_013395,B,15,High,1,58.28
TDMS_TASK_019560,A,24,Low,4,98.85
TDMS_TASK_006465,B,2,Critical Peak,4,60.23
TMS_TASK_014901,B,28,High,3,80.53
TDMS_TASK_000500,A,22,High,0,76.16
SMMS_TASK_008661,B,26,Critical Peak,4,86.87
SMMS_TASK_013510,C,36,High,4,72.28
SMMS_TASK_024410,B,1,Low,5,48.96
SMMS_TASK_004735,B,6,Low,3,50.51
TMS_TASK_006769,B,8,Medium,4,58.25
SMMS_TASK_002348,B,26,Critical Peak,1,74.19
TMS_TASK_011368,A,28,Low,3,92.11
TMS_TASK_007842,C,2,Medium,3,29.05
TDMS_TASK_004010,B,43,Medium,1,66.3
SMMS_TASK_008115,C,26,Low,5,64.68
TMS_TASK_021850,B,6,Medium,4,59.13
TDMS_TASK_009379,B,15,Medium,5,71.31
SMMS_TASK_003069,A,18,Low,2,76.12
SMMS_TASK_008698,A,27,High,2,93.19
SMMS_TASK_021198,B,43,Medium,3,78.57
SMMS_TASK_014256,C,14,Critical Peak,4,59.56
TMS_TASK_028613,A,3,Critical Peak,4,80.55
TMS_TASK_022188,B,16,Low,5,75.14
SMMS_TASK_017193,A,39,Critical Peak,4,100.0
TMS_TASK_015348,B,11,Critical Peak,3,63.76
TMS_TASK_004139,B,8,High,2,47.39
TDMS_TASK_007537,B,13,Medium,0,41.34
SMMS_TASK_016262,B,33,Critical Peak,1,74.87
SMMS_TASK_008481,B,7,Low,5,58.79
TMS_TASK_007919,C,18,Low,1,35.21
TMS_TASK_001235,B,36,Medium,1,72.36
TDMS_TASK_014043,B,1,Medium,2,37.29
TDMS_TASK_004676,C,41,Medium,4,65.47
TMS_TASK_023658,B,40,High,5,91.4
TMS_TASK_023054,A,37,Critical Peak,0,90.68
TMS_TASK_001165,A,6,Medium,0,61.63
SMMS_TASK_014167,B,25,Critical Peak,2,76.25
TMS_TASK_011897,B,39,Medium,1,68.17
TDMS_TASK_005025,C,27,High,5,68.7
TMS_TASK_001864,B,8,Critical Peak,2,66.12
TMS_TASK_002531,C,31,Low,5,79.89
SMMS_TASK_005898,A,38,High,2,93.39
TMS_TASK_000724,B,0,High,0,36.73
SMMS_TASK_020942,B,33,Critical Peak,3,81.91
TMS_TASK_004823,B,0,Critical Peak,0,42.1
TDMS_TASK_004980,C,25,High,0,44.69
SMMS_TASK_021037,A,15,High,1,76.79
SMMS_TASK_017939,B,14,High,3,62.25
TDMS_TASK_000749,A,18,Critical Peak,4,94.07
SMMS_TASK_008515,A,31,High,3,100.0
TMS_TASK_024457,C,29,High,1,57.32
TDMS_TASK_021705,B,22,Critical Peak,0,66.57
TDMS_TASK_010913,A,24,Medium,1,78.93
SMMS_TASK_012635,B,24,Low,2,66.2
TDMS_TASK_024181,B,33,High,4,85.01
SMMS_TASK_010394,A,9,High,4,81.5
TMS_TASK_011456,C,43,Low,3,55.27
TDMS_TASK_024952,A,18,Medium,1,76.64
TDMS_TASK_010114,B,33,High,5,91.32
SMMS_TASK_009007,C,11,Medium,3,39.11
SMMS_TASK_020062,C,21,Medium,4,56.94
TMS_TASK_027572,B,5,Critical Peak,5,64.05
TDMS_TASK_005695,B,32,Medium,1,62.44
SMMS_TASK_001071,A,10,High,3,78.47
SMMS_TASK_020609,B,16,High,3,67.92
SMMS_TASK_020069,B,36,High,4,85.72
TDMS_TASK_010812,C,23,Medium,5,57.96
SMMS_TASK_001977,A,13,High,4,86.68
SMMS_TASK_005131,A,6,Critical Peak,5,91.38
TMS_TASK_024341,B,41,Critical Peak,5,98.0
SMMS_TASK_009480,C,15,Low,4,44.93
TMS_TASK_018741,B,11,Medium,3,55.65
TMS_TASK_006564,A,31,Low,3,100.0
SMMS_TASK_018106,B,20,Critical Peak,1,66.3
TMS_TASK_010762,A,34,High,0,89.92
TMS_TASK_000447,A,37,Critical Peak,5,100.0
TMS_TASK_018041,A,15,High,2,77.48
TMS_TASK_012675,B,27,High,1,66.81
TMS_TASK_002475,B,25,High,3,76.04
TMS_TASK_013366,C,35,Low,1,54.67
TMS_TASK_005539,A,26,Low,2,86.61
TMS_TASK_010500,B,40,Critical Peak,3,86.74
TDMS_TASK_008723,B,38,Medium,4,85.66
SMMS_TASK_020098,B,29,High,0,69.29
SMMS_TASK_020428,A,5,Critical Peak,5,85.36
SMMS_TASK_013586,B,34,Medium,5,84.41
TMS_TASK_016154,A,11,Medium,3,79.35
TMS_TASK_007003,B,8,High,0,45.75
TDMS_TASK_009484,A,41,Medium,0,85.6
TDMS_TASK_015809,B,34,Medium,2,71.44
SMMS_TASK_011847,C,14,High,4,53.01
SMMS_TASK_003270,A,17,Low,3,77.53
TDMS_TASK_020007,C,16,Critical Peak,0,40.68
TMS_TASK_001587,C,8,Medium,1,32.48
TDMS_TASK_011142,B,43,Critical Peak,2,80.28
TMS_TASK_007285,A,33,High,4,100.0
SMMS_TASK_015063,B,22,Medium,2,73.68
TMS_TASK_011558,B,1,Low,0,34.54
TDMS_TASK_011856,B,12,High,2,58.69
SMMS_TASK_004398,A,17,Medium,4,91.83
SMMS_TASK_003425,A,19,Medium,0,69.52
