mast_number,section_id,equivalent_km
OHE_SEC_012_1216,SEC_012,60.971
OHE_SEC_012_1217,SEC_012,61.021
OHE_SEC_012_1218,SEC_012,61.072
OHE_SEC_012_1219,SEC_012,61.122
OHE_SEC_012_1220,SEC_012,61.172
OHE_SEC_012_1221,SEC_012,61.222
OHE_SEC_012_1222,SEC_012,61.272
OHE_SEC_012_1223,SEC_012,61.323
OHE_SEC_012_1224,SEC_012,61.373
OHE_SEC_012_1225,SEC_012,61.423
OHE_SEC_012_1226,SEC_012,61.473
OHE_SEC_012_1227,SEC_012,61.523
OHE_SEC_012_1228,SEC_012,61.574
OHE_SEC_012_1229,SEC_012,61.624
OHE_SEC_012_1230,SEC_012,61.674
OHE_SEC_012_1231,SEC_012,61.724
OHE_SEC_012_1232,SEC_012,61.775
OHE_SEC_012_1233,SEC_012,61.825
OHE_SEC_012_1234,SEC_012,61.875
OHE_SEC_012_1235,SEC_012,61.925
OHE_SEC_012_1236,SEC_012,61.975
OHE_SEC_012_1237,SEC_012,62.026
OHE_SEC_012_1238,SEC_012,62.076
OHE_SEC_012_1239,SEC_012,62.126
OHE_SEC_012_1240,SEC_012,62.176
OHE_SEC_012_1241,SEC_012,62.226
OHE_SEC_012_1242,SEC_012,62.277
OHE_SEC_012_1243,SEC_012,62.327
OHE_SEC_012_1244,SEC_012,62.377
OHE_SEC_012_1245,SEC_012,62.427
OHE_SEC_012_1246,SEC_012,62.478
OHE_SEC_012_1247,SEC_012,62.528
OHE_SEC_012_1248,SEC_012,62.578
OHE_SEC_012_1249,SEC_012,62.628
OHE_SEC_012_1250,SEC_012,62.678
OHE_SEC_012_1251,SEC_012,62.729
OHE_SEC_012_1252,SEC_012,62.779
OHE_SEC_012_1253,SEC_012,62.829
OHE_SEC_013_1254,SEC_013,62.869
OHE_SEC_013_1255,SEC_013,62.919
OHE_SEC_013_1256,SEC_013,62.97
OHE_SEC_013_1257,SEC_013,63.02
OHE_SEC_013_1258,SEC_013,63.071
OHE_SEC_013_1259,SEC_013,63.121
OHE_SEC_013_1260,SEC_013,63.172
OHE_SEC_013_1261,SEC_013,63.222
OHE_SEC_013_1262,SEC_013,63.273
OHE_SEC_013_1263,SEC_013,63.323
OHE_SEC_013_1264,SEC_013,63.374
OHE_SEC_013_1265,SEC_013,63.424
OHE_SEC_013_1266,SEC_013,63.475
OHE_SEC_013_1267,SEC_013,63.525
OHE_SEC_013_1268,SEC_013,63.575
OHE_SEC_013_1269,SEC_013,63.626
OHE_SEC_013_1270,SEC_013,63.676
OHE_SEC_013_1271,SEC_013,63.727
OHE_SEC_013_1272,SEC_013,63.777
OHE_SEC_013_1273,SEC_013,63.828
OHE_SEC_013_1274,SEC_013,63.878
OHE_SEC_013_1275,SEC_013,63.929
OHE_SEC_013_1276,SEC_013,63.979
OHE_SEC_013_1277,SEC_013,64.03
OHE_SEC_013_1278,SEC_013,64.08
OHE_SEC_013_1279,SEC_013,64.131
OHE_SEC_013_1280,SEC_013,64.181
OHE_SEC_013_1281,SEC_013,64.231
OHE_SEC_013_1282,SEC_013,64.282
OHE_SEC_013_1283,SEC_013,64.332
OHE_SEC_013_1284,SEC_013,64.383
OHE_SEC_013_1285,SEC_013,64.433
OHE_SEC_013_1286,SEC_013,64.484
OHE_SEC_013_1287,SEC_013,64.534
OHE_SEC_013_1288,SEC_013,64.585
OHE_SEC_013_1289,SEC_013,64.635
OHE_SEC_013_1290,SEC_013,64.686
OHE_SEC_013_1291,SEC_013,64.736
OHE_SEC_013_1292,SEC_013,64.787
OHE_SEC_013_1293,SEC_013,64.837
OHE_SEC_013_1294,SEC_013,64.887
OHE_SEC_013_1295,SEC_013,64.938
OHE_SEC_013_1296,SEC_013,64.988
OHE_SEC_013_1297,SEC_013,65.039
OHE_SEC_013_1298,SEC_013,65.089
OHE_SEC_013_1299,SEC_013,65.14
OHE_SEC_013_1300,SEC_013,65.19
OHE_SEC_013_1301,SEC_013,65.241
OHE_SEC_013_1302,SEC_013,65.291
OHE_SEC_013_1303,SEC_013,65.342
OHE_SEC_013_1304,SEC_013,65.392
OHE_SEC_013_1305,SEC_013,65.443
OHE_SEC_013_1306,SEC_013,65.493
OHE_SEC_014_1307,SEC_014,65.533
OHE_SEC_014_1308,SEC_014,65.583
OHE_SEC_014_1309,SEC_014,65.634
OHE_SEC_014_1310,SEC_014,65.684
OHE_SEC_014_1311,SEC_014,65.735
OHE_SEC_014_1312,SEC_014,65.785
OHE_SEC_014_1313,SEC_014,65.835
OHE_SEC_014_1314,SEC_014,65.886
OHE_SEC_014_1315,SEC_014,65.936
OHE_SEC_014_1316,SEC_014,65.986
OHE_SEC_014_1317,SEC_014,66.037
OHE_SEC_014_1318,SEC_014,66.087
OHE_SEC_014_1319,SEC_014,66.138
OHE_SEC_014_1320,SEC_014,66.188
OHE_SEC_014_1321,SEC_014,66.238
OHE_SEC_014_1322,SEC_014,66.289
OHE_SEC_014_1323,SEC_014,66.339
OHE_SEC_014_1324,SEC_014,66.39
OHE_SEC_014_1325,SEC_014,66.44
OHE_SEC_014_1326,SEC_014,66.49
OHE_SEC_014_1327,SEC_014,66.541
OHE_SEC_014_1328,SEC_014,66.591
OHE_SEC_014_1329,SEC_014,66.641
OHE_SEC_014_1330,SEC_014,66.692
OHE_SEC_014_1331,SEC_014,66.742
OHE_SEC_014_1332,SEC_014,66.793
OHE_SEC_014_1333,SEC_014,66.843
OHE_SEC_014_1334,SEC_014,66.893
OHE_SEC_014_1335,SEC_014,66.944
OHE_SEC_014_1336,SEC_014,66.994
OHE_SEC_014_1337,SEC_014,67.045
OHE_SEC_014_1338,SEC_014,67.095
OHE_SEC_014_1339,SEC_014,67.145
OHE_SEC_014_1340,SEC_014,67.196
OHE_SEC_014_1341,SEC_014,67.246
OHE_SEC_014_1342,SEC_014,67.296
OHE_SEC_014_1343,SEC_014,67.347
OHE_SEC_014_1344,SEC_014,67.397
OHE_SEC_014_1345,SEC_014,67.448
OHE_SEC_014_1346,SEC_014,67.498
OHE_SEC_014_1347,SEC_014,67.548
OHE_SEC_014_1348,SEC_014,67.599
OHE_SEC_014_1349,SEC_014,67.649
OHE_SEC_014_1350,SEC_014,67.7
OHE_SEC_014_1351,SEC_014,67.75
OHE_SEC_014_1352,SEC_014,67.8
OHE_SEC_014_1353,SEC_014,67.851
OHE_SEC_014_1354,SEC_014,67.901
OHE_SEC_014_1355,SEC_014,67.951
OHE_SEC_014_1356,SEC_014,68.002
OHE_SEC_014_1357,SEC_014,68.052
OHE_SEC_014_1358,SEC_014,68.103
OHE_SEC_014_1359,SEC_014,68.153
OHE_SEC_014_1360,SEC_014,68.203
OHE_SEC_014_1361,SEC_014,68.254
OHE_SEC_014_1362,SEC_014,68.304
OHE_SEC_014_1363,SEC_014,68.354
OHE_SEC_014_1364,SEC_014,68.405
OHE_SEC_014_1365,SEC_014,68.455
OHE_SEC_014_1366,SEC_014,68.506
OHE_SEC_014_1367,SEC_014,68.556
OHE_SEC_014_1368,SEC_014,68.606
OHE_SEC_014_1369,SEC_014,68.657
OHE_SEC_014_1370,SEC_014,68.707
OHE_SEC_014_1371,SEC_014,68.758
OHE_SEC_014_1372,SEC_014,68.808
OHE_SEC_014_1373,SEC_014,68.858
OHE_SEC_014_1374,SEC_014,68.909
OHE_SEC_014_1375,SEC_014,68.959
OHE_SEC_014_1376,SEC_014,69.009
OHE_SEC_014_1377,SEC_014,69.06
OHE_SEC_014_1378,SEC_014,69.11
OHE_SEC_014_1379,SEC_014,69.161
OHE_SEC_014_1380,SEC_014,69.211
OHE_SEC_014_1381,SEC_014,69.261
OHE_SEC_014_1382,SEC_014,69.312
OHE_SEC_014_1383,SEC_014,69.362
OHE_SEC_014_1384,SEC_014,69.413
OHE_SEC_014_1385,SEC_014,69.463
OHE_SEC_014_1386,SEC_014,69.513
OHE_SEC_014_1387,SEC_014,69.564
OHE_SEC_014_1388,SEC_014,69.614
OHE_SEC_014_1389,SEC_014,69.664
OHE_SEC_014_1390,SEC_014,69.715
OHE_SEC_014_1391,SEC_014,69.765
OHE_SEC_014_1392,SEC_014,69.816
OHE_SEC_014_1393,SEC_014,69.866
OHE_SEC_014_1394,SEC_014,69.916
OHE_SEC_014_1395,SEC_014,69.967
OHE_SEC_014_1396,SEC_014,70.017
OHE_SEC_014_1397,SEC_014,70.068
OHE_SEC_014_1398,SEC_014,70.118
OHE_SEC_014_1399,SEC_014,70.168
OHE_SEC_014_1400,SEC_014,70.219
OHE_SEC_014_1401,SEC_014,70.269
OHE_SEC_014_1402,SEC_014,70.319
OHE_SEC_014_1403,SEC_014,70.37
OHE_SEC_014_1404,SEC_014,70.42
OHE_SEC_014_1405,SEC_014,70.471
OHE_SEC_014_1406,SEC_014,70.521
OHE_SEC_014_1407,SEC_014,70.571
OHE_SEC_014_1408,SEC_014,70.622
OHE_SEC_014_1409,SEC_014,70.672
OHE_SEC_014_1410,SEC_014,70.723
OHE_SEC_014_1411,SEC_014,70.773
OHE_SEC_014_1412,SEC_014,70.823
OHE_SEC_014_1413,SEC_014,70.874
OHE_SEC_014_1414,SEC_014,70.924
OHE_SEC_014_1415,SEC_014,70.974
OHE_SEC_014_1416,SEC_014,71.025
OHE_SEC_014_1417,SEC_014,71.075
OHE_SEC_014_1418,SEC_014,71.126
OHE_SEC_014_1419,SEC_014,71.176
OHE_SEC_015_1420,SEC_015,71.216
OHE_SEC_015_1421,SEC_015,71.266
OHE_SEC_015_1422,SEC_015,71.316
OHE_SEC_015_1423,SEC_015,71.367
OHE_SEC_015_1424,SEC_015,71.417
OHE_SEC_015_1425,SEC_015,71.467
OHE_SEC_015_1426,SEC_015,71.517
OHE_SEC_015_1427,SEC_015,71.568
OHE_SEC_015_1428,SEC_015,71.618
OHE_SEC_015_1429,SEC_015,71.668
OHE_SEC_015_1430,SEC_015,71.718
OHE_SEC_015_1431,SEC_015,71.769
OHE_SEC_015_1432,SEC_015,71.819
OHE_SEC_015_1433,SEC_015,71.869
OHE_SEC_015_1434,SEC_015,71.919
OHE_SEC_015_1435,SEC_015,71.97
OHE_SEC_015_1436,SEC_015,72.02
OHE_SEC_015_1437,SEC_015,72.07
OHE_SEC_015_1438,SEC_015,72.12
OHE_SEC_015_1439,SEC_015,72.171
OHE_SEC_015_1440,SEC_015,72.221
OHE_SEC_015_1441,SEC_015,72.271
OHE_SEC_015_1442,SEC_015,72.321
OHE_SEC_015_1443,SEC_015,72.372
OHE_SEC_015_1444,SEC_015,72.422
OHE_SEC_015_1445,SEC_015,72.472
OHE_SEC_015_1446,SEC_015,72.522
OHE_SEC_015_1447,SEC_015,72.573
OHE_SEC_015_1448,SEC_015,72.623
OHE_SEC_015_1449,SEC_015,72.673
OHE_SEC_015_1450,SEC_015,72.723
OHE_SEC_015_1451,SEC_015,72.774
OHE_SEC_015_1452,SEC_015,72.824
OHE_SEC_015_1453,SEC_015,72.874
OHE_SEC_015_1454,SEC_015,72.924
OHE_SEC_015_1455,SEC_015,72.974
OHE_SEC_015_1456,SEC_015,73.025
OHE_SEC_015_1457,SEC_015,73.075
OHE_SEC_015_1458,SEC_015,73.125
OHE_SEC_015_1459,SEC_015,73.175
OHE_SEC_015_1460,SEC_015,73.226
OHE_SEC_015_1461,SEC_015,73.276
OHE_SEC_015_1462,SEC_015,73.326
OHE_SEC_015_1463,SEC_015,73.376
OHE_SEC_015_1464,SEC_015,73.427
OHE_SEC_015_1465,SEC_015,73.477
OHE_SEC_015_1466,SEC_015,73.527
OHE_SEC_015_1467,SEC_015,73.577
OHE_SEC_015_1468,SEC_015,73.628
OHE_SEC_015_1469,SEC_015,73.678
OHE_SEC_015_1470,SEC_015,73.728
OHE_SEC_015_1471,SEC_015,73.778
OHE_SEC_015_1472,SEC_015,73.829
OHE_SEC_015_1473,SEC_015,73.879
OHE_SEC_015_1474,SEC_015,73.929
OHE_SEC_015_1475,SEC_015,73.979
OHE_SEC_015_1476,SEC_015,74.03
OHE_SEC_015_1477,SEC_015,74.08
OHE_SEC_015_1478,SEC_015,74.13
OHE_SEC_015_1479,SEC_015,74.18
OHE_SEC_015_1480,SEC_015,74.231
OHE_SEC_015_1481,SEC_015,74.281
OHE_SEC_015_1482,SEC_015,74.331
OHE_SEC_016_1483,SEC_016,74.371
OHE_SEC_016_1484,SEC_016,74.398
OHE_SEC_017_1485,SEC_017,74.438
OHE_SEC_017_1486,SEC_017,74.488
OHE_SEC_017_1487,SEC_017,74.538
OHE_SEC_017_1488,SEC_017,74.589
OHE_SEC_017_1489,SEC_017,74.639
OHE_SEC_017_1490,SEC_017,74.689
OHE_SEC_017_1491,SEC_017,74.739
OHE_SEC_017_1492,SEC_017,74.789
OHE_SEC_017_1493,SEC_017,74.84
OHE_SEC_017_1494,SEC_017,74.89
OHE_SEC_017_1495,SEC_017,74.94
OHE_SEC_017_1496,SEC_017,74.99
OHE_SEC_017_1497,SEC_017,75.04
OHE_SEC_017_1498,SEC_017,75.091
OHE_SEC_017_1499,SEC_017,75.141
OHE_SEC_017_1500,SEC_017,75.191
OHE_SEC_017_1501,SEC_017,75.241
OHE_SEC_017_1502,SEC_017,75.291
OHE_SEC_017_1503,SEC_017,75.342
OHE_SEC_017_1504,SEC_017,75.392
OHE_SEC_017_1505,SEC_017,75.442
OHE_SEC_017_1506,SEC_017,75.492
OHE_SEC_017_1507,SEC_017,75.542
OHE_SEC_017_1508,SEC_017,75.593
OHE_SEC_017_1509,SEC_017,75.643
OHE_SEC_017_1510,SEC_017,75.693
OHE_SEC_017_1511,SEC_017,75.743
OHE_SEC_017_1512,SEC_017,75.793
OHE_SEC_017_1513,SEC_017,75.844
OHE_SEC_017_1514,SEC_017,75.894
OHE_SEC_017_1515,SEC_017,75.944
OHE_SEC_017_1516,SEC_017,75.994
OHE_SEC_017_1517,SEC_017,76.044
OHE_SEC_017_1518,SEC_017,76.095
OHE_SEC_017_1519,SEC_017,76.145
OHE_SEC_017_1520,SEC_017,76.195
OHE_SEC_017_1521,SEC_017,76.245
OHE_SEC_017_1522,SEC_017,76.295
OHE_SEC_017_1523,SEC_017,76.346
OHE_SEC_017_1524,SEC_017,76.396
OHE_SEC_017_1525,SEC_017,76.446
OHE_SEC_017_1526,SEC_017,76.496
OHE_SEC_017_1527,SEC_017,76.546
OHE_SEC_017_1528,SEC_017,76.597
OHE_SEC_017_1529,SEC_017,76.647
OHE_SEC_017_1530,SEC_017,76.697
OHE_SEC_017_1531,SEC_017,76.747
OHE_SEC_017_1532,SEC_017,76.797
OHE_SEC_017_1533,SEC_017,76.848
OHE_SEC_017_1534,SEC_017,76.898
OHE_SEC_017_1535,SEC_017,76.948
OHE_SEC_017_1536,SEC_017,76.998
OHE_SEC_017_1537,SEC_017,77.048
OHE_SEC_017_1538,SEC_017,77.099
OHE_SEC_017_1539,SEC_017,77.149
OHE_SEC_017_1540,SEC_017,77.199
OHE_SEC_017_1541,SEC_017,77.249
OHE_SEC_017_1542,SEC_017,77.299
OHE_SEC_017_1543,SEC_017,77.35
OHE_SEC_017_1544,SEC_017,77.4
OHE_SEC_017_1545,SEC_017,77.45
OHE_SEC_017_1546,SEC_017,77.5
OHE_SEC_017_1547,SEC_017,77.55
OHE_SEC_017_1548,SEC_017,77.601
OHE_SEC_017_1549,SEC_017,77.651
OHE_SEC_017_1550,SEC_017,77.701
OHE_SEC_018_1551,SEC_018,77.741
OHE_SEC_018_1552,SEC_018,77.791
OHE_SEC_018_1553,SEC_018,77.841
OHE_SEC_018_1554,SEC_018,77.892
OHE_SEC_018_1555,SEC_018,77.942
OHE_SEC_018_1556,SEC_018,77.992
OHE_SEC_018_1557,SEC_018,78.042
OHE_SEC_018_1558,SEC_018,78.093
OHE_SEC_018_1559,SEC_018,78.143
OHE_SEC_018_1560,SEC_018,78.193
OHE_SEC_018_1561,SEC_018,78.243
OHE_SEC_018_1562,SEC_018,78.294
OHE_SEC_018_1563,SEC_018,78.344
OHE_SEC_018_1564,SEC_018,78.394
OHE_SEC_018_1565,SEC_018,78.444
OHE_SEC_018_1566,SEC_018,78.494
OHE_SEC_018_1567,SEC_018,78.545
OHE_SEC_018_1568,SEC_018,78.595
OHE_SEC_018_1569,SEC_018,78.645
OHE_SEC_018_1570,SEC_018,78.695
OHE_SEC_018_1571,SEC_018,78.746
OHE_SEC_018_1572,SEC_018,78.796
OHE_SEC_018_1573,SEC_018,78.846
OHE_SEC_018_1574,SEC_018,78.896
OHE_SEC_018_1575,SEC_018,78.947
OHE_SEC_018_1576,SEC_018,78.997
OHE_SEC_018_1577,SEC_018,79.047
OHE_SEC_018_1578,SEC_018,79.097
OHE_SEC_018_1579,SEC_018,79.147
OHE_SEC_018_1580,SEC_018,79.198
OHE_SEC_018_1581,SEC_018,79.248
OHE_SEC_018_1582,SEC_018,79.298
OHE_SEC_018_1583,SEC_018,79.348
OHE_SEC_018_1584,SEC_018,79.399
OHE_SEC_018_1585,SEC_018,79.449
OHE_SEC_018_1586,SEC_018,79.499
OHE_SEC_018_1587,SEC_018,79.549
OHE_SEC_018_1588,SEC_018,79.6
OHE_SEC_018_1589,SEC_018,79.65
OHE_SEC_018_1590,SEC_018,79.7
OHE_SEC_018_1591,SEC_018,79.75
OHE_SEC_018_1592,SEC_018,79.8
OHE_SEC_018_1593,SEC_018,79.851
OHE_SEC_018_1594,SEC_018,79.901
OHE_SEC_018_1595,SEC_018,79.951
OHE_SEC_018_1596,SEC_018,80.001
OHE_SEC_018_1597,SEC_018,80.052
OHE_SEC_018_1598,SEC_018,80.102
OHE_SEC_018_1599,SEC_018,80.152
OHE_SEC_018_1600,SEC_018,80.202
OHE_SEC_018_1601,SEC_018,80.253
OHE_SEC_018_1602,SEC_018,80.303
OHE_SEC_018_1603,SEC_018,80.353
OHE_SEC_018_1604,SEC_018,80.403
OHE_SEC_018_1605,SEC_018,80.453
OHE_SEC_018_1606,SEC_018,80.504
OHE_SEC_018_1607,SEC_018,80.554
OHE_SEC_018_1608,SEC_018,80.604
OHE_SEC_018_1609,SEC_018,80.654
OHE_SEC_018_1610,SEC_018,80.705
OHE_SEC_018_1611,SEC_018,80.755
OHE_SEC_018_1612,SEC_018,80.805
OHE_SEC_018_1613,SEC_018,80.855
OHE_SEC_018_1614,SEC_018,80.906
OHE_SEC_018_1615,SEC_018,80.956
OHE_SEC_018_1616,SEC_018,81.006
OHE_SEC_018_1617,SEC_018,81.056
OHE_SEC_018_1618,SEC_018,81.106
OHE_SEC_018_1619,SEC_018,81.157
OHE_SEC_018_1620,SEC_018,81.207
OHE_SEC_018_1621,SEC_018,81.257
OHE_SEC_018_1622,SEC_018,81.307
OHE_SEC_018_1623,SEC_018,81.358
OHE_SEC_018_1624,SEC_018,81.408
OHE_SEC_018_1625,SEC_018,81.458
OHE_SEC_018_1626,SEC_018,81.508
OHE_SEC_018_1627,SEC_018,81.559
OHE_SEC_018_1628,SEC_018,81.609
OHE_SEC_018_1629,SEC_018,81.659
OHE_SEC_018_1630,SEC_018,81.709
OHE_SEC_018_1631,SEC_018,81.759
OHE_SEC_018_1632,SEC_018,81.81
OHE_SEC_018_1633,SEC_018,81.86
OHE_SEC_018_1634,SEC_018,81.91
OHE_SEC_018_1635,SEC_018,81.96
OHE_SEC_018_1636,SEC_018,82.011
OHE_SEC_018_1637,SEC_018,82.061
OHE_SEC_018_1638,SEC_018,82.111
OHE_SEC_018_1639,SEC_018,82.161
OHE_SEC_018_1640,SEC_018,82.212
OHE_SEC_018_1641,SEC_018,82.262
OHE_SEC_018_1642,SEC_018,82.312
OHE_SEC_018_1643,SEC_018,82.362
OHE_SEC_018_1644,SEC_018,82.412
OHE_SEC_018_1645,SEC_018,82.463
OHE_SEC_018_1646,SEC_018,82.513
OHE_SEC_018_1647,SEC_018,82.563
OHE_SEC_018_1648,SEC_018,82.613
OHE_SEC_018_1649,SEC_018,82.664
OHE_SEC_018_1650,SEC_018,82.714
OHE_SEC_018_1651,SEC_018,82.764
OHE_SEC_018_1652,SEC_018,82.814
OHE_SEC_018_1653,SEC_018,82.865
OHE_SEC_018_1654,SEC_018,82.915
OHE_SEC_018_1655,SEC_018,82.965
OHE_SEC_018_1656,SEC_018,83.015
OHE_SEC_018_1657,SEC_018,83.065
OHE_SEC_018_1658,SEC_018,83.116
OHE_SEC_018_1659,SEC_018,83.166
OHE_SEC_018_1660,SEC_018,83.216
OHE_SEC_018_1661,SEC_018,83.266
OHE_SEC_018_1662,SEC_018,83.317
OHE_SEC_018_1663,SEC_018,83.367
OHE_SEC_018_1664,SEC_018,83.417
OHE_SEC_018_1665,SEC_018,83.467
OHE_SEC_018_1666,SEC_018,83.518
OHE_SEC_018_1667,SEC_018,83.568
OHE_SEC_018_1668,SEC_018,83.618
OHE_SEC_018_1669,SEC_018,83.668
OHE_SEC_018_1670,SEC_018,83.718
OHE_SEC_018_1671,SEC_018,83.769
OHE_SEC_018_1672,SEC_018,83.819
OHE_SEC_018_1673,SEC_018,83.869
OHE_SEC_018_1674,SEC_018,83.919
OHE_SEC_018_1675,SEC_018,83.97
OHE_SEC_018_1676,SEC_018,84.02
OHE_SEC_018_1677,SEC_018,84.07
OHE_SEC_018_1678,SEC_018,84.12
OHE_SEC_018_1679,SEC_018,84.171
OHE_SEC_018_1680,SEC_018,84.221
OHE_SEC_018_1681,SEC_018,84.271
OHE_SEC_018_1682,SEC_018,84.321
OHE_SEC_018_1683,SEC_018,84.371
OHE_SEC_018_1684,SEC_018,84.422
OHE_SEC_018_1685,SEC_018,84.472
OHE_SEC_018_1686,SEC_018,84.522
OHE_SEC_018_1687,SEC_018,84.572
OHE_SEC_018_1688,SEC_018,84.623
OHE_SEC_018_1689,SEC_018,84.673
OHE_SEC_018_1690,SEC_018,84.723
OHE_SEC_018_1691,SEC_018,84.773
OHE_SEC_018_1692,SEC_018,84.824
OHE_SEC_018_1693,SEC_018,84.874
OHE_SEC_018_1694,SEC_018,84.924
OHE_SEC_018_1695,SEC_018,84.974
OHE_SEC_018_1696,SEC_018,85.024
OHE_SEC_018_1697,SEC_018,85.075
OHE_SEC_018_1698,SEC_018,85.125
OHE_SEC_018_1699,SEC_018,85.175
OHE_SEC_018_1700,SEC_018,85.225
OHE_SEC_018_1701,SEC_018,85.276
OHE_SEC_018_1702,SEC_018,85.326
OHE_SEC_018_1703,SEC_018,85.376
OHE_SEC_018_1704,SEC_018,85.426
OHE_SEC_018_1705,SEC_018,85.477
OHE_SEC_018_1706,SEC_018,85.527
OHE_SEC_018_1707,SEC_018,85.577
OHE_SEC_018_1708,SEC_018,85.627
OHE_SEC_018_1709,SEC_018,85.677
OHE_SEC_018_1710,SEC_018,85.728
OHE_SEC_018_1711,SEC_018,85.778
OHE_SEC_018_1712,SEC_018,85.828
OHE_SEC_018_1713,SEC_018,85.878
OHE_SEC_018_1714,SEC_018,85.929
OHE_SEC_018_1715,SEC_018,85.979
OHE_SEC_018_1716,SEC_018,86.029
OHE_SEC_018_1717,SEC_018,86.079
OHE_SEC_018_1718,SEC_018,86.13
OHE_SEC_018_1719,SEC_018,86.18
OHE_SEC_018_1720,SEC_018,86.23
OHE_SEC_018_1721,SEC_018,86.28
OHE_SEC_018_1722,SEC_018,86.33
OHE_SEC_018_1723,SEC_018,86.381
OHE_SEC_018_1724,SEC_018,86.431
OHE_SEC_018_1725,SEC_018,86.481
OHE_SEC_018_1726,SEC_018,86.531
OHE_SEC_018_1727,SEC_018,86.582
OHE_SEC_018_1728,SEC_018,86.632
OHE_SEC_018_1729,SEC_018,86.682
OHE_SEC_018_1730,SEC_018,86.732
OHE_SEC_018_1731,SEC_018,86.783
OHE_SEC_018_1732,SEC_018,86.833
OHE_SEC_018_1733,SEC_018,86.883
OHE_SEC_018_1734,SEC_018,86.933
OHE_SEC_018_1735,SEC_018,86.983
OHE_SEC_018_1736,SEC_018,87.034
OHE_SEC_018_1737,SEC_018,87.084
OHE_SEC_018_1738,SEC_018,87.134
OHE_SEC_018_1739,SEC_018,87.184
OHE_SEC_018_1740,SEC_018,87.235
OHE_SEC_018_1741,SEC_018,87.285
OHE_SEC_018_1742,SEC_018,87.335
OHE_SEC_018_1743,SEC_018,87.385
OHE_SEC_018_1744,SEC_018,87.436
OHE_SEC_018_1745,SEC_018,87.486
OHE_SEC_018_1746,SEC_018,87.536
OHE_SEC_019_1747,SEC_019,87.576
OHE_SEC_019_1748,SEC_019,87.636
OHE_SEC_019_1749,SEC_019,87.697
OHE_SEC_019_1750,SEC_019,87.757
OHE_SEC_019_1751,SEC_019,87.818
OHE_SEC_019_1752,SEC_019,87.878
OHE_SEC_020_1753,SEC_020,87.918
OHE_SEC_020_1754,SEC_020,87.972
OHE_SEC_020_1755,SEC_020,88.025
OHE_SEC_020_1756,SEC_020,88.079
OHE_SEC_020_1757,SEC_020,88.132
OHE_SEC_020_1758,SEC_020,88.186
OHE_SEC_020_1759,SEC_020,88.24
OHE_SEC_020_1760,SEC_020,88.293
OHE_SEC_020_1761,SEC_020,88.347
OHE_SEC_020_1762,SEC_020,88.401
OHE_SEC_020_1763,SEC_020,88.454
OHE_SEC_020_1764,SEC_020,88.508
OHE_SEC_020_1765,SEC_020,88.562
OHE_SEC_020_1766,SEC_020,88.615
OHE_SEC_020_1767,SEC_020,88.669
OHE_SEC_020_1768,SEC_020,88.722
OHE_SEC_020_1769,SEC_020,88.776
OHE_SEC_021_1770,SEC_021,88.816
OHE_SEC_021_1771,SEC_021,88.868
OHE_SEC_021_1772,SEC_021,88.919
OHE_SEC_021_1773,SEC_021,88.971
OHE_SEC_021_1774,SEC_021,89.022
OHE_SEC_021_1775,SEC_021,89.074
OHE_SEC_021_1776,SEC_021,89.125
OHE_SEC_021_1777,SEC_021,89.177
OHE_SEC_021_1778,SEC_021,89.228
OHE_SEC_021_1779,SEC_021,89.28
OHE_SEC_021_1780,SEC_021,89.331
OHE_SEC_021_1781,SEC_021,89.383
OHE_SEC_021_1782,SEC_021,89.434
OHE_SEC_021_1783,SEC_021,89.486
OHE_SEC_021_1784,SEC_021,89.538
OHE_SEC_021_1785,SEC_021,89.589
OHE_SEC_021_1786,SEC_021,89.641
OHE_SEC_021_1787,SEC_021,89.692
OHE_SEC_021_1788,SEC_021,89.744
OHE_SEC_021_1789,SEC_021,89.795
OHE_SEC_021_1790,SEC_021,89.847
OHE_SEC_021_1791,SEC_021,89.898
OHE_SEC_021_1792,SEC_021,89.95
OHE_SEC_021_1793,SEC_021,90.001
OHE_SEC_021_1794,SEC_021,90.053
OHE_SEC_021_1795,SEC_021,90.104
OHE_SEC_021_1796,SEC_021,90.156
OHE_SEC_022_1797,SEC_022,90.196
OHE_SEC_022_1798,SEC_022,90.247
OHE_SEC_022_1799,SEC_022,90.297
OHE_SEC_022_1800,SEC_022,90.348
OHE_SEC_022_1801,SEC_022,90.399
OHE_SEC_022_1802,SEC_022,90.45
OHE_SEC_022_1803,SEC_022,90.5
OHE_SEC_022_1804,SEC_022,90.551
OHE_SEC_022_1805,SEC_022,90.602
OHE_SEC_022_1806,SEC_022,90.652
OHE_SEC_022_1807,SEC_022,90.703
OHE_SEC_022_1808,SEC_022,90.754
OHE_SEC_022_1809,SEC_022,90.805
OHE_SEC_022_1810,SEC_022,90.855
OHE_SEC_022_1811,SEC_022,90.906
OHE_SEC_022_1812,SEC_022,90.957
OHE_SEC_022_1813,SEC_022,91.007
OHE_SEC_022_1814,SEC_022,91.058
OHE_SEC_022_1815,SEC_022,91.109
OHE_SEC_022_1816,SEC_022,91.16
OHE_SEC_022_1817,SEC_022,91.21
OHE_SEC_022_1818,SEC_022,91.261
OHE_SEC_022_1819,SEC_022,91.312
OHE_SEC_022_1820,SEC_022,91.362
OHE_SEC_022_1821,SEC_022,91.413
OHE_SEC_022_1822,SEC_022,91.464
OHE_SEC_022_1823,SEC_022,91.515
